Date,CSFLStock_Open_average,CSFLStock_Open_max,CSFLStock_Open_min,CSFLStock_Open_volatility,CSFLStock_Open_change,CSFLStock_High_average,CSFLStock_High_max,CSFLStock_High_min,CSFLStock_High_volatility,CSFLStock_High_change,CSFLStock_Low_average,CSFLStock_Low_max,CSFLStock_Low_min,CSFLStock_Low_volatility,CSFLStock_Low_change,CSFLStock_Close_average,CSFLStock_Close_max,CSFLStock_Close_min,CSFLStock_Close_volatility,CSFLStock_Close_change,CSFLStock_Volume_average,CSFLStock_Volume_max,CSFLStock_Volume_min,CSFLStock_Volume_volatility,CSFLStock_Volume_change
2016-01-03,15.462,15.51,15.41,0.09999999999999964,0.07000000000000028,15.612,15.72,15.51,0.21000000000000085,0.05000000000000071,15.154,15.45,14.52,0.9299999999999997,-0.5400000000000009,15.354,15.68,14.57,1.1099999999999994,-0.9399999999999995,332972,527033,222194,304839,-174513
2016-01-10,14.298,14.67,13.67,1.0,-0.9000000000000004,14.458,14.8,13.9,0.9000000000000004,-0.9000000000000004,13.966000000000001,14.49,13.41,1.08,-1.08,14.188,14.57,13.81,0.7599999999999998,-0.7599999999999998,208600,278066,147008,131058,67735
2016-01-17,13.8625,14.19,13.61,0.5800000000000001,-0.27000000000000135,14.09,14.2,13.82,0.379999999999999,-0.33000000000000007,13.505,13.63,13.32,0.3100000000000005,-0.3100000000000005,13.6975,14.06,13.39,0.6699999999999999,-0.41000000000000014,257276,300362,229357,71005,-36836
2016-01-24,13.598,14.16,13.02,1.1400000000000006,0.8200000000000003,13.884,14.52,13.31,1.209999999999999,1.129999999999999,13.344000000000001,13.96,12.56,1.4000000000000004,0.9900000000000002,13.678,14.19,12.98,1.209999999999999,1.209999999999999,207813,329530,142163,187367,68218
2016-01-31,13.847999999999999,14.12,13.61,0.5099999999999998,-0.4299999999999997,14.248,15.0,13.9,1.0999999999999996,-0.379999999999999,13.632,13.97,13.41,0.5600000000000005,-0.5600000000000005,13.742,14.14,13.5,0.6400000000000006,-0.6400000000000006,182768,244265,123640,120625,37419
2016-02-07,13.992,14.24,13.64,0.5999999999999996,0.4299999999999997,14.474,15.0,13.99,1.0099999999999998,0.2599999999999998,13.876,14.18,13.56,0.6199999999999992,0.5099999999999998,14.164,14.43,13.81,0.6199999999999992,0.21999999999999886,228666,309699,158188,151511,-50205
2016-02-14,14.3625,14.55,14.13,0.41999999999999993,-0.41999999999999993,14.532499999999999,14.63,14.35,0.28000000000000114,-0.09000000000000163,14.1725,14.29,14.05,0.23999999999999844,-0.15999999999999837,14.282499999999999,14.37,14.17,0.1999999999999993,-0.08000000000000007,202798,302008,128000,174008,-99603
2016-02-21,14.176666666666666,14.39,13.8,0.5899999999999999,-0.030000000000001137,14.395,14.61,14.12,0.4900000000000002,-0.120000000000001,13.808333333333334,14.36,13.04,1.3200000000000003,0.6600000000000001,14.19,14.36,13.97,0.3899999999999988,0.10999999999999943,182263,264681,0,264681,-264681
2016-02-28,14.388,14.65,14.07,0.5800000000000001,0.3000000000000007,14.626,14.86,14.53,0.33000000000000007,0.3200000000000003,14.19,14.45,13.99,0.4599999999999991,0.4599999999999991,14.452,14.76,14.0,0.7599999999999998,0.7599999999999998,161219,249647,102812,146835,-112260
2016-03-06,14.822000000000001,14.92,14.75,0.16999999999999993,0.16999999999999993,15.0,15.19,14.92,0.2699999999999996,0.25,14.67,14.82,14.54,0.28000000000000114,0.22000000000000064,14.866,15.05,14.75,0.3000000000000007,0.16000000000000014,124739,167502,85783,81719,46066
