Date,SPDR S&P MidCap 400_etf_Open_average,SPDR S&P MidCap 400_etf_Open_max,SPDR S&P MidCap 400_etf_Open_min,SPDR S&P MidCap 400_etf_Open_volatility,SPDR S&P MidCap 400_etf_Open_change,SPDR S&P MidCap 400_etf_High_average,SPDR S&P MidCap 400_etf_High_max,SPDR S&P MidCap 400_etf_High_min,SPDR S&P MidCap 400_etf_High_volatility,SPDR S&P MidCap 400_etf_High_change,SPDR S&P MidCap 400_etf_Low_average,SPDR S&P MidCap 400_etf_Low_max,SPDR S&P MidCap 400_etf_Low_min,SPDR S&P MidCap 400_etf_Low_volatility,SPDR S&P MidCap 400_etf_Low_change,SPDR S&P MidCap 400_etf_Close_average,SPDR S&P MidCap 400_etf_Close_max,SPDR S&P MidCap 400_etf_Close_min,SPDR S&P MidCap 400_etf_Close_volatility,SPDR S&P MidCap 400_etf_Close_change
2016-01-03,242.0,242.0,242.0,0.0,0.0,242.83,242.83,242.83,0.0,0.0,237.61,237.61,237.61,0.0,0.0,237.82,237.82,237.82,0.0,0.0
2016-01-10,228.73,228.73,228.73,0.0,0.0,231.47,231.47,231.47,0.0,0.0,226.61,226.61,226.61,0.0,0.0,231.03,231.03,231.03,0.0,0.0
2016-01-17,231.97,231.97,231.97,0.0,0.0,234.55,234.55,234.55,0.0,0.0,231.82,231.82,231.82,0.0,0.0,234.34,234.34,234.34,0.0,0.0
2016-01-24,233.46,233.46,233.46,0.0,0.0,240.0,240.0,240.0,0.0,0.0,233.34,233.34,233.34,0.0,0.0,239.97,239.97,239.97,0.0,0.0
2016-01-31,237.06,237.06,237.06,0.0,0.0,237.07,237.07,237.07,0.0,0.0,232.55,232.55,232.55,0.0,0.0,232.83,232.83,232.83,0.0,0.0
2016-02-07,227.68,227.68,227.68,0.0,0.0,230.11,230.11,230.11,0.0,0.0,226.69,226.69,226.69,0.0,0.0,229.74,229.74,229.74,0.0,0.0
2016-02-14,236.74,236.74,236.74,0.0,0.0,237.9,237.9,237.9,0.0,0.0,235.22,235.22,235.22,0.0,0.0,237.9,237.9,237.9,0.0,0.0
2016-02-21,244.48,244.48,244.48,0.0,0.0,245.02,245.02,245.02,0.0,0.0,243.33,243.33,243.33,0.0,0.0,244.18,244.18,244.18,0.0,0.0
2016-02-28,253.58,253.58,253.58,0.0,0.0,255.95,255.95,255.95,0.0,0.0,252.77,252.77,252.77,0.0,0.0,255.09,255.09,255.09,0.0,0.0
2016-03-06,253.81,253.81,253.81,0.0,0.0,256.69,256.69,256.69,0.0,0.0,253.75,253.75,253.75,0.0,0.0,256.55,256.55,256.55,0.0,0.0
2016-03-13,258.97,258.97,258.97,0.0,0.0,260.9,260.9,260.9,0.0,0.0,258.22,258.22,258.22,0.0,0.0,259.7,259.7,259.7,0.0,0.0
2016-03-20,255.08,255.08,255.08,0.0,0.0,257.03,257.03,257.03,0.0,0.0,254.33,254.33,254.33,0.0,0.0,256.91,256.91,256.91,0.0,0.0
2016-03-27,260.75,260.75,260.75,0.0,0.0,264.19,264.19,264.19,0.0,0.0,260.17,260.17,260.17,0.0,0.0,264.19,264.19,264.19,0.0,0.0
2016-04-03,259.81,259.81,259.81,0.0,0.0,261.29,261.29,261.29,0.0,0.0,258.83,258.83,258.83,0.0,0.0,259.57,259.57,259.57,0.0,0.0
2016-04-10,264.99,264.99,264.99,0.0,0.0,266.56,266.56,266.56,0.0,0.0,264.75,264.75,264.75,0.0,0.0,266.45,266.45,266.45,0.0,0.0
2016-04-17,266.87,266.87,266.87,0.0,0.0,269.03,269.03,269.03,0.0,0.0,266.78,266.78,266.78,0.0,0.0,268.7,268.7,268.7,0.0,0.0
2016-04-24,266.33,266.33,266.33,0.0,0.0,267.14,267.14,267.14,0.0,0.0,263.99,263.99,263.99,0.0,0.0,265.85,265.85,265.85,0.0,0.0
2016-05-01,262.3,262.3,262.3,0.0,0.0,264.49,264.49,264.49,0.0,0.0,261.63,261.63,261.63,0.0,0.0,264.46,264.46,264.46,0.0,0.0
2016-05-08,264.11,264.11,264.11,0.0,0.0,264.95,264.95,264.95,0.0,0.0,261.32,261.32,261.32,0.0,0.0,262.18,262.18,262.18,0.0,0.0
2016-05-15,261.62,261.62,261.62,0.0,0.0,264.48,264.48,264.48,0.0,0.0,261.6,261.6,261.6,0.0,0.0,264.19,264.19,264.19,0.0,0.0
2016-05-22,269.97,269.97,269.97,0.0,0.0,271.99,271.99,271.99,0.0,0.0,269.79,269.79,269.79,0.0,0.0,271.98,271.98,271.98,0.0,0.0
2016-05-29,274.43,274.43,274.43,0.0,0.0,274.43,274.43,274.43,0.0,0.0,271.58,271.58,271.58,0.0,0.0,273.38,273.38,273.38,0.0,0.0
2016-06-05,274.82,274.82,274.82,0.0,0.0,275.19,275.19,275.19,0.0,0.0,272.62,272.62,272.62,0.0,0.0,273.38,273.38,273.38,0.0,0.0
2016-06-12,268.89,268.89,268.89,0.0,0.0,270.03,270.03,270.03,0.0,0.0,267.8,267.8,267.8,0.0,0.0,268.93,268.93,268.93,0.0,0.0
2016-06-19,264.57,264.57,264.57,0.0,0.0,269.61,269.61,269.61,0.0,0.0,263.59,263.59,263.59,0.0,0.0,264.93,264.93,264.93,0.0,0.0
2016-06-26,271.97,271.97,271.97,0.0,0.0,274.17,274.17,274.17,0.0,0.0,271.84,271.84,271.84,0.0,0.0,272.78,272.78,272.78,0.0,0.0
2016-07-03,274.09,274.09,274.09,0.0,0.0,276.94,276.94,276.94,0.0,0.0,273.87,273.87,273.87,0.0,0.0,276.67,276.67,276.67,0.0,0.0
2016-07-10,281.82,281.82,281.82,0.0,0.0,282.12,282.12,282.12,0.0,0.0,280.25,280.25,280.25,0.0,0.0,280.87,280.87,280.87,0.0,0.0
2016-07-17,280.68,280.68,280.68,0.0,0.0,282.75,282.75,282.75,0.0,0.0,280.27,280.27,280.27,0.0,0.0,282.51,282.51,282.51,0.0,0.0
2016-07-24,282.59,282.59,282.59,0.0,0.0,284.6,284.6,284.6,0.0,0.0,281.68,281.68,281.68,0.0,0.0,283.78,283.78,283.78,0.0,0.0
2016-07-31,283.0,283.0,283.0,0.0,0.0,284.76,284.76,284.76,0.0,0.0,282.64,282.64,282.64,0.0,0.0,284.36,284.36,284.36,0.0,0.0
2016-08-07,283.66,283.66,283.66,0.0,0.0,284.52,284.52,284.52,0.0,0.0,282.91,282.91,282.91,0.0,0.0,283.63,283.63,283.63,0.0,0.0
2016-08-14,283.59,283.59,283.59,0.0,0.0,284.83,284.83,284.83,0.0,0.0,282.99,282.99,282.99,0.0,0.0,284.53,284.53,284.53,0.0,0.0
2016-08-21,285.64,285.64,285.64,0.0,0.0,287.24,287.24,287.24,0.0,0.0,282.78,282.78,282.78,0.0,0.0,284.07,284.07,284.07,0.0,0.0
2016-08-28,286.34,286.34,286.34,0.0,0.0,287.89,287.89,287.89,0.0,0.0,286.28,286.28,286.28,0.0,0.0,287.89,287.89,287.89,0.0,0.0
2016-09-04,284.64,284.64,284.64,0.0,0.0,284.93,284.93,284.93,0.0,0.0,278.55,278.55,278.55,0.0,0.0,278.55,278.55,278.55,0.0,0.0
2016-09-11,276.29,276.29,276.29,0.0,0.0,276.92,276.92,276.92,0.0,0.0,275.36,275.36,275.36,0.0,0.0,276.37,276.37,276.37,0.0,0.0
2016-09-18,283.24,283.24,283.24,0.0,0.0,284.13,284.13,284.13,0.0,0.0,281.72,281.72,281.72,0.0,0.0,281.81,281.81,281.81,0.0,0.0
2016-09-25,281.24,281.24,281.24,0.0,0.0,283.3,283.3,283.3,0.0,0.0,280.26,280.26,280.26,0.0,0.0,282.27,282.27,282.27,0.0,0.0
2016-10-02,280.91,280.91,280.91,0.0,0.0,281.62,281.62,281.62,0.0,0.0,277.53,277.53,277.53,0.0,0.0,278.8,278.8,278.8,0.0,0.0
2016-10-09,277.69,277.69,277.69,0.0,0.0,278.77,278.77,278.77,0.0,0.0,276.18,276.18,276.18,0.0,0.0,276.34,276.34,276.34,0.0,0.0
2016-10-16,275.97,275.97,275.97,0.0,0.0,277.82,277.82,277.82,0.0,0.0,275.36,275.36,275.36,0.0,0.0,277.76,277.76,277.76,0.0,0.0
2016-10-23,273.16,273.16,273.16,0.0,0.0,275.1,275.1,275.1,0.0,0.0,272.24,272.24,272.24,0.0,0.0,272.8,272.8,272.8,0.0,0.0
2016-10-30,268.81,268.81,268.81,0.0,0.0,271.49,271.49,271.49,0.0,0.0,268.25,268.25,268.25,0.0,0.0,269.07,269.07,269.07,0.0,0.0
2016-11-06,281.5,281.5,281.5,0.0,0.0,284.71,284.71,284.71,0.0,0.0,281.1,281.1,281.1,0.0,0.0,284.47,284.47,284.47,0.0,0.0
2016-11-13,292.62,292.62,292.62,0.0,0.0,292.9,292.9,292.9,0.0,0.0,291.89,291.89,291.89,0.0,0.0,292.42,292.42,292.42,0.0,0.0
2016-11-20,298.57,298.57,298.57,0.0,0.0,298.77,298.77,298.77,0.0,0.0,298.11,298.11,298.11,0.0,0.0,298.69,298.69,298.69,0.0,0.0
2016-11-27,296.25,296.25,296.25,0.0,0.0,297.09,297.09,297.09,0.0,0.0,295.33,295.33,295.33,0.0,0.0,295.99,295.99,295.99,0.0,0.0
2016-12-04,309.17,309.17,309.17,0.0,0.0,309.55,309.55,309.55,0.0,0.0,307.75,307.75,307.75,0.0,0.0,308.39,308.39,308.39,0.0,0.0
2016-12-11,303.5,303.5,303.5,0.0,0.0,305.89,305.89,305.89,0.0,0.0,302.33,302.33,302.33,0.0,0.0,302.93,302.93,302.93,0.0,0.0
2016-12-18,303.3,303.3,303.3,0.0,0.0,304.07,304.07,304.07,0.0,0.0,303.09,303.09,303.09,0.0,0.0,303.92,303.92,303.92,0.0,0.0
2016-12-25,303.71,303.71,303.71,0.0,0.0,303.71,303.71,303.71,0.0,0.0,301.05,301.05,301.05,0.0,0.0,301.73,301.73,301.73,0.0,0.0
2017-01-01,306.06,306.06,306.06,0.0,0.0,307.02,307.02,307.02,0.0,0.0,304.95,304.95,304.95,0.0,0.0,305.45,305.45,305.45,0.0,0.0
2017-01-08,305.7,305.7,305.7,0.0,0.0,307.84,307.84,307.84,0.0,0.0,305.69,305.69,305.69,0.0,0.0,306.65,306.65,306.65,0.0,0.0
2017-01-15,304.15,304.15,304.15,0.0,0.0,305.39,305.39,305.39,0.0,0.0,303.53,303.53,303.53,0.0,0.0,304.58,304.58,304.58,0.0,0.0
2017-01-22,310.27,310.27,310.27,0.0,0.0,310.79,310.79,310.79,0.0,0.0,307.57,307.57,307.57,0.0,0.0,308.32,308.32,308.32,0.0,0.0
2017-01-29,308.45,308.45,308.45,0.0,0.0,310.44,310.44,310.44,0.0,0.0,308.08,308.08,308.08,0.0,0.0,310.19,310.19,310.19,0.0,0.0
2017-02-05,312.31,312.31,312.31,0.0,0.0,313.42,313.42,313.42,0.0,0.0,311.56,311.56,311.56,0.0,0.0,312.8,312.8,312.8,0.0,0.0
2017-02-12,314.23,314.23,314.23,0.0,0.0,315.6,315.6,315.6,0.0,0.0,313.51,313.51,313.51,0.0,0.0,315.6,315.6,315.6,0.0,0.0
2017-02-19,313.31,313.31,313.31,0.0,0.0,316.06,316.06,316.06,0.0,0.0,312.82,312.82,312.82,0.0,0.0,316.06,316.06,316.06,0.0,0.0
2017-02-26,316.23,316.23,316.23,0.0,0.0,317.02,317.02,317.02,0.0,0.0,315.04,315.04,315.04,0.0,0.0,316.53,316.53,316.53,0.0,0.0
2017-03-05,312.04,312.04,312.04,0.0,0.0,312.47,312.47,312.47,0.0,0.0,309.7,309.7,309.7,0.0,0.0,311.55,311.55,311.55,0.0,0.0
2017-03-12,314.55,314.55,314.55,0.0,0.0,314.93,314.93,314.93,0.0,0.0,313.39,313.39,313.39,0.0,0.0,314.22,314.22,314.22,0.0,0.0
2017-03-19,309.04,309.04,309.04,0.0,0.0,309.95,309.95,309.95,0.0,0.0,306.76,306.76,306.76,0.0,0.0,307.78,307.78,307.78,0.0,0.0
