Date,iShares MSCI Sweden CappedEtf_Open_average,iShares MSCI Sweden CappedEtf_Open_max,iShares MSCI Sweden CappedEtf_Open_min,iShares MSCI Sweden CappedEtf_Open_volatility,iShares MSCI Sweden CappedEtf_Open_change,iShares MSCI Sweden CappedEtf_High_average,iShares MSCI Sweden CappedEtf_High_max,iShares MSCI Sweden CappedEtf_High_min,iShares MSCI Sweden CappedEtf_High_volatility,iShares MSCI Sweden CappedEtf_High_change,iShares MSCI Sweden CappedEtf_Low_average,iShares MSCI Sweden CappedEtf_Low_max,iShares MSCI Sweden CappedEtf_Low_min,iShares MSCI Sweden CappedEtf_Low_volatility,iShares MSCI Sweden CappedEtf_Low_change,iShares MSCI Sweden CappedEtf_Close_average,iShares MSCI Sweden CappedEtf_Close_max,iShares MSCI Sweden CappedEtf_Close_min,iShares MSCI Sweden CappedEtf_Close_volatility,iShares MSCI Sweden CappedEtf_Close_change
2017-02-05,30.38,30.38,30.38,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2017-02-12,30.85,30.85,30.85,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2017-02-19,30.33,30.33,30.33,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2017-02-26,30.6,30.6,30.6,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2017-03-05,30.76,30.76,30.76,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2017-03-12,31.65,31.65,31.65,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2017-03-19,31.46,31.46,31.46,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2017-03-26,31.53,31.53,31.53,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2017-04-02,30.88,30.88,30.88,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2017-04-09,31.23,31.23,31.23,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2017-04-16,31.34,31.34,31.34,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2017-04-23,33.24,33.24,33.24,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2017-04-30,33.75,33.75,33.75,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.71,33.71,33.71,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2017-05-07,33.6,33.6,33.6,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2017-05-14,33.59,33.59,33.59,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2017-05-21,34.0,34.0,34.0,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2017-05-28,34.54,34.54,34.54,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2017-06-04,34.29,34.29,34.29,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2017-06-11,34.03,34.03,34.03,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2017-06-18,33.26,33.26,33.26,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2017-06-25,33.98,33.98,33.98,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2017-07-02,34.04,34.04,34.04,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2017-07-09,35.08,35.08,35.08,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2017-07-16,34.03,34.03,34.03,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2017-07-23,34.19,34.19,34.19,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2017-07-30,34.56,34.56,34.56,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2017-08-06,33.7,33.7,33.7,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2017-08-13,33.59,33.59,33.59,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2017-08-20,34.29,34.29,34.29,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2017-08-27,34.93,34.93,34.93,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2017-09-03,34.96,34.96,34.96,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2017-09-10,35.46,35.46,35.46,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2017-09-17,35.69,35.69,35.69,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2017-09-24,35.61,35.61,35.61,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2017-10-01,35.84,35.84,35.84,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.77,35.77,35.77,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2017-10-08,36.04,36.04,36.04,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2017-10-15,36.3,36.3,36.3,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2017-10-22,35.38,35.38,35.38,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2017-10-29,35.56,35.56,35.56,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2017-11-05,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2017-11-12,34.25,34.25,34.25,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2017-11-19,34.91,34.91,34.91,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2017-11-26,34.21,34.21,34.21,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.83,33.83,33.83,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2017-12-03,33.99,33.99,33.99,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2017-12-10,33.58,33.58,33.58,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2017-12-17,33.89,33.89,33.89,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.86,33.86,33.86,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2017-12-24,34.02,34.02,34.02,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2017-12-31,34.95,34.95,34.95,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.08,35.08,35.08,0.0,0.0
