Date,iShares MSCI Sweden CappedEtf_Open_average,iShares MSCI Sweden CappedEtf_Open_max,iShares MSCI Sweden CappedEtf_Open_min,iShares MSCI Sweden CappedEtf_Open_volatility,iShares MSCI Sweden CappedEtf_Open_change,iShares MSCI Sweden CappedEtf_High_average,iShares MSCI Sweden CappedEtf_High_max,iShares MSCI Sweden CappedEtf_High_min,iShares MSCI Sweden CappedEtf_High_volatility,iShares MSCI Sweden CappedEtf_High_change,iShares MSCI Sweden CappedEtf_Low_average,iShares MSCI Sweden CappedEtf_Low_max,iShares MSCI Sweden CappedEtf_Low_min,iShares MSCI Sweden CappedEtf_Low_volatility,iShares MSCI Sweden CappedEtf_Low_change,iShares MSCI Sweden CappedEtf_Close_average,iShares MSCI Sweden CappedEtf_Close_max,iShares MSCI Sweden CappedEtf_Close_min,iShares MSCI Sweden CappedEtf_Close_volatility,iShares MSCI Sweden CappedEtf_Close_change
2016-01-03,27.65,27.65,27.65,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2016-01-10,26.14,26.14,26.14,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2016-01-17,27.24,27.24,27.24,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2016-01-24,26.95,26.95,26.95,0.0,0.0,27.38,27.38,27.38,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2016-01-31,27.43,27.43,27.43,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2016-02-07,26.13,26.13,26.13,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2016-02-14,27.6,27.6,27.6,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2016-02-21,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2016-02-28,28.46,28.46,28.46,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2016-03-06,29.14,29.14,29.14,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2016-03-13,29.28,29.28,29.28,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2016-03-20,28.42,28.42,28.42,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2016-03-27,29.11,29.11,29.11,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2016-04-03,29.38,29.38,29.38,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2016-04-10,30.28,30.28,30.28,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2016-04-17,30.5,30.5,30.5,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2016-04-24,30.42,30.42,30.42,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2016-05-01,28.9,28.9,28.9,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.87,28.87,28.87,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2016-05-08,28.74,28.74,28.74,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2016-05-15,28.88,28.88,28.88,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2016-05-22,29.75,29.75,29.75,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2016-05-29,29.78,29.78,29.78,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2016-06-05,28.81,28.81,28.81,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2016-06-12,28.03,28.03,28.03,0.0,0.0,28.35,28.35,28.35,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2016-06-19,25.8,25.8,25.8,0.0,0.0,26.6,26.6,26.6,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2016-06-26,27.58,27.58,27.58,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2016-07-03,26.72,26.72,26.72,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2016-07-10,27.91,27.91,27.91,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2016-07-17,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2016-07-24,28.02,28.02,28.02,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2016-07-31,27.69,27.69,27.69,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2016-08-07,29.04,29.04,29.04,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2016-08-14,28.72,28.72,28.72,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2016-08-21,28.96,28.96,28.96,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2016-08-28,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2016-09-04,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2016-09-11,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2016-09-18,29.01,29.01,29.01,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2016-09-25,28.89,28.89,28.89,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2016-10-02,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.89,28.89,28.89,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2016-10-09,28.33,28.33,28.33,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2016-10-16,28.22,28.22,28.22,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2016-10-23,27.83,27.83,27.83,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2016-10-30,26.94,26.94,26.94,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2016-11-06,27.66,27.66,27.66,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2016-11-13,27.32,27.32,27.32,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2016-11-20,27.64,27.64,27.64,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2016-11-27,27.4,27.4,27.4,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2016-12-04,28.65,28.65,28.65,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2016-12-11,28.36,28.36,28.36,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2016-12-18,28.43,28.43,28.43,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2016-12-25,28.9,28.9,28.9,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2017-01-01,29.0,29.0,29.0,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2017-01-08,29.46,29.46,29.46,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2017-01-15,29.6,29.6,29.6,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2017-01-22,30.26,30.26,30.26,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2017-01-29,30.91,30.91,30.91,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.92,30.92,30.92,0.0,0.0
