Date,First Trust Total US Market AlphaDEXEtf_Open_average,First Trust Total US Market AlphaDEXEtf_Open_max,First Trust Total US Market AlphaDEXEtf_Open_min,First Trust Total US Market AlphaDEXEtf_Open_volatility,First Trust Total US Market AlphaDEXEtf_Open_change,First Trust Total US Market AlphaDEXEtf_High_average,First Trust Total US Market AlphaDEXEtf_High_max,First Trust Total US Market AlphaDEXEtf_High_min,First Trust Total US Market AlphaDEXEtf_High_volatility,First Trust Total US Market AlphaDEXEtf_High_change,First Trust Total US Market AlphaDEXEtf_Low_average,First Trust Total US Market AlphaDEXEtf_Low_max,First Trust Total US Market AlphaDEXEtf_Low_min,First Trust Total US Market AlphaDEXEtf_Low_volatility,First Trust Total US Market AlphaDEXEtf_Low_change,First Trust Total US Market AlphaDEXEtf_Close_average,First Trust Total US Market AlphaDEXEtf_Close_max,First Trust Total US Market AlphaDEXEtf_Close_min,First Trust Total US Market AlphaDEXEtf_Close_volatility,First Trust Total US Market AlphaDEXEtf_Close_change
2016-10-23,25.5,25.5,25.5,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2016-10-30,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2016-11-06,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2016-11-13,27.24,27.24,27.24,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2016-11-20,27.64,27.64,27.64,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2016-11-27,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2016-12-04,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2016-12-11,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2016-12-18,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2016-12-25,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2017-01-01,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2017-01-08,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2017-01-15,28.05,28.05,28.05,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2017-01-22,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2017-01-29,28.38,28.38,28.38,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2017-02-05,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2017-02-12,29.1,29.1,29.1,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2017-02-19,29.2,29.2,29.2,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2017-02-26,29.21,29.21,29.21,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2017-03-05,29.04,29.04,29.04,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2017-03-12,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2017-03-19,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2017-03-26,28.97,28.97,28.97,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2017-04-02,28.74,28.74,28.74,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2017-04-09,28.55,28.55,28.55,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2017-04-16,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2017-04-23,29.33,29.33,29.33,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2017-04-30,29.19,29.19,29.19,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2017-05-07,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2017-05-14,28.78,28.78,28.78,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2017-05-21,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2017-05-28,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2017-06-04,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2017-06-11,29.51,29.51,29.51,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2017-06-18,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2017-06-25,29.74,29.74,29.74,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2017-07-02,29.68,29.68,29.68,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2017-07-09,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2017-07-16,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2017-07-23,30.15,30.15,30.15,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2017-07-30,30.18,30.18,30.18,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2017-08-06,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2017-08-13,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2017-08-20,29.57,29.57,29.57,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2017-08-27,30.09,30.09,30.09,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2017-09-03,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2017-09-10,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2017-09-17,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2017-09-24,30.96,30.96,30.96,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2017-10-01,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2017-10-08,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2017-10-15,31.52,31.52,31.52,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2017-10-22,31.54,31.54,31.54,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2017-10-29,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2017-11-05,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2017-11-12,31.8,31.8,31.8,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2017-11-19,32.14,32.14,32.14,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2017-11-26,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2017-12-03,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2017-12-10,32.77,32.77,32.77,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2017-12-17,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2017-12-24,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2017-12-31,33.53,33.53,33.53,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.63,33.63,33.63,0.0,0.0
