Date,BLDRS Europe Select ADREtf_Open_average,BLDRS Europe Select ADREtf_Open_max,BLDRS Europe Select ADREtf_Open_min,BLDRS Europe Select ADREtf_Open_volatility,BLDRS Europe Select ADREtf_Open_change,BLDRS Europe Select ADREtf_High_average,BLDRS Europe Select ADREtf_High_max,BLDRS Europe Select ADREtf_High_min,BLDRS Europe Select ADREtf_High_volatility,BLDRS Europe Select ADREtf_High_change,BLDRS Europe Select ADREtf_Low_average,BLDRS Europe Select ADREtf_Low_max,BLDRS Europe Select ADREtf_Low_min,BLDRS Europe Select ADREtf_Low_volatility,BLDRS Europe Select ADREtf_Low_change,BLDRS Europe Select ADREtf_Close_average,BLDRS Europe Select ADREtf_Close_max,BLDRS Europe Select ADREtf_Close_min,BLDRS Europe Select ADREtf_Close_volatility,BLDRS Europe Select ADREtf_Close_change
2016-07-24,19.81,19.81,19.81,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2016-07-31,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2016-08-07,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2016-08-14,19.8,19.8,19.8,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2016-08-21,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2016-08-28,20.0,20.0,20.0,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2016-09-04,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2016-09-11,19.41,19.41,19.41,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2016-09-18,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2016-09-25,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2016-10-02,19.46,19.46,19.46,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2016-10-09,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.97,18.97,18.97,0.0,0.0
2016-10-16,19.06,19.06,19.06,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2016-10-23,18.89,18.89,18.89,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2016-10-30,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2016-11-06,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2016-11-13,18.36,18.36,18.36,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2016-11-20,18.62,18.62,18.62,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2016-11-27,18.55,18.55,18.55,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2016-12-04,19.23,19.23,19.23,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2016-12-11,19.15,19.15,19.15,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2016-12-18,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2016-12-25,19.26,19.26,19.26,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2017-01-01,19.58,19.58,19.58,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2017-01-08,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2017-01-15,19.49,19.49,19.49,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2017-01-22,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2017-01-29,19.7,19.7,19.7,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2017-02-05,19.76,19.76,19.76,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2017-02-12,20.03,20.03,20.03,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2017-02-19,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2017-02-26,20.13,20.13,20.13,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2017-03-05,20.22,20.22,20.22,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2017-03-12,20.55,20.55,20.55,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2017-03-19,20.31,20.31,20.31,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2017-03-26,20.55,20.55,20.55,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2017-04-02,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2017-04-09,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2017-04-16,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2017-04-23,20.96,20.96,20.96,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2017-04-30,21.38,21.38,21.38,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2017-05-07,21.72,21.72,21.72,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2017-05-14,21.88,21.88,21.88,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.88,21.88,21.88,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2017-05-21,21.99,21.99,21.99,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2017-05-28,22.1,22.1,22.1,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2017-06-04,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2017-06-11,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2017-06-18,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2017-06-25,21.51,21.51,21.51,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2017-07-02,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2017-07-09,21.85,21.85,21.85,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2017-07-16,21.84,21.84,21.84,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2017-07-23,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2017-07-30,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2017-08-06,21.55,21.55,21.55,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2017-08-13,21.51,21.51,21.51,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2017-08-20,21.55,21.55,21.55,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2017-08-27,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2017-09-03,22.09,22.09,22.09,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2017-09-10,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2017-09-17,22.3,22.3,22.3,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2017-09-24,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2017-10-01,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2017-10-08,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2017-10-15,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2017-10-22,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2017-10-29,22.42,22.42,22.42,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2017-11-05,22.23,22.23,22.23,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2017-11-12,22.19,22.19,22.19,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2017-11-19,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2017-11-26,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2017-12-03,22.31,22.31,22.31,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2017-12-10,22.59,22.59,22.59,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2017-12-17,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2017-12-24,22.87,22.87,22.87,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2017-12-31,23.54,23.54,23.54,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.57,23.57,23.57,0.0,0.0
