Date,FEIMStock_Open_average,FEIMStock_Open_max,FEIMStock_Open_min,FEIMStock_Open_volatility,FEIMStock_Open_change,FEIMStock_High_average,FEIMStock_High_max,FEIMStock_High_min,FEIMStock_High_volatility,FEIMStock_High_change,FEIMStock_Low_average,FEIMStock_Low_max,FEIMStock_Low_min,FEIMStock_Low_volatility,FEIMStock_Low_change,FEIMStock_Close_average,FEIMStock_Close_max,FEIMStock_Close_min,FEIMStock_Close_volatility,FEIMStock_Close_change,FEIMStock_Volume_average,FEIMStock_Volume_max,FEIMStock_Volume_min,FEIMStock_Volume_volatility,FEIMStock_Volume_change
2016-01-03,10.422,10.58,10.35,0.23000000000000043,-0.10999999999999943,10.63,10.89,10.35,0.5400000000000009,-0.10999999999999943,10.196,10.35,10.05,0.29999999999999893,-0.019999999999999574,10.46,10.89,10.16,0.7300000000000004,-0.019999999999999574,7899,17250,35,17215,1993
2016-01-10,10.168,10.79,9.46,1.3299999999999983,-1.0999999999999996,10.266,10.79,9.78,1.0099999999999998,-0.9300000000000015,9.661999999999999,10.11,8.8,1.3099999999999987,-1.3099999999999987,9.978,10.49,9.47,1.0199999999999996,-1.0199999999999996,9699,15398,6548,8850,-6073
2016-01-17,9.317499999999999,9.73,8.91,0.8200000000000003,-0.10999999999999943,9.6875,9.77,9.59,0.17999999999999972,-0.10999999999999943,8.9825,9.3,8.69,0.6100000000000012,-0.3000000000000007,9.4275,9.61,9.27,0.33999999999999986,-0.25,13657,24251,1612,22639,-18874
2016-01-24,9.424,9.72,9.0,0.7200000000000006,-0.5999999999999996,9.564,9.95,9.1,0.8499999999999996,-0.7200000000000006,8.902000000000001,9.3,8.51,0.7900000000000009,-0.41999999999999993,9.1,9.33,8.83,0.5,-0.41999999999999993,10685,27395,2096,25299,3483
2016-01-31,9.208,9.6,8.94,0.6600000000000001,0.6600000000000001,9.322,9.7,9.07,0.629999999999999,0.6099999999999994,9.006,9.16,8.82,0.33999999999999986,0.33999999999999986,9.168000000000001,9.32,9.07,0.25,0.22000000000000064,3432,5147,1572,3575,1590
2016-02-07,9.416,9.62,9.27,0.34999999999999964,0.34999999999999964,9.482,9.74,9.3,0.4399999999999995,0.41000000000000014,9.164,9.3,9.0,0.3000000000000007,-0.1999999999999993,9.254,9.4,9.15,0.25,-0.120000000000001,4614,11199,1315,9884,8617
2016-02-14,9.425,9.8,9.0,0.8000000000000007,-0.27999999999999936,9.467500000000001,9.8,9.0,0.8000000000000007,-0.4499999999999993,9.0525,9.2,9.0,0.1999999999999993,-0.1899999999999995,9.120000000000001,9.24,9.0,0.2400000000000002,-0.09999999999999964,3422,10905,136,10769,-1058
2016-02-21,9.108,9.25,9.0,0.25,0.0,9.134,9.31,9.05,0.2599999999999998,-0.02000000000000135,9.108,9.25,9.0,0.25,0.0,9.124,9.31,9.0,0.3100000000000005,-0.02000000000000135,802,2279,0,2279,-852
2016-02-28,9.548,9.84,9.25,0.5899999999999999,0.41999999999999993,9.87,10.05,9.45,0.6000000000000014,0.07000000000000028,9.31,9.51,9.1,0.41000000000000014,0.41000000000000014,9.566,9.72,9.33,0.39000000000000057,0.3800000000000008,9582,25245,241,25004,-16040
2016-03-06,9.846,10.1,9.6,0.5,0.2699999999999996,10.122,10.45,9.93,0.5199999999999996,0.25,9.722,9.95,9.51,0.4399999999999995,0.29999999999999893,9.804,10.19,9.53,0.6600000000000001,0.5,1991,3003,1211,1792,-1184
2016-03-13,9.956,10.64,9.56,1.08,1.08,10.394,11.0,10.1,0.9000000000000004,0.75,9.796,10.29,9.55,0.7399999999999984,0.7299999999999986,10.193999999999999,11.0,9.72,1.2799999999999994,0.9600000000000009,80658,295193,2095,293098,24671
2016-03-20,10.3975,10.9,10.02,0.8800000000000008,-0.25,10.59,10.9,10.11,0.7900000000000009,-0.25,10.0525,10.47,9.86,0.6100000000000012,-0.6100000000000012,10.18,10.7,9.97,0.7299999999999986,-0.7299999999999986,12477,17417,4982,12435,-12435
2016-03-27,10.048,10.22,9.83,0.39000000000000057,0.39000000000000057,10.196,10.26,10.0,0.2599999999999998,0.22000000000000064,9.896,9.95,9.83,0.11999999999999922,0.11999999999999922,10.0,10.12,9.9,0.21999999999999886,0.049999999999998934,9145,13041,1089,11952,-9125
2016-04-03,9.975999999999999,10.11,9.82,0.28999999999999915,0.1999999999999993,10.078,10.18,9.96,0.21999999999999886,0.20999999999999908,9.906,10.0,9.81,0.1899999999999995,0.1399999999999988,9.998,10.01,9.96,0.049999999999998934,0.049999999999998934,8061,14332,876,13456,10411
2016-04-10,10.004,10.09,9.95,0.14000000000000057,-0.019999999999999574,10.06,10.18,9.96,0.21999999999999886,0.08999999999999986,9.974,10.09,9.92,0.16999999999999993,-0.16999999999999993,9.998,10.09,9.92,0.16999999999999993,-0.16999999999999993,4216,10582,314,10268,811
2016-04-17,9.959999999999999,10.16,9.76,0.40000000000000036,-0.16999999999999993,10.046,10.16,10.0,0.16000000000000014,0.0,9.836,9.95,9.76,0.1899999999999995,-0.07000000000000028,9.916,10.0,9.83,0.16999999999999993,0.08000000000000007,3918,8226,1535,6691,-1105
2016-04-24,9.976,10.06,9.89,0.16999999999999993,0.08000000000000007,10.097999999999999,10.18,10.03,0.15000000000000036,-0.049999999999998934,9.882,9.97,9.78,0.19000000000000128,-0.19000000000000128,10.072,10.14,10.02,0.120000000000001,-0.009999999999999787,33231,71215,7572,63643,-63045
2016-05-01,10.03,10.08,9.95,0.13000000000000078,0.05000000000000071,10.067499999999999,10.16,9.95,0.21000000000000085,0.08000000000000007,10.01,10.07,9.95,0.120000000000001,0.05000000000000071,10.02,10.08,9.95,0.13000000000000078,0.0600000000000005,1717,2751,124,2627,-710
2016-05-08,9.972,10.17,9.82,0.34999999999999964,0.13000000000000078,10.082,10.17,9.91,0.2599999999999998,0.08999999999999986,9.938,10.0,9.82,0.17999999999999972,0.13000000000000078,10.026,10.17,9.9,0.2699999999999996,0.09999999999999964,1402,3015,383,2632,1977
2016-05-15,9.994,10.18,9.58,0.5999999999999996,0.049999999999998934,10.098,10.18,9.9,0.27999999999999936,0.0,9.802,10.0,9.58,0.41999999999999993,-0.09999999999999964,9.946,10.18,9.87,0.3100000000000005,-0.27999999999999936,3670,7027,481,6546,-2326
2016-05-22,9.912,10.03,9.73,0.29999999999999893,-0.05999999999999872,9.98,10.06,9.95,0.11000000000000121,-0.08000000000000007,9.824,9.92,9.69,0.23000000000000043,-0.23000000000000043,9.878,9.96,9.79,0.1700000000000017,-0.13000000000000078,3636,8945,1574,7371,6543
2016-05-29,9.825,9.97,9.75,0.22000000000000064,0.03999999999999915,9.9725,9.98,9.95,0.030000000000001137,0.030000000000001137,9.7875,9.85,9.75,0.09999999999999964,0.03999999999999915,9.8525,9.91,9.76,0.15000000000000036,0.019999999999999574,3553,9164,1250,7914,-6936
2016-06-05,9.854000000000001,10.0,9.71,0.28999999999999915,-0.15000000000000036,9.87,10.0,9.76,0.2400000000000002,-0.15000000000000036,9.734,9.77,9.71,0.05999999999999872,0.05999999999999872,9.764,9.78,9.75,0.02999999999999936,0.009999999999999787,1884,4203,304,3899,-2799
2016-06-12,9.88,9.99,9.8,0.1899999999999995,0.120000000000001,9.964,10.0,9.84,0.16000000000000014,0.009999999999999787,9.868,9.98,9.79,0.19000000000000128,0.11000000000000121,9.9,9.99,9.81,0.17999999999999972,0.040000000000000924,1682,4649,201,4448,3294
2016-06-19,9.72,9.88,9.38,0.5,-0.4299999999999997,9.74,9.88,9.38,0.5,-0.47999999999999865,9.475999999999999,9.75,9.06,0.6899999999999995,-0.6399999999999988,9.622,9.85,9.2,0.6500000000000004,-0.6500000000000004,12487,20720,2652,18068,9391
