Date,PBH_stock_Open_average,PBH_stock_Open_max,PBH_stock_Open_min,PBH_stock_Open_volatility,PBH_stock_Open_change,PBH_stock_High_average,PBH_stock_High_max,PBH_stock_High_min,PBH_stock_High_volatility,PBH_stock_High_change,PBH_stock_Low_average,PBH_stock_Low_max,PBH_stock_Low_min,PBH_stock_Low_volatility,PBH_stock_Low_change,PBH_stock_Close_average,PBH_stock_Close_max,PBH_stock_Close_min,PBH_stock_Close_volatility,PBH_stock_Close_change,PBH_stock_Volume_average,PBH_stock_Volume_max,PBH_stock_Volume_min,PBH_stock_Volume_volatility,PBH_stock_Volume_change
2016-01-03,49.912,50.42,49.49,0.9299999999999997,-0.28999999999999915,50.816,51.36,50.5,0.8599999999999994,0.1700000000000017,48.878,49.68,46.8,2.8800000000000026,-2.480000000000004,49.49,50.75,47.09,3.6599999999999966,-2.469999999999999,458413,554908,375853,179055,66686
2016-01-10,46.41,47.27,45.78,1.490000000000002,-0.7600000000000051,47.334,48.14,46.29,1.8500000000000014,-0.14000000000000057,45.806,46.51,45.0,1.509999999999998,1.509999999999998,46.608,48.07,45.46,2.6099999999999994,1.7899999999999991,665855,894064,506327,387737,-279856
2016-01-17,47.14,47.91,46.14,1.769999999999996,-0.6699999999999946,47.53,47.91,47.32,0.5899999999999963,-0.5399999999999991,46.042500000000004,46.59,45.32,1.2700000000000031,0.5900000000000034,46.84,47.26,46.47,0.7899999999999991,0.6599999999999966,553157,665415,403955,261460,217036
2016-01-24,46.696,47.16,46.03,1.1299999999999955,-0.9200000000000017,47.304,47.75,46.82,0.9299999999999997,-0.9299999999999997,45.98,46.33,45.47,0.8599999999999994,-0.5399999999999991,46.436,46.81,45.66,1.1500000000000057,0.259999999999998,459171,685823,358177,327646,276976
2016-01-31,46.658,49.8,44.66,5.140000000000001,3.3499999999999943,48.238,51.0,46.28,4.719999999999999,3.239999999999995,45.32,47.64,43.63,4.009999999999998,1.3699999999999974,46.874,49.25,44.66,4.590000000000003,1.4400000000000048,881595,1798299,519377,1278922,68894
2016-02-07,47.966,49.02,46.74,2.280000000000001,-0.030000000000001137,48.896,50.13,47.56,2.5700000000000003,-0.5599999999999952,47.1,47.97,46.31,1.6599999999999966,-0.36999999999999744,47.932,48.77,46.92,1.8500000000000014,-0.8599999999999994,535152,701456,412735,288721,-288721
2016-02-14,49.0325,49.82,48.1,1.7199999999999989,0.6000000000000014,49.8675,50.62,49.04,1.5799999999999983,0.46999999999999886,48.405,49.09,47.63,1.4600000000000009,0.6999999999999957,49.15,49.94,48.72,1.2199999999999989,0.3400000000000034,384121,559898,261903,297995,-101157
2016-02-21,49.41,51.0,48.3,2.700000000000003,1.1300000000000026,50.152,51.21,48.95,2.259999999999998,0.8800000000000026,48.794,50.2,47.74,2.460000000000001,1.2000000000000028,49.524,50.68,48.71,1.9699999999999989,1.0799999999999983,347368,408177,288251,119926,37868
2016-02-28,50.138,51.58,49.04,2.539999999999999,1.5499999999999972,50.79,51.85,49.36,2.490000000000002,1.5,49.404,50.91,48.06,2.8499999999999943,2.1399999999999935,50.292,51.45,48.9,2.5500000000000043,2.3800000000000026,449376,558068,354898,203170,-104677
2016-03-06,51.688,51.95,51.08,0.8700000000000045,0.8599999999999994,52.562,53.57,52.12,1.4500000000000028,1.4500000000000028,51.258,51.8,50.95,0.8499999999999943,0.8499999999999943,51.838,52.94,51.35,1.5899999999999963,1.259999999999998,329404,394492,262391,132101,-103978
2016-03-13,52.178,52.75,51.72,1.0300000000000011,-0.5700000000000003,52.544,52.99,52.08,0.9100000000000037,-0.5500000000000043,51.286,51.97,50.53,1.4399999999999977,-1.4399999999999977,52.042,52.29,51.63,0.6599999999999966,0.10000000000000142,380824,532146,172359,359787,359787
2016-03-20,51.2125,52.06,50.51,1.5500000000000043,-1.5500000000000043,51.8025,52.2,51.18,1.0200000000000031,-1.0200000000000031,50.552499999999995,50.97,49.87,1.1000000000000014,-1.1000000000000014,51.0725,51.61,50.65,0.9600000000000009,-0.10999999999999943,316284,444527,235603,208924,-208924
2016-03-27,52.316,53.56,51.01,2.5500000000000043,1.9100000000000037,53.268,54.34,51.19,3.1500000000000057,3.1500000000000057,51.898,53.03,50.21,2.8200000000000003,2.3699999999999974,53.006,54.13,51.04,3.0900000000000034,3.0900000000000034,292015,374615,237777,136838,78347
2016-04-03,54.116,54.91,53.19,1.7199999999999989,0.5999999999999943,54.966,55.72,54.04,1.6799999999999997,0.8900000000000006,53.812,54.41,53.19,1.2199999999999989,0.8099999999999952,54.41,55.36,53.62,1.740000000000002,1.6799999999999997,362336,480985,248579,232406,115390
2016-04-10,56.26,56.68,55.8,0.8800000000000026,0.6799999999999997,56.796,56.94,56.46,0.4799999999999969,0.4099999999999966,55.838,56.32,55.0,1.3200000000000003,1.1000000000000014,56.298,56.54,55.55,0.990000000000002,0.9200000000000017,2280600,8724070,404136,8319934,471429
2016-04-17,56.676,57.04,56.2,0.8399999999999963,0.7399999999999949,57.38,57.8,56.79,1.009999999999998,0.46000000000000085,56.192,56.4,56.02,0.37999999999999545,0.36999999999999744,56.858,57.16,56.36,0.7999999999999972,0.3999999999999986,496907,580686,370255,210431,-96759
2016-04-24,57.014,57.31,56.63,0.6799999999999997,0.5499999999999972,57.56,57.77,57.26,0.5100000000000051,0.23000000000000398,56.502,56.87,56.19,0.6799999999999997,0.05000000000000426,57.108,57.44,56.68,0.759999999999998,0.10000000000000142,399854,506430,273269,233161,-82169
2016-05-01,57.058,57.59,56.71,0.8800000000000026,0.3500000000000014,57.694,58.09,57.46,0.6300000000000026,-0.14000000000000057,56.396,56.84,55.59,1.25,-0.8799999999999955,57.156,57.6,56.71,0.8900000000000006,-0.8900000000000006,434861,484302,394060,90242,-7643
2016-05-08,57.056,57.61,56.5,1.1099999999999994,0.5799999999999983,57.66,58.0,57.41,0.5900000000000034,-0.39000000000000057,55.818,56.5,55.01,1.490000000000002,-1.0399999999999991,56.602,57.18,55.73,1.4500000000000028,-1.4500000000000028,759681,934692,522091,412601,377881
2016-05-15,55.188,56.52,54.42,2.1000000000000014,-1.1700000000000017,55.769999999999996,56.72,54.97,1.75,-1.6499999999999986,54.26,54.88,53.22,1.6600000000000037,-0.7600000000000051,55.026,56.52,54.02,2.5,-1.720000000000006,489014,658794,370170,288624,-153856
2016-05-22,54.894,55.29,54.62,0.6700000000000017,-0.05000000000000426,55.294,55.8,54.99,0.8099999999999952,0.10999999999999943,54.456,55.03,54.18,0.8500000000000014,0.09000000000000341,54.792,55.29,54.33,0.9600000000000009,0.3299999999999983,403584,456545,269572,186973,186973
2016-05-29,54.115,54.7,53.82,0.8800000000000026,-0.7700000000000031,54.3575,55.0,53.97,1.0300000000000011,-1.0300000000000011,53.455,53.66,53.15,0.509999999999998,-0.509999999999998,53.8625,54.04,53.64,0.3999999999999986,-0.3999999999999986,383540,516477,216822,299655,-299655
2016-06-05,53.416,53.81,52.98,0.8300000000000054,-0.8300000000000054,53.69,53.93,53.03,0.8999999999999986,-0.8799999999999955,53.066,53.45,52.45,1.0,-1.0,53.436,53.83,52.77,1.0599999999999952,-0.6999999999999957,314207,396410,251991,144419,35967
2016-06-12,52.48,53.29,51.9,1.3900000000000006,0.7800000000000011,52.964,53.29,52.7,0.5899999999999963,0.519999999999996,51.966,52.29,51.68,0.6099999999999994,0.46000000000000085,52.48,52.92,52.01,0.9100000000000037,0.4299999999999997,553325,795705,366916,428789,331884
2016-06-19,53.232,54.18,52.43,1.75,-0.8400000000000034,53.952,54.71,53.47,1.240000000000002,-0.28000000000000114,53.006,53.89,52.43,1.4600000000000009,-0.5900000000000034,53.49,54.51,52.98,1.5300000000000011,0.00999999999999801,435017,737333,333141,404192,404192
2016-06-26,54.266,55.4,52.75,2.6499999999999986,2.6499999999999986,54.792,55.76,53.42,2.3399999999999963,2.3399999999999963,53.81,54.56,52.23,2.3300000000000054,2.3300000000000054,54.44,55.4,53.23,2.1700000000000017,1.490000000000002,520923,740210,302140,438070,-438070
2016-07-03,54.84,55.57,54.23,1.3400000000000034,1.009999999999998,55.395,56.29,54.77,1.519999999999996,1.519999999999996,54.605,55.43,53.98,1.4500000000000028,1.3200000000000003,55.0775,55.83,54.29,1.5399999999999991,1.5399999999999991,325927,348532,276014,72518,-60792
2016-07-10,56.525999999999996,57.11,55.97,1.1400000000000006,0.46999999999999886,56.908,57.34,56.53,0.8100000000000023,-0.1599999999999966,55.914,56.35,55.24,1.1099999999999994,-0.3200000000000003,56.24,56.75,55.51,1.240000000000002,-0.5800000000000054,322298,496859,226229,270630,32559
2016-07-17,54.902,55.65,54.58,1.0700000000000003,-1.0700000000000003,55.166,55.86,54.59,1.269999999999996,-1.269999999999996,54.454,55.09,53.97,1.1200000000000045,-1.1200000000000045,54.616,55.14,54.18,0.9600000000000009,-0.9600000000000009,205713,242805,168580,74225,-34991
