Date,ACLSStock_Open_average,ACLSStock_Open_max,ACLSStock_Open_min,ACLSStock_Open_volatility,ACLSStock_Open_change,ACLSStock_High_average,ACLSStock_High_max,ACLSStock_High_min,ACLSStock_High_volatility,ACLSStock_High_change,ACLSStock_Low_average,ACLSStock_Low_max,ACLSStock_Low_min,ACLSStock_Low_volatility,ACLSStock_Low_change,ACLSStock_Close_average,ACLSStock_Close_max,ACLSStock_Close_min,ACLSStock_Close_volatility,ACLSStock_Close_change,ACLSStock_Volume_average,ACLSStock_Volume_max,ACLSStock_Volume_min,ACLSStock_Volume_volatility,ACLSStock_Volume_change
2016-01-03,10.144,10.32,9.92,0.40000000000000036,-0.27999999999999936,10.368,10.48,10.16,0.3200000000000003,-0.27999999999999936,9.824,10.12,9.32,0.7999999999999989,-0.7999999999999989,10.032,10.44,9.32,1.1199999999999992,-1.0,115003,132346,77835,54511,-11288
2016-01-10,9.736,10.08,9.44,0.6400000000000006,0.6400000000000006,10.188,10.7,9.76,0.9399999999999995,0.8199999999999985,9.456,9.92,9.16,0.7599999999999998,0.7599999999999998,9.984,10.6,9.52,1.08,1.08,209741,244937,168880,76057,48569
2016-01-17,10.05,10.8,9.76,1.040000000000001,-0.9199999999999999,10.3,10.8,10.0,0.8000000000000007,-0.40000000000000036,9.61,9.92,9.2,0.7200000000000006,-0.08000000000000007,9.99,10.32,9.72,0.5999999999999996,0.16000000000000014,216689,416737,134294,282443,-46309
2016-01-24,10.168,10.24,10.12,0.120000000000001,-0.120000000000001,10.408,10.52,10.24,0.27999999999999936,0.0,9.992,10.08,9.92,0.16000000000000014,0.08000000000000007,10.152000000000001,10.48,9.96,0.5199999999999996,0.4800000000000004,124290,225607,70312,155295,155295
2016-01-31,10.216,10.52,9.68,0.8399999999999999,-0.5600000000000005,10.336,10.56,9.92,0.6400000000000006,-0.5999999999999996,9.682,10.32,9.08,1.2400000000000002,-0.8300000000000001,10.0,10.48,9.6,0.8800000000000008,-0.8000000000000007,209711,484234,113496,370738,35266
2016-02-07,9.208,9.64,8.64,1.0,-0.3600000000000012,9.344,9.64,9.0,0.6400000000000006,-0.3600000000000012,8.468,8.88,7.16,1.7200000000000006,1.6400000000000006,9.104,9.36,8.96,0.3999999999999986,-0.27999999999999936,131696,245312,83015,162297,-117756
2016-02-14,9.45,9.64,9.12,0.5200000000000014,0.5200000000000014,9.745000000000001,10.08,9.48,0.5999999999999996,0.5999999999999996,9.4,9.64,9.08,0.5600000000000005,0.5600000000000005,9.620000000000001,9.84,9.48,0.35999999999999943,0.35999999999999943,79894,97436,52671,44765,21710
2016-02-21,9.856,10.12,9.4,0.7199999999999989,0.0,10.072,10.28,9.92,0.35999999999999943,0.27999999999999936,9.552,9.92,9.28,0.6400000000000006,0.6400000000000006,9.864,10.08,9.4,0.6799999999999997,0.6799999999999997,104626,174279,68262,106017,-106017
2016-02-28,10.464,11.0,10.0,1.0,1.0,10.784,11.2,10.12,1.08,0.8800000000000008,10.284,10.6,9.8,0.7999999999999989,0.7999999999999989,10.56,10.92,10.0,0.9199999999999999,0.7200000000000006,112087,148119,69703,78416,-71581
2016-03-06,10.824,11.2,9.96,1.2399999999999984,1.1199999999999992,11.172,11.4,10.8,0.5999999999999996,0.33999999999999986,10.566,11.02,9.8,1.2199999999999989,0.8099999999999987,10.952,11.16,10.48,0.6799999999999997,0.5999999999999996,123759,230766,59993,170773,-79476
2016-03-13,10.856,11.0,10.68,0.3200000000000003,0.0,11.07,11.44,10.87,0.5700000000000003,0.27999999999999936,10.668,10.84,10.54,0.3000000000000007,0.019999999999999574,10.936,11.4,10.64,0.7599999999999998,0.3600000000000012,90825,193474,53251,140223,140223
2016-03-20,11.04,11.32,10.56,0.7599999999999998,-0.7599999999999998,11.155,11.6,10.66,0.9399999999999995,-0.9399999999999995,10.74,11.24,10.28,0.9600000000000009,-0.9600000000000009,10.79,11.24,10.32,0.9199999999999999,-0.9199999999999999,103222,135558,73372,62186,9038
2016-03-27,10.888,11.32,10.32,1.0,0.7599999999999998,11.156,11.32,10.88,0.4399999999999995,0.3999999999999986,10.788,11.08,10.32,0.7599999999999998,0.7599999999999998,11.064,11.24,10.76,0.4800000000000004,0.4399999999999995,107607,132520,90104,42416,2874
2016-04-03,11.072,11.24,10.92,0.3200000000000003,-0.20000000000000107,11.212,11.28,11.14,0.1399999999999988,-0.08000000000000007,10.908,11.12,10.74,0.379999999999999,-0.379999999999999,11.040000000000001,11.24,10.84,0.40000000000000036,-0.3200000000000003,99129,150580,66215,84365,-5
2016-04-10,10.991999999999999,11.2,10.72,0.47999999999999865,0.3999999999999986,11.232,11.36,11.08,0.27999999999999936,0.2599999999999998,10.88,11.2,10.64,0.5599999999999987,0.5599999999999987,11.088,11.28,10.72,0.5599999999999987,0.5599999999999987,69158,85625,50643,34982,20891
2016-04-17,11.48,11.64,11.28,0.3600000000000012,0.20000000000000107,11.664,11.76,11.52,0.2400000000000002,0.16000000000000014,11.336,11.4,11.28,0.120000000000001,0.120000000000001,11.552,11.64,11.44,0.20000000000000107,0.16000000000000014,69945,84618,44450,40168,29567
2016-04-24,11.528,11.6,11.44,0.16000000000000014,-0.08000000000000007,11.776,11.92,11.46,0.4599999999999991,-0.4399999999999995,11.384,11.52,11.12,0.40000000000000036,-0.40000000000000036,11.608,11.88,11.36,0.5200000000000014,-0.16000000000000014,80130,119403,46036,73367,4811
2016-05-01,10.496,11.56,9.84,1.7200000000000006,-1.4000000000000004,10.726,11.78,10.21,1.5699999999999985,-1.5699999999999985,9.96,10.8,9.4,1.4000000000000004,-1.200000000000001,10.296000000000001,10.96,9.88,1.08,-0.9600000000000009,237405,383290,145554,237736,-57907
2016-05-08,9.76,9.88,9.52,0.3600000000000012,-0.3600000000000012,9.91,10.08,9.68,0.40000000000000036,-0.40000000000000036,9.528,9.68,9.28,0.40000000000000036,-0.2400000000000002,9.72,9.92,9.52,0.40000000000000036,-0.28000000000000114,93733,162305,47472,114833,-114833
2016-05-15,9.328,9.6,9.04,0.5600000000000005,-0.3200000000000003,9.576,9.8,9.28,0.5200000000000014,0.0,9.164,9.48,8.92,0.5600000000000005,-0.20000000000000107,9.376,9.68,9.16,0.5199999999999996,0.03999999999999915,105299,150921,73994,76927,-7849
2016-05-22,10.288,10.64,9.76,0.8800000000000008,0.8800000000000008,10.576,10.88,10.04,0.8400000000000016,0.8400000000000016,10.104,10.44,9.64,0.7999999999999989,0.4399999999999995,10.488,10.72,10.0,0.7200000000000006,0.7200000000000006,96189,141694,73563,68131,-1695
2016-05-29,10.9,11.24,10.64,0.5999999999999996,0.4800000000000004,11.15,11.4,10.8,0.5999999999999996,0.5199999999999996,10.71,11.0,10.36,0.6400000000000006,0.6400000000000006,11.06,11.32,10.8,0.5199999999999996,0.27999999999999936,125516,180787,94090,86697,86697
2016-06-05,11.056,11.16,10.92,0.2400000000000002,-0.11999999999999922,11.208,11.44,10.92,0.5199999999999996,-0.5199999999999996,10.848,11.0,10.6,0.40000000000000036,-0.2400000000000002,11.016,11.24,10.64,0.5999999999999996,-0.5999999999999996,110235,278207,38798,239409,-54406
2016-06-12,10.696,10.96,10.56,0.40000000000000036,0.11999999999999922,10.886000000000001,10.99,10.8,0.1899999999999995,0.03999999999999915,10.478,10.56,10.32,0.2400000000000002,-0.2400000000000002,10.736,10.96,10.64,0.3200000000000003,0.03999999999999915,84359,124237,55195,69042,69042
2016-06-19,10.768,11.0,10.2,0.8000000000000007,-0.5600000000000005,11.06,11.2,10.84,0.35999999999999943,-0.3200000000000003,10.696,11.0,10.04,0.9600000000000009,-0.7200000000000006,10.928,11.2,10.64,0.5599999999999987,-0.3200000000000003,110159,253049,58921,194128,194128
2016-06-26,10.436,10.7,10.16,0.5399999999999991,0.29999999999999893,10.682,11.09,10.4,0.6899999999999995,0.6899999999999995,10.222,10.55,9.68,0.870000000000001,0.870000000000001,10.522,10.93,10.08,0.8499999999999996,0.8499999999999996,136461,177787,71191,106596,26464
2016-07-03,10.23,10.92,9.93,0.9900000000000002,-0.8699999999999992,10.3525,10.92,10.07,0.8499999999999996,-0.5800000000000001,9.885,10.04,9.68,0.35999999999999943,-0.03999999999999915,10.0625,10.31,9.91,0.40000000000000036,0.20000000000000107,119627,128721,109707,19014,6886
2016-07-10,10.538,10.71,10.38,0.33000000000000007,0.25,10.672,10.73,10.57,0.16000000000000014,-0.03999999999999915,10.354000000000001,10.51,10.15,0.35999999999999943,0.08999999999999986,10.514,10.67,10.3,0.3699999999999992,-0.13000000000000078,152273,302338,91665,210673,4456
2016-07-17,10.556,10.66,10.51,0.15000000000000036,0.019999999999999574,10.8,10.93,10.74,0.1899999999999995,0.0,10.368,10.55,9.88,0.6699999999999999,0.5800000000000001,10.620000000000001,10.71,10.55,0.16000000000000014,0.09999999999999964,79350,115893,49013,66880,-66880
2016-07-24,10.692,10.76,10.62,0.14000000000000057,0.08999999999999986,10.818,10.88,10.78,0.10000000000000142,0.0,10.61,10.64,10.57,0.07000000000000028,-0.02000000000000135,10.71,10.77,10.64,0.129999999999999,-0.010000000000001563,96553,164668,51579,113089,34967
2016-07-31,10.91,11.15,10.68,0.47000000000000064,0.47000000000000064,11.274000000000001,11.88,10.73,1.1500000000000004,1.1500000000000004,10.7,11.15,10.43,0.7200000000000006,0.7200000000000006,11.038,11.53,10.66,0.8699999999999992,0.8699999999999992,297832,499851,83637,416214,276573
2016-08-07,11.818,12.02,11.69,0.33000000000000007,0.040000000000000924,12.058,12.19,11.8,0.3899999999999988,-0.08999999999999986,11.662,11.89,11.56,0.33000000000000007,-0.0600000000000005,11.904,12.05,11.7,0.3500000000000014,0.08000000000000007,184376,320300,121118,199182,-161141
2016-08-14,11.724,12.05,11.38,0.6699999999999999,-0.3500000000000014,11.906,12.15,11.72,0.4299999999999997,-0.16000000000000014,11.56,11.72,11.25,0.47000000000000064,-0.02000000000000135,11.704,11.85,11.45,0.40000000000000036,-0.08999999999999986,146799,174456,110887,63569,-55239
2016-08-21,11.836,11.92,11.71,0.20999999999999908,-0.03999999999999915,11.946,12.05,11.85,0.20000000000000107,-0.07000000000000028,11.708,11.88,11.62,0.26000000000000156,0.030000000000001137,11.814,11.9,11.72,0.17999999999999972,-0.11000000000000121,86807,122352,53138,69214,-24892
2016-08-28,11.856,12.16,11.73,0.4299999999999997,0.3100000000000005,11.994,12.25,11.84,0.41000000000000014,0.39000000000000057,11.716000000000001,11.99,11.59,0.40000000000000036,0.27999999999999936,11.856,12.09,11.72,0.3699999999999992,0.34999999999999964,106787,173663,36974,136689,77592
2016-09-04,12.3075,12.5,12.18,0.3200000000000003,0.3200000000000003,12.49,12.7,12.23,0.46999999999999886,0.46999999999999886,11.99,12.2,11.76,0.4399999999999995,-0.14000000000000057,12.29,12.65,12.0,0.6500000000000004,-0.16999999999999993,155669,200346,124888,75458,16445
2016-09-11,12.224,12.73,11.88,0.8499999999999996,0.4499999999999993,12.486,12.8,12.16,0.6400000000000006,0.23000000000000043,12.032,12.17,11.82,0.34999999999999964,0.34999999999999964,12.314,12.73,12.1,0.6300000000000008,0.17999999999999972,177959,332331,107454,224877,-27962
2016-09-18,12.682,13.31,12.35,0.9600000000000009,0.9600000000000009,12.93,13.47,12.49,0.9800000000000004,0.8900000000000006,12.578,13.09,12.23,0.8599999999999994,0.8599999999999994,12.846,13.43,12.45,0.9800000000000004,0.6500000000000004,126520,247836,84497,163339,31490
2016-09-25,13.062,13.35,12.89,0.4599999999999991,0.379999999999999,13.224,13.37,12.98,0.3899999999999988,0.3899999999999988,12.852,13.2,12.34,0.8599999999999994,0.8599999999999994,13.14,13.28,12.85,0.4299999999999997,0.4299999999999997,150221,248222,101475,146747,146747
2016-10-02,13.784,14.0,13.25,0.75,0.6400000000000006,14.006,14.14,13.91,0.23000000000000043,-0.019999999999999574,13.622,13.78,13.24,0.5399999999999991,0.4299999999999997,13.848,13.95,13.75,0.1999999999999993,-0.13000000000000078,120981,197846,59288,138558,-114117
2016-10-09,13.728,13.91,13.58,0.33000000000000007,-0.28000000000000114,13.878,14.04,13.74,0.29999999999999893,-0.1899999999999995,13.57,13.87,13.46,0.40999999999999837,-0.28999999999999915,13.73,13.98,13.57,0.41000000000000014,-0.2599999999999998,81404,115883,38867,77016,41181
2016-10-16,13.72,13.9,13.45,0.45000000000000107,-0.3000000000000007,13.786,13.9,13.6,0.3000000000000007,-0.25,13.46,13.65,13.3,0.34999999999999964,-0.2699999999999996,13.67,13.75,13.55,0.1999999999999993,-0.1999999999999993,71164,88224,55828,32396,-21186
2016-10-23,13.64,13.9,13.35,0.5500000000000007,-0.20000000000000107,13.87,14.1,13.6,0.5,-0.5,13.32,13.65,12.9,0.75,-0.3500000000000014,13.58,13.95,13.3,0.6499999999999986,-0.5499999999999989,78100,91525,67415,24110,-20464
2016-10-30,13.07,14.15,11.25,2.9000000000000004,-2.0500000000000007,13.36,14.3,11.85,2.450000000000001,-1.8499999999999996,12.464,13.55,11.05,2.5,-1.8499999999999996,12.81,14.2,11.2,3.0,-2.0999999999999996,295073,587633,143803,443830,194626
2016-11-06,12.31,12.9,11.55,1.3499999999999996,1.3499999999999996,12.81,13.55,12.25,1.3000000000000007,1.3000000000000007,12.102,12.9,11.55,1.3499999999999996,1.3499999999999996,12.68,13.5,12.05,1.4499999999999993,1.4499999999999993,172742,199462,91665,107797,-3413
2016-11-13,13.870000000000001,14.25,13.55,0.6999999999999993,0.4499999999999993,14.064,14.3,13.7,0.6000000000000014,0.370000000000001,13.6,13.8,13.15,0.6500000000000004,0.6500000000000004,13.9,14.15,13.5,0.6500000000000004,0.4499999999999993,154949,189405,134865,54540,-15586
2016-11-20,13.95,14.05,13.85,0.20000000000000107,-0.20000000000000107,14.0,14.1,13.9,0.1999999999999993,-0.15000000000000036,13.7375,13.85,13.65,0.1999999999999993,-0.09999999999999964,13.8875,13.95,13.8,0.14999999999999858,-0.09999999999999964,67016,103002,49855,53147,-5271
2016-11-27,13.49,13.75,12.75,1.0,-0.9000000000000004,13.73,13.9,13.2,0.7000000000000011,-0.7000000000000011,13.15,13.6,12.65,0.9499999999999993,-0.7000000000000011,13.36,13.7,12.8,0.8999999999999986,-0.6999999999999993,82939,123410,43618,79792,49352
2016-12-04,13.41,13.9,13.1,0.8000000000000007,0.7000000000000011,13.66,13.9,13.45,0.45000000000000107,0.34999999999999964,13.15,13.6,12.95,0.6500000000000004,0.6500000000000004,13.51,13.8,13.25,0.5500000000000007,0.5,99977,131178,66775,64403,-25899
2016-12-11,13.709999999999999,13.85,13.6,0.25,0.09999999999999964,13.914,14.2,13.77,0.4299999999999997,0.3999999999999986,13.536,13.6,13.45,0.15000000000000036,0.15000000000000036,13.73,13.85,13.6,0.25,0.049999999999998934,112161,213961,48423,165538,165538
2016-12-18,13.93,14.1,13.65,0.4499999999999993,0.29999999999999893,14.26,14.4,14.15,0.25,-0.049999999999998934,13.81,13.95,13.65,0.29999999999999893,0.15000000000000036,14.06,14.15,14.0,0.15000000000000036,0.09999999999999964,75730,108657,46722,61935,-57087
