Date,DLR_stock_Open_average,DLR_stock_Open_max,DLR_stock_Open_min,DLR_stock_Open_volatility,DLR_stock_Open_change,DLR_stock_High_average,DLR_stock_High_max,DLR_stock_High_min,DLR_stock_High_volatility,DLR_stock_High_change,DLR_stock_Low_average,DLR_stock_Low_max,DLR_stock_Low_min,DLR_stock_Low_volatility,DLR_stock_Low_change,DLR_stock_Close_average,DLR_stock_Close_max,DLR_stock_Close_min,DLR_stock_Close_volatility,DLR_stock_Close_change,DLR_stock_Volume_average,DLR_stock_Volume_max,DLR_stock_Volume_min,DLR_stock_Volume_volatility,DLR_stock_Volume_change
2016-01-03,76.05199999999999,77.02,74.86,2.1599999999999966,2.1599999999999966,77.02,77.67,76.45,1.2199999999999989,1.0700000000000074,75.81,76.79,74.86,1.9300000000000068,1.9300000000000068,76.662,77.04,76.2,0.8400000000000034,0.8400000000000034,1483393,1840052,1344496,495556,-343173
2016-01-10,77.98,79.3,77.12,2.1799999999999926,0.19999999999998863,78.8,79.54,78.23,1.3100000000000023,-0.7199999999999989,77.176,77.91,76.2,1.7099999999999937,-0.8499999999999943,77.798,78.6,76.32,2.280000000000001,-2.280000000000001,1768506,2000988,1127949,873039,-132118
2016-01-17,74.275,76.72,72.93,3.789999999999992,-3.5600000000000023,74.99000000000001,77.28,73.54,3.739999999999995,-2.430000000000007,72.4525,75.02,69.89,5.1299999999999955,-1.9899999999999949,73.75,75.1,72.5,2.5999999999999943,-0.3399999999999892,1618209,2154461,1027520,1126941,-725636
2016-01-24,77.208,79.77,74.77,5.0,5.0,78.88,80.8,76.42,4.3799999999999955,3.8499999999999943,76.45400000000001,78.65,74.29,4.359999999999999,4.359999999999999,78.168,80.08,75.72,4.359999999999999,4.359999999999999,1977191,2382671,1475658,907013,907013
2016-01-31,80.166,81.0,79.49,1.5100000000000051,1.0,81.082,82.24,80.08,2.1599999999999966,2.1099999999999994,79.542,80.5,78.74,1.7600000000000051,1.75,80.632,81.76,79.6,2.160000000000011,2.1400000000000006,1372986,1799434,1064346,735088,-255663
2016-02-07,78.296,81.08,77.16,3.9200000000000017,-2.969999999999999,79.11200000000001,81.29,77.9,3.3900000000000006,-1.8599999999999994,76.904,77.72,76.36,1.3599999999999994,-0.21999999999999886,77.978,79.24,77.08,2.1599999999999966,0.75,1798096,2694596,1008318,1686278,-1686278
2016-02-14,80.0775,80.83,79.71,1.1200000000000045,0.30000000000001137,81.21,82.07,80.55,1.519999999999996,1.309999999999988,79.3775,79.81,79.0,0.8100000000000023,0.730000000000004,80.3725,81.42,79.77,1.6500000000000057,1.019999999999996,1180845,1361956,1027294,334662,127497
2016-02-21,81.43,82.05,80.59,1.4599999999999937,-0.4399999999999977,82.054,82.7,81.08,1.6200000000000045,-0.9099999999999966,79.742,81.42,76.93,4.489999999999995,-4.489999999999995,80.774,81.85,78.95,2.8999999999999915,-2.6199999999999903,1489377,2685253,1025016,1660237,1660237
2016-02-28,80.89,82.66,79.09,3.569999999999993,2.799999999999997,81.806,82.67,79.83,2.8400000000000034,2.430000000000007,80.036,81.02,78.62,2.3999999999999915,2.069999999999993,81.47,82.39,79.07,3.3200000000000074,2.8200000000000074,1758512,2751363,1201349,1550014,-1134810
2016-03-06,83.738,85.93,81.47,4.460000000000008,3.269999999999996,84.854,86.14,82.51,3.6299999999999955,3.299999999999997,83.128,84.49,81.42,3.069999999999993,2.6299999999999955,84.574,85.65,82.47,3.180000000000007,3.1099999999999994,1563278,1913704,1151689,762015,287863
2016-03-13,86.26,88.0,84.76,3.239999999999995,2.6400000000000006,87.504,88.71,85.77,2.9399999999999977,2.8100000000000023,85.84,87.51,84.58,2.930000000000007,2.8200000000000074,87.122,88.44,85.09,3.3499999999999943,3.3499999999999943,1217688,1574692,869093,705599,565483
2016-03-20,86.995,87.55,86.34,1.2099999999999937,-0.5900000000000034,87.7575,88.23,86.96,1.2700000000000102,-0.8200000000000074,86.0675,86.36,85.74,0.6200000000000045,-0.28000000000000114,86.72,87.13,86.16,0.9699999999999989,-0.3100000000000023,1200260,1259609,1145559,114050,106964
2016-03-27,87.636,88.42,86.35,2.0700000000000074,1.730000000000004,88.64,89.55,87.29,2.259999999999991,2.259999999999991,87.42,88.19,86.28,1.9099999999999966,1.7999999999999972,88.332,89.46,86.94,2.519999999999996,2.519999999999996,903517,1088244,643665,444579,172710
2016-04-03,89.386,90.33,88.46,1.8700000000000045,0.8599999999999994,90.298,90.87,89.95,0.9200000000000017,0.9200000000000017,88.89,89.76,87.91,1.8500000000000085,0.9900000000000091,89.772,90.54,88.84,1.7000000000000028,1.1099999999999994,1108716,1185568,902996,282572,229912
