Date,iShares Currency Hedged MSCI ItalyEtf_Open_average,iShares Currency Hedged MSCI ItalyEtf_Open_max,iShares Currency Hedged MSCI ItalyEtf_Open_min,iShares Currency Hedged MSCI ItalyEtf_Open_volatility,iShares Currency Hedged MSCI ItalyEtf_Open_change,iShares Currency Hedged MSCI ItalyEtf_High_average,iShares Currency Hedged MSCI ItalyEtf_High_max,iShares Currency Hedged MSCI ItalyEtf_High_min,iShares Currency Hedged MSCI ItalyEtf_High_volatility,iShares Currency Hedged MSCI ItalyEtf_High_change,iShares Currency Hedged MSCI ItalyEtf_Low_average,iShares Currency Hedged MSCI ItalyEtf_Low_max,iShares Currency Hedged MSCI ItalyEtf_Low_min,iShares Currency Hedged MSCI ItalyEtf_Low_volatility,iShares Currency Hedged MSCI ItalyEtf_Low_change,iShares Currency Hedged MSCI ItalyEtf_Close_average,iShares Currency Hedged MSCI ItalyEtf_Close_max,iShares Currency Hedged MSCI ItalyEtf_Close_min,iShares Currency Hedged MSCI ItalyEtf_Close_volatility,iShares Currency Hedged MSCI ItalyEtf_Close_change
2017-04-30,16.73,16.73,16.73,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.87,16.87,16.87,0.0,0.0
2017-05-07,16.8,16.8,16.8,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2017-05-14,16.84,16.84,16.84,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2017-05-21,16.71,16.71,16.71,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2017-05-28,16.54,16.54,16.54,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2017-06-04,16.74,16.74,16.74,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2017-06-11,16.63,16.63,16.63,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2017-06-18,16.56,16.56,16.56,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2017-06-25,16.42,16.42,16.42,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2017-07-02,16.17,16.17,16.17,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2017-07-09,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2017-07-16,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2017-07-23,16.58,16.58,16.58,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2017-07-30,16.9,16.9,16.9,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2017-08-06,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2017-08-13,16.84,16.84,16.84,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2017-08-20,16.85,16.85,16.85,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2017-08-27,16.93,16.93,16.93,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2017-09-03,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2017-09-10,17.18,17.18,17.18,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2017-09-17,17.43,17.43,17.43,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2017-09-24,17.53,17.53,17.53,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2017-10-01,17.37,17.37,17.37,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2017-10-08,17.33,17.33,17.33,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2017-10-15,17.16,17.16,17.16,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2017-10-22,17.48,17.48,17.48,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2017-10-29,17.81,17.81,17.81,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2017-11-05,17.45,17.45,17.45,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2017-11-12,17.06,17.06,17.06,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2017-11-19,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2017-11-26,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0
2017-12-03,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0
2017-12-10,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2017-12-17,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2017-12-24,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2017-12-31,17.51,17.51,17.51,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.57,17.57,17.57,0.0,0.0
