Date,CYBE_stock_Open_average,CYBE_stock_Open_max,CYBE_stock_Open_min,CYBE_stock_Open_volatility,CYBE_stock_Open_change,CYBE_stock_High_average,CYBE_stock_High_max,CYBE_stock_High_min,CYBE_stock_High_volatility,CYBE_stock_High_change,CYBE_stock_Low_average,CYBE_stock_Low_max,CYBE_stock_Low_min,CYBE_stock_Low_volatility,CYBE_stock_Low_change,CYBE_stock_Close_average,CYBE_stock_Close_max,CYBE_stock_Close_min,CYBE_stock_Close_volatility,CYBE_stock_Close_change,CYBE_stock_Volume_average,CYBE_stock_Volume_max,CYBE_stock_Volume_min,CYBE_stock_Volume_volatility,CYBE_stock_Volume_change
2016-01-03,7.588,7.8,7.46,0.33999999999999986,0.3099999999999996,7.974,8.85,7.48,1.3699999999999992,1.0999999999999996,7.474,7.8,7.27,0.5300000000000002,0.41000000000000014,7.76,8.47,7.27,1.200000000000001,0.910000000000001,22734,59345,7061,52284,52284
2016-01-10,8.404,8.67,8.13,0.5399999999999991,-0.35999999999999943,8.624,8.89,8.34,0.5500000000000007,-0.5,7.944,8.17,7.69,0.47999999999999954,-0.1999999999999993,8.322,8.54,8.05,0.48999999999999844,-0.3299999999999983,27737,56092,10057,46035,-39406
2016-01-17,8.14,8.47,7.91,0.5600000000000005,0.23000000000000043,8.32,8.5,8.0,0.5,0.1999999999999993,7.92,8.21,7.57,0.6400000000000006,0.1800000000000015,8.1925,8.47,7.91,0.5600000000000005,0.129999999999999,10041,13680,7145,6535,4769
2016-01-24,8.51,8.91,8.27,0.6400000000000006,0.620000000000001,8.858,8.97,8.61,0.3600000000000012,0.06999999999999851,8.354,8.68,8.02,0.6600000000000001,0.6600000000000001,8.574,8.78,8.2,0.5800000000000001,0.5500000000000007,14065,22244,4547,17697,1630
2016-01-31,8.76,9.06,8.55,0.5099999999999998,0.5,9.048,9.27,8.95,0.3200000000000003,0.11000000000000121,8.662,8.88,8.52,0.3600000000000012,0.25,8.884,9.0,8.61,0.39000000000000057,0.049999999999998934,9525,21472,3269,18203,-706
2016-02-07,8.608,8.9,8.46,0.4399999999999995,-0.33000000000000007,8.728,8.9,8.6,0.3000000000000007,-0.15000000000000036,8.338000000000001,8.56,8.12,0.4400000000000013,0.4400000000000013,8.566,8.74,8.42,0.3200000000000003,0.27999999999999936,23702,39752,8417,31335,12862
2016-02-14,9.12,9.29,8.79,0.5,0.5,9.3375,9.89,9.04,0.8500000000000014,0.8500000000000014,8.8825,9.29,8.6,0.6899999999999995,0.6899999999999995,9.0875,9.51,8.72,0.7899999999999991,0.7899999999999991,21951,34680,13991,20689,14562
2016-02-21,9.684,9.85,9.61,0.2400000000000002,-0.07000000000000028,9.96,10.0,9.85,0.15000000000000036,0.13000000000000078,9.43,9.59,9.15,0.4399999999999995,-0.4299999999999997,9.576,9.91,9.15,0.7599999999999998,-0.5800000000000001,30832,49926,19176,30750,4083
2016-02-28,9.594,9.78,9.39,0.3899999999999988,0.3899999999999988,9.818,9.97,9.57,0.40000000000000036,0.3200000000000003,9.432,9.55,9.14,0.41000000000000014,0.41000000000000014,9.586,9.7,9.51,0.1899999999999995,0.040000000000000924,20968,33219,6534,26685,-22966
2016-03-06,9.75,9.78,9.72,0.05999999999999872,-0.02999999999999936,9.842,9.94,9.75,0.1899999999999995,0.009999999999999787,9.62,9.74,9.37,0.370000000000001,-0.3000000000000007,9.66,9.79,9.51,0.27999999999999936,-0.16000000000000014,10637,27178,760,26418,20803
2016-03-13,9.69,9.83,9.51,0.3200000000000003,0.3200000000000003,9.794,9.85,9.64,0.20999999999999908,0.1899999999999995,9.612,9.74,9.34,0.40000000000000036,0.35999999999999943,9.742,9.83,9.55,0.27999999999999936,0.17999999999999972,8042,12214,3041,9173,557
2016-03-20,9.61,9.75,9.4,0.34999999999999964,-0.33999999999999986,9.6325,9.81,9.4,0.41000000000000014,-0.41000000000000014,9.5275,9.74,9.25,0.4900000000000002,-0.4900000000000002,9.5425,9.75,9.26,0.4900000000000002,-0.4900000000000002,8431,13338,1070,12268,493
2016-03-27,9.536,9.79,9.28,0.5099999999999998,0.1399999999999988,9.656,9.79,9.43,0.35999999999999943,0.3200000000000003,9.382,9.55,9.25,0.3000000000000007,0.27999999999999936,9.508000000000001,9.73,9.33,0.40000000000000036,0.3000000000000007,8012,17902,1849,16053,5059
2016-04-03,9.612,9.77,9.5,0.2699999999999996,-0.16999999999999993,9.693999999999999,9.77,9.66,0.10999999999999943,-0.07000000000000028,9.472,9.58,9.3,0.27999999999999936,0.27999999999999936,9.608,9.66,9.51,0.15000000000000036,-0.07000000000000028,9868,14462,438,14024,-3636
2016-04-10,10.766,11.8,9.51,2.290000000000001,2.2300000000000004,11.55,14.56,9.57,4.99,4.99,10.494,11.65,9.4,2.25,2.25,11.18,13.95,9.46,4.489999999999998,4.489999999999998,115260,215507,11060,204447,173852
2016-04-17,14.38,15.14,13.72,1.42,0.35999999999999943,14.892,15.31,14.4,0.9100000000000001,-0.6900000000000013,13.916,14.46,13.5,0.9600000000000009,0.5300000000000011,14.452,14.9,14.1,0.8000000000000007,-0.7800000000000011,109336,249819,26877,222942,-222942
2016-04-24,14.766,16.0,13.96,2.039999999999999,1.8100000000000005,15.502,17.99,14.3,3.6899999999999977,3.6899999999999977,14.614,16.0,13.86,2.1400000000000006,2.1400000000000006,15.266,17.55,13.99,3.5600000000000005,3.5600000000000005,101798,241098,14986,226112,226112
2016-05-01,17.45,17.86,17.0,0.8599999999999994,-0.07000000000000028,17.934,18.44,17.39,1.0500000000000007,-1.0500000000000007,16.926000000000002,17.27,16.64,0.629999999999999,-0.370000000000001,17.322,17.73,16.95,0.7800000000000011,-0.6099999999999994,103815,147035,54325,92710,-89621
2016-05-08,16.876,17.23,16.34,0.8900000000000006,-0.41000000000000014,17.1,17.34,16.89,0.4499999999999993,-0.19000000000000128,16.248,16.32,16.17,0.14999999999999858,0.019999999999999574,16.666,16.8,16.44,0.35999999999999943,-0.05000000000000071,66555,103704,32779,70925,-70064
2016-05-15,16.106,16.47,15.5,0.9699999999999989,-0.29999999999999716,16.566,17.11,16.22,0.8900000000000006,0.46999999999999886,15.842,16.16,15.5,0.6600000000000001,-0.16000000000000014,16.284,16.97,15.63,1.339999999999998,0.4399999999999977,61048,85336,36333,49003,-851
2016-05-22,16.942,17.28,16.66,0.620000000000001,0.28000000000000114,17.332,17.83,17.05,0.7799999999999976,-0.48999999999999844,16.528,16.78,16.26,0.5199999999999996,0.14000000000000057,17.004,17.22,16.81,0.41000000000000014,-0.3100000000000023,54971,92865,31390,61475,-61475
2016-05-29,16.57,17.02,16.33,0.6900000000000013,-0.6900000000000013,16.71,17.11,16.5,0.6099999999999994,-0.5300000000000011,16.2125,16.75,15.95,0.8000000000000007,-0.7100000000000009,16.4625,16.89,16.22,0.6700000000000017,-0.629999999999999,46090,58256,31959,26297,-7404
2016-06-05,16.605999999999998,17.0,16.11,0.8900000000000006,0.6799999999999997,16.97,17.29,16.51,0.7799999999999976,0.4599999999999973,16.318,16.69,16.11,0.5800000000000018,0.10000000000000142,16.68,16.97,16.32,0.6499999999999986,0.10000000000000142,42144,57836,30030,27806,-8827
2016-06-12,15.652,16.54,15.12,1.42,-1.42,15.96,16.67,15.29,1.3800000000000026,-1.3800000000000026,15.08,15.43,14.79,0.6400000000000006,-0.4800000000000004,15.388,15.96,14.79,1.1700000000000017,-0.6100000000000012,68470,83424,46078,37346,-12031
2016-06-19,14.986,15.08,14.89,0.1899999999999995,-0.07000000000000028,15.292,15.59,15.06,0.5299999999999994,-0.2599999999999998,14.501999999999999,14.93,13.28,1.6500000000000004,-1.4000000000000004,15.058,15.33,14.88,0.4499999999999993,0.14999999999999858,32627,51134,14843,36291,-2873
2016-06-26,15.03,15.22,14.77,0.45000000000000107,0.25,15.498000000000001,16.23,15.03,1.200000000000001,1.200000000000001,14.784,15.15,14.22,0.9299999999999997,0.9299999999999997,15.18,16.07,14.55,1.5199999999999996,1.5199999999999996,67073,111175,27718,83457,35080
2016-07-03,16.0625,16.2,15.91,0.28999999999999915,-0.060000000000002274,16.355,16.57,16.15,0.4200000000000017,0.3500000000000014,15.8125,15.93,15.62,0.3100000000000005,0.08000000000000007,16.045,16.12,15.93,0.19000000000000128,0.05000000000000071,43173,51182,30988,20194,-9181
2016-07-10,16.082,16.24,15.76,0.47999999999999865,-0.0799999999999983,16.721999999999998,17.45,16.37,1.0799999999999983,1.0799999999999983,15.982,16.16,15.76,0.40000000000000036,0.2599999999999998,16.47,17.45,16.1,1.3499999999999979,1.3499999999999979,35032,72576,13521,59055,53048
2016-07-17,18.178,18.54,17.5,1.0399999999999991,0.6900000000000013,18.502,18.65,18.31,0.33999999999999986,-0.2900000000000027,17.913999999999998,18.11,17.43,0.6799999999999997,0.5899999999999999,18.19,18.36,17.96,0.3999999999999986,0.21999999999999886,53787,125853,18793,107060,-107060
2016-07-24,18.43,19.4,17.33,2.0700000000000003,-0.8800000000000026,18.818,19.45,17.69,1.759999999999998,-0.5599999999999987,17.782,19.02,15.43,3.59,-2.3000000000000007,18.53,19.34,17.27,2.0700000000000003,-0.6999999999999993,99078,259528,34816,224712,210566
2016-07-31,17.552,17.88,17.3,0.5799999999999983,0.3000000000000007,17.944,18.18,17.8,0.379999999999999,0.3000000000000007,17.148,17.56,16.77,0.7899999999999991,0.5899999999999999,17.648,17.91,17.36,0.5500000000000007,0.4499999999999993,67401,96744,32514,64230,-17871
2016-08-07,17.572,17.93,17.35,0.5799999999999983,0.21000000000000085,17.772,18.08,17.4,0.6799999999999997,0.14999999999999858,17.046,17.2,16.81,0.39000000000000057,0.28000000000000114,17.354,17.47,17.23,0.23999999999999844,-0.16999999999999815,37395,55303,16579,38724,6952
2016-08-14,17.168,17.34,16.92,0.41999999999999815,-0.41999999999999815,17.452,17.67,17.23,0.4400000000000013,-0.16000000000000014,16.958,17.04,16.84,0.1999999999999993,-0.11999999999999744,17.158,17.3,16.92,0.379999999999999,-0.15000000000000213,39440,50856,20816,30040,-2052
2016-08-21,17.148,17.76,16.62,1.1400000000000006,0.5600000000000023,17.96,19.75,17.22,2.530000000000001,2.530000000000001,16.856,17.69,16.41,1.2800000000000011,1.2800000000000011,17.588,19.65,16.67,2.979999999999997,2.979999999999997,82648,171655,42382,129273,126485
2016-08-28,20.458000000000002,21.6,19.75,1.8500000000000014,0.75,21.218,21.65,20.73,0.9199999999999982,-0.35999999999999943,19.982,20.26,19.66,0.6000000000000014,0.5200000000000031,20.753999999999998,21.56,20.21,1.3499999999999979,-0.4499999999999993,136790,428673,40414,388259,-388259
2016-09-04,21.6925,22.26,21.06,1.2000000000000028,0.490000000000002,22.009999999999998,22.31,21.68,0.629999999999999,-0.120000000000001,21.24,21.9,20.48,1.4199999999999982,-0.5399999999999991,21.564999999999998,22.13,20.63,1.5,-1.0500000000000007,69305,86466,43902,42564,12065
