Date,BRKS_stock_Open_average,BRKS_stock_Open_max,BRKS_stock_Open_min,BRKS_stock_Open_volatility,BRKS_stock_Open_change,BRKS_stock_High_average,BRKS_stock_High_max,BRKS_stock_High_min,BRKS_stock_High_volatility,BRKS_stock_High_change,BRKS_stock_Low_average,BRKS_stock_Low_max,BRKS_stock_Low_min,BRKS_stock_Low_volatility,BRKS_stock_Low_change,BRKS_stock_Close_average,BRKS_stock_Close_max,BRKS_stock_Close_min,BRKS_stock_Close_volatility,BRKS_stock_Close_change,BRKS_stock_Volume_average,BRKS_stock_Volume_max,BRKS_stock_Volume_min,BRKS_stock_Volume_volatility,BRKS_stock_Volume_change
2016-01-03,10.166,10.46,9.96,0.5,-0.45000000000000107,10.254,10.48,10.09,0.39000000000000057,-0.3600000000000012,9.906,10.2,9.33,0.8699999999999992,-0.8300000000000001,9.996,10.27,9.36,0.9100000000000001,-0.9100000000000001,312045,383081,217877,165204,97646
2016-01-10,9.38,9.8,8.99,0.8100000000000005,-0.41999999999999993,9.568,9.89,9.17,0.7200000000000006,-0.5099999999999998,9.184000000000001,9.41,8.88,0.5299999999999994,-0.5299999999999994,9.336,9.66,9.05,0.6099999999999994,-0.6099999999999994,224800,278620,186372,92248,54336
2016-01-17,9.0775,9.24,8.86,0.3800000000000008,0.10999999999999943,9.51,10.07,9.21,0.8599999999999994,-0.11999999999999922,8.877500000000001,9.07,8.75,0.3200000000000003,0.2699999999999996,9.115,9.31,8.95,0.3600000000000012,0.3600000000000012,248437,305715,177265,128450,-70407
2016-01-24,9.267999999999999,9.31,9.2,0.11000000000000121,0.0,9.426,9.54,9.31,0.22999999999999865,0.22999999999999865,9.166,9.22,9.11,0.11000000000000121,0.11000000000000121,9.286,9.53,9.13,0.3999999999999986,0.3999999999999986,186239,330854,114045,216809,216809
2016-01-31,9.475999999999999,9.76,9.28,0.4800000000000004,-0.16000000000000014,9.648,10.26,9.38,0.879999999999999,-0.10999999999999943,9.200000000000001,9.38,8.8,0.5800000000000001,-0.5800000000000001,9.316,9.49,8.94,0.5500000000000007,-0.45000000000000107,396342,636350,213752,422598,242091
2016-02-07,8.676,8.92,8.51,0.41000000000000014,-0.3200000000000003,8.908,9.02,8.72,0.29999999999999893,0.009999999999999787,8.475999999999999,8.7,8.33,0.3699999999999992,-0.25,8.634,8.93,8.48,0.4499999999999993,-0.40000000000000036,289755,344337,230040,114297,-45802
2016-02-14,8.945,9.13,8.67,0.46000000000000085,0.41000000000000014,9.145,9.28,8.9,0.379999999999999,0.379999999999999,8.835,9.08,8.6,0.4800000000000004,0.4800000000000004,9.0375,9.23,8.81,0.41999999999999993,0.41999999999999993,251164,303917,172848,131069,-26516
2016-02-21,9.476666666666667,9.65,9.31,0.33999999999999986,0.25,9.605,9.81,9.47,0.33999999999999986,0.07000000000000028,9.37,9.56,9.19,0.370000000000001,0.370000000000001,9.523333333333333,9.64,9.35,0.2900000000000009,0.22000000000000064,258099,398700,154894,243806,-243806
2016-02-28,9.786,9.91,9.66,0.25,0.25,9.966,10.12,9.85,0.2699999999999996,0.040000000000000924,9.676,9.79,9.41,0.379999999999999,0.08999999999999986,9.854000000000001,9.92,9.75,0.16999999999999993,0.16999999999999993,311747,369261,202120,167141,-34904
2016-03-06,9.943999999999999,10.19,9.82,0.3699999999999992,-0.16000000000000014,10.116,10.38,9.95,0.4300000000000015,-0.3600000000000012,9.786,9.96,9.68,0.28000000000000114,-0.21000000000000085,9.922,10.22,9.77,0.45000000000000107,-0.2900000000000009,470504,1258399,210583,1047816,-1047816
2016-03-13,9.826,10.06,9.68,0.3800000000000008,0.16000000000000014,9.98,10.17,9.8,0.3699999999999992,0.20999999999999908,9.686,9.95,9.55,0.3999999999999986,0.16999999999999993,9.872,10.09,9.72,0.3699999999999992,0.3000000000000007,282432,463811,171996,291815,140134
2016-03-20,9.98,10.02,9.9,0.11999999999999922,-0.11999999999999922,10.095,10.2,10.0,0.1999999999999993,-0.1999999999999993,9.870000000000001,9.97,9.72,0.25,-0.25,9.975,10.07,9.89,0.17999999999999972,-0.17999999999999972,192481,273470,117501,155969,82479
2016-03-27,10.208,10.51,9.83,0.6799999999999997,0.4399999999999995,10.43,10.61,10.14,0.46999999999999886,0.3200000000000003,10.102,10.39,9.76,0.6300000000000008,0.47000000000000064,10.334,10.54,9.91,0.629999999999999,0.5500000000000007,235776,394452,146726,247726,12393
2016-04-03,10.206,10.43,10.04,0.39000000000000057,-0.39000000000000057,10.312,10.52,10.18,0.33999999999999986,-0.3099999999999987,10.042,10.25,9.89,0.35999999999999943,-0.35999999999999943,10.13,10.42,9.97,0.4499999999999993,-0.4499999999999993,236046,313017,188930,124087,-23316
2016-04-10,10.08,10.27,9.97,0.29999999999999893,0.11000000000000121,10.226,10.31,10.05,0.2599999999999998,0.10000000000000142,9.978,10.1,9.83,0.2699999999999996,0.1899999999999995,10.120000000000001,10.3,9.89,0.41000000000000014,0.17999999999999972,130244,148039,103214,44825,-34863
2016-04-17,10.134,10.3,10.01,0.2900000000000009,-0.1399999999999988,10.202,10.3,10.14,0.16000000000000014,-0.1399999999999988,9.992,10.06,9.92,0.14000000000000057,-0.08999999999999986,10.098,10.22,9.98,0.2400000000000002,-0.16000000000000014,160814,231690,95242,136448,113012
2016-04-24,10.086,10.21,9.98,0.23000000000000043,-0.05999999999999872,10.218,10.44,9.98,0.4599999999999991,-0.129999999999999,9.746,10.06,9.11,0.9500000000000011,-0.7400000000000002,9.946,10.22,9.46,0.7599999999999998,-0.5099999999999998,285832,665273,166002,499271,484876
2016-05-01,9.532,9.8,9.36,0.4400000000000013,-0.14000000000000057,9.702,9.98,9.41,0.5700000000000003,-0.129999999999999,9.37,9.55,9.23,0.3200000000000003,-0.05999999999999872,9.542,9.9,9.33,0.5700000000000003,-0.15000000000000036,343147,573706,173958,399748,-354483
2016-05-08,9.32,9.44,9.24,0.1999999999999993,-0.08999999999999986,9.452,9.57,9.32,0.25,-0.25,9.194,9.26,9.06,0.1999999999999993,-0.10999999999999943,9.312,9.47,9.23,0.2400000000000002,-0.10999999999999943,254982,401786,158052,243734,-62255
2016-05-15,9.362,9.71,9.13,0.5800000000000001,0.46000000000000085,9.586,10.06,9.36,0.7000000000000011,0.6900000000000013,9.286,9.68,8.99,0.6899999999999995,0.4800000000000004,9.504,10.03,9.16,0.8699999999999992,0.7999999999999989,350016,548858,242409,306449,88406
2016-05-22,10.502,10.91,10.08,0.8300000000000001,0.8300000000000001,10.672,11.05,10.24,0.8100000000000005,0.8100000000000005,10.43,10.86,10.0,0.8599999999999994,0.8599999999999994,10.645999999999999,11.04,10.14,0.8999999999999986,0.8999999999999986,251899,354382,210798,143584,-15767
2016-05-29,11.185,11.71,10.72,0.9900000000000002,0.7100000000000009,11.4375,11.71,11.1,0.6100000000000012,0.6100000000000012,11.0,11.42,10.72,0.6999999999999993,0.5700000000000003,11.3575,11.66,10.98,0.6799999999999997,0.5499999999999989,527002,628171,409917,218254,151977
2016-06-05,11.61,11.65,11.57,0.08000000000000007,-0.009999999999999787,11.698,11.75,11.66,0.08999999999999986,-0.009999999999999787,11.398,11.53,11.13,0.3999999999999986,-0.22999999999999865,11.66,11.74,11.6,0.14000000000000057,-0.05000000000000071,246537,363300,144867,218433,-124215
2016-06-12,11.506,11.66,11.39,0.2699999999999996,0.08999999999999986,11.638,11.67,11.6,0.07000000000000028,-0.0600000000000005,11.398,11.48,11.29,0.19000000000000128,-0.07000000000000028,11.534,11.58,11.5,0.08000000000000007,0.009999999999999787,350329,550626,228346,322280,322280
2016-06-19,11.626,11.78,11.37,0.41000000000000014,-0.27000000000000135,11.834,11.98,11.69,0.2900000000000009,-0.2400000000000002,11.552,11.68,11.33,0.34999999999999964,-0.22000000000000064,11.65,11.9,11.37,0.5300000000000011,-0.26000000000000156,234874,509087,98070,411017,376409
2016-06-26,11.05,11.26,10.87,0.39000000000000057,-0.39000000000000057,11.256,11.47,11.08,0.39000000000000057,-0.05000000000000071,10.876,10.96,10.8,0.16000000000000014,0.06999999999999851,11.030000000000001,11.22,10.84,0.3800000000000008,0.370000000000001,431391,780427,296402,484025,-115354
2016-07-03,11.1,11.28,10.98,0.29999999999999893,0.21999999999999886,11.28,11.57,11.11,0.46000000000000085,0.39000000000000057,10.99,11.28,10.82,0.4599999999999991,0.35999999999999943,11.200000000000001,11.55,11.05,0.5,0.5,226759,319574,185363,134211,10266
2016-07-10,12.002,12.24,11.59,0.6500000000000004,0.5700000000000003,12.132,12.29,11.82,0.46999999999999886,0.33999999999999986,11.898,12.08,11.58,0.5,0.41999999999999993,12.048,12.15,11.79,0.3600000000000012,0.3200000000000003,325751,386556,285844,100712,30094
2016-07-17,12.366,12.65,12.16,0.4900000000000002,0.41999999999999993,12.55,12.72,12.31,0.41000000000000014,0.28999999999999915,12.296,12.57,12.09,0.4800000000000004,0.39000000000000057,12.448,12.66,12.17,0.4900000000000002,0.41999999999999993,308523,486632,161679,324953,-152300
2016-07-24,12.81,13.2,12.49,0.7099999999999991,0.7099999999999991,12.974,13.2,12.67,0.5299999999999994,0.5299999999999994,12.61,12.77,12.42,0.34999999999999964,-0.07000000000000028,12.796,12.96,12.53,0.4300000000000015,-0.11000000000000121,315254,599462,201366,398096,395091
2016-07-31,12.318,12.4,12.22,0.17999999999999972,-0.08000000000000007,12.472000000000001,12.57,12.38,0.1899999999999995,0.019999999999999574,12.236,12.37,12.15,0.21999999999999886,-0.20999999999999908,12.372,12.55,12.26,0.2900000000000009,0.11000000000000121,261943,432508,107078,325430,-238373
2016-08-07,12.384,12.56,12.24,0.3200000000000003,-0.3200000000000003,12.434,12.61,12.3,0.3099999999999987,-0.3099999999999987,12.222,12.47,12.09,0.3800000000000008,-0.3100000000000005,12.316,12.53,12.22,0.3099999999999987,-0.28999999999999915,188433,267367,146218,121149,-13943
2016-08-14,12.336,12.46,12.24,0.22000000000000064,0.14000000000000057,12.508000000000001,12.95,12.3,0.6499999999999986,0.5399999999999991,12.254,12.38,12.09,0.2900000000000009,0.14000000000000057,12.422,12.81,12.3,0.5099999999999998,0.46000000000000085,228854,336746,148719,188027,157175
2016-08-21,12.778,12.87,12.65,0.21999999999999886,0.049999999999998934,12.878,12.98,12.8,0.17999999999999972,-0.010000000000001563,12.606,12.8,12.4,0.40000000000000036,0.11000000000000121,12.782,12.87,12.69,0.17999999999999972,-0.129999999999999,139510,219175,99637,119538,-93619
2016-08-28,12.668000000000001,12.8,12.56,0.2400000000000002,0.08000000000000007,12.81,12.89,12.67,0.22000000000000064,0.040000000000000924,12.554,12.64,12.48,0.16000000000000014,0.11000000000000121,12.722,12.82,12.61,0.21000000000000085,0.10999999999999943,141117,186766,98117,88649,71031
2016-09-04,12.7525,12.85,12.68,0.16999999999999993,-0.03999999999999915,12.8675,12.92,12.82,0.09999999999999964,-0.03999999999999915,12.57,12.71,12.29,0.4200000000000017,-0.3500000000000014,12.685,12.91,12.33,0.5800000000000001,-0.39000000000000057,176790,243789,95497,148292,148292
2016-09-11,12.526,12.85,12.31,0.5399999999999991,0.5399999999999991,12.694,12.85,12.51,0.33999999999999986,0.28999999999999915,12.318,12.56,12.05,0.5099999999999998,0.5099999999999998,12.618,12.83,12.35,0.4800000000000004,0.21999999999999886,318602,661120,159064,502056,468908
2016-09-18,13.238000000000001,13.88,12.81,1.0700000000000003,1.0700000000000003,13.492,13.96,13.05,0.9100000000000001,0.8399999999999999,13.162,13.65,12.81,0.8399999999999999,0.8399999999999999,13.394,13.96,12.98,0.9800000000000004,0.7199999999999989,336794,464269,218748,245521,26247
2016-09-25,13.540000000000001,13.66,13.45,0.21000000000000085,-0.009999999999999787,13.654,13.71,13.54,0.1700000000000017,-0.02999999999999936,13.424,13.45,13.37,0.08000000000000007,0.009999999999999787,13.536,13.67,13.43,0.2400000000000002,0.16999999999999993,316592,456850,204511,252339,176000
2016-10-02,13.606,13.75,13.53,0.22000000000000064,0.16000000000000014,13.725999999999999,13.84,13.62,0.22000000000000064,0.13000000000000078,13.464,13.53,13.36,0.16999999999999993,0.03999999999999915,13.612,13.75,13.54,0.21000000000000085,0.10000000000000142,183008,210666,124499,86167,8275
2016-10-09,13.62,13.78,13.36,0.41999999999999993,-0.29999999999999893,13.714,13.86,13.51,0.34999999999999964,-0.21999999999999886,13.376,13.74,13.19,0.5500000000000007,-0.3200000000000003,13.468,13.75,13.26,0.4900000000000002,-0.3200000000000003,193268,302644,120032,182612,11593
2016-10-16,13.262,13.36,13.06,0.29999999999999893,-0.29999999999999893,13.37,13.49,13.19,0.3000000000000007,-0.3000000000000007,13.134,13.27,12.97,0.29999999999999893,-0.29999999999999893,13.225999999999999,13.3,13.1,0.20000000000000107,-0.1399999999999988,213118,281047,148027,133020,133020
2016-10-23,13.288,13.34,13.26,0.08000000000000007,-0.019999999999999574,13.382,13.4,13.32,0.08000000000000007,-0.07000000000000028,13.144,13.26,12.96,0.29999999999999893,-0.29999999999999893,13.209999999999999,13.37,13.0,0.3699999999999992,-0.35999999999999943,195597,236669,152401,84268,-84268
2016-10-30,12.968,13.0,12.94,0.0600000000000005,-0.03999999999999915,13.044,13.11,12.96,0.14999999999999858,0.05000000000000071,12.816,12.95,12.71,0.23999999999999844,-0.14999999999999858,12.92,13.03,12.89,0.1399999999999988,-0.1399999999999988,225476,289427,169241,120186,-81569
