Date,First Trust ISE Water_etf_Open_average,First Trust ISE Water_etf_Open_max,First Trust ISE Water_etf_Open_min,First Trust ISE Water_etf_Open_volatility,First Trust ISE Water_etf_Open_change,First Trust ISE Water_etf_High_average,First Trust ISE Water_etf_High_max,First Trust ISE Water_etf_High_min,First Trust ISE Water_etf_High_volatility,First Trust ISE Water_etf_High_change,First Trust ISE Water_etf_Low_average,First Trust ISE Water_etf_Low_max,First Trust ISE Water_etf_Low_min,First Trust ISE Water_etf_Low_volatility,First Trust ISE Water_etf_Low_change,First Trust ISE Water_etf_Close_average,First Trust ISE Water_etf_Close_max,First Trust ISE Water_etf_Close_min,First Trust ISE Water_etf_Close_volatility,First Trust ISE Water_etf_Close_change
2016-05-01,34.24,34.24,34.24,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2016-05-08,34.77,34.77,34.77,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2016-05-15,34.18,34.18,34.18,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2016-05-22,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2016-05-29,35.4,35.4,35.4,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2016-06-05,36.12,36.12,36.12,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2016-06-12,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2016-06-19,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2016-06-26,35.29,35.29,35.29,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2016-07-03,35.38,35.38,35.38,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2016-07-10,36.54,36.54,36.54,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2016-07-17,36.57,36.57,36.57,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2016-07-24,36.51,36.51,36.51,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2016-07-31,36.84,36.84,36.84,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2016-08-07,37.47,37.47,37.47,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2016-08-14,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2016-08-21,37.53,37.53,37.53,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2016-08-28,37.41,37.41,37.41,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2016-09-04,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2016-09-11,36.35,36.35,36.35,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2016-09-18,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2016-09-25,37.48,37.48,37.48,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2016-10-02,37.53,37.53,37.53,0.0,0.0,37.53,37.53,37.53,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2016-10-09,36.59,36.59,36.59,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2016-10-16,36.29,36.29,36.29,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2016-10-23,36.24,36.24,36.24,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2016-10-30,35.74,35.74,35.74,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2016-11-06,38.06,38.06,38.06,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2016-11-13,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2016-11-20,40.77,40.77,40.77,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2016-11-27,40.14,40.14,40.14,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.94,39.94,39.94,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2016-12-04,41.27,41.27,41.27,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2016-12-11,40.43,40.43,40.43,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2016-12-18,39.98,39.98,39.98,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2016-12-25,39.84,39.84,39.84,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2017-01-01,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2017-01-08,39.9,39.9,39.9,0.0,0.0,40.33,40.33,40.33,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2017-01-15,40.0,40.0,40.0,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2017-01-22,41.26,41.26,41.26,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2017-01-29,40.98,40.98,40.98,0.0,0.0,41.31,41.31,41.31,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2017-02-05,41.25,41.25,41.25,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2017-02-12,41.34,41.34,41.34,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2017-02-19,41.26,41.26,41.26,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2017-02-26,41.65,41.65,41.65,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2017-03-05,40.94,40.94,40.94,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.69,40.69,40.69,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2017-03-12,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2017-03-19,40.87,40.87,40.87,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2017-03-26,41.47,41.47,41.47,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2017-04-02,41.45,41.45,41.45,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2017-04-09,41.28,41.28,41.28,0.0,0.0,41.39,41.39,41.39,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2017-04-16,42.0,42.0,42.0,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2017-04-23,42.9,42.9,42.9,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2017-04-30,42.13,42.13,42.13,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2017-05-07,42.03,42.03,42.03,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2017-05-14,41.46,41.46,41.46,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2017-05-21,42.26,42.26,42.26,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2017-05-28,42.92,42.92,42.92,0.0,0.0,43.53,43.53,43.53,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2017-06-04,43.09,43.09,43.09,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2017-06-11,43.08,43.08,43.08,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-06-18,42.47,42.47,42.47,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2017-06-25,42.73,42.73,42.73,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2017-07-02,42.57,42.57,42.57,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2017-07-09,43.26,43.26,43.26,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2017-07-16,43.95,43.95,43.95,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2017-07-23,43.25,43.25,43.25,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2017-07-30,43.15,43.15,43.15,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2017-08-06,42.25,42.25,42.25,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2017-08-13,41.88,41.88,41.88,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2017-08-20,42.04,42.04,42.04,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2017-08-27,43.01,43.01,43.01,0.0,0.0,43.26,43.26,43.26,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2017-09-03,43.06,43.06,43.06,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2017-09-10,43.99,43.99,43.99,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2017-09-17,45.05,45.05,45.05,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2017-09-24,45.42,45.42,45.42,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2017-10-01,46.27,46.27,46.27,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2017-10-08,46.87,46.87,46.87,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2017-10-15,46.83,46.83,46.83,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2017-10-22,46.64,46.64,46.64,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2017-10-29,46.39,46.39,46.39,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2017-11-05,46.45,46.45,46.45,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2017-11-12,46.92,46.92,46.92,0.0,0.0,47.26,47.26,47.26,0.0,0.0,46.8,46.8,46.8,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2017-11-19,48.05,48.05,48.05,0.0,0.0,48.12,48.12,48.12,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2017-11-26,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0,47.82,47.82,47.82,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2017-12-03,48.49,48.49,48.49,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2017-12-10,47.71,47.71,47.71,0.0,0.0,48.45,48.45,48.45,0.0,0.0,47.16,47.16,47.16,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2017-12-17,48.33,48.33,48.33,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2017-12-24,49.11,49.11,49.11,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2017-12-31,49.03,49.03,49.03,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.87,48.87,48.87,0.0,0.0
