Date,Technology Select Sector SPDR_etf_Open_average,Technology Select Sector SPDR_etf_Open_max,Technology Select Sector SPDR_etf_Open_min,Technology Select Sector SPDR_etf_Open_volatility,Technology Select Sector SPDR_etf_Open_change,Technology Select Sector SPDR_etf_High_average,Technology Select Sector SPDR_etf_High_max,Technology Select Sector SPDR_etf_High_min,Technology Select Sector SPDR_etf_High_volatility,Technology Select Sector SPDR_etf_High_change,Technology Select Sector SPDR_etf_Low_average,Technology Select Sector SPDR_etf_Low_max,Technology Select Sector SPDR_etf_Low_min,Technology Select Sector SPDR_etf_Low_volatility,Technology Select Sector SPDR_etf_Low_change,Technology Select Sector SPDR_etf_Close_average,Technology Select Sector SPDR_etf_Close_max,Technology Select Sector SPDR_etf_Close_min,Technology Select Sector SPDR_etf_Close_volatility,Technology Select Sector SPDR_etf_Close_change
2016-01-03,40.76,40.76,40.76,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2016-01-10,39.16,39.16,39.16,0.0,0.0,39.72,39.72,39.72,0.0,0.0,38.86,38.86,38.86,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2016-01-17,40.04,40.04,40.04,0.0,0.0,40.39,40.39,40.39,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2016-01-24,40.31,40.31,40.31,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.23,40.23,40.23,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2016-01-31,40.48,40.48,40.48,0.0,0.0,40.55,40.55,40.55,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2016-02-07,39.04,39.04,39.04,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.82,38.82,38.82,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2016-02-14,40.48,40.48,40.48,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2016-02-21,41.6,41.6,41.6,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2016-02-28,42.32,42.32,42.32,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2016-03-06,42.64,42.64,42.64,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2016-03-13,43.69,43.69,43.69,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.59,43.59,43.59,0.0,0.0
