Date,IOR_stock_Open_average,IOR_stock_Open_max,IOR_stock_Open_min,IOR_stock_Open_volatility,IOR_stock_Open_change,IOR_stock_High_average,IOR_stock_High_max,IOR_stock_High_min,IOR_stock_High_volatility,IOR_stock_High_change,IOR_stock_Low_average,IOR_stock_Low_max,IOR_stock_Low_min,IOR_stock_Low_volatility,IOR_stock_Low_change,IOR_stock_Close_average,IOR_stock_Close_max,IOR_stock_Close_min,IOR_stock_Close_volatility,IOR_stock_Close_change,IOR_stock_Volume_average,IOR_stock_Volume_max,IOR_stock_Volume_min,IOR_stock_Volume_volatility,IOR_stock_Volume_change
2016-01-03,7.37,7.58,7.25,0.33000000000000007,-0.2999999999999998,7.37,7.58,7.25,0.33000000000000007,-0.2999999999999998,7.24,7.58,6.89,0.6900000000000004,-0.6900000000000004,7.24,7.58,6.89,0.6900000000000004,-0.6900000000000004,304,510,192,318,300
2016-01-10,7.306666666666667,7.5,6.92,0.5800000000000001,-0.5800000000000001,7.36,7.51,7.07,0.4399999999999995,-0.4299999999999997,7.253333333333333,7.5,6.92,0.5800000000000001,-0.41999999999999993,7.306666666666667,7.51,7.07,0.4399999999999995,-0.2699999999999996,1092,1225,1000,225,-173
2016-01-17,7.03,7.03,7.03,0.0,0.0,7.24,7.24,7.24,0.0,0.0,6.17,6.17,6.17,0.0,0.0,6.17,6.17,6.17,0.0,0.0,1510,1510,1510,0,0
2016-01-24,7.145,7.58,6.5,1.08,1.08,7.1825,7.58,6.5,1.08,1.08,7.005,7.58,6.5,1.08,1.08,7.1825,7.58,6.5,1.08,1.08,1523,4491,100,4391,60
2016-01-31,7.633333333333334,8.05,7.36,0.6900000000000004,0.5600000000000005,7.8966666666666665,8.25,7.49,0.7599999999999998,0.7599999999999998,7.416666666666667,7.78,7.11,0.6699999999999999,0.6699999999999999,7.6499999999999995,8.04,7.11,0.9299999999999988,0.9299999999999988,7922,22166,400,21766,21766
2016-02-07,6.946,7.55,6.53,1.0199999999999996,-0.9900000000000002,7.016,7.55,6.56,0.9900000000000002,-0.9900000000000002,6.938,7.55,6.5,1.0499999999999998,-1.0,6.958,7.55,6.55,1.0,-1.0,660,2700,100,2600,0
2016-02-14,7.425000000000001,7.45,7.4,0.04999999999999982,-0.04999999999999982,7.425000000000001,7.45,7.4,0.04999999999999982,-0.04999999999999982,7.4,7.45,7.35,0.10000000000000053,-0.10000000000000053,7.4,7.45,7.35,0.10000000000000053,-0.10000000000000053,372,545,200,345,-345
2016-02-21,6.9,6.9,6.9,0.0,0.0,6.9,6.9,6.9,0.0,0.0,6.9,6.9,6.9,0.0,0.0,6.9,6.9,6.9,0.0,0.0,110,110,110,0,0
2016-02-28,6.92,6.92,6.92,0.0,0.0,6.92,6.92,6.92,0.0,0.0,6.92,6.92,6.92,0.0,0.0,6.92,6.92,6.92,0.0,0.0,174,174,174,0,0
2016-03-06,6.89,6.89,6.89,0.0,0.0,7.28,7.28,7.28,0.0,0.0,6.89,6.89,6.89,0.0,0.0,7.28,7.28,7.28,0.0,0.0,390,390,390,0,0
