Date,First Trust Emerging Markets Local Currency Bond_etf_Open_average,First Trust Emerging Markets Local Currency Bond_etf_Open_max,First Trust Emerging Markets Local Currency Bond_etf_Open_min,First Trust Emerging Markets Local Currency Bond_etf_Open_volatility,First Trust Emerging Markets Local Currency Bond_etf_Open_change,First Trust Emerging Markets Local Currency Bond_etf_High_average,First Trust Emerging Markets Local Currency Bond_etf_High_max,First Trust Emerging Markets Local Currency Bond_etf_High_min,First Trust Emerging Markets Local Currency Bond_etf_High_volatility,First Trust Emerging Markets Local Currency Bond_etf_High_change,First Trust Emerging Markets Local Currency Bond_etf_Low_average,First Trust Emerging Markets Local Currency Bond_etf_Low_max,First Trust Emerging Markets Local Currency Bond_etf_Low_min,First Trust Emerging Markets Local Currency Bond_etf_Low_volatility,First Trust Emerging Markets Local Currency Bond_etf_Low_change,First Trust Emerging Markets Local Currency Bond_etf_Close_average,First Trust Emerging Markets Local Currency Bond_etf_Close_max,First Trust Emerging Markets Local Currency Bond_etf_Close_min,First Trust Emerging Markets Local Currency Bond_etf_Close_volatility,First Trust Emerging Markets Local Currency Bond_etf_Close_change
2016-03-13,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2016-03-20,41.17,41.17,41.17,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2016-03-27,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2016-04-03,42.26,42.26,42.26,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2016-04-10,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2016-04-17,43.35,43.35,43.35,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2016-04-24,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2016-05-01,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2016-05-08,41.55,41.55,41.55,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2016-05-15,40.74,40.74,40.74,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2016-05-22,41.19,41.19,41.19,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2016-05-29,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2016-06-05,42.55,42.55,42.55,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2016-06-12,41.48,41.48,41.48,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2016-06-19,41.83,41.83,41.83,0.0,0.0,42.98,42.98,42.98,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2016-06-26,42.38,42.38,42.38,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2016-07-03,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2016-07-10,43.59,43.59,43.59,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2016-07-17,42.84,42.84,42.84,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2016-07-24,42.15,42.15,42.15,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2016-07-31,42.74,42.74,42.74,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2016-08-07,44.38,44.38,44.38,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2016-08-14,44.59,44.59,44.59,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2016-08-21,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2016-08-28,42.64,42.64,42.64,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2016-09-04,43.01,43.01,43.01,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2016-09-11,43.14,43.14,43.14,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2016-09-18,42.92,42.92,42.92,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2016-09-25,42.83,42.83,42.83,0.0,0.0,43.24,43.24,43.24,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2016-10-02,42.99,42.99,42.99,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.77,42.77,42.77,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2016-10-09,42.84,42.84,42.84,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2016-10-16,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2016-10-23,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2016-10-30,41.89,41.89,41.89,0.0,0.0,42.39,42.39,42.39,0.0,0.0,41.89,41.89,41.89,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2016-11-06,40.4,40.4,40.4,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2016-11-13,39.74,39.74,39.74,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2016-11-20,38.92,38.92,38.92,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2016-11-27,39.37,39.37,39.37,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2016-12-04,40.33,40.33,40.33,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2016-12-11,39.83,39.83,39.83,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2016-12-18,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2016-12-25,40.05,40.05,40.05,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2017-01-01,40.46,40.46,40.46,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2017-01-08,40.72,40.72,40.72,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2017-01-15,40.42,40.42,40.42,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2017-01-22,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2017-01-29,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2017-02-05,41.45,41.45,41.45,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2017-02-12,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2017-02-19,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2017-02-26,41.28,41.28,41.28,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2017-03-05,40.95,40.95,40.95,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2017-03-12,42.18,42.18,42.18,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2017-03-19,42.59,42.59,42.59,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2017-03-26,43.7,43.7,43.7,0.0,0.0,43.7,43.7,43.7,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2017-04-02,42.33,42.33,42.33,0.0,0.0,42.33,42.33,42.33,0.0,0.0,41.89,41.89,41.89,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2017-04-09,42.42,42.42,42.42,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2017-04-16,42.43,42.43,42.43,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2017-04-23,42.03,42.03,42.03,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2017-04-30,41.87,41.87,41.87,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2017-05-07,42.67,42.67,42.67,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2017-05-14,42.12,42.12,42.12,0.0,0.0,42.44,42.44,42.44,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2017-05-21,42.6,42.6,42.6,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2017-05-28,43.26,43.26,43.26,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2017-06-04,43.17,43.17,43.17,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2017-06-11,43.35,43.35,43.35,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2017-06-18,42.99,42.99,42.99,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.6,42.6,42.6,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-06-25,42.65,42.65,42.65,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2017-07-02,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2017-07-09,43.27,43.27,43.27,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2017-07-16,43.45,43.45,43.45,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2017-07-23,43.32,43.32,43.32,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2017-07-30,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2017-08-06,43.0,43.0,43.0,0.0,0.0,43.26,43.26,43.26,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2017-08-13,43.34,43.34,43.34,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2017-08-20,43.75,43.75,43.75,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2017-08-27,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2017-09-03,48.17,48.17,48.17,0.0,0.0,48.17,48.17,48.17,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2017-09-10,44.7,44.7,44.7,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2017-09-17,43.84,43.84,43.84,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.84,43.84,43.84,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2017-09-24,43.68,43.68,43.68,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2017-10-01,43.04,43.04,43.04,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2017-10-08,43.55,43.55,43.55,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2017-10-15,42.91,42.91,42.91,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2017-10-22,41.32,41.32,41.32,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2017-10-29,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2017-11-05,41.43,41.43,41.43,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2017-11-12,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2017-11-19,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2017-11-26,41.37,41.37,41.37,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2017-12-03,41.49,41.49,41.49,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2017-12-10,41.73,41.73,41.73,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2017-12-17,41.45,41.45,41.45,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2017-12-24,42.1,42.1,42.1,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.89,41.89,41.89,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2017-12-31,43.2,43.2,43.2,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.16,43.16,43.16,0.0,0.0
