Date,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Open_average,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Open_max,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Open_min,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Open_volatility,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Open_change,VelocityShares 3x Long Natural Gas linked to S&P G_etf_High_average,VelocityShares 3x Long Natural Gas linked to S&P G_etf_High_max,VelocityShares 3x Long Natural Gas linked to S&P G_etf_High_min,VelocityShares 3x Long Natural Gas linked to S&P G_etf_High_volatility,VelocityShares 3x Long Natural Gas linked to S&P G_etf_High_change,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Low_average,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Low_max,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Low_min,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Low_volatility,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Low_change,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Close_average,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Close_max,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Close_min,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Close_volatility,VelocityShares 3x Long Natural Gas linked to S&P G_etf_Close_change
2016-04-10,2200.0,2200.0,2200.0,0.0,0.0,2282.0,2282.0,2282.0,0.0,0.0,2181.0,2181.0,2181.0,0.0,0.0,2214.0,2214.0,2214.0,0.0,0.0
2016-04-17,2964.0,2964.0,2964.0,0.0,0.0,3197.0,3197.0,3197.0,0.0,0.0,2876.0,2876.0,2876.0,0.0,0.0,3075.0,3075.0,3075.0,0.0,0.0
2016-04-24,2467.0,2467.0,2467.0,0.0,0.0,2801.0,2801.0,2801.0,0.0,0.0,2403.0,2403.0,2403.0,0.0,0.0,2607.0,2607.0,2607.0,0.0,0.0
2016-05-01,2289.0,2289.0,2289.0,0.0,0.0,2442.0,2442.0,2442.0,0.0,0.0,2281.0,2281.0,2281.0,0.0,0.0,2393.0,2393.0,2393.0,0.0,0.0
2016-05-08,2450.0,2450.0,2450.0,0.0,0.0,2621.0,2621.0,2621.0,0.0,0.0,2426.0,2426.0,2426.0,0.0,0.0,2441.0,2441.0,2441.0,0.0,0.0
2016-05-15,2341.0,2341.0,2341.0,0.0,0.0,2350.0,2350.0,2350.0,0.0,0.0,2256.0,2256.0,2256.0,0.0,0.0,2278.0,2278.0,2278.0,0.0,0.0
2016-05-22,2140.0,2140.0,2140.0,0.0,0.0,2240.0,2240.0,2240.0,0.0,0.0,2116.0,2116.0,2116.0,0.0,0.0,2155.0,2155.0,2155.0,0.0,0.0
2016-05-29,3017.0,3017.0,3017.0,0.0,0.0,3055.9,3055.9,3055.9,0.0,0.0,2861.89,2861.89,2861.89,0.0,0.0,2906.0,2906.0,2906.0,0.0,0.0
2016-06-05,3600.0,3600.0,3600.0,0.0,0.0,3600.0,3600.0,3600.0,0.0,0.0,3417.0,3417.0,3417.0,0.0,0.0,3513.0,3513.0,3513.0,0.0,0.0
2016-06-12,3520.0,3520.0,3520.0,0.0,0.0,3688.0,3688.0,3688.0,0.0,0.0,3502.0,3502.0,3502.0,0.0,0.0,3687.0,3687.0,3687.0,0.0,0.0
2016-06-19,3700.0,3700.0,3700.0,0.0,0.0,3830.0,3830.0,3830.0,0.0,0.0,3662.0,3662.0,3662.0,0.0,0.0,3690.0,3690.0,3690.0,0.0,0.0
2016-06-26,4524.0,4524.0,4524.0,0.0,0.0,5018.35,5018.35,5018.35,0.0,0.0,4514.0,4514.0,4514.0,0.0,0.0,4975.0,4975.0,4975.0,0.0,0.0
2016-07-03,3968.0,3968.0,3968.0,0.0,0.0,4055.0,4055.0,4055.0,0.0,0.0,3904.0,3904.0,3904.0,0.0,0.0,4055.0,4055.0,4055.0,0.0,0.0
2016-07-10,3520.0,3520.0,3520.0,0.0,0.0,3891.0,3891.0,3891.0,0.0,0.0,3464.75,3464.75,3464.75,0.0,0.0,3763.0,3763.0,3763.0,0.0,0.0
2016-07-17,3766.0,3766.0,3766.0,0.0,0.0,3898.0,3898.0,3898.0,0.0,0.0,3764.0,3764.0,3764.0,0.0,0.0,3810.0,3810.0,3810.0,0.0,0.0
2016-07-24,4338.0,4338.0,4338.0,0.0,0.0,4484.0,4484.0,4484.0,0.0,0.0,4262.0,4262.0,4262.0,0.0,0.0,4268.0,4268.0,4268.0,0.0,0.0
2016-07-31,3927.0,3927.0,3927.0,0.0,0.0,3976.3,3976.3,3976.3,0.0,0.0,3767.9,3767.9,3767.9,0.0,0.0,3786.0,3786.0,3786.0,0.0,0.0
2016-08-07,3162.0,3162.0,3162.0,0.0,0.0,3230.0,3230.0,3230.0,0.0,0.0,3055.0,3055.0,3055.0,0.0,0.0,3082.0,3082.0,3082.0,0.0,0.0
2016-08-14,3084.0,3084.0,3084.0,0.0,0.0,3147.0,3147.0,3147.0,0.0,0.0,2995.0,2995.0,2995.0,0.0,0.0,3004.0,3004.0,3004.0,0.0,0.0
2016-08-21,3955.0,3955.0,3955.0,0.0,0.0,4275.0,4275.0,4275.0,0.0,0.0,3928.85,3928.85,3928.85,0.0,0.0,4047.0,4047.0,4047.0,0.0,0.0
2016-08-28,3709.0,3709.0,3709.0,0.0,0.0,3736.99,3736.99,3736.99,0.0,0.0,3582.0,3582.0,3582.0,0.0,0.0,3608.0,3608.0,3608.0,0.0,0.0
2016-09-04,3725.0,3725.0,3725.0,0.0,0.0,3754.0,3754.0,3754.0,0.0,0.0,3535.0,3535.0,3535.0,0.0,0.0,3562.0,3562.0,3562.0,0.0,0.0
2016-09-11,3894.0,3894.0,3894.0,0.0,0.0,4175.0,4175.0,4175.0,0.0,0.0,3882.0,3882.0,3882.0,0.0,0.0,4138.0,4138.0,4138.0,0.0,0.0
2016-09-18,4263.0,4263.0,4263.0,0.0,0.0,4273.0,4273.0,4273.0,0.0,0.0,3991.0,3991.0,3991.0,0.0,0.0,4139.0,4139.0,4139.0,0.0,0.0
2016-09-25,3772.0,3772.0,3772.0,0.0,0.0,3772.0,3772.0,3772.0,0.0,0.0,3584.0,3584.0,3584.0,0.0,0.0,3680.0,3680.0,3680.0,0.0,0.0
2016-10-02,4335.0,4335.0,4335.0,0.0,0.0,4889.0,4889.0,4889.0,0.0,0.0,4285.0,4285.0,4285.0,0.0,0.0,4749.0,4749.0,4749.0,0.0,0.0
2016-10-09,5311.0,5311.0,5311.0,0.0,0.0,5361.0,5361.0,5361.0,0.0,0.0,5195.25,5195.25,5195.25,0.0,0.0,5266.0,5266.0,5266.0,0.0,0.0
2016-10-16,4739.0,4739.0,4739.0,0.0,0.0,4765.0,4765.0,4765.0,0.0,0.0,4568.0,4568.0,4568.0,0.0,0.0,4610.0,4610.0,4610.0,0.0,0.0
2016-10-23,3506.0,3506.0,3506.0,0.0,0.0,3670.0,3670.0,3670.0,0.0,0.0,3464.0,3464.0,3464.0,0.0,0.0,3652.0,3652.0,3652.0,0.0,0.0
2016-10-30,2537.0,2537.0,2537.0,0.0,0.0,2650.0,2650.0,2650.0,0.0,0.0,2465.0,2465.0,2465.0,0.0,0.0,2565.0,2565.0,2565.0,0.0,0.0
2016-11-06,2230.0,2230.0,2230.0,0.0,0.0,2340.0,2340.0,2340.0,0.0,0.0,2179.0,2179.0,2179.0,0.0,0.0,2214.0,2214.0,2214.0,0.0,0.0
2016-11-13,2494.0,2494.0,2494.0,0.0,0.0,2533.9,2533.9,2533.9,0.0,0.0,2446.0,2446.0,2446.0,0.0,0.0,2517.0,2517.0,2517.0,0.0,0.0
2016-11-20,2982.0,2982.0,2982.0,0.0,0.0,3165.0,3165.0,3165.0,0.0,0.0,2980.0,2980.0,2980.0,0.0,0.0,3119.0,3119.0,3119.0,0.0,0.0
2016-11-27,3942.0,3942.0,3942.0,0.0,0.0,4088.0,4088.0,4088.0,0.0,0.0,3597.0,3597.0,3597.0,0.0,0.0,3837.0,3837.0,3837.0,0.0,0.0
2016-12-04,4943.0,4943.0,4943.0,0.0,0.0,4968.0,4968.0,4968.0,0.0,0.0,4551.0,4551.0,4551.0,0.0,0.0,4829.0,4829.0,4829.0,0.0,0.0
2016-12-11,3523.0,3523.0,3523.0,0.0,0.0,3750.0,3750.0,3750.0,0.0,0.0,3523.0,3523.0,3523.0,0.0,0.0,3651.0,3651.0,3651.0,0.0,0.0
2016-12-18,4263.0,4263.0,4263.0,0.0,0.0,4588.0,4588.0,4588.0,0.0,0.0,4240.0,4240.0,4240.0,0.0,0.0,4436.0,4436.0,4436.0,0.0,0.0
2016-12-25,4800.0,4800.0,4800.0,0.0,0.0,4808.0,4808.0,4808.0,0.0,0.0,4424.0,4424.0,4424.0,0.0,0.0,4619.0,4619.0,4619.0,0.0,0.0
2017-01-01,3081.0,3081.0,3081.0,0.0,0.0,3120.0,3120.0,3120.0,0.0,0.0,2925.0,2925.0,2925.0,0.0,0.0,2938.0,2938.0,2938.0,0.0,0.0
2017-01-08,3232.0,3232.0,3232.0,0.0,0.0,3255.0,3255.0,3255.0,0.0,0.0,3066.0,3066.0,3066.0,0.0,0.0,3201.0,3201.0,3201.0,0.0,0.0
2017-01-15,2950.0,2950.0,2950.0,0.0,0.0,3057.05,3057.05,3057.05,0.0,0.0,2678.0,2678.0,2678.0,0.0,0.0,2714.0,2714.0,2714.0,0.0,0.0
2017-01-22,2947.0,2947.0,2947.0,0.0,0.0,3235.0,3235.0,3235.0,0.0,0.0,2898.0,2898.0,2898.0,0.0,0.0,3114.0,3114.0,3114.0,0.0,0.0
2017-01-29,2297.0,2297.0,2297.0,0.0,0.0,2380.9,2380.9,2380.9,0.0,0.0,2265.0,2265.0,2265.0,0.0,0.0,2295.0,2295.0,2295.0,0.0,0.0
2017-02-05,2230.0,2230.0,2230.0,0.0,0.0,2297.0,2297.0,2297.0,0.0,0.0,2220.0,2220.0,2220.0,0.0,0.0,2259.0,2259.0,2259.0,0.0,0.0
2017-02-12,1937.0,1937.0,1937.0,0.0,0.0,1960.0,1960.0,1960.0,0.0,0.0,1888.0,1888.0,1888.0,0.0,0.0,1910.0,1910.0,1910.0,0.0,0.0
2017-02-19,1500.0,1500.0,1500.0,0.0,0.0,1556.0,1556.0,1556.0,0.0,0.0,1455.0,1455.0,1455.0,0.0,0.0,1551.0,1551.0,1551.0,0.0,0.0
2017-02-26,1553.0,1553.0,1553.0,0.0,0.0,1618.0,1618.0,1618.0,0.0,0.0,1520.0,1520.0,1520.0,0.0,0.0,1597.0,1597.0,1597.0,0.0,0.0
2017-03-05,1929.0,1929.0,1929.0,0.0,0.0,1945.0,1945.0,1945.0,0.0,0.0,1818.0,1818.0,1818.0,0.0,0.0,1942.0,1942.0,1942.0,0.0,0.0
2017-03-12,1725.0,1725.0,1725.0,0.0,0.0,1769.0,1769.0,1769.0,0.0,0.0,1690.0,1690.0,1690.0,0.0,0.0,1746.0,1746.0,1746.0,0.0,0.0
2017-03-19,1989.0,1989.0,1989.0,0.0,0.0,2025.0,2025.0,2025.0,0.0,0.0,1971.0,1971.0,1971.0,0.0,0.0,2004.0,2004.0,2004.0,0.0,0.0
2017-03-26,2155.0,2155.0,2155.0,0.0,0.0,2162.28,2162.28,2162.28,0.0,0.0,2027.0,2027.0,2027.0,0.0,0.0,2075.0,2075.0,2075.0,0.0,0.0
2017-04-02,2278.0,2278.0,2278.0,0.0,0.0,2287.99,2287.99,2287.99,0.0,0.0,2180.0,2180.0,2180.0,0.0,0.0,2191.0,2191.0,2191.0,0.0,0.0
2017-04-09,2116.0,2116.0,2116.0,0.0,0.0,2149.0,2149.0,2149.0,0.0,0.0,2036.01,2036.01,2036.01,0.0,0.0,2126.0,2126.0,2126.0,0.0,0.0
2017-04-16,2038.0,2038.0,2038.0,0.0,0.0,2043.0,2043.0,2043.0,0.0,0.0,1880.0,1880.0,1880.0,0.0,0.0,1930.0,1930.0,1930.0,0.0,0.0
2017-04-23,2070.0,2070.0,2070.0,0.0,0.0,2095.0,2095.0,2095.0,0.0,0.0,2042.0,2042.0,2042.0,0.0,0.0,2052.0,2052.0,2052.0,0.0,0.0
2017-04-30,1970.0,1970.0,1970.0,0.0,0.0,2047.32,2047.32,2047.32,0.0,0.0,1950.0,1950.0,1950.0,0.0,0.0,2027.0,2027.0,2027.0,0.0,0.0
2017-05-07,2243.0,2243.0,2243.0,0.0,0.0,2305.0,2305.0,2305.0,0.0,0.0,2230.0,2230.0,2230.0,0.0,0.0,2263.0,2263.0,2263.0,0.0,0.0
2017-05-14,1960.0,1960.0,1960.0,0.0,0.0,2033.0,2033.0,2033.0,0.0,0.0,1946.0,1946.0,1946.0,0.0,0.0,1995.0,1995.0,1995.0,0.0,0.0
2017-05-21,1911.0,1911.0,1911.0,0.0,0.0,1948.0,1948.0,1948.0,0.0,0.0,1817.0,1817.0,1817.0,0.0,0.0,1899.0,1899.0,1899.0,0.0,0.0
2017-05-28,1446.0,1446.0,1446.0,0.0,0.0,1460.0,1460.0,1460.0,0.0,0.0,1401.0,1401.0,1401.0,0.0,0.0,1418.0,1418.0,1418.0,0.0,0.0
2017-06-04,1462.0,1462.0,1462.0,0.0,0.0,1484.0,1484.0,1484.0,0.0,0.0,1450.0,1450.0,1450.0,0.0,0.0,1465.0,1465.0,1465.0,0.0,0.0
2017-06-11,1445.0,1445.0,1445.0,0.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,1416.0,1416.0,1416.0,0.0,0.0,1420.0,1420.0,1420.0,0.0,0.0
2017-06-18,1268.0,1268.0,1268.0,0.0,0.0,1293.8,1293.8,1293.8,0.0,0.0,1264.2,1264.2,1264.2,0.0,0.0,1281.0,1281.0,1281.0,0.0,0.0
2017-06-25,1365.0,1365.0,1365.0,0.0,0.0,1397.0,1397.0,1397.0,0.0,0.0,1306.0,1306.0,1306.0,0.0,0.0,1382.0,1382.0,1382.0,0.0,0.0
2017-07-02,1248.0,1248.0,1248.0,0.0,0.0,1250.0,1250.0,1250.0,0.0,0.0,1136.0,1136.0,1136.0,0.0,0.0,1153.0,1153.0,1153.0,0.0,0.0
2017-07-09,1260.0,1260.0,1260.0,0.0,0.0,1310.25,1310.25,1310.25,0.0,0.0,1256.0,1256.0,1256.0,0.0,0.0,1293.0,1293.0,1293.0,0.0,0.0
2017-07-16,1352.0,1352.0,1352.0,0.0,0.0,1358.23,1358.23,1358.23,0.0,0.0,1232.0,1232.0,1232.0,0.0,0.0,1260.0,1260.0,1260.0,0.0,0.0
2017-07-23,1285.0,1285.0,1285.0,0.0,0.0,1297.0,1297.0,1297.0,0.0,0.0,1237.0,1237.0,1237.0,0.0,0.0,1250.0,1250.0,1250.0,0.0,0.0
2017-07-30,1052.0,1052.0,1052.0,0.0,0.0,1060.0,1060.0,1060.0,0.0,0.0,1027.5,1027.5,1027.5,0.0,0.0,1047.0,1047.0,1047.0,0.0,0.0
2017-08-06,1266.0,1266.0,1266.0,0.0,0.0,1280.0,1280.0,1280.0,0.0,0.0,1256.0,1256.0,1256.0,0.0,0.0,1265.0,1265.0,1265.0,0.0,0.0
2017-08-13,1181.0,1181.0,1181.0,0.0,0.0,1193.0,1193.0,1193.0,0.0,0.0,1158.0,1158.0,1158.0,0.0,0.0,1173.0,1173.0,1173.0,0.0,0.0
2017-08-20,1186.0,1186.0,1186.0,0.0,0.0,1191.24,1191.24,1191.24,0.0,0.0,1147.0,1147.0,1147.0,0.0,0.0,1167.0,1167.0,1167.0,0.0,0.0
2017-08-27,1259.0,1259.0,1259.0,0.0,0.0,1353.0,1353.0,1353.0,0.0,0.0,1251.0,1251.0,1251.0,0.0,0.0,1318.0,1318.0,1318.0,0.0,0.0
2017-09-03,1153.0,1153.0,1153.0,0.0,0.0,1161.0,1161.0,1161.0,0.0,0.0,1100.0,1100.0,1100.0,0.0,0.0,1118.0,1118.0,1118.0,0.0,0.0
2017-09-10,1260.0,1260.0,1260.0,0.0,0.0,1277.9,1277.9,1277.9,0.0,0.0,1233.0,1233.0,1233.0,0.0,0.0,1264.0,1264.0,1264.0,0.0,0.0
2017-09-17,1165.0,1165.0,1165.0,0.0,0.0,1184.0,1184.0,1184.0,0.0,0.0,1159.0,1159.0,1159.0,0.0,0.0,1162.0,1162.0,1162.0,0.0,0.0
2017-09-24,1142.0,1142.0,1142.0,0.0,0.0,1172.0,1172.0,1172.0,0.0,0.0,1137.0,1137.0,1137.0,0.0,0.0,1159.0,1159.0,1159.0,0.0,0.0
2017-10-01,1024.0,1024.0,1024.0,0.0,0.0,1031.01,1031.01,1031.01,0.0,0.0,977.0,977.0,977.0,0.0,0.0,993.0,993.0,993.0,0.0,0.0
2017-10-08,1118.0,1118.0,1118.0,0.0,0.0,1126.0,1126.0,1126.0,0.0,0.0,1086.0,1086.0,1086.0,0.0,0.0,1099.0,1099.0,1099.0,0.0,0.0
2017-10-15,1027.0,1027.0,1027.0,0.0,0.0,1064.5,1064.5,1064.5,0.0,0.0,1013.0,1013.0,1013.0,0.0,0.0,1036.0,1036.0,1036.0,0.0,0.0
2017-10-22,918.0,918.0,918.0,0.0,0.0,924.0,924.0,924.0,0.0,0.0,888.0,888.0,888.0,0.0,0.0,911.0,911.0,911.0,0.0,0.0
2017-10-29,915.0,915.0,915.0,0.0,0.0,929.0,929.0,929.0,0.0,0.0,902.0,902.0,902.0,0.0,0.0,918.0,918.0,918.0,0.0,0.0
2017-11-05,1125.0,1125.0,1125.0,0.0,0.0,1142.9,1142.9,1142.9,0.0,0.0,1101.01,1101.01,1101.01,0.0,0.0,1138.0,1138.0,1138.0,0.0,0.0
2017-11-12,1015.0,1015.0,1015.0,0.0,0.0,1043.66,1043.66,1043.66,0.0,0.0,998.0,998.0,998.0,0.0,0.0,1036.0,1036.0,1036.0,0.0,0.0
2017-11-19,843.0,843.0,843.0,0.0,0.0,845.0,845.0,845.0,0.0,0.0,760.0,760.0,760.0,0.0,0.0,780.0,780.0,780.0,0.0,0.0
2017-11-26,894.0,894.0,894.0,0.0,0.0,914.9,914.9,914.9,0.0,0.0,870.0,870.0,870.0,0.0,0.0,877.0,877.0,877.0,0.0,0.0
2017-12-03,654.0,654.0,654.0,0.0,0.0,658.0,658.0,658.0,0.0,0.0,632.0,632.0,632.0,0.0,0.0,645.0,645.0,645.0,0.0,0.0
2017-12-10,573.0,573.0,573.0,0.0,0.0,580.0,580.0,580.0,0.0,0.0,513.0,513.0,513.0,0.0,0.0,538.0,538.0,538.0,0.0,0.0
2017-12-17,526.6,526.6,526.6,0.0,0.0,545.8,545.8,545.8,0.0,0.0,523.61,523.61,523.61,0.0,0.0,542.9,542.9,542.9,0.0,0.0
2017-12-24,751.0,751.0,751.0,0.0,0.0,769.3,769.3,769.3,0.0,0.0,706.3,706.3,706.3,0.0,0.0,727.5,727.5,727.5,0.0,0.0
2017-12-31,603.5,603.5,603.5,0.0,0.0,622.0,622.0,622.0,0.0,0.0,593.1,593.1,593.1,0.0,0.0,611.4,611.4,611.4,0.0,0.0
