Date,SKY_stock_Open_average,SKY_stock_Open_max,SKY_stock_Open_min,SKY_stock_Open_volatility,SKY_stock_Open_change,SKY_stock_High_average,SKY_stock_High_max,SKY_stock_High_min,SKY_stock_High_volatility,SKY_stock_High_change,SKY_stock_Low_average,SKY_stock_Low_max,SKY_stock_Low_min,SKY_stock_Low_volatility,SKY_stock_Low_change,SKY_stock_Close_average,SKY_stock_Close_max,SKY_stock_Close_min,SKY_stock_Close_volatility,SKY_stock_Close_change,SKY_stock_Volume_average,SKY_stock_Volume_max,SKY_stock_Volume_min,SKY_stock_Volume_volatility,SKY_stock_Volume_change
2016-01-03,3.602,3.75,3.42,0.33000000000000007,0.33000000000000007,3.85,4.25,3.56,0.69,0.23999999999999977,3.582,3.68,3.42,0.26000000000000023,0.22999999999999998,3.7800000000000002,4.05,3.52,0.5299999999999998,0.18000000000000016,10995,21596,2042,19554,3667
2016-01-10,3.798,4.16,3.65,0.5100000000000002,0.5100000000000002,4.062,4.95,3.66,1.29,1.29,3.758,4.16,3.65,0.5100000000000002,0.5100000000000002,3.9819999999999998,4.6,3.66,0.9399999999999995,0.9399999999999995,35614,139113,2122,136991,136991
2016-01-17,4.7275,4.86,4.6,0.2600000000000007,-0.15000000000000036,4.8525,5.0,4.7,0.2999999999999998,-0.2999999999999998,4.4675,4.57,4.41,0.16000000000000014,-0.07000000000000028,4.6125,4.7,4.45,0.25,-0.040000000000000036,52957,117952,17398,100554,-100554
2016-01-24,4.432,4.63,4.33,0.2999999999999998,0.10000000000000053,4.592,4.7,4.45,0.25,-0.04999999999999982,4.3340000000000005,4.49,4.24,0.25,0.1900000000000004,4.4559999999999995,4.55,4.35,0.20000000000000018,-0.03000000000000025,10355,11998,8853,3145,-1893
2016-01-31,4.398,4.57,4.09,0.4800000000000004,-0.33000000000000007,4.446,4.58,4.2,0.3799999999999999,-0.25,4.18,4.54,3.69,0.8500000000000001,-0.8299999999999996,4.294,4.58,4.02,0.5600000000000005,-0.5300000000000002,33834,71005,4219,66786,61860
2016-02-07,3.962,4.04,3.84,0.20000000000000018,-0.0900000000000003,4.048,4.13,4.0,0.1299999999999999,-0.09999999999999964,3.83,3.89,3.75,0.14000000000000012,-0.03000000000000025,3.964,4.06,3.86,0.19999999999999973,-0.04999999999999982,14803,34177,3313,30864,1117
2016-02-14,4.065,4.15,3.91,0.2400000000000002,-0.2400000000000002,4.1075,4.23,4.0,0.23000000000000043,-0.23000000000000043,3.97,4.08,3.87,0.20999999999999996,-0.20999999999999996,4.0275,4.11,4.0,0.11000000000000032,-0.11000000000000032,8771,24297,1867,22430,1552
2016-02-21,3.956,3.97,3.92,0.050000000000000266,0.010000000000000231,3.968,3.97,3.96,0.010000000000000231,0.010000000000000231,3.91,3.94,3.88,0.06000000000000005,0.06000000000000005,3.946,3.97,3.89,0.08000000000000007,0.08000000000000007,8088,15529,2107,13422,9757
2016-02-28,4.224,4.59,3.97,0.6199999999999997,0.6199999999999997,4.392,4.66,4.1,0.5600000000000005,0.5600000000000005,4.186,4.48,3.97,0.5100000000000002,0.5100000000000002,4.308,4.55,4.03,0.5199999999999996,0.5199999999999996,14623,32440,4491,27949,-8797
2016-03-06,4.716,5.01,4.4,0.6099999999999994,0.6099999999999994,4.87,5.01,4.6,0.41000000000000014,0.41000000000000014,4.672,4.84,4.4,0.4399999999999995,0.4399999999999995,4.822,5.0,4.55,0.4500000000000002,0.4500000000000002,16832,27991,6395,21596,-6354
2016-03-13,5.526,6.2,5.01,1.1900000000000004,1.04,5.712,6.29,5.14,1.1500000000000004,0.9400000000000004,5.412,5.96,4.87,1.0899999999999999,0.9900000000000002,5.616,6.09,5.12,0.9699999999999998,0.7400000000000002,27782,62946,14887,48059,-3352
2016-03-20,6.095,6.38,5.8,0.5800000000000001,0.5800000000000001,6.715,8.12,6.15,1.9699999999999989,1.9699999999999989,5.905,6.15,5.51,0.6400000000000006,0.6400000000000006,6.435,7.25,6.02,1.2300000000000004,1.2300000000000004,61398,130614,12177,118437,68304
2016-03-27,8.63,9.31,7.45,1.8600000000000003,1.8600000000000003,9.164,9.47,8.85,0.620000000000001,0.620000000000001,8.272,9.0,7.45,1.5499999999999998,1.0499999999999998,8.876,9.26,8.3,0.9599999999999991,0.5999999999999996,151040,187792,111387,76405,-76405
2016-04-03,8.902,9.1,8.63,0.46999999999999886,-0.3699999999999992,9.156,9.28,8.9,0.379999999999999,-0.379999999999999,8.668,8.9,8.38,0.5199999999999996,-0.08999999999999986,8.866,9.08,8.65,0.4299999999999997,-0.15000000000000036,73515,111706,32322,79384,-45116
2016-04-10,8.799999999999999,8.95,8.62,0.33000000000000007,0.03999999999999915,9.116,9.23,8.9,0.33000000000000007,0.33000000000000007,8.684,8.85,8.5,0.34999999999999964,0.27999999999999936,8.874,9.06,8.65,0.41000000000000014,0.20999999999999908,54737,68472,34215,34257,11982
