Date,ECL_stock_Open_average,ECL_stock_Open_max,ECL_stock_Open_min,ECL_stock_Open_volatility,ECL_stock_Open_change,ECL_stock_High_average,ECL_stock_High_max,ECL_stock_High_min,ECL_stock_High_volatility,ECL_stock_High_change,ECL_stock_Low_average,ECL_stock_Low_max,ECL_stock_Low_min,ECL_stock_Low_volatility,ECL_stock_Low_change,ECL_stock_Close_average,ECL_stock_Close_max,ECL_stock_Close_min,ECL_stock_Close_volatility,ECL_stock_Close_change,ECL_stock_Volume_average,ECL_stock_Volume_max,ECL_stock_Volume_min,ECL_stock_Volume_volatility,ECL_stock_Volume_change
2016-01-03,109.342,112.9,105.49,7.410000000000011,-7.410000000000011,110.266,113.69,105.78,7.909999999999997,-7.359999999999999,107.772,112.29,104.08,8.210000000000008,-6.920000000000002,108.616,112.9,104.35,8.550000000000011,-8.14,2017980,3836959,1222819,2614140,-472432
2016-01-10,104.802,106.65,103.39,3.260000000000005,-1.269999999999996,105.5,106.76,103.91,2.8500000000000085,-1.2700000000000102,102.862,104.61,100.59,4.019999999999996,-3.019999999999996,104.17399999999999,105.72,102.58,3.1400000000000006,-2.0400000000000063,1554910,2042324,1349213,693111,543886
2016-01-17,102.7175,104.0,100.88,3.1200000000000045,-0.12000000000000455,104.28999999999999,106.81,102.74,4.070000000000007,2.730000000000004,101.42,103.61,99.99,3.6200000000000045,2.1200000000000045,102.9125,104.99,101.85,3.1400000000000006,2.6199999999999903,1587059,1737960,1426775,311185,128773
2016-01-24,104.018,104.71,103.41,1.2999999999999972,0.22999999999998977,105.392,107.98,104.16,3.8200000000000074,3.0900000000000034,103.126,103.99,102.06,1.9299999999999926,0.9099999999999966,104.408,107.87,102.78,5.090000000000003,4.609999999999999,1332766,2133073,1030250,1102823,927027
2016-01-31,107.27,108.89,106.54,2.3499999999999943,2.3299999999999983,108.134,109.69,106.54,3.1499999999999915,1.2399999999999949,105.424,107.13,104.15,2.9799999999999898,0.18999999999999773,106.994,109.17,104.93,4.239999999999995,-1.25,1344262,1546060,1109493,436567,243654
2016-02-07,104.91,107.62,102.91,4.710000000000008,-0.0800000000000125,106.92,109.65,104.6,5.050000000000011,1.210000000000008,103.462,106.07,102.21,3.8599999999999994,1.6000000000000085,105.392,107.2,103.3,3.9000000000000057,3.009999999999991,1467404,1792573,1201556,591017,-452952
2016-02-14,109.065,110.0,108.23,1.769999999999996,0.06999999999999318,109.4425,110.56,108.33,2.230000000000004,-0.5499999999999972,107.75999999999999,109.56,106.38,3.180000000000007,0.39000000000000057,108.785,109.96,107.77,2.1899999999999977,-0.8800000000000097,1446874,2189706,1001044,1188662,946189
2016-02-21,103.868,109.27,99.41,9.86,-4.819999999999993,105.23,109.47,102.31,7.159999999999997,-2.9099999999999966,102.254,106.85,98.62,8.22999999999999,-2.6299999999999955,104.06400000000001,108.09,100.14,7.950000000000003,-1.8100000000000023,2915142,6287572,1250872,5036700,-458666
2016-02-28,105.04,105.94,103.55,2.3900000000000006,-0.23999999999999488,106.254,107.12,105.48,1.6400000000000006,0.3100000000000023,103.718,104.79,102.55,2.240000000000009,2.240000000000009,104.932,106.33,102.55,3.780000000000001,3.780000000000001,1526235,2055117,1164357,890760,-819519
2016-03-06,105.246,106.01,104.74,1.2700000000000102,0.3100000000000023,106.096,106.82,105.33,1.4899999999999949,0.14999999999999147,104.646,105.95,103.88,2.0700000000000074,0.6800000000000068,105.216,106.36,104.22,2.1400000000000006,0.4000000000000057,1473831,2218944,1000584,1218360,-147761
2016-03-13,105.05,108.22,102.77,5.450000000000003,3.9399999999999977,106.478,109.41,104.19,5.219999999999999,5.1299999999999955,104.52,107.74,102.38,5.359999999999999,4.819999999999993,105.788,108.14,103.04,5.099999999999994,5.099999999999994,1767665,2388447,1168988,1219459,229680
2016-03-20,108.9225,110.25,108.04,2.2099999999999937,1.1400000000000006,110.7625,111.86,109.68,2.1799999999999926,0.9199999999999875,108.64,109.61,107.83,1.7800000000000011,1.25,110.0175,110.56,108.98,1.5799999999999983,1.5499999999999972,1337999,2044282,898269,1146013,-277843
2016-03-27,111.166,112.62,110.12,2.5,-0.060000000000002274,112.414,113.4,111.23,2.1700000000000017,1.4399999999999977,110.432,111.92,109.58,2.3400000000000034,0.25,111.684,112.42,110.6,1.8200000000000074,1.8200000000000074,1123315,1355701,879617,476084,245641
2016-04-03,111.66,112.1,111.24,0.8599999999999994,0.12999999999999545,112.506,113.16,112.03,1.1299999999999955,0.3400000000000034,110.974,111.69,110.45,1.2399999999999949,-0.3999999999999915,111.62,112.36,110.73,1.6299999999999955,-0.45000000000000284,942771,1279107,656871,622236,-459022
