Date,DSWLStock_Open_average,DSWLStock_Open_max,DSWLStock_Open_min,DSWLStock_Open_volatility,DSWLStock_Open_change,DSWLStock_High_average,DSWLStock_High_max,DSWLStock_High_min,DSWLStock_High_volatility,DSWLStock_High_change,DSWLStock_Low_average,DSWLStock_Low_max,DSWLStock_Low_min,DSWLStock_Low_volatility,DSWLStock_Low_change,DSWLStock_Close_average,DSWLStock_Close_max,DSWLStock_Close_min,DSWLStock_Close_volatility,DSWLStock_Close_change,DSWLStock_Volume_average,DSWLStock_Volume_max,DSWLStock_Volume_min,DSWLStock_Volume_volatility,DSWLStock_Volume_change
2016-01-03,1.4225999999999999,1.45,1.39,0.06000000000000005,-0.030000000000000027,1.44,1.45,1.43,0.020000000000000018,-0.020000000000000018,1.3966,1.42,1.35,0.06999999999999984,0.0,1.4183999999999999,1.44,1.38,0.06000000000000005,-0.010000000000000009,31523,89354,1360,87994,-9404
2016-01-10,1.416,1.44,1.36,0.07999999999999985,-0.07999999999999985,1.424,1.44,1.4,0.040000000000000036,-0.040000000000000036,1.386,1.41,1.36,0.04999999999999982,-0.039999999999999813,1.394,1.43,1.36,0.06999999999999984,-0.04999999999999982,8428,17653,2591,15062,-11624
2016-01-17,1.3,1.34,1.25,0.09000000000000008,-0.07000000000000006,1.335,1.39,1.3,0.08999999999999986,-0.08999999999999986,1.27,1.32,1.23,0.09000000000000008,-0.09000000000000008,1.2925,1.35,1.27,0.08000000000000007,-0.08000000000000007,22888,35784,2847,32937,32937
2016-01-24,1.238,1.3,1.12,0.17999999999999994,-0.17999999999999994,1.2530000000000001,1.3,1.155,0.14500000000000002,-0.14500000000000002,1.182,1.26,1.09,0.16999999999999993,-0.16999999999999993,1.1958,1.26,1.12,0.1399999999999999,-0.13000000000000012,70268,185510,9066,176444,168493
2016-01-31,1.15,1.24,1.1,0.1399999999999999,0.1299999999999999,1.204,1.28,1.16,0.1200000000000001,0.1200000000000001,1.136,1.21,1.08,0.1299999999999999,0.1299999999999999,1.1632,1.216,1.11,0.10599999999999987,0.09999999999999987,98481,141846,64125,77721,-6647
2016-02-07,1.202,1.21,1.17,0.040000000000000036,0.0,1.238,1.3,1.21,0.09000000000000008,0.0,1.1778,1.209,1.17,0.039000000000000146,0.0,1.21,1.25,1.17,0.08000000000000007,-0.020000000000000018,8940,15707,1795,13912,-994
2016-02-14,1.2109999999999999,1.24,1.194,0.04600000000000004,0.040000000000000036,1.225,1.27,1.2,0.07000000000000006,0.07000000000000006,1.1949999999999998,1.24,1.17,0.07000000000000006,0.07000000000000006,1.22,1.27,1.2,0.07000000000000006,0.07000000000000006,24796,50956,2236,48720,-1702
2016-02-21,1.336,1.43,1.25,0.17999999999999994,0.10000000000000009,1.3599999999999999,1.43,1.3,0.1299999999999999,0.06999999999999984,1.31,1.35,1.25,0.10000000000000009,0.10000000000000009,1.334,1.38,1.28,0.09999999999999987,0.09999999999999987,14889,35547,3053,32494,4568
2016-02-28,1.418,1.46,1.37,0.08999999999999986,0.040000000000000036,1.442,1.48,1.4,0.08000000000000007,0.06000000000000005,1.3920000000000001,1.44,1.35,0.08999999999999986,0.06999999999999984,1.428,1.45,1.4,0.050000000000000044,0.050000000000000044,40834,136980,1426,135554,135554
2016-03-06,1.494,1.54,1.45,0.09000000000000008,-0.020000000000000018,1.538,1.63,1.5,0.1299999999999999,0.11999999999999988,1.4704,1.49,1.45,0.040000000000000036,-0.020000000000000018,1.518,1.62,1.48,0.14000000000000012,0.1200000000000001,24258,85604,1214,84390,59124
2016-03-13,1.674,1.72,1.62,0.09999999999999987,0.09999999999999987,1.72,1.75,1.66,0.09000000000000008,0.09000000000000008,1.6199999999999999,1.68,1.56,0.11999999999999988,0.11999999999999988,1.688,1.73,1.66,0.07000000000000006,0.07000000000000006,37552,109093,6991,102102,81453
2016-03-20,1.7349999999999999,1.75,1.71,0.040000000000000036,-0.040000000000000036,1.755,1.77,1.74,0.030000000000000027,-0.010000000000000009,1.67,1.7,1.64,0.06000000000000005,0.010000000000000009,1.721,1.74,1.7,0.040000000000000036,-0.020000000000000018,27567,61606,9318,52288,-13756
2016-03-27,1.69,1.71,1.67,0.040000000000000036,-0.030000000000000027,1.7078,1.73,1.689,0.040999999999999925,-0.040999999999999925,1.668,1.69,1.65,0.040000000000000036,0.0,1.6922,1.7,1.68,0.020000000000000018,-0.010000000000000009,8550,24726,1931,22795,-18913
2016-04-03,1.666,1.69,1.65,0.040000000000000036,-0.040000000000000036,1.67,1.69,1.65,0.040000000000000036,-0.040000000000000036,1.638,1.67,1.57,0.09999999999999987,-0.09999999999999987,1.65,1.68,1.58,0.09999999999999987,-0.09999999999999987,21158,63226,1765,61461,55248
2016-04-10,1.59,1.63,1.5,0.1299999999999999,0.039999999999999813,1.6222,1.676,1.585,0.09099999999999997,0.06999999999999984,1.562,1.63,1.49,0.1399999999999999,0.1399999999999999,1.591,1.65,1.49,0.15999999999999992,0.15999999999999992,26846,75645,3522,72123,-42167
2016-04-17,1.638,1.65,1.63,0.020000000000000018,0.0,1.653,1.66,1.65,0.010000000000000009,0.0030000000000001137,1.638,1.65,1.63,0.020000000000000018,0.0,1.6421999999999999,1.651,1.63,0.02100000000000013,0.001000000000000112,4565,9602,1714,7888,2119
2016-04-24,1.6514,1.6669999999999998,1.63,0.03699999999999992,0.006999999999999895,1.6718,1.692,1.66,0.03200000000000003,0.006999999999999895,1.6465999999999998,1.66,1.63,0.030000000000000027,0.013000000000000123,1.6632,1.681,1.6469999999999998,0.03400000000000025,0.013000000000000123,5838,16945,2089,14856,663
2016-05-01,1.6196,1.643,1.6,0.04299999999999993,-0.04299999999999993,1.625,1.67,1.6,0.06999999999999984,-0.06999999999999984,1.604,1.63,1.58,0.04999999999999982,-0.04999999999999982,1.604,1.63,1.58,0.04999999999999982,-0.04999999999999982,4260,8339,2,8337,-726
2016-05-08,1.572,1.6,1.55,0.050000000000000044,-0.020000000000000018,1.576,1.6,1.55,0.050000000000000044,-0.020000000000000018,1.5488,1.574,1.52,0.05400000000000005,-0.02400000000000002,1.5548,1.574,1.55,0.02400000000000002,-0.02400000000000002,27762,60786,548,60238,1382
2016-05-15,1.6116000000000001,1.68,1.578,0.10199999999999987,0.01200000000000001,1.641,1.68,1.615,0.06499999999999995,0.02499999999999991,1.572,1.59,1.56,0.030000000000000027,0.030000000000000027,1.596,1.65,1.56,0.08999999999999986,0.06999999999999984,18819,39119,1372,37747,-25513
2016-05-22,1.588,1.6,1.57,0.030000000000000027,0.010000000000000009,1.608,1.64,1.6,0.039999999999999813,-0.039999999999999813,1.568,1.57,1.56,0.010000000000000009,-0.010000000000000009,1.5952,1.6159999999999999,1.57,0.04599999999999982,-0.015999999999999792,8696,18203,2089,16114,8112
