Date,Vanguard Russell 1000_etf_Open_average,Vanguard Russell 1000_etf_Open_max,Vanguard Russell 1000_etf_Open_min,Vanguard Russell 1000_etf_Open_volatility,Vanguard Russell 1000_etf_Open_change,Vanguard Russell 1000_etf_High_average,Vanguard Russell 1000_etf_High_max,Vanguard Russell 1000_etf_High_min,Vanguard Russell 1000_etf_High_volatility,Vanguard Russell 1000_etf_High_change,Vanguard Russell 1000_etf_Low_average,Vanguard Russell 1000_etf_Low_max,Vanguard Russell 1000_etf_Low_min,Vanguard Russell 1000_etf_Low_volatility,Vanguard Russell 1000_etf_Low_change,Vanguard Russell 1000_etf_Close_average,Vanguard Russell 1000_etf_Close_max,Vanguard Russell 1000_etf_Close_min,Vanguard Russell 1000_etf_Close_volatility,Vanguard Russell 1000_etf_Close_change
2016-01-03,89.49,89.49,89.49,0.0,0.0,89.58,89.58,89.58,0.0,0.0,87.99,87.99,87.99,0.0,0.0,87.99,87.99,87.99,0.0,0.0
2016-01-10,85.51,85.51,85.51,0.0,0.0,86.24,86.24,86.24,0.0,0.0,84.85,84.85,84.85,0.0,0.0,85.93,85.93,85.93,0.0,0.0
2016-01-17,86.7,86.7,86.7,0.0,0.0,87.09,87.09,87.09,0.0,0.0,86.3,86.3,86.3,0.0,0.0,87.07,87.07,87.07,0.0,0.0
2016-01-24,86.81,86.81,86.81,0.0,0.0,88.49,88.49,88.49,0.0,0.0,86.81,86.81,86.81,0.0,0.0,88.49,88.49,88.49,0.0,0.0
2016-01-31,86.92,86.92,86.92,0.0,0.0,87.0,87.0,87.0,0.0,0.0,85.6,85.6,85.6,0.0,0.0,85.74,85.74,85.74,0.0,0.0
2016-02-07,84.02,84.02,84.02,0.0,0.0,84.96,84.96,84.96,0.0,0.0,84.02,84.02,84.02,0.0,0.0,84.96,84.96,84.96,0.0,0.0
2016-02-14,87.17,87.17,87.17,0.0,0.0,87.59,87.59,87.59,0.0,0.0,86.91,86.91,86.91,0.0,0.0,87.59,87.59,87.59,0.0,0.0
2016-02-21,89.69,89.69,89.69,0.0,0.0,89.69,89.69,89.69,0.0,0.0,89.08,89.08,89.08,0.0,0.0,89.2,89.2,89.2,0.0,0.0
2016-02-28,91.81,91.81,91.81,0.0,0.0,92.19,92.19,92.19,0.0,0.0,91.18,91.18,91.18,0.0,0.0,91.81,91.81,91.81,0.0,0.0
2016-03-06,92.12,92.12,92.12,0.0,0.0,92.76,92.76,92.76,0.0,0.0,92.12,92.12,92.12,0.0,0.0,92.76,92.76,92.76,0.0,0.0
2016-03-13,94.16,94.16,94.16,0.0,0.0,94.16,94.16,94.16,0.0,0.0,93.82,93.82,93.82,0.0,0.0,94.12,94.12,94.12,0.0,0.0
2016-03-20,92.41,92.41,92.41,0.0,0.0,93.0,93.0,93.0,0.0,0.0,92.38,92.38,92.38,0.0,0.0,93.0,93.0,93.0,0.0,0.0
2016-03-27,93.74,93.74,93.74,0.0,0.0,94.86,94.86,94.86,0.0,0.0,93.49,93.49,93.49,0.0,0.0,94.72,94.72,94.72,0.0,0.0
2016-04-03,94.0,94.0,94.0,0.0,0.0,94.24,94.24,94.24,0.0,0.0,93.51,93.51,93.51,0.0,0.0,93.63,93.63,93.63,0.0,0.0
2016-04-10,95.3,95.3,95.3,0.0,0.0,95.36,95.36,95.36,0.0,0.0,95.12,95.12,95.12,0.0,0.0,95.26,95.26,95.26,0.0,0.0
2016-04-17,95.58,95.58,95.58,0.0,0.0,95.87,95.87,95.87,0.0,0.0,95.36,95.36,95.36,0.0,0.0,95.81,95.81,95.81,0.0,0.0
2016-04-24,94.88,94.88,94.88,0.0,0.0,94.88,94.88,94.88,0.0,0.0,94.06,94.06,94.06,0.0,0.0,94.63,94.63,94.63,0.0,0.0
2016-05-01,93.43,93.43,93.43,0.0,0.0,94.2,94.2,94.2,0.0,0.0,93.43,93.43,93.43,0.0,0.0,94.13,94.13,94.13,0.0,0.0
2016-05-08,94.43,94.43,94.43,0.0,0.0,94.62,94.62,94.62,0.0,0.0,93.64,93.64,93.64,0.0,0.0,93.64,93.64,93.64,0.0,0.0
2016-05-15,93.86,93.86,93.86,0.0,0.0,94.39,94.39,94.39,0.0,0.0,93.86,93.86,93.86,0.0,0.0,94.06,94.06,94.06,0.0,0.0
2016-05-22,96.09,96.09,96.09,0.0,0.0,96.29,96.29,96.29,0.0,0.0,96.04,96.04,96.04,0.0,0.0,96.29,96.29,96.29,0.0,0.0
2016-05-29,96.44,96.44,96.44,0.0,0.0,96.59,96.59,96.59,0.0,0.0,95.86,95.86,95.86,0.0,0.0,96.42,96.42,96.42,0.0,0.0
