Date,iShares Core US Aggregate BondEtf_Open_average,iShares Core US Aggregate BondEtf_Open_max,iShares Core US Aggregate BondEtf_Open_min,iShares Core US Aggregate BondEtf_Open_volatility,iShares Core US Aggregate BondEtf_Open_change,iShares Core US Aggregate BondEtf_High_average,iShares Core US Aggregate BondEtf_High_max,iShares Core US Aggregate BondEtf_High_min,iShares Core US Aggregate BondEtf_High_volatility,iShares Core US Aggregate BondEtf_High_change,iShares Core US Aggregate BondEtf_Low_average,iShares Core US Aggregate BondEtf_Low_max,iShares Core US Aggregate BondEtf_Low_min,iShares Core US Aggregate BondEtf_Low_volatility,iShares Core US Aggregate BondEtf_Low_change,iShares Core US Aggregate BondEtf_Close_average,iShares Core US Aggregate BondEtf_Close_max,iShares Core US Aggregate BondEtf_Close_min,iShares Core US Aggregate BondEtf_Close_volatility,iShares Core US Aggregate BondEtf_Close_change
2016-09-04,111.96,111.96,111.96,0.0,0.0,111.99,111.99,111.99,0.0,0.0,111.73,111.73,111.73,0.0,0.0,111.73,111.73,111.73,0.0,0.0
2016-09-11,111.75,111.75,111.75,0.0,0.0,111.87,111.87,111.87,0.0,0.0,111.7,111.7,111.7,0.0,0.0,111.8,111.8,111.8,0.0,0.0
2016-09-18,112.31,112.31,112.31,0.0,0.0,112.35,112.35,112.35,0.0,0.0,112.21,112.21,112.21,0.0,0.0,112.23,112.23,112.23,0.0,0.0
2016-09-25,112.57,112.57,112.57,0.0,0.0,112.65,112.65,112.65,0.0,0.0,112.27,112.27,112.27,0.0,0.0,112.42,112.42,112.42,0.0,0.0
2016-10-02,111.64,111.64,111.64,0.0,0.0,111.67,111.67,111.67,0.0,0.0,111.41,111.41,111.41,0.0,0.0,111.58,111.58,111.58,0.0,0.0
2016-10-09,111.47,111.47,111.47,0.0,0.0,111.61,111.61,111.61,0.0,0.0,111.33,111.33,111.33,0.0,0.0,111.37,111.37,111.37,0.0,0.0
2016-10-16,111.8,111.8,111.8,0.0,0.0,111.9,111.9,111.9,0.0,0.0,111.69,111.69,111.69,0.0,0.0,111.83,111.83,111.83,0.0,0.0
2016-10-23,111.11,111.11,111.11,0.0,0.0,111.26,111.26,111.26,0.0,0.0,111.08,111.08,111.08,0.0,0.0,111.16,111.16,111.16,0.0,0.0
2016-10-30,111.15,111.15,111.15,0.0,0.0,111.32,111.32,111.32,0.0,0.0,111.13,111.13,111.13,0.0,0.0,111.24,111.24,111.24,0.0,0.0
2016-11-06,109.46,109.46,109.46,0.0,0.0,109.5,109.5,109.5,0.0,0.0,109.22,109.22,109.22,0.0,0.0,109.25,109.25,109.25,0.0,0.0
2016-11-13,108.81,108.81,108.81,0.0,0.0,108.82,108.82,108.82,0.0,0.0,108.36,108.36,108.36,0.0,0.0,108.37,108.37,108.37,0.0,0.0
2016-11-20,108.3,108.3,108.3,0.0,0.0,108.37,108.37,108.37,0.0,0.0,108.09,108.09,108.09,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2016-11-27,107.93,107.93,107.93,0.0,0.0,108.2,108.2,108.2,0.0,0.0,107.85,107.85,107.85,0.0,0.0,108.02,108.02,108.02,0.0,0.0
2016-12-04,108.08,108.08,108.08,0.0,0.0,108.18,108.18,108.18,0.0,0.0,107.72,107.72,107.72,0.0,0.0,107.84,107.84,107.84,0.0,0.0
2016-12-11,107.16,107.16,107.16,0.0,0.0,107.39,107.39,107.39,0.0,0.0,107.06,107.06,107.06,0.0,0.0,107.23,107.23,107.23,0.0,0.0
2016-12-18,107.54,107.54,107.54,0.0,0.0,107.54,107.54,107.54,0.0,0.0,107.39,107.39,107.39,0.0,0.0,107.42,107.42,107.42,0.0,0.0
2016-12-25,107.88,107.88,107.88,0.0,0.0,108.12,108.12,108.12,0.0,0.0,107.85,107.85,107.85,0.0,0.0,108.06,108.06,108.06,0.0,0.0
2017-01-01,108.43,108.43,108.43,0.0,0.0,108.5,108.5,108.5,0.0,0.0,108.26,108.26,108.26,0.0,0.0,108.29,108.29,108.29,0.0,0.0
2017-01-08,108.5,108.5,108.5,0.0,0.0,108.55,108.55,108.55,0.0,0.0,108.26,108.26,108.26,0.0,0.0,108.42,108.42,108.42,0.0,0.0
2017-01-15,107.94,107.94,107.94,0.0,0.0,108.12,108.12,108.12,0.0,0.0,107.83,107.83,107.83,0.0,0.0,108.08,108.08,108.08,0.0,0.0
2017-01-22,108.03,108.03,108.03,0.0,0.0,108.16,108.16,108.16,0.0,0.0,108.02,108.02,108.02,0.0,0.0,108.08,108.08,108.08,0.0,0.0
2017-01-29,108.12,108.12,108.12,0.0,0.0,108.28,108.28,108.28,0.0,0.0,107.86,107.86,107.86,0.0,0.0,108.01,108.01,108.01,0.0,0.0
2017-02-05,108.26,108.26,108.26,0.0,0.0,108.47,108.47,108.47,0.0,0.0,108.26,108.26,108.26,0.0,0.0,108.46,108.46,108.46,0.0,0.0
2017-02-12,108.37,108.37,108.37,0.0,0.0,108.44,108.44,108.44,0.0,0.0,108.32,108.32,108.32,0.0,0.0,108.36,108.36,108.36,0.0,0.0
2017-02-19,108.88,108.88,108.88,0.0,0.0,109.06,109.06,109.06,0.0,0.0,108.82,108.82,108.82,0.0,0.0,109.0,109.0,109.0,0.0,0.0
2017-02-26,107.92,107.92,107.92,0.0,0.0,107.97,107.97,107.97,0.0,0.0,107.74,107.74,107.74,0.0,0.0,107.92,107.92,107.92,0.0,0.0
2017-03-05,107.23,107.23,107.23,0.0,0.0,107.32,107.32,107.32,0.0,0.0,107.16,107.16,107.16,0.0,0.0,107.3,107.3,107.3,0.0,0.0
2017-03-12,107.72,107.72,107.72,0.0,0.0,107.91,107.91,107.91,0.0,0.0,107.69,107.69,107.69,0.0,0.0,107.89,107.89,107.89,0.0,0.0
2017-03-19,108.35,108.35,108.35,0.0,0.0,108.51,108.51,108.51,0.0,0.0,108.31,108.31,108.31,0.0,0.0,108.36,108.36,108.36,0.0,0.0
2017-03-26,108.44,108.44,108.44,0.0,0.0,108.53,108.53,108.53,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.49,108.49,108.49,0.0,0.0
2017-04-02,108.8,108.8,108.8,0.0,0.0,108.89,108.89,108.89,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.44,108.44,108.44,0.0,0.0
2017-04-09,109.25,109.25,109.25,0.0,0.0,109.39,109.39,109.39,0.0,0.0,109.13,109.13,109.13,0.0,0.0,109.27,109.27,109.27,0.0,0.0
2017-04-16,109.4,109.4,109.4,0.0,0.0,109.49,109.49,109.49,0.0,0.0,109.3,109.3,109.3,0.0,0.0,109.34,109.34,109.34,0.0,0.0
2017-04-23,108.98,108.98,108.98,0.0,0.0,109.25,109.25,109.25,0.0,0.0,108.91,108.91,108.91,0.0,0.0,109.25,109.25,109.25,0.0,0.0
2017-04-30,108.72,108.72,108.72,0.0,0.0,108.74,108.74,108.74,0.0,0.0,108.57,108.57,108.57,0.0,0.0,108.7,108.7,108.7,0.0,0.0
2017-05-07,108.81,108.81,108.81,0.0,0.0,108.94,108.94,108.94,0.0,0.0,108.78,108.78,108.78,0.0,0.0,108.92,108.92,108.92,0.0,0.0
2017-05-14,109.51,109.51,109.51,0.0,0.0,109.53,109.53,109.53,0.0,0.0,109.35,109.35,109.35,0.0,0.0,109.52,109.52,109.52,0.0,0.0
2017-05-21,109.46,109.46,109.46,0.0,0.0,109.54,109.54,109.54,0.0,0.0,109.44,109.44,109.44,0.0,0.0,109.44,109.44,109.44,0.0,0.0
2017-05-28,109.74,109.74,109.74,0.0,0.0,109.89,109.89,109.89,0.0,0.0,109.69,109.69,109.69,0.0,0.0,109.84,109.84,109.84,0.0,0.0
2017-06-04,109.51,109.51,109.51,0.0,0.0,109.63,109.63,109.63,0.0,0.0,109.46,109.46,109.46,0.0,0.0,109.56,109.56,109.56,0.0,0.0
2017-06-11,109.86,109.86,109.86,0.0,0.0,109.97,109.97,109.97,0.0,0.0,109.85,109.85,109.85,0.0,0.0,109.94,109.94,109.94,0.0,0.0
2017-06-18,110.01,110.01,110.01,0.0,0.0,110.11,110.11,110.11,0.0,0.0,109.98,109.98,109.98,0.0,0.0,110.05,110.05,110.05,0.0,0.0
2017-06-25,109.62,109.62,109.62,0.0,0.0,109.63,109.63,109.63,0.0,0.0,109.46,109.46,109.46,0.0,0.0,109.51,109.51,109.51,0.0,0.0
2017-07-02,108.89,108.89,108.89,0.0,0.0,108.95,108.95,108.95,0.0,0.0,108.83,108.83,108.83,0.0,0.0,108.9,108.9,108.9,0.0,0.0
2017-07-09,109.54,109.54,109.54,0.0,0.0,109.56,109.56,109.56,0.0,0.0,109.29,109.29,109.29,0.0,0.0,109.37,109.37,109.37,0.0,0.0
2017-07-16,109.88,109.88,109.88,0.0,0.0,109.96,109.96,109.96,0.0,0.0,109.83,109.83,109.83,0.0,0.0,109.92,109.92,109.92,0.0,0.0
2017-07-23,109.54,109.54,109.54,0.0,0.0,109.7,109.7,109.7,0.0,0.0,109.49,109.49,109.49,0.0,0.0,109.7,109.7,109.7,0.0,0.0
2017-07-30,109.7,109.7,109.7,0.0,0.0,109.72,109.72,109.72,0.0,0.0,109.53,109.53,109.53,0.0,0.0,109.68,109.68,109.68,0.0,0.0
2017-08-06,109.75,109.75,109.75,0.0,0.0,109.94,109.94,109.94,0.0,0.0,109.68,109.68,109.68,0.0,0.0,109.87,109.87,109.87,0.0,0.0
2017-08-13,110.05,110.05,110.05,0.0,0.0,110.14,110.14,110.14,0.0,0.0,109.89,109.89,109.89,0.0,0.0,109.95,109.95,109.95,0.0,0.0
2017-08-20,110.05,110.05,110.05,0.0,0.0,110.19,110.19,110.19,0.0,0.0,110.01,110.01,110.01,0.0,0.0,110.12,110.12,110.12,0.0,0.0
2017-08-27,110.19,110.19,110.19,0.0,0.0,110.22,110.22,110.22,0.0,0.0,109.91,109.91,109.91,0.0,0.0,109.97,109.97,109.97,0.0,0.0
2017-09-03,110.54,110.54,110.54,0.0,0.0,110.58,110.58,110.58,0.0,0.0,110.43,110.43,110.43,0.0,0.0,110.44,110.44,110.44,0.0,0.0
2017-09-10,110.0,110.0,110.0,0.0,0.0,110.04,110.04,110.04,0.0,0.0,109.86,109.86,109.86,0.0,0.0,109.91,109.91,109.91,0.0,0.0
2017-09-17,109.86,109.86,109.86,0.0,0.0,109.9,109.9,109.9,0.0,0.0,109.75,109.75,109.75,0.0,0.0,109.77,109.77,109.77,0.0,0.0
2017-09-24,109.74,109.74,109.74,0.0,0.0,109.77,109.77,109.77,0.0,0.0,109.54,109.54,109.54,0.0,0.0,109.59,109.59,109.59,0.0,0.0
2017-10-01,109.22,109.22,109.22,0.0,0.0,109.42,109.42,109.42,0.0,0.0,109.15,109.15,109.15,0.0,0.0,109.28,109.28,109.28,0.0,0.0
2017-10-08,109.82,109.82,109.82,0.0,0.0,109.87,109.87,109.87,0.0,0.0,109.69,109.69,109.69,0.0,0.0,109.86,109.86,109.86,0.0,0.0
2017-10-15,109.32,109.32,109.32,0.0,0.0,109.41,109.41,109.41,0.0,0.0,109.26,109.26,109.26,0.0,0.0,109.3,109.3,109.3,0.0,0.0
2017-10-22,109.07,109.07,109.07,0.0,0.0,109.26,109.26,109.26,0.0,0.0,109.03,109.03,109.03,0.0,0.0,109.24,109.24,109.24,0.0,0.0
2017-10-29,109.48,109.48,109.48,0.0,0.0,109.48,109.48,109.48,0.0,0.0,109.29,109.29,109.29,0.0,0.0,109.45,109.45,109.45,0.0,0.0
2017-11-05,109.06,109.06,109.06,0.0,0.0,109.15,109.15,109.15,0.0,0.0,108.97,108.97,108.97,0.0,0.0,108.99,108.99,108.99,0.0,0.0
2017-11-12,109.33,109.33,109.33,0.0,0.0,109.39,109.39,109.39,0.0,0.0,109.26,109.26,109.26,0.0,0.0,109.31,109.31,109.31,0.0,0.0
2017-11-19,109.5,109.5,109.5,0.0,0.0,109.56,109.56,109.56,0.0,0.0,109.48,109.48,109.48,0.0,0.0,109.53,109.53,109.53,0.0,0.0
2017-11-26,109.02,109.02,109.02,0.0,0.0,109.48,109.48,109.48,0.0,0.0,108.84,108.84,108.84,0.0,0.0,109.16,109.16,109.16,0.0,0.0
2017-12-03,109.21,109.21,109.21,0.0,0.0,109.29,109.29,109.29,0.0,0.0,109.14,109.14,109.14,0.0,0.0,109.19,109.19,109.19,0.0,0.0
2017-12-10,109.42,109.42,109.42,0.0,0.0,109.55,109.55,109.55,0.0,0.0,109.31,109.31,109.31,0.0,0.0,109.47,109.47,109.47,0.0,0.0
2017-12-17,108.82,108.82,108.82,0.0,0.0,108.89,108.89,108.89,0.0,0.0,108.81,108.81,108.81,0.0,0.0,108.87,108.87,108.87,0.0,0.0
2017-12-24,109.28,109.28,109.28,0.0,0.0,109.39,109.39,109.39,0.0,0.0,109.24,109.24,109.24,0.0,0.0,109.33,109.33,109.33,0.0,0.0
2017-12-31,109.15,109.15,109.15,0.0,0.0,109.15,109.15,109.15,0.0,0.0,108.95,108.95,108.95,0.0,0.0,109.04,109.04,109.04,0.0,0.0
