Date,First Trust Emerging Markets AlphaDEXEtf_Open_average,First Trust Emerging Markets AlphaDEXEtf_Open_max,First Trust Emerging Markets AlphaDEXEtf_Open_min,First Trust Emerging Markets AlphaDEXEtf_Open_volatility,First Trust Emerging Markets AlphaDEXEtf_Open_change,First Trust Emerging Markets AlphaDEXEtf_High_average,First Trust Emerging Markets AlphaDEXEtf_High_max,First Trust Emerging Markets AlphaDEXEtf_High_min,First Trust Emerging Markets AlphaDEXEtf_High_volatility,First Trust Emerging Markets AlphaDEXEtf_High_change,First Trust Emerging Markets AlphaDEXEtf_Low_average,First Trust Emerging Markets AlphaDEXEtf_Low_max,First Trust Emerging Markets AlphaDEXEtf_Low_min,First Trust Emerging Markets AlphaDEXEtf_Low_volatility,First Trust Emerging Markets AlphaDEXEtf_Low_change,First Trust Emerging Markets AlphaDEXEtf_Close_average,First Trust Emerging Markets AlphaDEXEtf_Close_max,First Trust Emerging Markets AlphaDEXEtf_Close_min,First Trust Emerging Markets AlphaDEXEtf_Close_volatility,First Trust Emerging Markets AlphaDEXEtf_Close_change
2016-10-23,21.02,21.02,21.02,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2016-10-30,20.35,20.35,20.35,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2016-11-06,19.91,19.91,19.91,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2016-11-13,19.92,19.92,19.92,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2016-11-20,20.18,20.18,20.18,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2016-11-27,20.05,20.05,20.05,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2016-12-04,20.67,20.67,20.67,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2016-12-11,20.25,20.25,20.25,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2016-12-18,19.72,19.72,19.72,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2016-12-25,20.42,20.42,20.42,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2017-01-01,20.91,20.91,20.91,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2017-01-08,21.26,21.26,21.26,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2017-01-15,21.48,21.48,21.48,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2017-01-22,22.16,22.16,22.16,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2017-01-29,22.3,22.3,22.3,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2017-02-05,22.67,22.67,22.67,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2017-02-12,22.79,22.79,22.79,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2017-02-19,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2017-02-26,22.62,22.62,22.62,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2017-03-05,22.33,22.33,22.33,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2017-03-12,23.35,23.35,23.35,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2017-03-19,23.31,23.31,23.31,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2017-03-26,22.97,22.97,22.97,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2017-04-02,22.97,22.97,22.97,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2017-04-09,22.81,22.81,22.81,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2017-04-16,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2017-04-23,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2017-04-30,22.25,22.25,22.25,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2017-05-07,22.57,22.57,22.57,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2017-05-14,22.39,22.39,22.39,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2017-05-21,22.94,22.94,22.94,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2017-05-28,23.18,23.18,23.18,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2017-06-04,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2017-06-11,23.02,23.02,23.02,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2017-06-18,22.9,22.9,22.9,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2017-06-25,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2017-07-02,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2017-07-09,24.76,24.76,24.76,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2017-07-16,25.38,25.38,25.38,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2017-07-23,25.36,25.36,25.36,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2017-07-30,25.6,25.6,25.6,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2017-08-06,25.18,25.18,25.18,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2017-08-13,25.32,25.32,25.32,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2017-08-20,26.37,26.37,26.37,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2017-08-27,26.89,26.89,26.89,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2017-09-03,27.14,27.14,27.14,0.0,0.0,27.23,27.23,27.23,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2017-09-10,27.95,27.95,27.95,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2017-09-17,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2017-09-24,27.3,27.3,27.3,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2017-10-01,28.13,28.13,28.13,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2017-10-08,28.3,28.3,28.3,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2017-10-15,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2017-10-22,27.3,27.3,27.3,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2017-10-29,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2017-11-05,27.15,27.15,27.15,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2017-11-12,26.74,26.74,26.74,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2017-11-19,27.29,27.29,27.29,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2017-11-26,26.73,26.73,26.73,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2017-12-03,26.73,26.73,26.73,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2017-12-10,26.94,26.94,26.94,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2017-12-17,27.26,27.26,27.26,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2017-12-24,28.03,28.03,28.03,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2017-12-31,29.1,29.1,29.1,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.24,29.24,29.24,0.0,0.0
