Date,WELL_stock_Open_average,WELL_stock_Open_max,WELL_stock_Open_min,WELL_stock_Open_volatility,WELL_stock_Open_change,WELL_stock_High_average,WELL_stock_High_max,WELL_stock_High_min,WELL_stock_High_volatility,WELL_stock_High_change,WELL_stock_Low_average,WELL_stock_Low_max,WELL_stock_Low_min,WELL_stock_Low_volatility,WELL_stock_Low_change,WELL_stock_Close_average,WELL_stock_Close_max,WELL_stock_Close_min,WELL_stock_Close_volatility,WELL_stock_Close_change,WELL_stock_Volume_average,WELL_stock_Volume_max,WELL_stock_Volume_min,WELL_stock_Volume_volatility,WELL_stock_Volume_change
2016-01-03,68.634,69.5,67.77,1.730000000000004,0.39000000000000057,69.53,70.45,68.46,1.990000000000009,0.25,68.022,69.3,67.11,2.1899999999999977,0.8400000000000034,68.89,70.09,67.94,2.1500000000000057,-0.29999999999999716,3017985,4418350,2299076,2119274,-135018
2016-01-10,67.444,68.83,65.53,3.299999999999997,-2.8799999999999955,68.05,69.22,66.53,2.6899999999999977,-2.6899999999999977,66.656,68.2,65.22,2.980000000000004,-2.980000000000004,67.17399999999999,68.55,66.32,2.230000000000004,-2.230000000000004,2810170,3193416,2304111,889305,170397
2016-01-17,66.3775,67.26,65.15,2.1099999999999994,-0.8400000000000034,67.7175,68.44,66.49,1.9500000000000028,-0.14999999999999147,65.105,66.63,63.7,2.9299999999999926,-0.6299999999999955,66.3775,67.77,64.51,3.259999999999991,-0.01999999999999602,2435468,3225889,1924583,1301306,-441112
2016-01-24,64.52,67.68,61.28,6.400000000000006,-6.400000000000006,65.2,68.44,62.05,6.390000000000001,-6.210000000000001,62.78,66.64,60.33,6.310000000000002,-6.109999999999999,63.4,66.75,60.43,6.32,-4.530000000000001,4553888,6630749,1895224,4735525,2506258
2016-01-31,62.644,63.46,61.9,1.5600000000000023,0.8000000000000043,63.403999999999996,63.91,62.86,1.0499999999999972,-0.0800000000000054,62.022,62.83,61.55,1.2800000000000011,0.38000000000000256,63.022,63.69,61.81,1.8799999999999955,0.28999999999999915,2759703,3272081,2337618,934463,934463
2016-02-07,57.568,63.0,54.3,8.700000000000003,-8.700000000000003,58.04,63.23,55.23,8.0,-7.8899999999999935,55.096,59.16,52.8,6.359999999999999,-5.659999999999997,56.022,60.58,53.68,6.899999999999999,-6.18,4694636,7557491,2671529,4885962,346700
2016-02-14,56.6375,58.44,55.06,3.3799999999999955,3.3799999999999955,58.11,60.05,55.98,4.07,4.07,55.96,57.86,54.38,3.479999999999997,3.479999999999997,57.5925,59.2,55.96,3.240000000000002,3.240000000000002,4312371,5821063,3655470,2165593,269039
2016-02-21,60.906,62.62,59.53,3.0899999999999963,3.0899999999999963,62.072,63.69,60.38,3.309999999999995,3.309999999999995,60.66,62.46,59.16,3.3000000000000043,3.3000000000000043,61.742,63.5,60.33,3.1700000000000017,3.1700000000000017,2605304,2796694,2355294,441400,-297426
2016-02-28,65.322,67.01,63.48,3.5300000000000082,2.509999999999998,66.20400000000001,67.27,64.4,2.8699999999999903,2.019999999999996,64.696,65.63,63.38,2.249999999999993,2.039999999999999,65.774,66.93,63.78,3.1500000000000057,2.4099999999999966,2535688,3247649,1878810,1368839,-1277099
2016-03-06,66.02,66.7,65.64,1.0600000000000023,-0.10999999999999943,66.826,67.16,66.42,0.7399999999999949,-0.4899999999999949,65.37,65.85,64.31,1.539999999999992,0.18999999999999773,66.182,66.87,65.13,1.740000000000009,-0.3200000000000074,2578320,3946918,1699676,2247242,2234506
2016-03-13,66.554,67.73,65.55,2.180000000000007,1.3500000000000085,67.114,67.94,66.47,1.4699999999999989,1.3299999999999983,65.744,67.11,64.76,2.3499999999999943,1.4699999999999989,66.708,67.57,65.75,1.8199999999999932,0.6099999999999994,2464370,3598247,1974607,1623640,1623640
2016-03-20,66.675,66.97,66.45,0.519999999999996,-0.519999999999996,67.2425,67.5,66.97,0.5300000000000011,-0.37000000000000455,66.2675,66.78,65.86,0.9200000000000017,-0.9200000000000017,66.85499999999999,66.96,66.74,0.21999999999999886,0.11999999999999034,1891587,2214663,1630392,584271,-367492
2016-03-27,68.262,69.54,66.97,2.5700000000000074,1.4099999999999966,69.318,69.94,68.04,1.8999999999999915,1.3599999999999994,67.926,68.8,66.84,1.9599999999999937,1.1799999999999926,68.886,69.4,67.65,1.75,1.509999999999991,2123697,2994541,1426892,1567649,402847
2016-04-03,69.234,69.49,68.95,0.539999999999992,-0.4000000000000057,69.798,70.15,69.62,0.5300000000000011,-0.21999999999999886,68.874,69.17,68.53,0.6400000000000006,-0.46000000000000796,69.228,69.6,68.77,0.8299999999999983,-0.30999999999998806,1898379,2238880,1638594,600286,-114031
2016-04-10,69.724,70.0,69.47,0.5300000000000011,0.15000000000000568,70.072,70.32,69.9,0.4199999999999875,0.4199999999999875,69.366,69.53,69.18,0.3499999999999943,0.3299999999999983,69.71,69.88,69.55,0.3299999999999983,0.2600000000000051,1692659,2051053,1390677,660376,-158190
2016-04-17,69.57,71.3,67.0,4.299999999999997,-2.8599999999999994,70.204,71.33,68.56,2.769999999999996,-2.0999999999999943,68.44,70.49,66.55,3.9399999999999977,-2.819999999999993,69.176,71.33,66.62,4.709999999999994,-2.3700000000000045,1933976,2689161,1396131,1293030,703828
