Date,RRD_stock_Open_average,RRD_stock_Open_max,RRD_stock_Open_min,RRD_stock_Open_volatility,RRD_stock_Open_change,RRD_stock_High_average,RRD_stock_High_max,RRD_stock_High_min,RRD_stock_High_volatility,RRD_stock_High_change,RRD_stock_Low_average,RRD_stock_Low_max,RRD_stock_Low_min,RRD_stock_Low_volatility,RRD_stock_Low_change,RRD_stock_Close_average,RRD_stock_Close_max,RRD_stock_Close_min,RRD_stock_Close_volatility,RRD_stock_Close_change,RRD_stock_Volume_average,RRD_stock_Volume_max,RRD_stock_Volume_min,RRD_stock_Volume_volatility,RRD_stock_Volume_change
2016-01-03,22.764,23.6,21.62,1.9800000000000004,-1.9800000000000004,23.03,23.72,21.75,1.9699999999999989,-1.9400000000000013,22.116,23.13,20.73,2.3999999999999986,-2.3999999999999986,22.296,23.43,20.79,2.6400000000000006,-2.6400000000000006,639836,849080,450710,398370,398370
2016-01-10,21.322,21.55,21.15,0.40000000000000213,0.08000000000000185,21.598,21.88,21.33,0.5500000000000007,0.05000000000000071,20.966,21.18,20.77,0.41000000000000014,-0.1700000000000017,21.372,21.8,21.13,0.6700000000000017,0.19000000000000128,712516,1047620,541540,506080,-345490
2016-01-17,21.185000000000002,21.41,20.94,0.46999999999999886,-0.120000000000001,21.46,21.7,21.2,0.5,-0.09999999999999787,20.68,21.03,20.06,0.9700000000000024,0.030000000000001137,21.1625,21.39,20.99,0.40000000000000213,0.10999999999999943,515047,591830,442720,149110,-101060
2016-01-24,21.41,21.88,21.03,0.8499999999999979,0.7199999999999989,22.024,22.68,21.39,1.2899999999999991,1.2899999999999991,21.252,21.75,20.93,0.8200000000000003,0.8200000000000003,21.782,22.66,21.03,1.629999999999999,1.629999999999999,410154,571410,309450,261960,229480
2016-01-31,22.076,22.51,21.7,0.8100000000000023,-0.5400000000000027,22.312,22.67,22.09,0.5800000000000018,-0.46000000000000085,21.666,22.09,21.23,0.8599999999999994,-0.41000000000000014,21.99,22.38,21.78,0.5999999999999979,-0.48999999999999844,353914,458780,261170,197610,122730
2016-02-07,20.8,21.65,19.92,1.7299999999999969,-1.4599999999999973,21.166,21.73,20.22,1.5100000000000016,-0.8300000000000018,20.388,20.87,19.57,1.3000000000000007,-0.6799999999999997,20.74,21.31,20.05,1.259999999999998,-0.6799999999999997,543232,684400,429640,254760,31000
2016-02-14,21.65,22.15,20.84,1.3099999999999987,1.1799999999999997,22.1025,22.41,21.52,0.8900000000000006,0.7300000000000004,21.335,21.93,20.37,1.5599999999999987,1.1799999999999997,21.815,22.2,21.37,0.8299999999999983,0.25,487060,584210,334020,250190,122740
2016-02-21,20.785,22.45,14.84,7.609999999999999,-6.859999999999999,21.311666666666667,24.12,14.84,9.280000000000001,-7.300000000000001,20.423333333333332,22.06,14.83,7.229999999999999,-6.74,21.131666666666668,24.1,14.83,9.270000000000001,-7.139999999999999,1129189,3322349,417970,2904379,2904379
2016-02-28,24.806,25.41,24.16,1.25,1.25,25.336,25.96,24.81,1.1500000000000021,1.1500000000000021,24.608,25.41,23.99,1.4200000000000017,1.4200000000000017,25.102,25.74,24.49,1.25,1.1199999999999974,669814,887590,514780,372810,-199850
2016-03-06,25.666,25.75,25.53,0.21999999999999886,0.08999999999999986,25.974,26.27,25.69,0.5799999999999983,0.2699999999999996,25.41,25.71,25.22,0.490000000000002,0.25,25.762,26.26,25.35,0.9100000000000001,0.28000000000000114,480294,641890,319750,322140,-113540
2016-03-13,26.218,26.68,25.93,0.75,0.75,26.716,27.36,26.16,1.1999999999999993,1.0199999999999996,26.084,26.68,25.7,0.9800000000000004,0.9800000000000004,26.522000000000002,27.03,25.98,1.0500000000000007,0.8399999999999999,630608,1124460,372330,752130,611920
