Date,AUStock_Open_average,AUStock_Open_max,AUStock_Open_min,AUStock_Open_volatility,AUStock_Open_change,AUStock_High_average,AUStock_High_max,AUStock_High_min,AUStock_High_volatility,AUStock_High_change,AUStock_Low_average,AUStock_Low_max,AUStock_Low_min,AUStock_Low_volatility,AUStock_Low_change,AUStock_Close_average,AUStock_Close_max,AUStock_Close_min,AUStock_Close_volatility,AUStock_Close_change,AUStock_Volume_average,AUStock_Volume_max,AUStock_Volume_min,AUStock_Volume_volatility,AUStock_Volume_change
2016-01-03,7.554,7.83,7.24,0.5899999999999999,0.4399999999999995,7.752,8.03,7.49,0.5399999999999991,0.35999999999999943,7.436,7.67,7.19,0.47999999999999954,0.47999999999999954,7.664,7.9,7.36,0.54,0.4400000000000004,2550695,3467933,1626567,1841366,429841
2016-01-10,8.001999999999999,8.19,7.77,0.41999999999999993,-0.049999999999998934,8.088000000000001,8.38,7.91,0.47000000000000064,-0.2400000000000002,7.526,7.79,7.25,0.54,-0.5300000000000002,7.67,7.91,7.33,0.5800000000000001,-0.5800000000000001,4417972,6085743,2945066,3140677,1799427
2016-01-17,7.8025,8.01,7.61,0.39999999999999947,0.34999999999999964,7.965,8.09,7.65,0.4399999999999995,0.4399999999999995,7.535,7.74,7.09,0.6500000000000004,0.6500000000000004,7.8175,8.05,7.44,0.6100000000000003,0.40999999999999925,4748119,6112601,2933788,3178813,-2256877
2016-01-24,8.46,8.83,8.07,0.7599999999999998,0.15000000000000036,8.638,9.0,8.34,0.6600000000000001,0.1899999999999995,8.288,8.63,7.97,0.660000000000001,0.11999999999999922,8.512,8.85,8.23,0.6199999999999992,0.25,4501433,5813635,2869869,2943766,-1430605
2016-01-31,9.074,9.94,8.53,1.4100000000000001,0.9800000000000004,9.628,10.74,8.79,1.950000000000001,1.9000000000000004,8.892,9.53,8.37,1.1600000000000001,0.8300000000000001,9.434000000000001,10.73,8.64,2.09,2.0600000000000005,5912630,8009292,2902391,5106901,4391671
2016-02-07,10.95,11.46,10.41,1.0500000000000007,0.2599999999999998,11.362,11.75,10.8,0.9499999999999993,0.41999999999999993,10.5,11.06,9.94,1.120000000000001,0.7300000000000004,11.038,11.7,10.41,1.2899999999999991,0.7999999999999989,6863627,8478067,5899844,2578223,-1480048
2016-02-14,10.75,11.06,10.33,0.7300000000000004,-0.20000000000000107,11.1675,11.32,10.78,0.5400000000000009,-0.030000000000001137,10.3375,10.67,9.86,0.8100000000000005,0.23000000000000043,10.8325,11.26,10.49,0.7699999999999996,0.39000000000000057,6245940,8711458,4167749,4543709,1682095
2016-02-21,11.761999999999999,12.2,10.85,1.3499999999999996,1.1899999999999995,12.362,12.87,11.61,1.2599999999999998,0.8900000000000006,11.6,12.1,10.68,1.42,1.0899999999999999,12.032,12.63,11.34,1.290000000000001,0.8100000000000005,5995618,7843404,5142419,2700985,1036423
2016-02-28,12.842,13.7,12.35,1.3499999999999996,1.3499999999999996,13.386,14.31,12.89,1.42,1.2800000000000011,12.434,12.82,12.12,0.7000000000000011,0.47000000000000064,12.834,13.28,12.19,1.0899999999999999,-0.09999999999999964,7590931,11853016,5284817,6568199,5698716
2016-03-06,13.372,13.78,12.9,0.879999999999999,0.4299999999999997,13.709999999999999,13.88,13.43,0.45000000000000107,0.08999999999999986,12.948,13.37,12.52,0.8499999999999996,0.3699999999999992,13.316,13.65,12.91,0.7400000000000002,0.07000000000000028,7644624,8140160,7138362,1001798,-499742
