Date,ProShares UltraPro Short S&P500_etf_Open_average,ProShares UltraPro Short S&P500_etf_Open_max,ProShares UltraPro Short S&P500_etf_Open_min,ProShares UltraPro Short S&P500_etf_Open_volatility,ProShares UltraPro Short S&P500_etf_Open_change,ProShares UltraPro Short S&P500_etf_High_average,ProShares UltraPro Short S&P500_etf_High_max,ProShares UltraPro Short S&P500_etf_High_min,ProShares UltraPro Short S&P500_etf_High_volatility,ProShares UltraPro Short S&P500_etf_High_change,ProShares UltraPro Short S&P500_etf_Low_average,ProShares UltraPro Short S&P500_etf_Low_max,ProShares UltraPro Short S&P500_etf_Low_min,ProShares UltraPro Short S&P500_etf_Low_volatility,ProShares UltraPro Short S&P500_etf_Low_change,ProShares UltraPro Short S&P500_etf_Close_average,ProShares UltraPro Short S&P500_etf_Close_max,ProShares UltraPro Short S&P500_etf_Close_min,ProShares UltraPro Short S&P500_etf_Close_volatility,ProShares UltraPro Short S&P500_etf_Close_change
2016-01-03,143.64,143.64,143.64,0.0,0.0,151.9,151.9,151.9,0.0,0.0,142.28,142.28,142.28,0.0,0.0,151.08,151.08,151.08,0.0,0.0
2016-01-10,162.48,162.48,162.48,0.0,0.0,165.3,165.3,165.3,0.0,0.0,157.72,157.72,157.72,0.0,0.0,159.88,159.88,159.88,0.0,0.0
2016-01-17,154.64,154.64,154.64,0.0,0.0,157.0,157.0,157.0,0.0,0.0,152.08,152.08,152.08,0.0,0.0,152.68,152.68,152.68,0.0,0.0
2016-01-24,153.28,153.28,153.28,0.0,0.0,153.68,153.68,153.68,0.0,0.0,144.12,144.12,144.12,0.0,0.0,144.4,144.4,144.4,0.0,0.0
2016-01-31,150.4,150.4,150.4,0.0,0.0,158.96,158.96,158.96,0.0,0.0,149.96,149.96,149.96,0.0,0.0,157.06,157.06,157.06,0.0,0.0
2016-02-07,164.44,164.44,164.44,0.0,0.0,167.37,167.37,167.37,0.0,0.0,159.84,159.84,159.84,0.0,0.0,159.84,159.84,159.84,0.0,0.0
2016-02-14,148.28,148.28,148.28,0.0,0.0,149.92,149.92,149.92,0.0,0.0,145.92,145.92,145.92,0.0,0.0,146.2,146.2,146.2,0.0,0.0
2016-02-21,135.88,135.88,135.88,0.0,0.0,139.44,139.44,139.44,0.0,0.0,135.68,135.68,135.68,0.0,0.0,138.88,138.88,138.88,0.0,0.0
2016-02-28,128.4,128.4,128.4,0.0,0.0,130.36,130.36,130.36,0.0,0.0,125.89,125.89,125.89,0.0,0.0,127.72,127.72,127.72,0.0,0.0
2016-03-06,126.0,126.0,126.0,0.0,0.0,126.16,126.16,126.16,0.0,0.0,122.88,122.88,122.88,0.0,0.0,123.08,123.08,123.08,0.0,0.0
2016-03-13,118.48,118.48,118.48,0.0,0.0,119.2,119.2,119.2,0.0,0.0,117.46,117.46,117.46,0.0,0.0,118.04,118.04,118.04,0.0,0.0
2016-03-20,122.36,122.36,122.36,0.0,0.0,122.8,122.8,122.8,0.0,0.0,120.2,120.2,120.2,0.0,0.0,120.2,120.2,120.2,0.0,0.0
2016-03-27,118.08,118.08,118.08,0.0,0.0,118.72,118.72,118.72,0.0,0.0,113.4,113.4,113.4,0.0,0.0,113.92,113.92,113.92,0.0,0.0
2016-04-03,116.08,116.08,116.08,0.0,0.0,118.68,118.68,118.68,0.0,0.0,115.2,115.2,115.2,0.0,0.0,117.64,117.64,117.64,0.0,0.0
2016-04-10,111.56,111.56,111.56,0.0,0.0,112.54,112.54,112.54,0.0,0.0,111.4,111.4,111.4,0.0,0.0,111.84,111.84,111.84,0.0,0.0
2016-04-17,110.6,110.6,110.6,0.0,0.0,111.64,111.64,111.64,0.0,0.0,109.5,109.5,109.5,0.0,0.0,109.84,109.84,109.84,0.0,0.0
2016-04-24,113.56,113.56,113.56,0.0,0.0,116.26,116.26,116.26,0.0,0.0,112.84,112.84,112.84,0.0,0.0,114.04,114.04,114.04,0.0,0.0
2016-05-01,117.88,117.88,117.88,0.0,0.0,118.2,118.2,118.2,0.0,0.0,115.0,115.0,115.0,0.0,0.0,115.0,115.0,115.0,0.0,0.0
2016-05-08,114.28,114.28,114.28,0.0,0.0,117.08,117.08,117.08,0.0,0.0,113.04,113.04,113.04,0.0,0.0,116.52,116.52,116.52,0.0,0.0
2016-05-15,116.0,116.0,116.0,0.0,0.0,116.16,116.16,116.16,0.0,0.0,114.04,114.04,114.04,0.0,0.0,115.2,115.2,115.2,0.0,0.0
