Date,OSKStock_Open_average,OSKStock_Open_max,OSKStock_Open_min,OSKStock_Open_volatility,OSKStock_Open_change,OSKStock_High_average,OSKStock_High_max,OSKStock_High_min,OSKStock_High_volatility,OSKStock_High_change,OSKStock_Low_average,OSKStock_Low_max,OSKStock_Low_min,OSKStock_Low_volatility,OSKStock_Low_change,OSKStock_Close_average,OSKStock_Close_max,OSKStock_Close_min,OSKStock_Close_volatility,OSKStock_Close_change,OSKStock_Volume_average,OSKStock_Volume_max,OSKStock_Volume_min,OSKStock_Volume_volatility,OSKStock_Volume_change
2016-01-03,37.1,38.88,35.68,3.200000000000003,-2.6000000000000014,37.496,39.24,35.7,3.539999999999999,-3.539999999999999,36.364,38.02,34.75,3.270000000000003,-3.270000000000003,36.704,38.98,34.81,4.169999999999995,-4.169999999999995,914061,1088321,706869,381452,-219981
2016-01-10,34.36,35.1,32.71,2.3900000000000006,-2.229999999999997,34.902,35.55,34.23,1.3200000000000003,-0.990000000000002,33.416000000000004,34.02,32.56,1.4600000000000009,-1.4099999999999966,34.294,34.75,33.94,0.8100000000000023,-0.3500000000000014,872646,1252275,687207,565068,565068
2016-01-17,33.5325,34.62,32.88,1.7399999999999949,-0.9199999999999946,34.0775,34.63,33.39,1.240000000000002,-0.05000000000000426,32.4125,33.15,31.02,2.129999999999999,0.030000000000001137,33.285,33.79,32.79,1.0,-0.11999999999999744,1150750,1633128,901388,731740,-240524
2016-01-24,32.712,34.61,30.31,4.300000000000001,-1.1899999999999977,33.958,35.75,32.27,3.479999999999997,-0.14000000000000057,31.992,33.43,29.59,3.84,-0.8200000000000038,33.054,34.59,31.23,3.360000000000003,0.14000000000000057,2248812,4266465,1201112,3065353,881710
2016-01-31,31.834,32.58,30.96,1.6199999999999974,0.44999999999999574,32.44,33.67,30.96,2.710000000000001,1.2999999999999972,31.004,32.49,30.06,2.4300000000000033,2.4300000000000033,32.056,33.42,30.68,2.740000000000002,1.9500000000000028,1655235,2801140,1007432,1793708,-671361
2016-02-07,31.32,32.82,30.46,2.3599999999999994,-1.8200000000000003,31.96,33.07,30.94,2.129999999999999,-0.6000000000000014,30.46,31.03,29.75,1.2800000000000011,-0.4700000000000024,31.282,32.01,30.33,1.6799999999999997,0.29999999999999716,834935,999394,629068,370326,40722
2016-02-14,33.71,34.42,32.58,1.8400000000000034,1.25,34.51,34.89,33.57,1.3200000000000003,1.1599999999999966,33.35,33.83,31.95,1.879999999999999,1.879999999999999,34.165,34.65,33.48,1.1700000000000017,0.7900000000000063,1077101,1655386,813627,841759,766899
2016-02-21,34.236000000000004,35.17,33.13,2.039999999999999,-1.0,34.69,35.98,33.82,2.1599999999999966,-1.8099999999999952,33.348,34.79,32.53,2.259999999999998,-1.7299999999999969,33.978,34.95,33.71,1.240000000000002,-1.2100000000000009,993750,1383283,771052,612231,612231
2016-02-28,35.114000000000004,36.64,33.81,2.8299999999999983,2.8299999999999983,36.052,37.63,34.67,2.960000000000001,2.960000000000001,34.586,36.07,33.68,2.3900000000000006,2.3900000000000006,35.764,37.24,34.5,2.740000000000002,2.740000000000002,940314,1342973,658440,684533,-413580
2016-03-06,37.166000000000004,37.6,36.77,0.8299999999999983,-0.2700000000000031,37.538,38.22,36.89,1.3299999999999983,-0.740000000000002,36.56,37.14,35.92,1.2199999999999989,-0.3100000000000023,37.108000000000004,38.17,36.59,1.5799999999999983,-1.0600000000000023,646733,1008036,379420,628616,-149904
2016-03-13,37.88,39.33,36.72,2.6099999999999994,2.4399999999999977,38.792,40.61,37.32,3.289999999999999,3.289999999999999,37.614,39.33,36.34,2.989999999999995,2.989999999999995,38.688,40.6,37.23,3.3700000000000045,3.3700000000000045,881948,1255770,628859,626911,626911
