Date,WisdomTree Asia-Pacific ex-JapanEtf_Open_average,WisdomTree Asia-Pacific ex-JapanEtf_Open_max,WisdomTree Asia-Pacific ex-JapanEtf_Open_min,WisdomTree Asia-Pacific ex-JapanEtf_Open_volatility,WisdomTree Asia-Pacific ex-JapanEtf_Open_change,WisdomTree Asia-Pacific ex-JapanEtf_High_average,WisdomTree Asia-Pacific ex-JapanEtf_High_max,WisdomTree Asia-Pacific ex-JapanEtf_High_min,WisdomTree Asia-Pacific ex-JapanEtf_High_volatility,WisdomTree Asia-Pacific ex-JapanEtf_High_change,WisdomTree Asia-Pacific ex-JapanEtf_Low_average,WisdomTree Asia-Pacific ex-JapanEtf_Low_max,WisdomTree Asia-Pacific ex-JapanEtf_Low_min,WisdomTree Asia-Pacific ex-JapanEtf_Low_volatility,WisdomTree Asia-Pacific ex-JapanEtf_Low_change,WisdomTree Asia-Pacific ex-JapanEtf_Close_average,WisdomTree Asia-Pacific ex-JapanEtf_Close_max,WisdomTree Asia-Pacific ex-JapanEtf_Close_min,WisdomTree Asia-Pacific ex-JapanEtf_Close_volatility,WisdomTree Asia-Pacific ex-JapanEtf_Close_change
2016-11-20,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2016-11-27,58.49,58.49,58.49,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.49,58.49,58.49,0.0,0.0
2016-12-04,59.57,59.57,59.57,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.65,59.65,59.65,0.0,0.0
2016-12-11,57.98,57.98,57.98,0.0,0.0,58.09,58.09,58.09,0.0,0.0,57.81,57.81,57.81,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2016-12-18,56.62,56.62,56.62,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2016-12-25,58.02,58.02,58.02,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.35,57.35,57.35,0.0,0.0
2017-01-01,59.04,59.04,59.04,0.0,0.0,59.07,59.07,59.07,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2017-01-08,60.11,60.11,60.11,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2017-01-15,59.75,59.75,59.75,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2017-01-22,60.89,60.89,60.89,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2017-01-29,61.35,61.35,61.35,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2017-02-05,61.8,61.8,61.8,0.0,0.0,62.11,62.11,62.11,0.0,0.0,61.79,61.79,61.79,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2017-02-12,62.3,62.3,62.3,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2017-02-19,62.52,62.52,62.52,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.49,62.49,62.49,0.0,0.0
2017-02-26,62.03,62.03,62.03,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2017-03-05,61.6,61.6,61.6,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2017-03-12,63.96,63.96,63.96,0.0,0.0,64.06,64.06,64.06,0.0,0.0,63.96,63.96,63.96,0.0,0.0,64.0,64.0,64.0,0.0,0.0
2017-03-19,64.18,64.18,64.18,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2017-03-26,64.14,64.14,64.14,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2017-04-02,64.17,64.17,64.17,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.93,63.93,63.93,0.0,0.0
2017-04-09,63.66,63.66,63.66,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2017-04-16,63.03,63.03,63.03,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.03,63.03,63.03,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2017-04-23,64.24,64.24,64.24,0.0,0.0,64.24,64.24,64.24,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2017-04-30,63.95,63.95,63.95,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.95,63.95,63.95,0.0,0.0,64.14,64.14,64.14,0.0,0.0
2017-05-07,64.75,64.75,64.75,0.0,0.0,64.81,64.81,64.81,0.0,0.0,64.67,64.67,64.67,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2017-05-14,65.13,65.13,65.13,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.19,65.19,65.19,0.0,0.0
2017-05-21,65.69,65.69,65.69,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2017-05-28,66.0,66.0,66.0,0.0,0.0,66.05,66.05,66.05,0.0,0.0,65.96,65.96,65.96,0.0,0.0,66.05,66.05,66.05,0.0,0.0
2017-06-04,65.81,65.81,65.81,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.22,65.22,65.22,0.0,0.0
2017-06-11,65.29,65.29,65.29,0.0,0.0,65.38,65.38,65.38,0.0,0.0,64.99,64.99,64.99,0.0,0.0,65.38,65.38,65.38,0.0,0.0
2017-06-18,65.64,65.64,65.64,0.0,0.0,65.94,65.94,65.94,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2017-06-25,65.71,65.71,65.71,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2017-07-02,64.87,64.87,64.87,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.82,64.82,64.82,0.0,0.0
2017-07-09,66.94,66.94,66.94,0.0,0.0,67.45,67.45,67.45,0.0,0.0,66.94,66.94,66.94,0.0,0.0,67.45,67.45,67.45,0.0,0.0
2017-07-16,67.58,67.58,67.58,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.32,67.32,67.32,0.0,0.0,67.4,67.4,67.4,0.0,0.0
2017-07-23,67.68,67.68,67.68,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.68,67.68,67.68,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2017-07-30,68.13,68.13,68.13,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.97,67.97,67.97,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2017-08-06,66.75,66.75,66.75,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.75,66.75,66.75,0.0,0.0,67.09,67.09,67.09,0.0,0.0
2017-08-13,67.3,67.3,67.3,0.0,0.0,67.32,67.32,67.32,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.32,67.32,67.32,0.0,0.0
2017-08-20,68.72,68.72,68.72,0.0,0.0,68.9,68.9,68.9,0.0,0.0,68.72,68.72,68.72,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2017-08-27,68.97,68.97,68.97,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.97,68.97,68.97,0.0,0.0,69.06,69.06,69.06,0.0,0.0
2017-09-03,69.23,69.23,69.23,0.0,0.0,69.23,69.23,69.23,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.83,68.83,68.83,0.0,0.0
2017-09-10,68.69,68.69,68.69,0.0,0.0,68.91,68.91,68.91,0.0,0.0,68.69,68.69,68.69,0.0,0.0,68.89,68.89,68.89,0.0,0.0
2017-09-17,68.73,68.73,68.73,0.0,0.0,68.75,68.75,68.75,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.73,68.73,68.73,0.0,0.0
2017-09-24,66.87,66.87,66.87,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.84,66.84,66.84,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2017-10-01,67.44,67.44,67.44,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.43,67.43,67.43,0.0,0.0,67.43,67.43,67.43,0.0,0.0
2017-10-08,69.0,69.0,69.0,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.96,68.96,68.96,0.0,0.0,69.06,69.06,69.06,0.0,0.0
2017-10-15,68.74,68.74,68.74,0.0,0.0,68.94,68.94,68.94,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.85,68.85,68.85,0.0,0.0
2017-10-22,68.55,68.55,68.55,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.55,68.55,68.55,0.0,0.0
2017-10-29,69.23,69.23,69.23,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.21,69.21,69.21,0.0,0.0,69.23,69.23,69.23,0.0,0.0
2017-11-05,69.23,69.23,69.23,0.0,0.0,69.36,69.36,69.36,0.0,0.0,69.23,69.23,69.23,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2017-11-12,68.66,68.66,68.66,0.0,0.0,68.72,68.72,68.72,0.0,0.0,68.65,68.65,68.65,0.0,0.0,68.65,68.65,68.65,0.0,0.0
2017-11-19,69.84,69.84,69.84,0.0,0.0,69.87,69.87,69.87,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2017-11-26,68.38,68.38,68.38,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.03,68.03,68.03,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2017-12-03,67.27,67.27,67.27,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2017-12-10,68.84,68.84,68.84,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.73,68.73,68.73,0.0,0.0
2017-12-17,69.72,69.72,69.72,0.0,0.0,69.72,69.72,69.72,0.0,0.0,69.37,69.37,69.37,0.0,0.0,69.44,69.44,69.44,0.0,0.0
2017-12-24,70.11,70.11,70.11,0.0,0.0,70.2,70.2,70.2,0.0,0.0,70.11,70.11,70.11,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2017-12-31,71.9,71.9,71.9,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.05,72.05,72.05,0.0,0.0
