Date,First Trust Mega Cap AlphaDEXEtf_Open_average,First Trust Mega Cap AlphaDEXEtf_Open_max,First Trust Mega Cap AlphaDEXEtf_Open_min,First Trust Mega Cap AlphaDEXEtf_Open_volatility,First Trust Mega Cap AlphaDEXEtf_Open_change,First Trust Mega Cap AlphaDEXEtf_High_average,First Trust Mega Cap AlphaDEXEtf_High_max,First Trust Mega Cap AlphaDEXEtf_High_min,First Trust Mega Cap AlphaDEXEtf_High_volatility,First Trust Mega Cap AlphaDEXEtf_High_change,First Trust Mega Cap AlphaDEXEtf_Low_average,First Trust Mega Cap AlphaDEXEtf_Low_max,First Trust Mega Cap AlphaDEXEtf_Low_min,First Trust Mega Cap AlphaDEXEtf_Low_volatility,First Trust Mega Cap AlphaDEXEtf_Low_change,First Trust Mega Cap AlphaDEXEtf_Close_average,First Trust Mega Cap AlphaDEXEtf_Close_max,First Trust Mega Cap AlphaDEXEtf_Close_min,First Trust Mega Cap AlphaDEXEtf_Close_volatility,First Trust Mega Cap AlphaDEXEtf_Close_change
2016-01-03,25.42,25.42,25.42,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2016-01-10,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2016-01-17,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2016-01-24,24.22,24.22,24.22,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2016-01-31,24.02,24.02,24.02,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2016-02-07,23.45,23.45,23.45,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2016-02-14,24.09,24.09,24.09,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2016-02-21,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2016-02-28,25.2,25.2,25.2,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2016-03-06,25.53,25.53,25.53,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2016-03-13,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2016-03-20,25.63,25.63,25.63,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2016-03-27,25.91,25.91,25.91,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2016-04-03,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2016-04-10,26.38,26.38,26.38,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2016-04-17,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2016-04-24,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2016-05-01,25.9,25.9,25.9,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2016-05-08,26.08,26.08,26.08,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2016-05-15,25.86,25.86,25.86,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.86,25.86,25.86,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2016-05-22,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2016-05-29,26.4,26.4,26.4,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2016-06-05,26.3,26.3,26.3,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2016-06-12,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2016-06-19,25.81,25.81,25.81,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2016-06-26,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2016-07-03,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2016-07-10,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2016-07-17,27.22,27.22,27.22,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2016-07-24,27.11,27.11,27.11,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2016-07-31,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2016-08-07,27.21,27.21,27.21,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2016-08-14,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2016-08-21,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2016-08-28,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2016-09-04,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2016-09-11,26.78,26.78,26.78,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2016-09-18,27.3,27.3,27.3,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2016-09-25,27.1,27.1,27.1,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2016-10-02,26.91,26.91,26.91,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.91,26.91,26.91,0.0,0.0,27.03,27.03,27.03,0.0,0.0
