Date,CFNB_stock_Open_average,CFNB_stock_Open_max,CFNB_stock_Open_min,CFNB_stock_Open_volatility,CFNB_stock_Open_change,CFNB_stock_High_average,CFNB_stock_High_max,CFNB_stock_High_min,CFNB_stock_High_volatility,CFNB_stock_High_change,CFNB_stock_Low_average,CFNB_stock_Low_max,CFNB_stock_Low_min,CFNB_stock_Low_volatility,CFNB_stock_Low_change,CFNB_stock_Close_average,CFNB_stock_Close_max,CFNB_stock_Close_min,CFNB_stock_Close_volatility,CFNB_stock_Close_change,CFNB_stock_Volume_average,CFNB_stock_Volume_max,CFNB_stock_Volume_min,CFNB_stock_Volume_volatility,CFNB_stock_Volume_change
2016-01-03,13.102,13.22,13.01,0.21000000000000085,0.040000000000000924,13.128,13.22,13.01,0.21000000000000085,-0.08999999999999986,13.084,13.22,13.01,0.21000000000000085,0.040000000000000924,13.110000000000001,13.22,13.01,0.21000000000000085,-0.08999999999999986,150,431,1,430,-79
2016-01-10,13.11,13.19,13.0,0.1899999999999995,0.14000000000000057,13.11,13.19,13.0,0.1899999999999995,0.14000000000000057,13.046666666666667,13.14,13.0,0.14000000000000057,0.14000000000000057,13.093333333333334,13.14,13.0,0.14000000000000057,0.14000000000000057,685,1949,0,1949,107
2016-01-17,13.123333333333333,13.16,13.1,0.0600000000000005,0.0600000000000005,13.246666666666666,13.25,13.24,0.009999999999999787,0.009999999999999787,13.123333333333333,13.16,13.1,0.0600000000000005,0.0600000000000005,13.246666666666666,13.25,13.24,0.009999999999999787,0.009999999999999787,2004,3827,798,3029,591
2016-01-24,13.308,13.72,13.07,0.6500000000000004,0.47000000000000064,13.488,13.85,13.25,0.5999999999999996,0.5999999999999996,13.256,13.66,13.06,0.5999999999999996,0.41000000000000014,13.422,13.72,13.23,0.4900000000000002,0.41000000000000014,2517,4777,211,4566,2829
2016-01-31,13.668,13.69,13.63,0.05999999999999872,0.02999999999999936,13.756,13.97,13.66,0.3100000000000005,0.3100000000000005,13.544,13.69,13.28,0.41000000000000014,0.05999999999999872,13.748,13.97,13.63,0.33999999999999986,0.33999999999999986,1695,4872,205,4667,18
2016-02-07,13.818,13.95,13.5,0.4499999999999993,0.009999999999999787,13.902,13.97,13.79,0.1800000000000015,0.009999999999999787,13.798,13.92,13.5,0.41999999999999993,-0.019999999999999574,13.878,13.92,13.79,0.13000000000000078,-0.019999999999999574,426,1252,0,1252,1060
2016-02-14,13.525,13.68,13.33,0.34999999999999964,-0.2699999999999996,13.61,13.83,13.33,0.5,-0.2699999999999996,13.379999999999999,13.68,13.0,0.6799999999999997,-0.34999999999999964,13.465,13.83,13.0,0.8300000000000001,-0.34999999999999964,5095,12606,224,12382,6805
2016-02-21,13.24,13.48,13.0,0.4800000000000004,0.4800000000000004,13.472,13.92,13.27,0.6500000000000004,0.5399999999999991,13.046,13.3,12.84,0.46000000000000085,0.02999999999999936,13.246,13.47,13.0,0.47000000000000064,0.47000000000000064,42478,206519,174,206345,1650
2016-02-28,13.402,13.53,13.19,0.33999999999999986,0.129999999999999,13.51,13.59,13.4,0.1899999999999995,0.1399999999999988,13.014,13.09,12.86,0.23000000000000043,-0.19000000000000128,13.274000000000001,13.42,13.05,0.3699999999999992,0.049999999999998934,13442,19506,6070,13436,8355
2016-03-06,13.044,13.24,12.84,0.40000000000000036,0.09999999999999964,13.286,13.6,13.01,0.5899999999999999,-0.27999999999999936,12.84,12.94,12.76,0.17999999999999972,0.17999999999999972,12.962,13.05,12.85,0.20000000000000107,0.08000000000000007,5741,7744,410,7334,-6743
