Date,First Trust BICK_etf_Open_average,First Trust BICK_etf_Open_max,First Trust BICK_etf_Open_min,First Trust BICK_etf_Open_volatility,First Trust BICK_etf_Open_change,First Trust BICK_etf_High_average,First Trust BICK_etf_High_max,First Trust BICK_etf_High_min,First Trust BICK_etf_High_volatility,First Trust BICK_etf_High_change,First Trust BICK_etf_Low_average,First Trust BICK_etf_Low_max,First Trust BICK_etf_Low_min,First Trust BICK_etf_Low_volatility,First Trust BICK_etf_Low_change,First Trust BICK_etf_Close_average,First Trust BICK_etf_Close_max,First Trust BICK_etf_Close_min,First Trust BICK_etf_Close_volatility,First Trust BICK_etf_Close_change
2016-01-03,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2016-01-10,16.71,16.71,16.71,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2016-01-17,16.58,16.58,16.58,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2016-01-24,17.24,17.24,17.24,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.59,17.59,17.59,0.0,0.0
2016-01-31,17.18,17.18,17.18,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2016-02-07,16.89,16.89,16.89,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2016-02-14,16.75,16.75,16.75,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2016-02-21,16.86,16.86,16.86,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2016-02-28,19.01,19.01,19.01,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2016-03-06,19.47,19.47,19.47,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2016-03-13,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2016-03-20,19.37,19.37,19.37,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2016-03-27,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2016-04-03,19.62,19.62,19.62,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2016-04-10,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2016-04-17,20.58,20.58,20.58,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2016-04-24,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2016-05-01,19.65,19.65,19.65,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2016-05-08,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2016-05-15,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2016-05-22,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2016-05-29,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2016-06-05,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2016-06-12,19.82,19.82,19.82,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2016-06-19,19.65,19.65,19.65,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2016-06-26,21.01,21.01,21.01,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2016-07-03,20.47,20.47,20.47,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2016-07-10,21.49,21.49,21.49,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2016-07-17,21.78,21.78,21.78,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2016-07-24,21.82,21.82,21.82,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2016-07-31,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2016-08-07,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2016-08-14,22.81,22.81,22.81,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2016-08-21,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2016-08-28,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2016-09-04,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2016-09-11,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2016-09-18,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2016-09-25,22.82,22.82,22.82,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2016-10-02,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2016-10-09,22.84,22.84,22.84,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2016-10-16,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2016-10-23,23.46,23.46,23.46,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2016-10-30,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2016-11-06,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2016-11-13,21.64,21.64,21.64,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2016-11-20,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2016-11-27,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2016-12-04,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2016-12-11,21.8,21.8,21.8,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2016-12-18,21.4,21.4,21.4,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2016-12-25,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2017-01-01,22.22,22.22,22.22,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2017-01-08,23.06,23.06,23.06,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2017-01-15,23.13,23.13,23.13,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2017-01-22,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2017-01-29,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2017-02-05,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2017-02-12,24.37,24.37,24.37,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.45,24.45,24.45,0.0,0.0
