Date,HELEStock_Open_average,HELEStock_Open_max,HELEStock_Open_min,HELEStock_Open_volatility,HELEStock_Open_change,HELEStock_High_average,HELEStock_High_max,HELEStock_High_min,HELEStock_High_volatility,HELEStock_High_change,HELEStock_Low_average,HELEStock_Low_max,HELEStock_Low_min,HELEStock_Low_volatility,HELEStock_Low_change,HELEStock_Close_average,HELEStock_Close_max,HELEStock_Close_min,HELEStock_Close_volatility,HELEStock_Close_change,HELEStock_Volume_average,HELEStock_Volume_max,HELEStock_Volume_min,HELEStock_Volume_volatility,HELEStock_Volume_change
2016-01-03,89.638,92.2,86.17,6.030000000000001,0.15000000000000568,90.828,92.81,88.73,4.079999999999998,0.3500000000000085,87.134,89.48,84.75,4.730000000000004,-4.730000000000004,88.224,89.95,87.03,2.9200000000000017,-2.5700000000000074,633900,1020961,442340,578621,578621
2016-01-10,86.086,87.25,83.53,3.719999999999999,-0.2600000000000051,88.584,89.61,87.56,2.049999999999997,0.6400000000000006,84.332,86.85,82.28,4.569999999999993,2.8500000000000085,86.718,88.28,83.06,5.219999999999999,4.829999999999998,504323,656193,445311,210882,-7692
2016-01-17,87.1375,87.75,86.61,1.1400000000000006,-1.1400000000000006,88.775,89.27,88.27,1.0,-0.539999999999992,85.94749999999999,87.55,85.05,2.5,-1.9399999999999977,87.07749999999999,88.32,85.57,2.75,-1.1099999999999994,360347,444120,237427,206693,-206693
2016-01-24,86.672,87.53,86.16,1.3700000000000045,-0.7000000000000028,87.87599999999999,89.46,86.91,2.549999999999997,2.1899999999999977,85.664,86.46,84.85,1.6099999999999994,1.0799999999999983,86.944,89.37,85.44,3.930000000000007,3.3599999999999994,278842,373284,208199,165085,25264
2016-01-31,88.866,89.75,87.33,2.4200000000000017,0.8400000000000034,90.1,91.19,89.25,1.9399999999999977,0.480000000000004,87.672,88.83,86.26,2.569999999999993,-0.5499999999999972,88.85000000000001,89.93,87.73,2.200000000000003,-1.5900000000000034,262757,407501,176560,230941,165466
2016-02-07,86.688,87.56,85.59,1.9699999999999989,-0.07000000000000739,88.1,88.95,87.18,1.769999999999996,1.2299999999999898,85.502,87.18,84.27,2.910000000000011,1.2999999999999972,86.958,88.03,86.1,1.9300000000000068,1.6099999999999994,194146,275080,163347,111733,-111733
2016-02-14,90.26249999999999,91.46,88.91,2.549999999999997,2.549999999999997,91.2875,91.96,89.94,2.019999999999996,2.019999999999996,89.13499999999999,90.37,87.05,3.3200000000000074,3.3200000000000074,90.905,91.65,89.87,1.7800000000000011,1.6599999999999966,198393,222469,173125,49344,-21280
2016-02-21,92.818,95.76,90.75,5.010000000000005,3.6300000000000097,94.232,96.14,92.58,3.5600000000000023,3.230000000000004,91.112,94.03,89.63,4.400000000000006,-0.6700000000000017,93.562,95.4,91.46,3.940000000000012,3.8200000000000074,216970,323500,129809,193691,-91032
2016-02-28,95.846,96.16,95.59,0.5699999999999932,-0.09000000000000341,96.916,98.67,96.15,2.519999999999996,2.0700000000000074,94.60600000000001,95.34,93.37,1.9699999999999989,0.47999999999998977,96.358,97.98,95.36,2.6200000000000045,2.6200000000000045,215299,301010,134346,166664,-51909
2016-03-06,101.062,102.18,98.16,4.02000000000001,3.740000000000009,102.83,103.66,102.15,1.509999999999991,1.509999999999991,99.84,100.93,96.99,3.940000000000012,3.3700000000000045,101.998,103.47,101.21,2.260000000000005,1.3700000000000045,210532,305809,128285,177524,-118808
2016-03-13,102.502,103.18,102.03,1.1500000000000057,-0.710000000000008,103.564,105.14,102.38,2.760000000000005,1.3400000000000034,100.772,101.51,100.11,1.4000000000000057,0.25,102.788,103.66,101.93,1.7299999999999898,0.4099999999999966,240680,375731,143180,232551,170263
2016-03-20,101.7925,103.45,100.9,2.549999999999997,-2.549999999999997,102.5575,104.08,101.87,2.2099999999999937,-2.2099999999999937,100.915,101.79,100.56,1.230000000000004,-1.0700000000000074,101.6625,102.04,101.3,0.7400000000000091,-0.44000000000001194,172432,235200,119445,115755,-115755
2016-03-27,102.814,104.72,101.33,3.3900000000000006,1.5700000000000074,104.292,105.1,102.81,2.289999999999992,1.4399999999999977,102.082,102.55,101.04,1.509999999999991,1.269999999999996,103.55,104.82,102.24,2.5799999999999983,1.690000000000012,164238,191625,147075,44550,12842
2016-04-03,102.912,104.03,101.82,2.210000000000008,-2.210000000000008,104.082,104.81,103.52,1.2900000000000063,-0.9500000000000028,101.49,102.2,100.05,2.1500000000000057,-0.9099999999999966,102.708,104.08,101.36,2.719999999999999,0.09000000000000341,194109,264218,135217,129001,-38292
2016-04-10,102.572,103.45,101.66,1.7900000000000063,-1.25,103.564,104.51,102.63,1.8800000000000097,-1.230000000000004,101.07000000000001,102.35,100.08,2.269999999999996,-1.4300000000000068,102.536,103.75,101.58,2.1700000000000017,0.9000000000000057,154617,192781,122842,69939,-22787
2016-04-17,102.28,103.87,100.1,3.7700000000000102,-2.0700000000000074,103.184,104.61,101.66,2.950000000000003,-2.0400000000000063,101.108,103.32,99.35,3.969999999999999,-2.1000000000000085,102.218,104.22,100.22,4.0,-1.8700000000000045,147862,202513,109084,93429,43265
2016-04-24,101.202,103.65,97.75,5.900000000000006,-3.1599999999999966,103.082,104.0,102.26,1.7399999999999949,0.07000000000000739,100.236,101.85,97.12,4.72999999999999,-3.5999999999999943,101.61,103.84,99.53,4.310000000000002,-2.6700000000000017,253467,511192,163611,347581,347581
2016-05-01,98.572,99.49,97.52,1.9699999999999989,-1.4099999999999966,100.772,101.7,99.53,2.1700000000000017,0.5,98.06400000000001,99.3,96.9,2.3999999999999915,-1.5699999999999932,99.454,101.34,98.25,3.0900000000000034,0.6099999999999994,227541,295907,169124,126783,116464
2016-05-08,99.974,101.09,97.46,3.6300000000000097,-3.6099999999999994,100.772,102.2,97.81,4.390000000000001,-4.390000000000001,98.732,100.83,96.42,4.409999999999997,-4.409999999999997,99.23,101.56,96.77,4.790000000000006,-4.1200000000000045,160908,223669,143614,80055,-73894
2016-05-15,94.978,96.73,93.29,3.4399999999999977,-1.5200000000000102,96.276,98.18,94.92,3.260000000000005,-1.1800000000000068,93.5,95.79,91.38,4.410000000000011,-2.0600000000000023,94.798,96.5,93.72,2.780000000000001,-1.25,188005,264444,125494,138950,-74119
2016-05-22,96.944,98.5,95.01,3.489999999999995,3.489999999999995,97.868,99.66,95.51,4.1499999999999915,4.1499999999999915,95.884,97.53,94.11,3.4200000000000017,3.4200000000000017,97.382,98.67,95.03,3.6400000000000006,3.6400000000000006,146146,156222,131054,25168,25168
2016-05-29,102.255,104.49,99.62,4.86999999999999,4.86999999999999,104.18,104.98,102.83,2.1500000000000057,2.1500000000000057,101.345,103.39,98.51,4.8799999999999955,4.8799999999999955,103.72999999999999,104.75,102.83,1.9200000000000017,1.0499999999999972,1408676,4396096,372179,4023917,-4023917
2016-06-05,104.498,105.28,103.62,1.6599999999999966,0.9699999999999989,105.552,106.18,104.46,1.720000000000013,0.5800000000000125,103.78,104.57,103.02,1.5499999999999972,0.5499999999999972,104.744,105.59,103.73,1.8599999999999994,0.2599999999999909,215976,357996,114755,243241,-155958
2016-06-12,102.41199999999999,103.79,101.46,2.3300000000000125,-1.0500000000000114,103.006,103.83,102.04,1.789999999999992,-0.8700000000000045,101.398,101.66,100.93,0.7299999999999898,0.20000000000000284,102.00399999999999,102.7,101.49,1.210000000000008,0.21999999999999886,201030,344157,129926,214231,128740
2016-06-19,101.74,102.86,98.82,4.040000000000006,-4.040000000000006,102.418,103.62,99.89,3.730000000000004,-3.1400000000000006,100.338,101.61,96.97,4.640000000000001,-4.420000000000002,101.536,102.87,98.73,4.140000000000001,-3.7299999999999898,268657,813793,96296,717497,647606
2016-06-26,99.834,102.84,97.85,4.990000000000009,4.920000000000002,101.062,104.09,97.92,6.170000000000002,6.170000000000002,99.148,102.71,95.88,6.829999999999998,6.829999999999998,100.482,103.06,97.23,5.829999999999998,5.829999999999998,202396,262410,132136,130274,-130274
2016-07-03,101.765,102.95,100.12,2.8299999999999983,-2.6299999999999955,103.2775,104.99,101.0,3.989999999999995,-3.989999999999995,100.37,101.27,98.02,3.25,-2.930000000000007,101.6825,103.14,99.27,3.8700000000000045,-2.3599999999999994,241089,492344,107897,384447,384447
2016-07-10,100.614,101.37,99.75,1.6200000000000045,1.6200000000000045,101.36800000000001,102.04,100.89,1.1500000000000057,1.1500000000000057,99.26,99.85,98.13,1.7199999999999989,0.769999999999996,100.782,101.96,99.85,2.1099999999999994,1.4599999999999937,225790,280601,185767,94834,36803
2016-07-17,100.496,101.71,99.2,2.509999999999991,-2.509999999999991,100.922,101.97,100.27,1.7000000000000028,-1.7000000000000028,99.288,100.7,98.27,2.430000000000007,-2.430000000000007,100.01,100.88,99.01,1.8699999999999903,-0.7999999999999972,108906,155275,83732,71543,-19477
2016-07-24,99.992,100.98,99.48,1.5,-0.3100000000000023,100.776,101.26,100.08,1.1800000000000068,0.3500000000000085,99.31400000000001,99.65,98.9,0.75,-0.20999999999999375,99.86200000000001,101.0,99.43,1.5699999999999932,0.1799999999999926,141488,165523,96666,68857,5168
2016-07-31,97.57600000000001,99.77,95.78,3.989999999999995,-3.3499999999999943,97.73400000000001,99.78,96.2,3.5799999999999983,-3.1099999999999994,96.172,98.54,94.38,4.160000000000011,-2.8800000000000097,96.866,99.22,95.55,3.6700000000000017,-2.549999999999997,201988,371101,110194,260907,51885
2016-08-07,94.252,96.5,92.23,4.269999999999996,-4.269999999999996,94.476,96.5,93.0,3.5,-3.5,92.676,95.01,91.41,3.6000000000000085,-3.6000000000000085,93.292,95.69,92.07,3.6200000000000045,-3.6200000000000045,209051,329404,117217,212187,-165536
2016-08-14,91.55,92.37,90.21,2.160000000000011,-0.6699999999999875,92.086,92.73,90.92,1.8100000000000023,0.04000000000000625,90.732,92.0,89.8,2.200000000000003,-1.4599999999999937,91.28999999999999,92.47,89.98,2.489999999999995,-0.2600000000000051,240288,509267,125007,384260,359342
2016-08-21,91.128,92.18,89.91,2.2700000000000102,-1.0700000000000074,91.812,93.17,90.99,2.180000000000007,0.960000000000008,90.388,91.11,89.6,1.5100000000000051,0.20999999999999375,91.206,92.76,90.1,2.660000000000011,1.7700000000000102,169324,291342,107314,184028,132676
2016-08-28,91.43,93.09,90.56,2.530000000000001,-2.299999999999997,91.978,93.3,90.62,2.6799999999999926,-1.4200000000000017,90.486,91.75,89.44,2.3100000000000023,-0.9599999999999937,90.968,91.85,90.31,1.539999999999992,-0.6499999999999915,146631,224719,113911,110808,85368
2016-09-04,91.1525,91.74,90.92,0.8199999999999932,0.769999999999996,91.75999999999999,92.75,91.06,1.6899999999999977,0.6799999999999926,89.89,90.82,88.74,2.0799999999999983,-1.3000000000000114,90.6775,92.27,88.78,3.489999999999995,-2.1799999999999926,174488,213561,137825,75736,64161
2016-09-11,88.324,89.32,86.9,2.4199999999999875,-1.4899999999999949,89.06,89.98,86.9,3.0799999999999983,-3.0799999999999983,87.142,88.31,85.07,3.240000000000009,-3.240000000000009,87.888,89.95,85.4,4.549999999999997,-4.549999999999997,203415,388334,121929,266405,266405
