Date,FIS_stock_Open_average,FIS_stock_Open_max,FIS_stock_Open_min,FIS_stock_Open_volatility,FIS_stock_Open_change,FIS_stock_High_average,FIS_stock_High_max,FIS_stock_High_min,FIS_stock_High_volatility,FIS_stock_High_change,FIS_stock_Low_average,FIS_stock_Low_max,FIS_stock_Low_min,FIS_stock_Low_volatility,FIS_stock_Low_change,FIS_stock_Close_average,FIS_stock_Close_max,FIS_stock_Close_min,FIS_stock_Close_volatility,FIS_stock_Close_change,FIS_stock_Volume_average,FIS_stock_Volume_max,FIS_stock_Volume_min,FIS_stock_Volume_volatility,FIS_stock_Volume_change
2016-01-03,59.418,60.19,58.5,1.6899999999999977,0.0,60.012,61.09,59.61,1.480000000000004,-0.3100000000000023,58.736,59.67,58.04,1.6300000000000026,-0.9500000000000028,59.339999999999996,60.29,58.13,2.1599999999999966,-1.779999999999994,2062582,2283615,1743722,539893,-203256
2016-01-10,59.352,60.21,58.57,1.6400000000000006,-0.03999999999999915,60.01,60.7,59.27,1.4299999999999997,0.0,58.498,58.94,57.62,1.3200000000000003,-0.45000000000000284,59.362,60.3,58.46,1.8399999999999963,-0.4799999999999969,2616088,3068265,1726304,1341961,1268992
2016-01-17,58.5675,59.15,57.92,1.2299999999999969,-0.0899999999999963,59.045,59.55,58.35,1.1999999999999957,0.20999999999999375,57.925,58.93,56.8,2.1300000000000026,0.6300000000000026,58.525,59.45,57.89,1.5600000000000023,0.740000000000002,2104451,2661905,1383415,1278490,589403
2016-01-24,59.19,59.87,58.6,1.269999999999996,-0.5700000000000003,59.868,60.38,59.46,0.9200000000000017,0.10999999999999943,58.46,58.76,58.06,0.6999999999999957,-0.44999999999999574,59.128,60.04,58.21,1.8299999999999983,0.8799999999999955,1701673,2198769,1269184,929585,926988
2016-01-31,59.658,60.0,59.38,0.6199999999999974,0.46999999999999886,60.352,61.03,59.95,1.0799999999999983,-0.6300000000000026,59.024,59.46,58.29,1.1700000000000017,-0.9200000000000017,59.706,60.67,58.54,2.1300000000000026,-2.1300000000000026,1664149,1919437,1453571,465866,109221
2016-02-07,57.316,57.89,56.2,1.6899999999999977,-0.6400000000000006,58.052,59.33,56.88,2.4499999999999957,-0.10999999999999943,56.324,57.32,55.1,2.219999999999999,1.7299999999999969,57.076,57.93,56.04,1.8900000000000006,1.5300000000000011,3278210,5576212,1538457,4037755,-2673964
2016-02-14,59.0725,59.51,58.5,1.009999999999998,0.6700000000000017,59.5075,59.76,58.97,0.7899999999999991,0.7800000000000011,58.66,58.93,58.22,0.7100000000000009,0.4399999999999977,59.2675,59.71,58.65,1.0600000000000023,1.0600000000000023,2085634,2774697,1233499,1541198,-1084629
2016-02-21,59.518,60.18,58.51,1.6700000000000017,0.2700000000000031,60.12,60.7,59.23,1.470000000000006,-0.09000000000000341,58.937999999999995,59.66,57.8,1.8599999999999994,-0.259999999999998,59.536,60.04,58.98,1.0600000000000023,-0.5,1697795,1806578,1556002,250576,39102
2016-02-28,59.676,60.33,58.81,1.519999999999996,0.8999999999999986,60.2,60.84,59.69,1.1500000000000057,1.1500000000000057,59.088,59.95,58.23,1.720000000000006,1.720000000000006,59.862,60.81,58.25,2.5600000000000023,2.5600000000000023,2349983,3087666,1565640,1522026,351939
2016-03-06,60.31,61.82,59.52,2.299999999999997,1.3800000000000026,61.046,63.01,59.76,3.25,2.3500000000000014,59.882,61.26,59.11,2.1499999999999986,1.4199999999999946,60.728,62.81,59.18,3.6300000000000026,2.740000000000002,2680491,4338544,1470808,2867736,2022462
