Date,CASHStock_Open_average,CASHStock_Open_max,CASHStock_Open_min,CASHStock_Open_volatility,CASHStock_Open_change,CASHStock_High_average,CASHStock_High_max,CASHStock_High_min,CASHStock_High_volatility,CASHStock_High_change,CASHStock_Low_average,CASHStock_Low_max,CASHStock_Low_min,CASHStock_Low_volatility,CASHStock_Low_change,CASHStock_Close_average,CASHStock_Close_max,CASHStock_Close_min,CASHStock_Close_volatility,CASHStock_Close_change,CASHStock_Volume_average,CASHStock_Volume_max,CASHStock_Volume_min,CASHStock_Volume_volatility,CASHStock_Volume_change
2016-01-03,43.466,45.65,41.58,4.07,-4.07,44.124,45.65,41.8,3.8500000000000014,-3.8500000000000014,42.494,43.74,40.22,3.520000000000003,-3.520000000000003,42.903999999999996,44.64,40.28,4.359999999999999,-4.359999999999999,37752,49569,24026,25543,-15667
2016-01-10,39.664,40.5,38.62,1.8800000000000026,-1.8800000000000026,40.058,40.84,38.62,2.220000000000006,-2.220000000000006,38.412,39.35,36.72,2.6300000000000026,-2.6300000000000026,39.21,40.42,37.98,2.440000000000005,-2.440000000000005,45995,73987,26706,47281,16901
2016-01-17,37.5625,38.03,37.05,0.980000000000004,-0.759999999999998,38.277499999999996,38.69,37.98,0.7100000000000009,-0.28999999999999915,36.815,37.22,36.55,0.6700000000000017,0.36999999999999744,37.63,38.23,37.02,1.2099999999999937,0.23999999999999488,46768,65360,35028,30332,-13999
2016-01-24,39.068,42.34,37.0,5.340000000000003,3.980000000000004,40.12,43.67,37.79,5.880000000000003,5.270000000000003,38.025999999999996,41.5,36.22,5.280000000000001,4.0,39.62,43.36,37.17,6.189999999999998,5.609999999999999,49215,70880,30190,40690,12844
2016-01-31,41.512,42.93,40.1,2.8299999999999983,-2.8299999999999983,41.944,42.93,40.75,2.1799999999999997,-1.4399999999999977,40.186,41.34,39.17,2.1700000000000017,-1.3599999999999994,41.12,42.64,40.23,2.4100000000000037,-1.9699999999999989,46404,57621,33467,24154,14180
2016-02-07,38.724000000000004,40.45,37.06,3.3900000000000006,-0.9100000000000037,40.052,40.45,39.75,0.7000000000000028,-0.3100000000000023,38.284,39.22,37.06,2.1599999999999966,0.07000000000000028,39.212,39.64,38.74,0.8999999999999986,-0.21999999999999886,41694,64026,28056,35970,-35970
2016-02-14,39.582499999999996,39.87,39.16,0.7100000000000009,-0.36999999999999744,40.165,40.41,40.0,0.4099999999999966,-0.030000000000001137,39.1925,39.5,39.03,0.46999999999999886,0.3999999999999986,39.6875,39.92,39.47,0.45000000000000284,-0.07000000000000028,40707,44947,34923,10024,8523
2016-02-21,40.628,41.31,39.79,1.5200000000000031,1.5200000000000031,41.234,42.38,40.17,2.210000000000001,2.210000000000001,40.064,40.81,39.3,1.5100000000000051,1.0200000000000031,40.816,41.38,40.12,1.2600000000000051,0.9600000000000009,31994,49999,15657,34342,3546
2016-02-28,41.589999999999996,42.0,40.83,1.1700000000000017,1.1400000000000006,42.198,42.52,42.04,0.480000000000004,0.0,41.048,41.6,39.38,2.219999999999999,2.019999999999996,41.854,42.04,41.39,0.6499999999999986,0.6499999999999986,42153,65029,26956,38073,30392
2016-03-06,42.356,42.62,42.0,0.6199999999999974,0.46000000000000085,43.008,43.84,42.15,1.6900000000000048,1.6900000000000048,42.022,42.3,41.51,0.7899999999999991,0.7600000000000051,42.664,43.82,42.15,1.6700000000000017,1.6700000000000017,28727,57191,16762,40429,-4699
2016-03-13,43.978,45.05,43.53,1.519999999999996,1.519999999999996,44.82,46.53,43.84,2.6899999999999977,2.6899999999999977,43.66,44.21,43.14,1.0700000000000003,1.0700000000000003,44.054,44.71,43.63,1.0799999999999983,0.5899999999999963,47154,99412,15739,83673,83673
2016-03-20,44.165,44.39,43.87,0.5200000000000031,-0.13000000000000256,44.4875,45.09,44.08,1.0100000000000051,0.0,43.6175,43.83,43.25,0.5799999999999983,-0.22999999999999687,44.065,44.56,43.83,0.730000000000004,-0.14000000000000057,25007,36934,16932,20002,-10045
2016-03-27,44.968,45.41,44.2,1.2099999999999937,1.1099999999999994,45.956,47.38,44.87,2.510000000000005,2.510000000000005,44.312000000000005,44.97,43.45,1.519999999999996,0.8599999999999994,45.22,45.66,44.71,0.9499999999999957,0.14999999999999858,24162,38350,18411,19939,-19939
2016-04-03,44.742,45.23,44.32,0.9099999999999966,0.4799999999999969,45.18,45.39,44.92,0.46999999999999886,0.09999999999999432,44.294,44.81,43.55,1.2600000000000051,0.490000000000002,44.812,45.15,44.52,0.6299999999999955,0.3999999999999986,47013,86426,13336,73090,-56328
2016-04-10,46.63,47.29,45.3,1.990000000000002,1.6600000000000037,47.448,48.09,47.05,1.0400000000000063,0.13000000000000256,45.846000000000004,46.8,45.1,1.6999999999999957,0.1700000000000017,46.942,47.35,46.49,0.8599999999999994,-0.25,45221,100961,22962,77999,7733
2016-04-17,46.596,47.55,45.8,1.75,-0.7000000000000028,46.992,47.55,46.71,0.8399999999999963,-0.240000000000002,46.217999999999996,46.49,45.8,0.6900000000000048,-0.6099999999999994,46.422,46.68,45.99,0.6899999999999977,-0.6199999999999974,23971,29419,17041,12378,-609
2016-04-24,46.83,49.34,45.9,3.440000000000005,3.440000000000005,48.246,51.2,45.92,5.280000000000001,5.280000000000001,46.52,48.7,45.45,3.25,3.25,47.525999999999996,49.73,45.82,3.9099999999999966,3.799999999999997,116452,300833,26792,274041,41936
2016-05-01,49.112,49.86,48.21,1.6499999999999986,-1.6499999999999986,49.4,50.22,48.59,1.6299999999999955,-1.6299999999999955,48.508,49.57,47.85,1.7199999999999989,-1.7199999999999989,48.903999999999996,49.83,48.27,1.5599999999999952,-1.5599999999999952,50017,72014,36022,35992,13779
2016-05-08,48.426,48.8,47.97,0.8299999999999983,0.25,48.886,49.1,48.66,0.44000000000000483,-0.28000000000000114,47.842,48.22,47.45,0.769999999999996,-0.6300000000000026,48.327999999999996,48.71,47.72,0.990000000000002,-0.990000000000002,37869,49675,23352,26323,-19370
2016-05-15,48.3,49.08,47.39,1.6899999999999977,1.3399999999999963,49.062,49.43,48.59,0.8399999999999963,0.509999999999998,47.738,48.25,47.36,0.8900000000000006,0.6499999999999986,48.604,49.37,47.52,1.8499999999999943,0.2700000000000031,49989,77463,33808,43655,4807
2016-05-22,49.746,50.0,48.87,1.1300000000000026,1.0600000000000023,50.238,50.77,49.84,0.9299999999999997,0.259999999999998,49.440000000000005,49.59,48.87,0.720000000000006,0.6900000000000048,49.854,50.1,49.51,0.5900000000000034,0.5900000000000034,50630,72675,18201,54474,-48766
2016-05-29,50.3925,51.34,49.48,1.8600000000000065,0.980000000000004,50.875,51.39,50.36,1.0300000000000011,0.980000000000004,49.855000000000004,50.35,49.34,1.009999999999998,1.009999999999998,50.61,51.39,49.85,1.5399999999999991,1.0499999999999972,57490,89040,33771,55269,-55269
2016-06-05,52.11,53.13,51.21,1.9200000000000017,0.5600000000000023,52.7,53.13,52.13,1.0,-0.8799999999999955,51.616,51.94,51.15,0.7899999999999991,0.23000000000000398,52.272,52.73,51.92,0.8099999999999952,-0.8099999999999952,34422,56151,21390,34761,-34761
2016-06-12,51.467999999999996,52.0,50.98,1.0200000000000031,-0.7700000000000031,51.938,52.25,51.34,0.9099999999999966,-0.3500000000000014,51.052,51.29,50.54,0.75,0.0899999999999963,51.512,51.89,51.23,0.6600000000000037,0.5,37008,53605,18897,34708,20189
2016-06-19,52.222,52.84,51.71,1.1300000000000026,-0.44999999999999574,52.687999999999995,53.76,52.12,1.6400000000000006,-0.35999999999999943,51.9,52.84,51.0,1.8400000000000034,-0.8400000000000034,52.458,53.74,51.71,2.030000000000001,-0.5600000000000023,70419,163643,25324,138319,117690
2016-06-26,50.568,51.17,50.14,1.0300000000000011,-0.2600000000000051,50.75,51.17,50.3,0.8700000000000045,-0.1700000000000017,49.564,50.02,49.12,0.9000000000000057,-0.11999999999999744,50.126,50.96,49.64,1.3200000000000003,0.020000000000003126,45963,57150,32224,24926,-21945
2016-07-03,49.425,49.72,49.16,0.5600000000000023,0.4399999999999977,50.055,50.7,49.7,1.0,1.0,49.095,49.45,48.97,0.480000000000004,0.480000000000004,49.6675,50.36,49.4,0.9600000000000009,0.9600000000000009,35644,59346,19753,39593,30804
2016-07-10,51.606,52.8,50.34,2.4599999999999937,2.4599999999999937,52.216,53.13,50.74,2.3900000000000006,2.3500000000000014,51.468,52.42,50.34,2.0799999999999983,2.009999999999998,51.906,52.91,50.73,2.1799999999999997,2.1799999999999997,37034,50751,24674,26077,-4925
2016-07-17,52.635999999999996,53.5,51.01,2.490000000000002,-0.7800000000000011,53.754,54.62,53.02,1.5999999999999943,-0.8599999999999994,52.326,53.05,51.01,2.039999999999999,-0.3200000000000003,53.016,53.42,52.41,1.0100000000000051,-0.46999999999999886,38054,53475,26837,26638,6801
2016-07-24,54.586,55.34,53.08,2.260000000000005,2.260000000000005,55.764,56.4,55.02,1.3799999999999955,1.3799999999999955,54.168,54.85,53.08,1.7700000000000031,1.3999999999999986,54.942,55.6,54.67,0.9299999999999997,-0.15000000000000568,65430,88395,43633,44762,-30308
2016-07-31,54.879999999999995,55.01,54.55,0.46000000000000085,0.4200000000000017,55.446,56.53,55.0,1.5300000000000011,1.230000000000004,54.482,54.83,54.13,0.6999999999999957,0.5899999999999963,55.068,56.26,54.67,1.5899999999999963,1.4099999999999966,46669,64030,28931,35099,15417
2016-08-07,57.35,58.23,56.54,1.6899999999999977,1.6899999999999977,58.562,60.15,56.75,3.3999999999999986,2.200000000000003,56.442,57.53,55.58,1.9500000000000028,-0.21999999999999886,57.734,58.46,56.4,2.0600000000000023,2.0600000000000023,52158,92267,31712,60555,2665
2016-08-14,57.638,58.81,57.16,1.6500000000000057,-1.3599999999999994,57.77,58.81,57.41,1.4000000000000057,-1.2199999999999989,56.996,57.21,56.86,0.3500000000000014,-0.3200000000000003,57.294,57.61,57.12,0.490000000000002,-0.490000000000002,33485,46181,19646,26535,-26535
2016-08-21,58.21,59.67,57.17,2.5,2.3400000000000034,58.88,60.29,57.39,2.8999999999999986,2.8999999999999986,57.912,59.42,56.51,2.9100000000000037,2.9100000000000037,58.63,60.16,56.8,3.3599999999999994,3.3599999999999994,45059,74182,17184,56998,24890
2016-08-28,61.19,61.71,60.23,1.480000000000004,1.3000000000000043,61.562,61.73,61.14,0.5899999999999963,0.46000000000000085,60.746,61.03,60.16,0.8700000000000045,0.8700000000000045,61.316,61.6,60.61,0.990000000000002,0.990000000000002,48413,72512,28211,44301,-33477
2016-09-04,41.370000000000005,62.13,20.73,41.400000000000006,-41.11,41.65,62.51,20.78,41.73,-41.73,41.085,61.75,20.39,41.36,-41.36,41.375,62.33,20.41,41.92,-41.599999999999994,114547,193317,38522,154795,154795
