Date,EFX_stock_Open_average,EFX_stock_Open_max,EFX_stock_Open_min,EFX_stock_Open_volatility,EFX_stock_Open_change,EFX_stock_High_average,EFX_stock_High_max,EFX_stock_High_min,EFX_stock_High_volatility,EFX_stock_High_change,EFX_stock_Low_average,EFX_stock_Low_max,EFX_stock_Low_min,EFX_stock_Low_volatility,EFX_stock_Low_change,EFX_stock_Close_average,EFX_stock_Close_max,EFX_stock_Close_min,EFX_stock_Close_volatility,EFX_stock_Close_change,EFX_stock_Volume_average,EFX_stock_Volume_max,EFX_stock_Volume_min,EFX_stock_Volume_volatility,EFX_stock_Volume_change
2016-01-03,108.32000000000001,110.17,105.75,4.420000000000002,-4.170000000000002,109.012,110.77,105.93,4.839999999999989,-4.309999999999988,106.584,109.16,102.04,7.11999999999999,-6.299999999999997,107.264,110.11,102.24,7.8700000000000045,-7.210000000000008,1072149,1421266,575055,846211,222814
2016-01-10,102.002,103.02,100.68,2.339999999999989,-2.339999999999989,103.49000000000001,104.15,103.12,1.0300000000000011,0.1799999999999926,100.64,100.96,100.35,0.6099999999999994,-0.23999999999999488,102.322,103.46,101.04,2.4199999999999875,1.0300000000000011,1158924,1380238,953680,426558,-426558
2016-01-17,103.0025,103.94,102.0,1.9399999999999977,-0.06999999999999318,103.8275,104.87,102.82,2.0500000000000114,0.5700000000000074,101.48,103.71,98.4,5.309999999999988,0.7799999999999869,103.25,104.84,101.68,3.1599999999999966,0.980000000000004,878308,1054374,709415,344959,-344959
2016-01-24,103.994,104.71,102.76,1.9499999999999886,-1.8699999999999903,104.958,105.86,103.68,2.1799999999999926,1.1700000000000017,102.81400000000001,104.01,101.65,2.3599999999999994,-1.5,103.908,105.8,101.77,4.030000000000001,1.6599999999999966,942637,1238064,691143,546921,214037
2016-01-31,104.388,106.01,103.12,2.8900000000000006,-1.7800000000000011,105.33200000000001,107.39,103.76,3.6299999999999955,-3.6299999999999955,102.206,104.74,99.53,5.209999999999994,-5.209999999999994,103.478,106.92,99.88,7.040000000000006,-7.040000000000006,848227,1048950,584117,464833,62263
2016-02-07,94.994,99.12,92.65,6.469999999999999,-3.8200000000000074,96.96,99.3,94.22,5.079999999999998,-0.1599999999999966,93.02,95.3,91.72,3.5799999999999983,2.489999999999995,94.512,97.47,93.22,4.25,3.569999999999993,1610750,1781725,1402614,379111,-281777
2016-02-14,100.43,102.22,98.97,3.25,1.4699999999999989,101.3975,102.55,99.94,2.6099999999999994,1.2000000000000028,99.325,100.41,97.61,2.799999999999997,2.180000000000007,100.71000000000001,101.79,99.17,2.6200000000000045,1.8199999999999932,1173238,1542475,768055,774420,214665
2016-02-21,103.614,106.73,101.83,4.900000000000006,4.900000000000006,105.134,107.08,103.67,3.4099999999999966,3.4099999999999966,102.986,105.93,101.29,4.640000000000001,4.1000000000000085,104.768,106.53,103.14,3.3900000000000006,3.010000000000005,778172,924632,624158,300474,-293327
2016-02-28,106.262,107.0,105.59,1.4099999999999966,0.9699999999999989,107.294,108.64,106.53,2.1099999999999994,2.1099999999999994,105.452,105.97,104.78,1.1899999999999977,1.1899999999999977,106.63199999999999,107.66,104.88,2.780000000000001,2.780000000000001,644528,815138,513832,301306,154917
2016-03-06,106.66,107.6,105.12,2.4799999999999898,0.7800000000000011,107.364,108.55,106.14,2.4099999999999966,1.0999999999999943,105.632,106.81,104.66,2.1500000000000057,1.6800000000000068,106.81400000000001,108.45,106.0,2.450000000000003,2.3700000000000045,735083,1310837,549957,760880,748738
2016-03-13,109.532,111.86,108.06,3.799999999999997,3.799999999999997,111.042,113.03,110.0,3.030000000000001,3.030000000000001,109.162,111.18,107.52,3.660000000000011,3.660000000000011,110.632,112.51,109.5,3.010000000000005,2.8000000000000114,687580,959310,540768,418542,247735
2016-03-20,111.58500000000001,112.09,110.73,1.3599999999999994,-1.2099999999999937,112.3675,112.97,111.25,1.7199999999999989,-1.3400000000000034,110.7475,111.54,109.09,2.450000000000003,-2.450000000000003,111.875,112.51,111.23,1.2800000000000011,-0.9899999999999949,751594,1042181,410425,631756,372059
2016-03-27,112.926,114.01,111.55,2.460000000000008,2.180000000000007,114.18,116.8,112.31,4.489999999999995,4.489999999999995,112.366,113.57,110.92,2.6499999999999915,2.6499999999999915,113.916,116.59,111.95,4.640000000000001,4.640000000000001,467164,726581,307956,418625,359187
2016-04-03,115.222,116.59,114.45,2.1400000000000006,-1.1500000000000057,115.64,116.79,114.78,2.010000000000005,-1.2000000000000028,114.064,115.13,113.17,1.9599999999999937,-1.0,114.848,115.45,113.78,1.6700000000000017,-0.4000000000000057,530898,710182,374099,336083,336083
2016-04-10,115.00800000000001,116.15,114.09,2.0600000000000023,0.8100000000000023,115.66,117.22,114.09,3.1299999999999955,1.0300000000000011,114.174,115.45,113.09,2.3599999999999994,1.7999999999999972,114.854,116.18,113.48,2.700000000000003,2.490000000000009,483953,626958,407574,219384,6945
