Date,First Trust Multi Cap Growth AlphaDEX_etf_Open_average,First Trust Multi Cap Growth AlphaDEX_etf_Open_max,First Trust Multi Cap Growth AlphaDEX_etf_Open_min,First Trust Multi Cap Growth AlphaDEX_etf_Open_volatility,First Trust Multi Cap Growth AlphaDEX_etf_Open_change,First Trust Multi Cap Growth AlphaDEX_etf_High_average,First Trust Multi Cap Growth AlphaDEX_etf_High_max,First Trust Multi Cap Growth AlphaDEX_etf_High_min,First Trust Multi Cap Growth AlphaDEX_etf_High_volatility,First Trust Multi Cap Growth AlphaDEX_etf_High_change,First Trust Multi Cap Growth AlphaDEX_etf_Low_average,First Trust Multi Cap Growth AlphaDEX_etf_Low_max,First Trust Multi Cap Growth AlphaDEX_etf_Low_min,First Trust Multi Cap Growth AlphaDEX_etf_Low_volatility,First Trust Multi Cap Growth AlphaDEX_etf_Low_change,First Trust Multi Cap Growth AlphaDEX_etf_Close_average,First Trust Multi Cap Growth AlphaDEX_etf_Close_max,First Trust Multi Cap Growth AlphaDEX_etf_Close_min,First Trust Multi Cap Growth AlphaDEX_etf_Close_volatility,First Trust Multi Cap Growth AlphaDEX_etf_Close_change
2016-01-03,47.43,47.43,47.43,0.0,0.0,47.43,47.43,47.43,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2016-01-10,45.14,45.14,45.14,0.0,0.0,45.44,45.44,45.44,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2016-01-17,45.9,45.9,45.9,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2016-01-24,45.47,45.47,45.47,0.0,0.0,46.58,46.58,46.58,0.0,0.0,45.47,45.47,45.47,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2016-01-31,45.43,45.43,45.43,0.0,0.0,45.43,45.43,45.43,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2016-02-07,43.88,43.88,43.88,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.64,43.64,43.64,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2016-02-14,45.23,45.23,45.23,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2016-02-21,46.97,46.97,46.97,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2016-02-28,47.59,47.59,47.59,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2016-03-06,47.97,47.97,47.97,0.0,0.0,48.19,48.19,48.19,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2016-03-13,48.66,48.66,48.66,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2016-03-20,48.02,48.02,48.02,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2016-03-27,49.14,49.14,49.14,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2016-04-03,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2016-04-10,49.67,49.67,49.67,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2016-04-17,49.54,49.54,49.54,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2016-04-24,49.34,49.34,49.34,0.0,0.0,49.34,49.34,49.34,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2016-05-01,49.19,49.19,49.19,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2016-05-08,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2016-05-15,49.07,49.07,49.07,0.0,0.0,49.3,49.3,49.3,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2016-05-22,50.27,50.27,50.27,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2016-05-29,50.86,50.86,50.86,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2016-06-05,50.84,50.84,50.84,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2016-06-12,50.05,50.05,50.05,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2016-06-19,49.71,49.71,49.71,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2016-06-26,51.11,51.11,51.11,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2016-07-03,51.9,51.9,51.9,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2016-07-10,52.97,52.97,52.97,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2016-07-17,52.54,52.54,52.54,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.54,52.54,52.54,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2016-07-24,53.36,53.36,53.36,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.41,53.41,53.41,0.0,0.0
2016-07-31,53.18,53.18,53.18,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2016-08-07,53.02,53.02,53.02,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2016-08-14,52.88,52.88,52.88,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2016-08-21,52.95,52.95,52.95,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2016-08-28,53.42,53.42,53.42,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2016-09-04,52.85,52.85,52.85,0.0,0.0,52.85,52.85,52.85,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2016-09-11,51.86,51.86,51.86,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2016-09-18,53.07,53.07,53.07,0.0,0.0,53.31,53.31,53.31,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2016-09-25,52.5,52.5,52.5,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2016-10-02,51.99,51.99,51.99,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.78,51.78,51.78,0.0,0.0
2016-10-09,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2016-10-16,50.83,50.83,50.83,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2016-10-23,49.96,49.96,49.96,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2016-10-30,48.72,48.72,48.72,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2016-11-06,50.98,50.98,50.98,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2016-11-13,52.38,52.38,52.38,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2016-11-20,53.34,53.34,53.34,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2016-11-27,51.86,51.86,51.86,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2016-12-04,54.07,54.07,54.07,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2016-12-11,53.36,53.36,53.36,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2016-12-18,52.95,52.95,52.95,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.95,52.95,52.95,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2016-12-25,53.06,53.06,53.06,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2017-01-01,53.68,53.68,53.68,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2017-01-08,53.83,53.83,53.83,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2017-01-15,53.53,53.53,53.53,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2017-01-22,54.31,54.31,54.31,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2017-01-29,54.36,54.36,54.36,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2017-02-05,54.98,54.98,54.98,0.0,0.0,55.28,55.28,55.28,0.0,0.0,54.84,54.84,54.84,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2017-02-12,55.37,55.37,55.37,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2017-02-19,55.63,55.63,55.63,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2017-02-26,55.98,55.98,55.98,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.87,55.87,55.87,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2017-03-05,55.42,55.42,55.42,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2017-03-12,56.18,56.18,56.18,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2017-03-19,55.37,55.37,55.37,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2017-03-26,55.99,55.99,55.99,0.0,0.0,56.28,56.28,56.28,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.21,56.21,56.21,0.0,0.0
2017-04-02,55.86,55.86,55.86,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2017-04-09,54.87,54.87,54.87,0.0,0.0,55.21,55.21,55.21,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2017-04-16,55.9,55.9,55.9,0.0,0.0,56.04,56.04,56.04,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2017-04-23,57.21,57.21,57.21,0.0,0.0,57.44,57.44,57.44,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2017-04-30,56.94,56.94,56.94,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.82,56.82,56.82,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2017-05-07,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2017-05-14,56.55,56.55,56.55,0.0,0.0,56.92,56.92,56.92,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2017-05-21,57.57,57.57,57.57,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2017-05-28,58.21,58.21,58.21,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2017-06-04,59.15,59.15,59.15,0.0,0.0,59.43,59.43,59.43,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2017-06-11,58.28,58.28,58.28,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2017-06-18,58.65,58.65,58.65,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2017-06-25,58.32,58.32,58.32,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2017-07-02,58.13,58.13,58.13,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2017-07-09,59.4,59.4,59.4,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2017-07-16,60.02,60.02,60.02,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2017-07-23,59.44,59.44,59.44,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.46,59.46,59.46,0.0,0.0
2017-07-30,58.92,58.92,58.92,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2017-08-06,57.62,57.62,57.62,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.98,57.98,57.98,0.0,0.0
