Date,First Trust Multi Cap Growth AlphaDEX_etf_Open_average,First Trust Multi Cap Growth AlphaDEX_etf_Open_max,First Trust Multi Cap Growth AlphaDEX_etf_Open_min,First Trust Multi Cap Growth AlphaDEX_etf_Open_volatility,First Trust Multi Cap Growth AlphaDEX_etf_Open_change,First Trust Multi Cap Growth AlphaDEX_etf_High_average,First Trust Multi Cap Growth AlphaDEX_etf_High_max,First Trust Multi Cap Growth AlphaDEX_etf_High_min,First Trust Multi Cap Growth AlphaDEX_etf_High_volatility,First Trust Multi Cap Growth AlphaDEX_etf_High_change,First Trust Multi Cap Growth AlphaDEX_etf_Low_average,First Trust Multi Cap Growth AlphaDEX_etf_Low_max,First Trust Multi Cap Growth AlphaDEX_etf_Low_min,First Trust Multi Cap Growth AlphaDEX_etf_Low_volatility,First Trust Multi Cap Growth AlphaDEX_etf_Low_change,First Trust Multi Cap Growth AlphaDEX_etf_Close_average,First Trust Multi Cap Growth AlphaDEX_etf_Close_max,First Trust Multi Cap Growth AlphaDEX_etf_Close_min,First Trust Multi Cap Growth AlphaDEX_etf_Close_volatility,First Trust Multi Cap Growth AlphaDEX_etf_Close_change
2017-08-13,57.64,57.64,57.64,0.0,0.0,58.04,58.04,58.04,0.0,0.0,57.62,57.62,57.62,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2017-08-20,58.66,58.66,58.66,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2017-08-27,59.97,59.97,59.97,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2017-09-03,58.96,58.96,58.96,0.0,0.0,59.46,59.46,59.46,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2017-09-10,60.16,60.16,60.16,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2017-09-17,60.47,60.47,60.47,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.66,60.66,60.66,0.0,0.0
2017-09-24,61.49,61.49,61.49,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2017-10-01,62.67,62.67,62.67,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2017-10-08,62.97,62.97,62.97,0.0,0.0,63.02,63.02,63.02,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2017-10-15,63.16,63.16,63.16,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2017-10-22,63.14,63.14,63.14,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2017-10-29,63.47,63.47,63.47,0.0,0.0,63.83,63.83,63.83,0.0,0.0,63.47,63.47,63.47,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2017-11-05,62.95,62.95,62.95,0.0,0.0,63.28,63.28,63.28,0.0,0.0,62.95,62.95,62.95,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2017-11-12,64.05,64.05,64.05,0.0,0.0,64.05,64.05,64.05,0.0,0.0,63.86,63.86,63.86,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2017-11-19,65.02,65.02,65.02,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.02,65.02,65.02,0.0,0.0
2017-11-26,65.5,65.5,65.5,0.0,0.0,65.5,65.5,65.5,0.0,0.0,64.1,64.1,64.1,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2017-12-03,64.99,64.99,64.99,0.0,0.0,65.18,65.18,65.18,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2017-12-10,64.8,64.8,64.8,0.0,0.0,65.4,65.4,65.4,0.0,0.0,64.8,64.8,64.8,0.0,0.0,65.14,65.14,65.14,0.0,0.0
2017-12-17,65.51,65.51,65.51,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.53,65.53,65.53,0.0,0.0
2017-12-24,65.59,65.59,65.59,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2017-12-31,66.65,66.65,66.65,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.65,66.65,66.65,0.0,0.0,66.92,66.92,66.92,0.0,0.0
