Date,INTT_stock_Open_average,INTT_stock_Open_max,INTT_stock_Open_min,INTT_stock_Open_volatility,INTT_stock_Open_change,INTT_stock_High_average,INTT_stock_High_max,INTT_stock_High_min,INTT_stock_High_volatility,INTT_stock_High_change,INTT_stock_Low_average,INTT_stock_Low_max,INTT_stock_Low_min,INTT_stock_Low_volatility,INTT_stock_Low_change,INTT_stock_Close_average,INTT_stock_Close_max,INTT_stock_Close_min,INTT_stock_Close_volatility,INTT_stock_Close_change,INTT_stock_Volume_average,INTT_stock_Volume_max,INTT_stock_Volume_min,INTT_stock_Volume_volatility,INTT_stock_Volume_change
2016-01-03,4.224,4.27,4.15,0.11999999999999922,-0.020000000000000462,4.287999999999999,4.38,4.26,0.1200000000000001,0.1200000000000001,4.208,4.26,4.15,0.10999999999999943,0.04999999999999982,4.266,4.38,4.16,0.21999999999999975,0.21999999999999975,1931,4760,210,4550,-3482
2016-01-10,4.476,4.63,4.37,0.2599999999999998,0.20999999999999996,4.546,4.69,4.4,0.29000000000000004,0.1899999999999995,4.408,4.5,4.33,0.16999999999999993,0.09999999999999964,4.498,4.61,4.38,0.23000000000000043,0.08999999999999986,2639,5065,1394,3671,-2431
2016-01-17,4.359999999999999,4.42,4.32,0.09999999999999964,0.07000000000000028,4.415,4.52,4.32,0.1999999999999993,-0.09999999999999964,4.279999999999999,4.34,4.17,0.16999999999999993,0.009999999999999787,4.33,4.4,4.18,0.22000000000000064,0.0,2719,3348,1698,1650,-518
2016-01-24,4.266,4.36,4.2,0.16000000000000014,-0.1200000000000001,4.322,4.42,4.24,0.17999999999999972,-0.13999999999999968,4.18,4.3,4.0,0.2999999999999998,-0.21999999999999975,4.208,4.3,4.0,0.2999999999999998,-0.21999999999999975,1932,5516,505,5011,4816
2016-01-31,3.936,4.02,3.88,0.13999999999999968,-0.040000000000000036,3.9739999999999998,4.05,3.88,0.16999999999999993,0.0,3.884,3.99,3.83,0.16000000000000014,0.029999999999999805,3.932,4.0,3.86,0.14000000000000012,0.1299999999999999,1928,5623,500,5123,-854
2016-02-07,3.976666666666667,3.99,3.95,0.040000000000000036,0.040000000000000036,3.98,4.0,3.95,0.04999999999999982,0.040000000000000036,3.94,3.99,3.85,0.14000000000000012,0.14000000000000012,3.98,4.0,3.95,0.04999999999999982,0.040000000000000036,733,1500,200,1300,-1300
2016-02-14,3.92,3.99,3.85,0.14000000000000012,-0.14000000000000012,3.9533333333333336,3.99,3.92,0.07000000000000028,-0.040000000000000036,3.9166666666666665,3.99,3.84,0.15000000000000036,-0.15000000000000036,3.9166666666666665,3.99,3.84,0.15000000000000036,-0.15000000000000036,519,1044,214,830,745
2016-02-21,3.93,3.94,3.92,0.020000000000000018,0.020000000000000018,3.933333333333333,3.94,3.92,0.020000000000000018,0.020000000000000018,3.93,3.94,3.92,0.020000000000000018,0.020000000000000018,3.933333333333333,3.94,3.92,0.020000000000000018,0.020000000000000018,3266,7743,260,7483,1537
2016-02-28,3.894,3.96,3.78,0.18000000000000016,-0.1200000000000001,3.922,3.96,3.87,0.08999999999999986,0.020000000000000018,3.874,3.96,3.75,0.20999999999999996,-0.1499999999999999,3.874,3.96,3.75,0.20999999999999996,-0.1499999999999999,940,2588,202,2386,2329
2016-03-06,3.646,3.72,3.59,0.13000000000000034,-0.10000000000000009,3.73,3.85,3.6,0.25,-0.050000000000000266,3.56,3.72,3.49,0.22999999999999998,-0.17000000000000037,3.592,3.72,3.5,0.2200000000000002,-0.050000000000000266,2415,4754,414,4340,1646
2016-03-13,3.6925,3.84,3.59,0.25,0.17999999999999972,3.785,3.89,3.69,0.20000000000000018,0.20000000000000018,3.685,3.84,3.56,0.2799999999999998,0.17999999999999972,3.785,3.89,3.69,0.20000000000000018,0.20000000000000018,2102,4978,537,4441,3278
2016-03-20,3.8325,3.88,3.75,0.1299999999999999,0.0,3.92,4.0,3.84,0.16000000000000014,0.08000000000000007,3.8125,3.85,3.75,0.10000000000000009,0.03000000000000025,3.86,4.0,3.77,0.22999999999999998,0.18000000000000016,1378,2200,612,1588,-374
2016-03-27,3.824,3.9,3.67,0.22999999999999998,0.06999999999999984,3.93,4.12,3.82,0.30000000000000027,0.30000000000000027,3.706,3.82,3.52,0.2999999999999998,-0.10999999999999988,3.864,4.1,3.68,0.4199999999999995,0.2799999999999998,6134,20210,433,19777,5482
2016-04-03,4.032,4.23,3.89,0.3400000000000003,-0.10000000000000009,4.176,4.26,4.07,0.1899999999999995,-0.11000000000000032,3.962,4.06,3.87,0.1899999999999995,-0.16999999999999993,4.088,4.26,3.95,0.3099999999999996,-0.010000000000000675,1778,2937,557,2380,1170
2016-04-10,4.008,4.16,3.85,0.31000000000000005,-0.23999999999999977,4.102,4.23,3.96,0.27000000000000046,-0.25000000000000044,3.944,4.06,3.77,0.2899999999999996,-0.20999999999999952,3.994,4.12,3.85,0.27,-0.26000000000000023,3062,5304,1155,4149,-2448
2016-04-17,3.88,3.99,3.77,0.2200000000000002,-0.16000000000000014,3.936,3.99,3.87,0.1200000000000001,-0.1200000000000001,3.79,3.89,3.68,0.20999999999999996,-0.10000000000000009,3.848,3.9,3.68,0.21999999999999975,-0.029999999999999805,3651,6221,510,5711,-1997
2016-04-24,3.818,3.87,3.78,0.0900000000000003,0.07000000000000028,3.894,3.96,3.86,0.10000000000000009,-0.010000000000000231,3.796,3.87,3.76,0.11000000000000032,0.03000000000000025,3.862,3.94,3.79,0.1499999999999999,-0.07000000000000028,2965,5536,1610,3926,881
2016-05-01,3.86,3.97,3.74,0.22999999999999998,0.20000000000000018,3.942,3.97,3.92,0.050000000000000266,0.020000000000000018,3.792,3.86,3.74,0.11999999999999966,0.0,3.85,3.9,3.81,0.08999999999999986,-0.08999999999999986,1978,3702,800,2902,-970
2016-05-08,3.848,3.88,3.8,0.08000000000000007,0.0,3.89,3.95,3.85,0.10000000000000009,-0.040000000000000036,3.768,3.85,3.7,0.1499999999999999,-0.1499999999999999,3.828,3.89,3.76,0.13000000000000034,-0.050000000000000266,2186,4256,400,3856,3839
2016-05-15,3.85,3.97,3.78,0.1900000000000004,-0.010000000000000231,3.92,3.98,3.78,0.20000000000000018,-0.18000000000000016,3.8125,3.86,3.78,0.08000000000000007,-0.010000000000000231,3.84,3.9,3.78,0.1200000000000001,-0.08000000000000007,1331,2784,240,2544,-360
2016-05-22,3.7824999999999998,3.85,3.73,0.1200000000000001,0.1200000000000001,3.8575,3.93,3.78,0.15000000000000036,0.07000000000000028,3.7375,3.77,3.71,0.06000000000000005,0.04999999999999982,3.8325,3.93,3.78,0.15000000000000036,0.010000000000000231,1313,2025,698,1327,-939
2016-05-29,3.6925,3.78,3.61,0.16999999999999993,-0.020000000000000018,3.79,3.89,3.72,0.16999999999999993,-0.11000000000000032,3.6174999999999997,3.76,3.48,0.2799999999999998,0.2799999999999998,3.715,3.78,3.66,0.11999999999999966,0.11999999999999966,3631,9882,1000,8882,-8782
2016-06-05,3.834,3.93,3.71,0.2200000000000002,0.2200000000000002,3.9,3.95,3.81,0.14000000000000012,0.14000000000000012,3.826,3.91,3.71,0.20000000000000018,0.20000000000000018,3.9,3.95,3.81,0.14000000000000012,0.14000000000000012,2449,5234,800,4434,-3735
2016-06-12,3.986,4.12,3.83,0.29000000000000004,-0.14000000000000012,4.048,4.12,3.95,0.16999999999999993,-0.020000000000000018,3.93,4.03,3.79,0.2400000000000002,-0.14000000000000012,4.02,4.1,3.89,0.20999999999999952,-0.08000000000000007,3880,10012,410,9602,9602
2016-06-19,4.042,4.1,3.98,0.11999999999999966,0.020000000000000018,4.084,4.1,4.04,0.05999999999999961,0.009999999999999787,3.98,4.0,3.96,0.040000000000000036,-0.020000000000000018,4.044,4.1,4.0,0.09999999999999964,0.009999999999999787,6314,14403,1730,12673,12673
2016-06-26,3.866,3.99,3.76,0.23000000000000043,-0.1200000000000001,3.912,3.99,3.87,0.1200000000000001,-0.08000000000000007,3.772,3.89,3.66,0.22999999999999998,-0.14000000000000012,3.84,3.91,3.79,0.1200000000000001,-0.020000000000000018,1775,3500,1222,2278,138
2016-07-03,3.915,3.93,3.88,0.050000000000000266,0.010000000000000231,3.92,3.94,3.88,0.06000000000000005,0.0,3.88,3.93,3.84,0.0900000000000003,-0.03000000000000025,3.9,3.94,3.88,0.06000000000000005,0.020000000000000018,840,1700,102,1598,-442
