Date,iShares Global TechEtf_Open_average,iShares Global TechEtf_Open_max,iShares Global TechEtf_Open_min,iShares Global TechEtf_Open_volatility,iShares Global TechEtf_Open_change,iShares Global TechEtf_High_average,iShares Global TechEtf_High_max,iShares Global TechEtf_High_min,iShares Global TechEtf_High_volatility,iShares Global TechEtf_High_change,iShares Global TechEtf_Low_average,iShares Global TechEtf_Low_max,iShares Global TechEtf_Low_min,iShares Global TechEtf_Low_volatility,iShares Global TechEtf_Low_change,iShares Global TechEtf_Close_average,iShares Global TechEtf_Close_max,iShares Global TechEtf_Close_min,iShares Global TechEtf_Close_volatility,iShares Global TechEtf_Close_change
2016-01-03,92.22,92.22,92.22,0.0,0.0,92.43,92.43,92.43,0.0,0.0,90.56,90.56,90.56,0.0,0.0,90.63,90.63,90.63,0.0,0.0
2016-01-10,88.75,88.75,88.75,0.0,0.0,89.24,89.24,89.24,0.0,0.0,87.5,87.5,87.5,0.0,0.0,88.45,88.45,88.45,0.0,0.0
2016-01-17,90.35,90.35,90.35,0.0,0.0,91.12,91.12,91.12,0.0,0.0,90.3,90.3,90.3,0.0,0.0,91.11,91.11,91.11,0.0,0.0
2016-01-24,90.43,90.43,90.43,0.0,0.0,92.48,92.48,92.48,0.0,0.0,90.37,90.37,90.37,0.0,0.0,92.48,92.48,92.48,0.0,0.0
2016-01-31,90.77,90.77,90.77,0.0,0.0,90.96,90.96,90.96,0.0,0.0,88.0,88.0,88.0,0.0,0.0,88.21,88.21,88.21,0.0,0.0
2016-02-07,86.99,86.99,86.99,0.0,0.0,87.29,87.29,87.29,0.0,0.0,86.29,86.29,86.29,0.0,0.0,87.22,87.22,87.22,0.0,0.0
2016-02-14,90.35,90.35,90.35,0.0,0.0,90.98,90.98,90.98,0.0,0.0,90.2,90.2,90.2,0.0,0.0,90.87,90.87,90.87,0.0,0.0
2016-02-21,92.67,92.67,92.67,0.0,0.0,92.8,92.8,92.8,0.0,0.0,91.74,91.74,91.74,0.0,0.0,91.99,91.99,91.99,0.0,0.0
2016-02-28,94.93,94.93,94.93,0.0,0.0,95.44,95.44,95.44,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.83,94.83,94.83,0.0,0.0
2016-03-06,95.25,95.25,95.25,0.0,0.0,96.0,96.0,96.0,0.0,0.0,95.18,95.18,95.18,0.0,0.0,95.9,95.9,95.9,0.0,0.0
2016-03-13,98.33,98.33,98.33,0.0,0.0,98.36,98.36,98.36,0.0,0.0,97.81,97.81,97.81,0.0,0.0,98.18,98.18,98.18,0.0,0.0
2016-03-20,97.47,97.47,97.47,0.0,0.0,98.02,98.02,98.02,0.0,0.0,97.47,97.47,97.47,0.0,0.0,98.02,98.02,98.02,0.0,0.0
2016-03-27,98.99,98.99,98.99,0.0,0.0,100.38,100.38,100.38,0.0,0.0,98.72,98.72,98.72,0.0,0.0,100.28,100.28,100.28,0.0,0.0
2016-04-03,99.3,99.3,99.3,0.0,0.0,99.39,99.39,99.39,0.0,0.0,98.47,98.47,98.47,0.0,0.0,98.69,98.69,98.69,0.0,0.0
2016-04-10,100.59,100.59,100.59,0.0,0.0,100.77,100.77,100.77,0.0,0.0,100.1,100.1,100.1,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2016-04-17,98.85,98.85,98.85,0.0,0.0,99.11,99.11,99.11,0.0,0.0,98.01,98.01,98.01,0.0,0.0,98.49,98.49,98.49,0.0,0.0
2016-04-24,95.55,95.55,95.55,0.0,0.0,95.66,95.66,95.66,0.0,0.0,94.43,94.43,94.43,0.0,0.0,95.04,95.04,95.04,0.0,0.0
2016-05-01,94.0,94.0,94.0,0.0,0.0,94.85,94.85,94.85,0.0,0.0,94.0,94.0,94.0,0.0,0.0,94.85,94.85,94.85,0.0,0.0
2016-05-08,94.77,94.77,94.77,0.0,0.0,95.38,95.38,95.38,0.0,0.0,94.37,94.37,94.37,0.0,0.0,94.66,94.66,94.66,0.0,0.0
2016-05-15,95.36,95.36,95.36,0.0,0.0,96.25,96.25,96.25,0.0,0.0,95.36,95.36,95.36,0.0,0.0,95.93,95.93,95.93,0.0,0.0
2016-05-22,98.98,98.98,98.98,0.0,0.0,99.38,99.38,99.38,0.0,0.0,98.69,98.69,98.69,0.0,0.0,99.31,99.31,99.31,0.0,0.0
2016-05-29,99.43,99.43,99.43,0.0,0.0,99.45,99.45,99.45,0.0,0.0,98.8,98.8,98.8,0.0,0.0,99.25,99.25,99.25,0.0,0.0
2016-06-05,99.27,99.27,99.27,0.0,0.0,99.48,99.48,99.48,0.0,0.0,98.71,98.71,98.71,0.0,0.0,98.98,98.98,98.98,0.0,0.0
2016-06-12,97.85,97.85,97.85,0.0,0.0,97.85,97.85,97.85,0.0,0.0,96.97,96.97,96.97,0.0,0.0,97.34,97.34,97.34,0.0,0.0
2016-06-19,95.34,95.34,95.34,0.0,0.0,96.76,96.76,96.76,0.0,0.0,94.66,94.66,94.66,0.0,0.0,94.86,94.86,94.86,0.0,0.0
2016-06-26,97.42,97.42,97.42,0.0,0.0,97.95,97.95,97.95,0.0,0.0,97.42,97.42,97.42,0.0,0.0,97.53,97.53,97.53,0.0,0.0
2016-07-03,97.96,97.96,97.96,0.0,0.0,98.9,98.9,98.9,0.0,0.0,97.96,97.96,97.96,0.0,0.0,98.8,98.8,98.8,0.0,0.0
2016-07-10,101.85,101.85,101.85,0.0,0.0,102.0,102.0,102.0,0.0,0.0,101.25,101.25,101.25,0.0,0.0,101.45,101.45,101.45,0.0,0.0
2016-07-17,103.12,103.12,103.12,0.0,0.0,103.59,103.59,103.59,0.0,0.0,102.79,102.79,102.79,0.0,0.0,103.51,103.51,103.51,0.0,0.0
2016-07-24,105.31,105.31,105.31,0.0,0.0,105.56,105.56,105.56,0.0,0.0,105.0,105.0,105.0,0.0,0.0,105.39,105.39,105.39,0.0,0.0
2016-07-31,106.15,106.15,106.15,0.0,0.0,106.86,106.86,106.86,0.0,0.0,106.15,106.15,106.15,0.0,0.0,106.73,106.73,106.73,0.0,0.0
2016-08-07,107.12,107.12,107.12,0.0,0.0,107.3,107.3,107.3,0.0,0.0,106.98,106.98,106.98,0.0,0.0,107.09,107.09,107.09,0.0,0.0
2016-08-14,107.43,107.43,107.43,0.0,0.0,107.94,107.94,107.94,0.0,0.0,107.43,107.43,107.43,0.0,0.0,107.87,107.87,107.87,0.0,0.0
2016-08-21,107.66,107.66,107.66,0.0,0.0,108.37,108.37,108.37,0.0,0.0,107.05,107.05,107.05,0.0,0.0,107.57,107.57,107.57,0.0,0.0
2016-08-28,108.38,108.38,108.38,0.0,0.0,108.65,108.65,108.65,0.0,0.0,108.12,108.12,108.12,0.0,0.0,108.45,108.45,108.45,0.0,0.0
2016-09-04,107.71,107.71,107.71,0.0,0.0,107.92,107.92,107.92,0.0,0.0,106.31,106.31,106.31,0.0,0.0,106.33,106.33,106.33,0.0,0.0
2016-09-11,108.88,108.88,108.88,0.0,0.0,108.88,108.88,108.88,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.66,108.66,108.66,0.0,0.0
2016-09-18,110.53,110.53,110.53,0.0,0.0,110.55,110.55,110.55,0.0,0.0,109.66,109.66,109.66,0.0,0.0,109.82,109.82,109.82,0.0,0.0
2016-09-25,110.39,110.39,110.39,0.0,0.0,110.86,110.86,110.86,0.0,0.0,110.09,110.09,110.09,0.0,0.0,110.71,110.71,110.71,0.0,0.0
2016-10-02,111.09,111.09,111.09,0.0,0.0,111.09,111.09,111.09,0.0,0.0,110.18,110.18,110.18,0.0,0.0,110.74,110.74,110.74,0.0,0.0
2016-10-09,109.43,109.43,109.43,0.0,0.0,109.82,109.82,109.82,0.0,0.0,109.05,109.05,109.05,0.0,0.0,109.2,109.2,109.2,0.0,0.0
2016-10-16,109.91,109.91,109.91,0.0,0.0,110.27,110.27,110.27,0.0,0.0,109.72,109.72,109.72,0.0,0.0,110.27,110.27,110.27,0.0,0.0
2016-10-23,110.13,110.13,110.13,0.0,0.0,110.8,110.8,110.8,0.0,0.0,109.57,109.57,109.57,0.0,0.0,109.72,109.72,109.72,0.0,0.0
2016-10-30,107.23,107.23,107.23,0.0,0.0,107.69,107.69,107.69,0.0,0.0,106.85,106.85,106.85,0.0,0.0,106.93,106.93,106.93,0.0,0.0
2016-11-06,106.82,106.82,106.82,0.0,0.0,107.87,107.87,107.87,0.0,0.0,106.76,106.76,106.76,0.0,0.0,107.79,107.79,107.79,0.0,0.0
2016-11-13,109.04,109.04,109.04,0.0,0.0,109.04,109.04,109.04,0.0,0.0,108.4,108.4,108.4,0.0,0.0,108.56,108.56,108.56,0.0,0.0
2016-11-20,109.67,109.67,109.67,0.0,0.0,109.91,109.91,109.91,0.0,0.0,109.52,109.52,109.52,0.0,0.0,109.89,109.89,109.89,0.0,0.0
2016-11-27,106.4,106.4,106.4,0.0,0.0,107.18,107.18,107.18,0.0,0.0,106.34,106.34,106.34,0.0,0.0,107.04,107.04,107.04,0.0,0.0
2016-12-04,110.94,110.94,110.94,0.0,0.0,111.3,111.3,111.3,0.0,0.0,110.87,110.87,110.87,0.0,0.0,111.29,111.29,111.29,0.0,0.0
2016-12-11,112.06,112.06,112.06,0.0,0.0,112.06,112.06,112.06,0.0,0.0,110.97,110.97,110.97,0.0,0.0,111.09,111.09,111.09,0.0,0.0
2016-12-18,110.88,110.88,110.88,0.0,0.0,110.95,110.95,110.95,0.0,0.0,110.71,110.71,110.71,0.0,0.0,110.92,110.92,110.92,0.0,0.0
2016-12-25,111.04,111.04,111.04,0.0,0.0,111.04,111.04,111.04,0.0,0.0,109.6,109.6,109.6,0.0,0.0,109.88,109.88,109.88,0.0,0.0
2017-01-01,111.83,111.83,111.83,0.0,0.0,112.78,112.78,112.78,0.0,0.0,111.49,111.49,111.49,0.0,0.0,112.58,112.58,112.58,0.0,0.0
2017-01-08,113.5,113.5,113.5,0.0,0.0,113.76,113.76,113.76,0.0,0.0,113.42,113.42,113.42,0.0,0.0,113.67,113.67,113.67,0.0,0.0
2017-01-15,113.52,113.52,113.52,0.0,0.0,113.98,113.98,113.98,0.0,0.0,113.44,113.44,113.44,0.0,0.0,113.74,113.74,113.74,0.0,0.0
2017-01-22,116.51,116.51,116.51,0.0,0.0,116.88,116.88,116.88,0.0,0.0,116.41,116.41,116.41,0.0,0.0,116.58,116.58,116.58,0.0,0.0
2017-01-29,116.78,116.78,116.78,0.0,0.0,117.15,117.15,117.15,0.0,0.0,116.78,116.78,116.78,0.0,0.0,117.05,117.05,117.05,0.0,0.0
2017-02-05,117.97,117.97,117.97,0.0,0.0,118.18,118.18,118.18,0.0,0.0,117.83,117.83,117.83,0.0,0.0,117.94,117.94,117.94,0.0,0.0
2017-02-12,119.51,119.51,119.51,0.0,0.0,119.95,119.95,119.95,0.0,0.0,119.51,119.51,119.51,0.0,0.0,119.95,119.95,119.95,0.0,0.0
2017-02-19,119.96,119.96,119.96,0.0,0.0,120.67,120.67,120.67,0.0,0.0,119.93,119.93,119.93,0.0,0.0,120.67,120.67,120.67,0.0,0.0
2017-02-26,121.15,121.15,121.15,0.0,0.0,121.32,121.32,121.32,0.0,0.0,120.78,120.78,120.78,0.0,0.0,121.29,121.29,121.29,0.0,0.0
2017-03-05,121.99,121.99,121.99,0.0,0.0,122.22,122.22,122.22,0.0,0.0,121.68,121.68,121.68,0.0,0.0,122.03,122.03,122.03,0.0,0.0
2017-03-12,123.79,123.79,123.79,0.0,0.0,123.99,123.99,123.99,0.0,0.0,123.62,123.62,123.62,0.0,0.0,123.71,123.71,123.71,0.0,0.0
2017-03-19,123.19,123.19,123.19,0.0,0.0,123.79,123.79,123.79,0.0,0.0,122.82,122.82,122.82,0.0,0.0,123.13,123.13,123.13,0.0,0.0
2017-03-26,124.1,124.1,124.1,0.0,0.0,124.55,124.55,124.55,0.0,0.0,124.04,124.04,124.04,0.0,0.0,124.25,124.25,124.25,0.0,0.0
2017-04-02,123.52,123.52,123.52,0.0,0.0,123.78,123.78,123.78,0.0,0.0,123.18,123.18,123.18,0.0,0.0,123.61,123.61,123.61,0.0,0.0
2017-04-09,122.41,122.41,122.41,0.0,0.0,123.19,123.19,123.19,0.0,0.0,122.3,122.3,122.3,0.0,0.0,122.34,122.34,122.34,0.0,0.0
2017-04-16,124.14,124.14,124.14,0.0,0.0,124.29,124.29,124.29,0.0,0.0,123.85,123.85,123.85,0.0,0.0,124.1,124.1,124.1,0.0,0.0
2017-04-23,127.75,127.75,127.75,0.0,0.0,127.83,127.83,127.83,0.0,0.0,127.37,127.37,127.37,0.0,0.0,127.72,127.72,127.72,0.0,0.0
2017-04-30,129.4,129.4,129.4,0.0,0.0,129.88,129.88,129.88,0.0,0.0,129.22,129.22,129.22,0.0,0.0,129.88,129.88,129.88,0.0,0.0
2017-05-07,131.18,131.18,131.18,0.0,0.0,131.47,131.47,131.47,0.0,0.0,131.06,131.06,131.06,0.0,0.0,131.41,131.41,131.41,0.0,0.0
2017-05-14,130.96,130.96,130.96,0.0,0.0,131.44,131.44,131.44,0.0,0.0,130.9,130.9,130.9,0.0,0.0,131.05,131.05,131.05,0.0,0.0
2017-05-21,133.98,133.98,133.98,0.0,0.0,134.03,134.03,134.03,0.0,0.0,133.72,133.72,133.72,0.0,0.0,134.01,134.01,134.01,0.0,0.0
2017-05-28,134.91,134.91,134.91,0.0,0.0,135.67,135.67,135.67,0.0,0.0,134.63,134.63,134.63,0.0,0.0,135.65,135.65,135.65,0.0,0.0
2017-06-04,136.57,136.57,136.57,0.0,0.0,136.78,136.78,136.78,0.0,0.0,131.54,131.54,131.54,0.0,0.0,133.24,133.24,133.24,0.0,0.0
2017-06-11,131.87,131.87,131.87,0.0,0.0,132.05,132.05,132.05,0.0,0.0,131.38,131.38,131.38,0.0,0.0,131.74,131.74,131.74,0.0,0.0
2017-06-18,133.42,133.42,133.42,0.0,0.0,134.54,134.54,134.54,0.0,0.0,133.3,133.3,133.3,0.0,0.0,134.31,134.31,134.31,0.0,0.0
2017-06-25,131.43,131.43,131.43,0.0,0.0,131.71,131.71,131.71,0.0,0.0,130.83,130.83,130.83,0.0,0.0,130.93,130.93,130.93,0.0,0.0
2017-07-02,129.95,129.95,129.95,0.0,0.0,131.5,131.5,131.5,0.0,0.0,129.95,129.95,129.95,0.0,0.0,131.18,131.18,131.18,0.0,0.0
2017-07-09,135.47,135.47,135.47,0.0,0.0,136.51,136.51,136.51,0.0,0.0,135.47,135.47,135.47,0.0,0.0,136.37,136.37,136.37,0.0,0.0
2017-07-16,137.53,137.53,137.53,0.0,0.0,138.03,138.03,138.03,0.0,0.0,137.45,137.45,137.45,0.0,0.0,137.89,137.89,137.89,0.0,0.0
2017-07-23,136.63,136.63,136.63,0.0,0.0,137.31,137.31,137.31,0.0,0.0,136.52,136.52,136.52,0.0,0.0,137.06,137.06,137.06,0.0,0.0
2017-07-30,137.8,137.8,137.8,0.0,0.0,138.04,138.04,138.04,0.0,0.0,137.39,137.39,137.39,0.0,0.0,137.6,137.6,137.6,0.0,0.0
2017-08-06,135.17,135.17,135.17,0.0,0.0,136.41,136.41,136.41,0.0,0.0,135.1,135.1,135.1,0.0,0.0,135.99,135.99,135.99,0.0,0.0
2017-08-13,136.77,136.77,136.77,0.0,0.0,137.68,137.68,137.68,0.0,0.0,136.42,136.42,136.42,0.0,0.0,136.7,136.7,136.7,0.0,0.0
2017-08-20,138.65,138.65,138.65,0.0,0.0,139.05,139.05,139.05,0.0,0.0,138.19,138.19,138.19,0.0,0.0,138.19,138.19,138.19,0.0,0.0
2017-08-27,141.01,141.01,141.01,0.0,0.0,141.2,141.2,141.2,0.0,0.0,140.46,140.46,140.46,0.0,0.0,140.67,140.67,140.67,0.0,0.0
2017-09-03,140.62,140.62,140.62,0.0,0.0,140.86,140.86,140.86,0.0,0.0,139.68,139.68,139.68,0.0,0.0,139.68,139.68,139.68,0.0,0.0
