Date,iShares MSCI Emerging Markets Small-CapEtf_Open_average,iShares MSCI Emerging Markets Small-CapEtf_Open_max,iShares MSCI Emerging Markets Small-CapEtf_Open_min,iShares MSCI Emerging Markets Small-CapEtf_Open_volatility,iShares MSCI Emerging Markets Small-CapEtf_Open_change,iShares MSCI Emerging Markets Small-CapEtf_High_average,iShares MSCI Emerging Markets Small-CapEtf_High_max,iShares MSCI Emerging Markets Small-CapEtf_High_min,iShares MSCI Emerging Markets Small-CapEtf_High_volatility,iShares MSCI Emerging Markets Small-CapEtf_High_change,iShares MSCI Emerging Markets Small-CapEtf_Low_average,iShares MSCI Emerging Markets Small-CapEtf_Low_max,iShares MSCI Emerging Markets Small-CapEtf_Low_min,iShares MSCI Emerging Markets Small-CapEtf_Low_volatility,iShares MSCI Emerging Markets Small-CapEtf_Low_change,iShares MSCI Emerging Markets Small-CapEtf_Close_average,iShares MSCI Emerging Markets Small-CapEtf_Close_max,iShares MSCI Emerging Markets Small-CapEtf_Close_min,iShares MSCI Emerging Markets Small-CapEtf_Close_volatility,iShares MSCI Emerging Markets Small-CapEtf_Close_change
2016-05-29,40.89,40.89,40.89,0.0,0.0,41.37,41.37,41.37,0.0,0.0,40.81,40.81,40.81,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2016-06-05,41.04,41.04,41.04,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2016-06-12,40.28,40.28,40.28,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2016-06-19,39.6,39.6,39.6,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2016-06-26,41.35,41.35,41.35,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2016-07-03,41.56,41.56,41.56,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2016-07-10,41.82,41.82,41.82,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2016-07-17,42.41,42.41,42.41,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2016-07-24,42.65,42.65,42.65,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2016-07-31,43.55,43.55,43.55,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2016-08-07,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2016-08-14,43.92,43.92,43.92,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.55,43.55,43.55,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2016-08-21,43.47,43.47,43.47,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2016-08-28,43.63,43.63,43.63,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2016-09-04,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2016-09-11,43.34,43.34,43.34,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2016-09-18,44.68,44.68,44.68,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2016-09-25,44.15,44.15,44.15,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.93,43.93,43.93,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2016-10-02,44.36,44.36,44.36,0.0,0.0,44.37,44.37,44.37,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2016-10-09,43.55,43.55,43.55,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2016-10-16,44.05,44.05,44.05,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2016-10-23,43.88,43.88,43.88,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2016-10-30,42.02,42.02,42.02,0.0,0.0,42.38,42.38,42.38,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2016-11-06,40.86,40.86,40.86,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2016-11-13,41.39,41.39,41.39,0.0,0.0,41.39,41.39,41.39,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2016-11-20,41.41,41.41,41.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2016-11-27,40.9,40.9,40.9,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2016-12-04,41.79,41.79,41.79,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2016-12-11,41.24,41.24,41.24,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2016-12-18,39.88,39.88,39.88,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2016-12-25,40.64,40.64,40.64,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2017-01-01,41.4,41.4,41.4,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2017-01-08,41.79,41.79,41.79,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.6,41.6,41.6,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2017-01-15,42.04,42.04,42.04,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2017-01-22,42.35,42.35,42.35,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2017-01-29,43.17,43.17,43.17,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2017-02-05,43.88,43.88,43.88,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2017-02-12,44.5,44.5,44.5,0.0,0.0,44.55,44.55,44.55,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2017-02-19,44.52,44.52,44.52,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2017-02-26,44.2,44.2,44.2,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2017-03-05,44.23,44.23,44.23,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2017-03-12,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2017-03-19,46.22,46.22,46.22,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2017-03-26,46.28,46.28,46.28,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2017-04-02,46.29,46.29,46.29,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2017-04-09,46.22,46.22,46.22,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2017-04-16,46.09,46.09,46.09,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2017-04-23,46.59,46.59,46.59,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2017-04-30,46.35,46.35,46.35,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2017-05-07,46.98,46.98,46.98,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2017-05-14,46.08,46.08,46.08,0.0,0.0,46.53,46.53,46.53,0.0,0.0,45.79,45.79,45.79,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2017-05-21,46.65,46.65,46.65,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2017-05-28,46.95,46.95,46.95,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2017-06-04,47.45,47.45,47.45,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2017-06-11,47.13,47.13,47.13,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2017-06-18,46.78,46.78,46.78,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2017-06-25,46.77,46.77,46.77,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2017-07-02,46.63,46.63,46.63,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2017-07-09,47.71,47.71,47.71,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2017-07-16,48.25,48.25,48.25,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2017-07-23,48.24,48.24,48.24,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2017-07-30,48.49,48.49,48.49,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2017-08-06,47.14,47.14,47.14,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2017-08-13,47.73,47.73,47.73,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2017-08-20,48.77,48.77,48.77,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2017-08-27,49.68,49.68,49.68,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2017-09-03,50.1,50.1,50.1,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2017-09-10,50.6,50.6,50.6,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2017-09-17,50.08,50.08,50.08,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2017-09-24,49.23,49.23,49.23,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2017-10-01,50.04,50.04,50.04,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2017-10-08,51.14,51.14,51.14,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2017-10-15,50.82,50.82,50.82,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-10-22,50.75,50.75,50.75,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.75,50.75,50.75,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2017-10-29,51.42,51.42,51.42,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2017-11-05,50.87,50.87,50.87,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2017-11-12,51.22,51.22,51.22,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2017-11-19,52.1,52.1,52.1,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2017-11-26,51.87,51.87,51.87,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2017-12-03,50.71,50.71,50.71,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2017-12-10,51.65,51.65,51.65,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2017-12-17,51.76,51.76,51.76,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2017-12-24,53.01,53.01,53.01,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2017-12-31,54.63,54.63,54.63,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.85,54.85,54.85,0.0,0.0
