Date,UUUUStock_Open_average,UUUUStock_Open_max,UUUUStock_Open_min,UUUUStock_Open_volatility,UUUUStock_Open_change,UUUUStock_High_average,UUUUStock_High_max,UUUUStock_High_min,UUUUStock_High_volatility,UUUUStock_High_change,UUUUStock_Low_average,UUUUStock_Low_max,UUUUStock_Low_min,UUUUStock_Low_volatility,UUUUStock_Low_change,UUUUStock_Close_average,UUUUStock_Close_max,UUUUStock_Close_min,UUUUStock_Close_volatility,UUUUStock_Close_change,UUUUStock_Volume_average,UUUUStock_Volume_max,UUUUStock_Volume_min,UUUUStock_Volume_volatility,UUUUStock_Volume_change
2016-01-03,2.756,2.9,2.52,0.3799999999999999,-0.3799999999999999,2.772,2.94,2.53,0.41000000000000014,-0.41000000000000014,2.6,2.73,2.4,0.33000000000000007,-0.30000000000000027,2.676,2.89,2.43,0.45999999999999996,-0.44999999999999973,69257,126730,24937,101793,27566
2016-01-10,2.192,2.44,2.0,0.43999999999999995,-0.3599999999999999,2.25,2.45,2.08,0.3700000000000001,-0.3700000000000001,1.996,2.21,1.87,0.33999999999999986,-0.33999999999999986,2.084,2.25,1.96,0.29000000000000004,-0.29000000000000004,126414,288428,58917,229511,-8388
2016-01-17,2.03,2.15,1.98,0.16999999999999993,0.15999999999999992,2.1175,2.22,2.03,0.1900000000000004,0.1900000000000004,1.9649999999999999,2.07,1.81,0.2599999999999998,0.08999999999999986,2.04,2.11,1.99,0.11999999999999988,0.11999999999999988,72526,115879,51742,64137,-18302
2016-01-24,2.128,2.2,2.05,0.15000000000000036,0.08999999999999986,2.226,2.37,2.15,0.2200000000000002,0.16999999999999993,2.072,2.19,1.96,0.22999999999999998,0.16999999999999993,2.158,2.34,2.02,0.31999999999999984,0.31999999999999984,40453,80186,20925,59261,9353
2016-01-31,2.368,2.4,2.35,0.04999999999999982,0.0,2.436,2.49,2.4,0.0900000000000003,-0.06999999999999984,2.266,2.37,2.16,0.20999999999999996,-0.09999999999999964,2.332,2.43,2.16,0.27,-0.27,31391,60384,13721,46663,31158
2016-02-07,2.122,2.23,2.03,0.20000000000000018,-0.10999999999999988,2.2,2.27,2.08,0.18999999999999995,0.010000000000000231,2.074,2.15,2.03,0.1200000000000001,-0.10999999999999988,2.134,2.25,2.03,0.2200000000000002,-0.020000000000000018,26975,34714,20623,14091,4703
2016-02-14,2.3825,2.53,2.24,0.2899999999999996,0.11999999999999966,2.4775,2.58,2.36,0.2200000000000002,-0.08000000000000007,2.3075,2.4,2.23,0.16999999999999993,0.020000000000000018,2.3899999999999997,2.51,2.3,0.20999999999999996,-0.08000000000000007,28638,40935,20161,20774,-1181
2016-02-21,2.282,2.34,2.15,0.18999999999999995,-0.08999999999999986,2.336,2.42,2.26,0.16000000000000014,-0.10999999999999988,2.212,2.32,2.12,0.19999999999999973,-0.06999999999999984,2.2600000000000002,2.33,2.18,0.1499999999999999,-0.020000000000000018,26105,32176,20412,11764,227
2016-02-28,2.526,2.7,2.33,0.3700000000000001,0.3700000000000001,2.648,2.84,2.54,0.2999999999999998,0.2999999999999998,2.488,2.7,2.33,0.3700000000000001,0.3700000000000001,2.598,2.77,2.47,0.2999999999999998,0.2999999999999998,29360,36223,23901,12322,5368
2016-03-06,2.584,2.98,2.34,0.6400000000000001,-0.48,2.622,2.98,2.36,0.6200000000000001,-0.6200000000000001,2.442,2.83,2.18,0.6499999999999999,-0.56,2.54,2.96,2.32,0.6400000000000001,-0.6400000000000001,111490,315086,51081,264005,-20144
2016-03-13,2.362,2.44,2.31,0.1299999999999999,0.08000000000000007,2.416,2.51,2.36,0.1499999999999999,0.11999999999999966,2.31,2.36,2.25,0.10999999999999988,0.04999999999999982,2.372,2.44,2.3,0.14000000000000012,0.04999999999999982,86445,111995,72120,39875,30898
