Date,LIVE_stock_Open_average,LIVE_stock_Open_max,LIVE_stock_Open_min,LIVE_stock_Open_volatility,LIVE_stock_Open_change,LIVE_stock_High_average,LIVE_stock_High_max,LIVE_stock_High_min,LIVE_stock_High_volatility,LIVE_stock_High_change,LIVE_stock_Low_average,LIVE_stock_Low_max,LIVE_stock_Low_min,LIVE_stock_Low_volatility,LIVE_stock_Low_change,LIVE_stock_Close_average,LIVE_stock_Close_max,LIVE_stock_Close_min,LIVE_stock_Close_volatility,LIVE_stock_Close_change,LIVE_stock_Volume_average,LIVE_stock_Volume_max,LIVE_stock_Volume_min,LIVE_stock_Volume_volatility,LIVE_stock_Volume_change
2016-01-03,9.528,9.78,9.0,0.7799999999999994,0.6600000000000001,9.792,9.9,9.66,0.2400000000000002,-0.0600000000000005,8.964,9.36,8.76,0.5999999999999996,0.0600000000000005,9.516,9.78,9.12,0.6600000000000001,-0.6000000000000014,20371,42137,9849,32288,-32288
2016-01-10,8.076,8.82,7.08,1.7400000000000002,-1.7400000000000002,8.362,9.24,7.2,2.04,-2.04,7.566,8.7,6.84,1.8599999999999994,-1.8599999999999994,7.872,9.0,7.02,1.9800000000000004,-1.9800000000000004,15802,23356,11566,11790,-1059
2016-01-17,7.1925,8.28,6.09,2.1899999999999995,1.379999999999999,8.91,12.6,6.9,5.699999999999999,5.699999999999999,6.615,7.8,6.0,1.7999999999999998,1.7999999999999998,7.92,10.08,6.36,3.7199999999999998,3.7199999999999998,60666,200865,12346,188519,184553
2016-01-24,8.772,9.9,8.16,1.7400000000000002,-1.5,9.082,9.9,8.46,1.4399999999999995,-0.6600000000000001,8.04,8.4,7.2,1.2000000000000002,-0.120000000000001,8.496,9.12,7.8,1.3199999999999994,0.47999999999999865,25200,47215,11214,36001,-34481
2016-01-31,8.452,8.82,8.22,0.5999999999999996,-0.5700000000000003,8.542,8.88,8.28,0.6000000000000014,-0.6000000000000014,7.944,8.5,7.5,1.0,-1.0,8.136,8.52,7.74,0.7799999999999994,-0.7799999999999994,8198,13182,2413,10769,3591
2016-02-07,7.848,8.7,7.32,1.379999999999999,0.9599999999999991,8.424,9.9,7.74,2.16,2.16,7.704,8.7,7.32,1.379999999999999,1.1999999999999993,8.16,9.36,7.56,1.7999999999999998,1.7399999999999993,17589,34353,2305,32048,27916
2016-02-14,9.825,11.16,8.82,2.34,-2.34,10.225,12.18,9.1,3.08,-3.08,8.7,9.18,8.52,0.6600000000000001,-0.5999999999999996,9.045,9.6,8.7,0.9000000000000004,-0.9000000000000004,59368,163536,10600,152936,-152936
2016-02-21,8.448,8.76,8.28,0.4800000000000004,-0.4800000000000004,8.832,9.48,8.46,1.0199999999999996,0.6600000000000001,8.226,8.46,7.92,0.5400000000000009,-0.5100000000000007,8.524,9.12,8.0,1.1199999999999992,0.5399999999999991,20015,46743,8229,38514,29283
2016-02-28,9.132,9.48,8.88,0.5999999999999996,-0.05999999999999872,9.36,9.48,9.3,0.17999999999999972,-0.05999999999999872,8.688,8.94,8.28,0.6600000000000001,0.1800000000000015,9.18,9.3,9.0,0.3000000000000007,-0.2400000000000002,11464,16257,4701,11556,-9722
2016-03-06,9.012,9.06,8.88,0.17999999999999972,-0.0600000000000005,9.216,9.48,9.06,0.41999999999999993,0.41999999999999993,8.694,8.88,8.4,0.4800000000000004,0.4800000000000004,9.042,9.3,8.91,0.39000000000000057,0.39000000000000057,9637,29301,1644,27657,24191
