Date,LLY_stock_Open_average,LLY_stock_Open_max,LLY_stock_Open_min,LLY_stock_Open_volatility,LLY_stock_Open_change,LLY_stock_High_average,LLY_stock_High_max,LLY_stock_High_min,LLY_stock_High_volatility,LLY_stock_High_change,LLY_stock_Low_average,LLY_stock_Low_max,LLY_stock_Low_min,LLY_stock_Low_volatility,LLY_stock_Low_change,LLY_stock_Close_average,LLY_stock_Close_max,LLY_stock_Close_min,LLY_stock_Close_volatility,LLY_stock_Close_change,LLY_stock_Volume_average,LLY_stock_Volume_max,LLY_stock_Volume_min,LLY_stock_Volume_volatility,LLY_stock_Volume_change
2016-01-03,82.458,83.4,81.63,1.7700000000000102,-1.730000000000004,83.834,85.4,82.48,2.9200000000000017,-1.1199999999999903,81.806,82.87,80.83,2.0400000000000063,-0.75,82.644,84.11,81.25,2.8599999999999994,-1.6200000000000045,6544872,7475266,5833185,1642081,-1027174
2016-01-10,80.524,81.3,79.28,2.019999999999996,-0.6099999999999994,81.61,82.73,80.82,1.9100000000000108,-0.3400000000000034,79.228,80.08,78.62,1.4599999999999937,1.25,80.75,82.54,79.3,3.240000000000009,0.9699999999999989,5754994,8253667,4329331,3924336,1784931
2016-01-17,82.28,82.56,81.85,0.710000000000008,0.09000000000000341,83.5125,84.8,82.62,2.1799999999999926,-1.6400000000000006,81.2175,81.96,80.41,1.5499999999999972,-0.04999999999999716,82.4325,83.23,81.4,1.8299999999999983,-0.75,6475993,9162279,3456326,5705953,-5705953
2016-01-24,81.018,82.5,77.36,5.140000000000001,-5.140000000000001,82.106,83.25,79.42,3.8299999999999983,-3.780000000000001,79.452,81.62,76.54,5.079999999999998,-4.390000000000001,80.268,81.96,76.81,5.1499999999999915,-2.6099999999999994,5745841,10128688,2632771,7495917,4409723
2016-01-31,76.488,78.21,74.16,4.049999999999997,-4.049999999999997,77.472,79.16,75.82,3.3400000000000034,-3.3400000000000034,74.908,77.28,73.44,3.8400000000000034,-3.730000000000004,75.878,78.4,74.28,4.1200000000000045,-4.0800000000000125,5695768,6966427,4056000,2910427,2256782
2016-02-07,72.896,73.73,71.57,2.160000000000011,-1.980000000000004,73.754,74.96,71.73,3.2299999999999898,-2.8499999999999943,71.958,72.98,70.43,2.549999999999997,-2.3999999999999915,72.738,74.19,71.27,2.9200000000000017,-2.9200000000000017,5203106,6332599,4348834,1983765,1983765
2016-02-14,73.0175,74.01,71.95,2.0600000000000023,0.7399999999999949,73.99,74.92,73.07,1.8500000000000085,-0.3500000000000085,72.595,73.16,71.93,1.2299999999999898,0.269999999999996,73.52250000000001,74.68,72.61,2.0700000000000074,-0.7199999999999989,5270705,6650801,4000256,2650545,1839487
2016-02-21,73.806,75.42,72.91,2.510000000000005,2.510000000000005,74.62,75.79,73.64,2.1500000000000057,2.1500000000000057,72.996,73.77,72.1,1.6700000000000017,1.3100000000000023,73.8,74.82,73.01,1.809999999999988,0.5899999999999892,4566954,5672641,3636052,2036589,-864813
2016-02-28,73.18,73.8,72.63,1.1700000000000017,0.0,73.636,74.06,72.81,1.25,0.6899999999999977,72.352,72.9,71.86,1.0400000000000063,0.9200000000000017,73.122,74.02,72.0,2.019999999999996,1.5999999999999943,5003755,6738839,3481560,3257279,-2248606
2016-03-06,73.418,74.0,72.94,1.0600000000000023,0.29999999999999716,74.322,74.95,73.94,1.0100000000000051,0.9900000000000091,72.862,73.19,72.43,0.7599999999999909,0.39000000000000057,73.522,74.65,73.0,1.6500000000000057,1.25,3408112,4419357,2372034,2047323,84134
2016-03-13,71.726,74.26,69.2,5.060000000000002,-5.060000000000002,72.58,74.6,71.05,3.549999999999997,-3.549999999999997,70.3,73.79,67.88,5.910000000000011,-4.730000000000004,71.528,73.91,69.06,4.849999999999994,-2.9599999999999937,9558129,15421557,3201814,12219743,6929930
2016-03-20,70.9575,72.17,70.21,1.960000000000008,-0.14999999999999147,71.74,72.24,71.05,1.1899999999999977,0.39000000000000057,70.2775,70.91,69.84,1.0699999999999932,0.35999999999999943,71.11500000000001,71.92,70.25,1.6700000000000017,0.8700000000000045,5083193,7655351,2892926,4762425,-3007125
2016-03-27,71.488,71.98,70.74,1.240000000000009,0.25,72.354,73.7,71.47,2.230000000000004,2.230000000000004,70.948,71.53,70.38,1.1500000000000057,1.1500000000000057,71.906,73.42,70.62,2.799999999999997,2.799999999999997,3464261,4083598,2661901,1421697,1421697
2016-04-03,73.786,75.28,72.78,2.5,1.7199999999999989,74.58800000000001,75.28,73.65,1.6299999999999955,1.4899999999999949,73.176,73.86,72.48,1.3799999999999955,0.9699999999999989,73.992,74.76,73.04,1.7199999999999989,1.2099999999999937,3801326,5669094,2796315,2872779,429026
2016-04-10,74.782,75.62,73.78,1.8400000000000034,1.1400000000000006,75.468,76.25,74.74,1.5100000000000051,1.5100000000000051,74.26,75.09,73.53,1.5600000000000023,1.2900000000000063,74.968,75.63,73.95,1.6799999999999926,1.5799999999999983,2914419,3351100,2341615,1009485,-343620
2016-04-17,76.942,77.58,75.58,2.0,1.519999999999996,77.914,78.5,77.26,1.2399999999999949,0.6799999999999926,76.45,76.93,75.19,1.740000000000009,1.740000000000009,77.35,77.83,77.08,0.75,0.6099999999999994,3588401,4089228,2697164,1392064,-1392064
2016-04-24,76.646,77.46,76.12,1.3399999999999892,-0.9499999999999886,77.326,78.3,76.51,1.789999999999992,-1.4899999999999949,75.966,77.15,75.1,2.0500000000000114,-2.0500000000000114,76.542,77.94,75.53,2.4099999999999966,-2.4099999999999966,4115098,5347814,3386635,1961179,-380470
2016-05-01,75.38,76.34,74.72,1.6200000000000045,-1.230000000000004,75.938,77.08,74.95,2.1299999999999955,-2.1299999999999955,74.784,75.81,73.34,2.469999999999999,-2.469999999999999,75.548,76.75,74.6,2.1500000000000057,-2.1500000000000057,3732587,4196917,3270704,926213,624819
2016-05-08,75.916,76.72,74.78,1.9399999999999977,1.039999999999992,76.816,77.13,75.9,1.2299999999999898,1.1499999999999915,75.516,76.05,74.76,1.289999999999992,0.8099999999999881,76.214,76.88,75.59,1.289999999999992,0.7399999999999949,3751405,4366045,2963185,1402860,666475
