Date,Lean Hogs_commodity_Open_average,Lean Hogs_commodity_Open_max,Lean Hogs_commodity_Open_min,Lean Hogs_commodity_Open_volatility,Lean Hogs_commodity_Open_change,Lean Hogs_commodity_High_average,Lean Hogs_commodity_High_max,Lean Hogs_commodity_High_min,Lean Hogs_commodity_High_volatility,Lean Hogs_commodity_High_change,Lean Hogs_commodity_Low_average,Lean Hogs_commodity_Low_max,Lean Hogs_commodity_Low_min,Lean Hogs_commodity_Low_volatility,Lean Hogs_commodity_Low_change,Lean Hogs_commodity_Close_average,Lean Hogs_commodity_Close_max,Lean Hogs_commodity_Close_min,Lean Hogs_commodity_Close_volatility,Lean Hogs_commodity_Close_change,Lean Hogs_commodity_Volume_average,Lean Hogs_commodity_Volume_max,Lean Hogs_commodity_Volume_min,Lean Hogs_commodity_Volume_volatility,Lean Hogs_commodity_Volume_change
2016-01-03,60.166000000000004,61.02,59.45,1.5700000000000003,-0.28000000000000114,61.074,61.5,60.02,1.4799999999999969,0.9299999999999997,59.286,60.65,58.08,2.5700000000000003,1.2199999999999989,60.15,61.1,59.42,1.6799999999999997,0.4299999999999997,18695,22763,13829,8934,8934
2016-01-10,61.128,62.1,59.62,2.480000000000004,2.4000000000000057,61.942,62.67,59.92,2.75,2.530000000000001,60.58,61.42,58.88,2.539999999999999,2.4499999999999957,61.518,62.35,59.7,2.6499999999999986,2.3200000000000003,19436,28141,9965,18176,-8460
2016-01-17,63.1575,63.55,62.83,0.7199999999999989,0.7199999999999989,63.65,64.05,63.15,0.8999999999999986,0.7000000000000028,62.43,62.92,62.05,0.8700000000000045,0.8200000000000003,63.082499999999996,63.75,62.73,1.0200000000000031,0.14999999999999858,10091,11419,7125,4294,-4294
2016-01-24,64.68599999999999,65.78,63.55,2.230000000000004,1.9500000000000028,65.264,66.12,63.88,2.240000000000002,2.2199999999999918,64.096,65.33,62.92,2.4099999999999966,2.4099999999999966,64.866,65.8,63.52,2.279999999999994,2.279999999999994,5785,7202,3685,3517,-3517
2016-01-31,65.17,66.1,64.45,1.6499999999999915,-0.7999999999999972,65.492,66.1,65.0,1.0999999999999943,-0.5699999999999932,64.562,65.03,64.12,0.9099999999999966,-0.25,64.804,65.35,64.2,1.1499999999999915,-0.5499999999999972,4297,4909,3697,1212,936
2016-02-07,66.112,69.5,65.0,4.5,4.219999999999999,66.666,70.78,65.47,5.310000000000002,5.030000000000001,65.736,69.28,64.6,4.680000000000007,4.480000000000004,66.188,70.38,64.85,5.530000000000001,5.349999999999994,6944,15868,3889,11979,11502
2016-02-14,70.45,71.33,70.08,1.25,-0.09000000000000341,71.2,72.22,70.4,1.8199999999999932,-0.3999999999999915,69.5875,70.28,68.35,1.9300000000000068,-1.7000000000000028,70.245,71.15,68.9,2.25,-1.25,18169,22571,11745,10826,9105
2016-02-21,70.11,71.6,68.8,2.799999999999997,2.3500000000000085,70.956,71.85,69.4,2.4499999999999886,1.7999999999999972,69.384,70.72,68.35,2.3700000000000045,1.7000000000000028,70.528,71.47,69.25,2.219999999999999,1.5999999999999943,15611,21628,12490,9138,1450
2016-02-28,70.45,70.78,70.03,0.75,0.25,70.786,71.38,70.47,0.9099999999999966,0.6799999999999926,69.772,70.45,69.12,1.3299999999999983,0.7800000000000011,70.314,70.8,69.97,0.8299999999999983,0.8299999999999983,14718,17968,10790,7178,-1912
2016-03-06,71.03399999999999,72.5,69.85,2.6500000000000057,1.6500000000000057,71.786,72.88,70.2,2.6799999999999926,1.75,70.318,71.75,69.28,2.469999999999999,2.3400000000000034,71.18599999999999,72.17,69.78,2.3900000000000006,1.7800000000000011,22307,30418,18363,12055,-4303
2016-03-13,71.12599999999999,71.67,70.6,1.0700000000000074,-0.5700000000000074,71.638,71.92,71.2,0.7199999999999989,-0.0799999999999983,70.42,70.78,69.97,0.8100000000000023,0.4300000000000068,71.11,71.45,70.72,0.730000000000004,0.6700000000000017,10453,15328,6486,8842,-8842
2016-03-20,70.125,70.95,69.33,1.6200000000000045,-0.730000000000004,70.38,70.95,70.15,0.7999999999999972,-0.730000000000004,69.30250000000001,69.4,69.25,0.15000000000000568,0.030000000000001137,69.6975,70.15,69.35,0.8000000000000114,0.27000000000001023,9409,12349,7465,4884,-3060
2016-03-27,69.616,70.35,68.5,1.8499999999999943,-1.25,70.18,71.67,68.65,3.019999999999996,-3.019999999999996,68.638,69.83,67.25,2.5799999999999983,-2.0799999999999983,69.048,70.25,67.8,2.450000000000003,-2.1200000000000045,6807,8562,5740,2822,-930
2016-04-03,67.628,68.12,67.15,0.9699999999999989,-0.9699999999999989,67.81400000000001,68.15,67.2,0.9500000000000028,-0.9500000000000028,67.192,67.6,66.78,0.8199999999999932,-0.8199999999999932,67.3,67.67,66.83,0.8400000000000034,-0.8400000000000034,4224,5264,2808,2456,1584
2016-04-10,69.62,74.5,66.55,7.950000000000003,6.540000000000006,69.896,74.5,66.78,7.719999999999999,7.530000000000001,69.122,73.33,66.33,7.0,7.0,69.46,74.4,66.35,8.050000000000011,8.050000000000011,1709,2870,366,2504,-2190
2016-04-17,76.084,77.12,74.5,2.6200000000000045,2.6200000000000045,76.884,77.92,75.0,2.9200000000000017,2.9200000000000017,75.368,76.65,73.85,2.8000000000000114,1.3200000000000074,76.2,77.22,74.85,2.3700000000000045,0.8500000000000085,334,403,273,130,55
2016-04-24,76.012,77.25,74.92,2.3299999999999983,1.5799999999999983,76.648,77.97,75.25,2.719999999999999,2.299999999999997,75.224,76.92,73.45,3.469999999999999,3.0999999999999943,76.296,77.9,74.78,3.1200000000000045,2.980000000000004,340,433,254,179,-106
2016-05-01,78.004,78.47,77.47,1.0,-0.4300000000000068,78.21,78.58,77.47,1.1099999999999994,-1.0600000000000023,77.348,77.8,76.5,1.2999999999999972,-1.0799999999999983,77.73,78.47,76.8,1.6700000000000017,-1.6200000000000045,284,481,209,272,-255
2016-05-08,78.16,83.3,76.4,6.8999999999999915,6.079999999999998,78.328,83.4,76.88,6.52000000000001,6.180000000000007,77.42,81.33,75.97,5.359999999999999,5.359999999999999,77.71,81.95,76.1,5.8500000000000085,5.8500000000000085,3286,15259,201,15058,14925
2016-05-15,81.894,83.22,80.25,2.969999999999999,-1.9000000000000057,82.15,83.28,80.35,2.930000000000007,-2.8000000000000114,80.94,82.3,79.7,2.5999999999999943,-1.8799999999999955,81.454,83.03,79.85,3.180000000000007,-3.180000000000007,12154,12999,10727,2272,-1785
2016-05-22,80.044,80.7,79.38,1.3200000000000074,0.6200000000000045,80.326,81.0,79.75,1.25,0.730000000000004,79.408,79.97,78.62,1.3499999999999943,1.3299999999999983,80.0,80.55,79.08,1.4699999999999989,1.4500000000000028,8062,10767,3857,6910,-6910
2016-05-29,81.2075,82.0,80.75,1.25,1.25,81.8325,82.58,81.25,1.3299999999999983,1.2000000000000028,80.7,81.5,80.03,1.4699999999999989,1.1500000000000057,81.515,82.3,80.58,1.7199999999999989,1.7199999999999989,6649,7743,5853,1890,1014
2016-06-05,82.464,82.7,82.25,0.45000000000000284,0.37000000000000455,82.69,82.95,82.35,0.6000000000000085,-0.25,82.01,82.4,81.6,0.8000000000000114,-0.10000000000000853,82.22,82.67,81.85,0.8200000000000074,0.030000000000001137,3539,5654,1724,3930,-2742
2016-06-12,86.16,88.67,82.25,6.420000000000002,4.780000000000001,86.946,88.9,82.25,6.650000000000006,5.049999999999997,85.326,86.78,81.6,5.180000000000007,4.480000000000004,85.998,88.08,81.83,6.25,4.340000000000003,9972,15286,3282,12004,6660
2016-06-19,85.598,86.7,83.97,2.730000000000004,-2.1500000000000057,85.89,86.9,84.47,2.430000000000007,-2.0799999999999983,84.628,86.05,83.62,2.4299999999999926,-1.75,85.084,86.42,84.05,2.3700000000000045,-2.3700000000000045,6606,11082,4574,6508,-708
2016-06-26,83.306,83.6,82.88,0.7199999999999989,-0.4200000000000017,83.44,83.75,82.88,0.8700000000000045,-0.8700000000000045,82.676,83.03,82.1,0.9300000000000068,-0.9300000000000068,82.984,83.15,82.67,0.480000000000004,-0.480000000000004,4941,5937,3710,2227,-107
2016-07-03,81.9325,82.75,81.25,1.5,-1.5,82.2375,83.65,81.25,2.4000000000000057,-2.4000000000000057,81.0825,81.95,80.0,1.9500000000000028,-1.9500000000000028,81.1825,82.05,80.05,2.0,-2.0,4997,7852,3600,4252,-1210
2016-07-10,79.898,80.55,78.5,2.049999999999997,-2.049999999999997,80.03399999999999,80.6,78.6,2.0,-1.9500000000000028,79.488,80.15,77.78,2.3700000000000045,-1.7999999999999972,79.592,80.3,77.92,2.3799999999999955,-1.7000000000000028,4279,12829,1576,11253,9862
2016-07-17,76.956,78.28,74.6,3.680000000000007,-3.6500000000000057,77.32600000000001,78.58,75.42,3.1599999999999966,-3.1599999999999966,75.736,77.3,73.83,3.469999999999999,-3.469999999999999,76.222,77.83,74.45,3.3799999999999955,-2.549999999999997,11175,13940,9175,4765,-3514
2016-07-24,73.398,75.9,69.2,6.700000000000003,-6.700000000000003,73.67,75.92,70.15,5.769999999999996,-5.769999999999996,71.676,74.83,68.7,6.1299999999999955,-6.1299999999999955,71.952,75.67,68.85,6.820000000000007,-6.700000000000003,8805,12268,5632,6636,919
2016-07-31,68.68,69.65,67.75,1.9000000000000057,-1.9000000000000057,68.898,69.65,68.1,1.5500000000000114,-1.5500000000000114,68.104,68.67,67.35,1.3200000000000074,-1.25,68.214,68.92,67.45,1.4699999999999989,-1.2000000000000028,4792,7340,3809,3531,-2769
2016-08-07,65.616,67.6,58.58,9.019999999999996,-9.019999999999996,66.12,67.7,60.33,7.3700000000000045,-7.3700000000000045,65.126,67.15,57.85,9.300000000000004,-9.100000000000001,65.668,67.2,60.0,7.200000000000003,-7.099999999999994,5210,14044,2063,11981,10888
2016-08-14,60.918,62.9,59.85,3.049999999999997,-0.09999999999999432,62.23,63.25,61.05,2.200000000000003,-0.3999999999999986,59.926,60.42,59.27,1.1499999999999986,-0.14999999999999858,61.194,62.5,59.85,2.6499999999999986,-0.5799999999999983,15971,21048,12086,8962,-6829
2016-08-21,60.716,62.2,59.33,2.8700000000000045,-2.8700000000000045,61.52,63.02,60.23,2.7900000000000063,-1.3200000000000003,59.736,60.9,58.38,2.519999999999996,-1.5700000000000003,60.406,61.33,58.7,2.6299999999999955,0.17999999999999972,13202,16597,9528,7069,2837
2016-08-28,62.196,63.33,61.38,1.9499999999999957,1.9099999999999966,62.934,63.85,61.95,1.8999999999999986,1.7199999999999989,61.238,62.17,60.52,1.6499999999999986,-0.30999999999999517,62.072,63.33,60.75,2.5799999999999983,-0.6300000000000026,14719,17898,11263,6635,6635
2016-09-04,60.505,61.5,59.2,2.299999999999997,1.0800000000000054,61.21,62.05,60.17,1.8799999999999955,1.4299999999999997,59.42,60.88,58.5,2.3800000000000026,0.6000000000000014,60.0075,61.0,58.92,2.0799999999999983,0.30999999999999517,21160,23418,17762,5656,3158
2016-09-11,57.449999999999996,59.92,55.25,4.670000000000002,-4.6200000000000045,58.162,61.98,55.7,6.279999999999994,-6.279999999999994,55.916,59.1,54.55,4.550000000000004,-4.450000000000003,56.344,59.42,54.92,4.5,-3.940000000000005,26152,36652,13615,23037,-23037
2016-09-18,54.988,55.73,54.23,1.5,-1.5,55.550000000000004,56.45,54.98,1.470000000000006,-1.470000000000006,54.178000000000004,54.73,53.7,1.029999999999994,-0.9599999999999937,54.618,55.55,54.0,1.5499999999999972,-0.9200000000000017,10401,13570,7278,6292,-4188
2016-09-25,52.629999999999995,53.83,51.6,2.229999999999997,-1.7100000000000009,52.988,54.25,52.12,2.1300000000000026,-2.1300000000000026,51.160000000000004,52.95,49.02,3.9299999999999997,-3.9299999999999997,51.498000000000005,53.05,49.02,4.029999999999994,-4.029999999999994,7889,9585,5276,4309,80
2016-10-02,49.494,50.98,48.8,2.1799999999999997,1.7099999999999937,50.16,51.73,49.15,2.5799999999999983,1.9299999999999997,48.794,50.5,47.62,2.8800000000000026,1.7999999999999972,49.364,50.67,48.23,2.440000000000005,1.75,6204,7065,4864,2201,-174
2016-10-09,50.174,52.52,44.3,8.220000000000006,-6.850000000000001,50.508,52.77,44.3,8.470000000000006,-6.950000000000003,49.526,52.45,41.98,10.470000000000006,-8.350000000000001,49.87,52.62,42.23,10.39,-8.440000000000005,6257,19840,1870,17970,17498
2016-10-16,41.67,42.48,41.25,1.2299999999999969,-0.8599999999999994,42.296,42.73,41.85,0.8799999999999955,-0.0799999999999983,41.094,41.45,40.7,0.75,0.20000000000000284,41.368,41.85,41.1,0.75,0.25,14887,16873,12752,4121,1036
2016-10-23,44.230000000000004,45.5,43.0,2.5,2.5,45.278,47.08,43.75,3.3299999999999983,3.3299999999999983,43.884,45.45,42.77,2.6799999999999997,2.6799999999999997,44.84,46.8,43.2,3.5999999999999943,3.5999999999999943,17066,20318,13400,6918,2049
2016-10-30,47.160000000000004,47.7,46.83,0.8700000000000045,0.07000000000000028,47.744,48.15,46.95,1.1999999999999957,-1.1999999999999957,46.136,46.58,45.1,1.4799999999999969,-1.4799999999999969,47.076,47.95,46.15,1.8000000000000043,-1.8000000000000043,19618,22931,16623,6308,-3999
2016-11-06,46.870000000000005,47.4,46.38,1.019999999999996,1.019999999999996,47.778,48.75,47.25,1.5,1.5,46.202,46.88,45.55,1.3300000000000054,0.9000000000000057,47.025999999999996,47.38,46.55,0.8300000000000054,0.01999999999999602,27540,30552,24438,6114,1001
