Date,IROQStock_Open_average,IROQStock_Open_max,IROQStock_Open_min,IROQStock_Open_volatility,IROQStock_Open_change,IROQStock_High_average,IROQStock_High_max,IROQStock_High_min,IROQStock_High_volatility,IROQStock_High_change,IROQStock_Low_average,IROQStock_Low_max,IROQStock_Low_min,IROQStock_Low_volatility,IROQStock_Low_change,IROQStock_Close_average,IROQStock_Close_max,IROQStock_Close_min,IROQStock_Close_volatility,IROQStock_Close_change,IROQStock_Volume_average,IROQStock_Volume_max,IROQStock_Volume_min,IROQStock_Volume_volatility,IROQStock_Volume_change
2016-01-03,18.642,18.96,18.12,0.8399999999999999,0.5399999999999991,18.792,18.96,18.55,0.41000000000000014,0.41000000000000014,18.490000000000002,18.96,18.1,0.8599999999999994,0.7899999999999991,18.79,18.96,18.55,0.41000000000000014,0.41000000000000014,2933,5124,279,4845,-3211
2016-01-10,19.142,19.4,18.77,0.629999999999999,0.17999999999999972,19.458,19.97,18.77,1.1999999999999993,-0.5100000000000016,18.902,19.3,18.24,1.0600000000000023,-0.7600000000000016,19.148,19.68,18.24,1.4400000000000013,-1.1600000000000001,3770,6789,136,6653,201
2016-01-17,18.23,18.5,17.95,0.5500000000000007,0.17999999999999972,18.325,18.5,18.15,0.3500000000000014,0.17999999999999972,17.985,18.15,17.9,0.25,-0.25,18.035,18.15,17.9,0.25,-0.25,2225,3221,1405,1816,496
2016-01-24,18.088,18.24,17.82,0.41999999999999815,-0.41999999999999815,18.128,18.24,18.0,0.23999999999999844,-0.21999999999999886,18.086,18.24,17.81,0.4299999999999997,-0.4299999999999997,18.128,18.24,18.0,0.23999999999999844,-0.21999999999999886,323,1497,0,1497,1497
2016-01-31,17.53333333333333,17.68,17.36,0.3200000000000003,-0.1999999999999993,17.706666666666667,17.98,17.46,0.5199999999999996,-0.5199999999999996,17.456666666666667,17.56,17.25,0.3099999999999987,-0.3099999999999987,17.666666666666668,17.98,17.46,0.5199999999999996,-0.5199999999999996,1019,1707,116,1591,1591
2016-02-07,17.318,17.46,17.16,0.3000000000000007,-0.3000000000000007,17.318,17.46,17.16,0.3000000000000007,-0.3000000000000007,17.224,17.25,17.12,0.129999999999999,-0.129999999999999,17.244,17.31,17.12,0.18999999999999773,-0.18999999999999773,1717,3348,63,3285,-3285
2016-02-14,17.26,17.28,17.25,0.030000000000001137,0.019999999999999574,17.265,17.28,17.25,0.030000000000001137,0.019999999999999574,17.25,17.25,17.25,0.0,0.0,17.255,17.27,17.25,0.019999999999999574,0.0,721,1928,100,1828,-1337
2016-02-21,17.330000000000002,17.5,17.25,0.25,0.25,17.378,17.71,17.25,0.46000000000000085,0.46000000000000085,17.318,17.5,17.25,0.25,0.25,17.368,17.71,17.25,0.46000000000000085,0.46000000000000085,1484,4260,100,4160,4044
2016-02-28,18.438,19.05,17.57,1.4800000000000004,1.4000000000000021,19.044,19.55,18.4,1.1500000000000021,1.1500000000000021,18.358,19.05,17.56,1.490000000000002,1.4400000000000013,18.85,19.55,17.75,1.8000000000000007,1.8000000000000007,2798,7428,379,7049,-532
2016-03-06,19.025,19.55,18.74,0.8100000000000023,-0.6600000000000001,19.085,19.55,18.74,0.8100000000000023,-0.5,19.015,19.53,18.74,0.7900000000000027,-0.6400000000000006,19.0825,19.55,18.74,0.8100000000000023,-0.5,1224,2680,180,2500,-2378
