Date,SPDR Solactive JapanEtf_Open_average,SPDR Solactive JapanEtf_Open_max,SPDR Solactive JapanEtf_Open_min,SPDR Solactive JapanEtf_Open_volatility,SPDR Solactive JapanEtf_Open_change,SPDR Solactive JapanEtf_High_average,SPDR Solactive JapanEtf_High_max,SPDR Solactive JapanEtf_High_min,SPDR Solactive JapanEtf_High_volatility,SPDR Solactive JapanEtf_High_change,SPDR Solactive JapanEtf_Low_average,SPDR Solactive JapanEtf_Low_max,SPDR Solactive JapanEtf_Low_min,SPDR Solactive JapanEtf_Low_volatility,SPDR Solactive JapanEtf_Low_change,SPDR Solactive JapanEtf_Close_average,SPDR Solactive JapanEtf_Close_max,SPDR Solactive JapanEtf_Close_min,SPDR Solactive JapanEtf_Close_volatility,SPDR Solactive JapanEtf_Close_change
2016-01-03,61.05,61.05,61.05,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2016-01-10,59.4,59.4,59.4,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2016-01-17,60.08,60.08,60.08,0.0,0.0,60.15,60.15,60.15,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2016-01-24,61.44,61.44,61.44,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.53,61.53,61.53,0.0,0.0
2016-01-31,60.63,60.63,60.63,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2016-02-07,56.51,56.51,56.51,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2016-02-14,60.19,60.19,60.19,0.0,0.0,60.19,60.19,60.19,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2016-02-21,59.63,59.63,59.63,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2016-02-28,62.63,62.63,62.63,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.61,62.61,62.61,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2016-03-06,62.63,62.63,62.63,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2016-03-13,62.76,62.76,62.76,0.0,0.0,62.77,62.77,62.77,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.77,62.77,62.77,0.0,0.0
2016-03-20,62.96,62.96,62.96,0.0,0.0,62.96,62.96,62.96,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.8,62.8,62.8,0.0,0.0
2016-03-27,61.5,61.5,61.5,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2016-04-03,62.45,62.45,62.45,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2016-04-10,64.6,64.6,64.6,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.62,64.62,64.62,0.0,0.0
2016-04-17,66.15,66.15,66.15,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.04,66.04,66.04,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2016-04-24,65.49,65.49,65.49,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2016-05-01,62.95,62.95,62.95,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.95,62.95,62.95,0.0,0.0
2016-05-08,63.48,63.48,63.48,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.48,63.48,63.48,0.0,0.0
2016-05-15,62.87,62.87,62.87,0.0,0.0,62.96,62.96,62.96,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2016-05-22,63.71,63.71,63.71,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.78,63.78,63.78,0.0,0.0
2016-05-29,63.69,63.69,63.69,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2016-06-05,63.83,63.83,63.83,0.0,0.0,63.83,63.83,63.83,0.0,0.0,63.83,63.83,63.83,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2016-06-12,62.08,62.08,62.08,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2016-06-19,64.51,64.51,64.51,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.51,64.51,64.51,0.0,0.0
2016-06-26,64.33,64.33,64.33,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.49,64.49,64.49,0.0,0.0
2016-07-03,63.89,63.89,63.89,0.0,0.0,63.89,63.89,63.89,0.0,0.0,63.89,63.89,63.89,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2016-07-10,64.9,64.9,64.9,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2016-07-17,64.96,64.96,64.96,0.0,0.0,65.03,65.03,65.03,0.0,0.0,64.94,64.94,64.94,0.0,0.0,65.03,65.03,65.03,0.0,0.0
2016-07-24,65.91,65.91,65.91,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2016-07-31,65.82,65.82,65.82,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.82,65.82,65.82,0.0,0.0
2016-08-07,66.8,66.8,66.8,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2016-08-14,66.52,66.52,66.52,0.0,0.0,66.52,66.52,66.52,0.0,0.0,66.52,66.52,66.52,0.0,0.0,66.52,66.52,66.52,0.0,0.0
2016-08-21,66.33,66.33,66.33,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.33,66.33,66.33,0.0,0.0
2016-08-28,66.57,66.57,66.57,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.79,66.79,66.79,0.0,0.0
2016-09-04,66.82,66.82,66.82,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.82,66.82,66.82,0.0,0.0
2016-09-11,65.74,65.74,65.74,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.72,65.72,65.72,0.0,0.0,65.73,65.73,65.73,0.0,0.0
2016-09-18,68.4,68.4,68.4,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2016-09-25,68.05,68.05,68.05,0.0,0.0,68.05,68.05,68.05,0.0,0.0,68.05,68.05,68.05,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2016-10-02,66.88,66.88,66.88,0.0,0.0,67.39,67.39,67.39,0.0,0.0,66.88,66.88,66.88,0.0,0.0,67.39,67.39,67.39,0.0,0.0
2016-10-09,66.82,66.82,66.82,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.82,66.82,66.82,0.0,0.0
2016-10-16,67.7,67.7,67.7,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2016-10-23,68.03,68.03,68.03,0.0,0.0,68.03,68.03,68.03,0.0,0.0,67.95,67.95,67.95,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2016-10-30,67.01,67.01,67.01,0.0,0.0,67.02,67.02,67.02,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.02,67.02,67.02,0.0,0.0
2016-11-06,66.69,66.69,66.69,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2016-11-13,65.9,65.9,65.9,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2016-11-20,66.23,66.23,66.23,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2016-11-27,65.67,65.67,65.67,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.78,65.78,65.78,0.0,0.0
2016-12-04,66.79,66.79,66.79,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.74,66.74,66.74,0.0,0.0,66.87,66.87,66.87,0.0,0.0
2016-12-11,65.76,65.76,65.76,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2016-12-18,66.7,66.7,66.7,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.45,66.45,66.45,0.0,0.0,66.45,66.45,66.45,0.0,0.0
2016-12-25,65.83,65.83,65.83,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.34,65.34,65.34,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2017-01-01,67.48,67.48,67.48,0.0,0.0,67.48,67.48,67.48,0.0,0.0,67.48,67.48,67.48,0.0,0.0,67.48,67.48,67.48,0.0,0.0
2017-01-08,67.82,67.82,67.82,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.82,67.82,67.82,0.0,0.0
2017-01-15,67.06,67.06,67.06,0.0,0.0,67.06,67.06,67.06,0.0,0.0,67.06,67.06,67.06,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2017-01-22,67.64,67.64,67.64,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.64,67.64,67.64,0.0,0.0
