Date,iShares Russell 1000 Growth_etf_Open_average,iShares Russell 1000 Growth_etf_Open_max,iShares Russell 1000 Growth_etf_Open_min,iShares Russell 1000 Growth_etf_Open_volatility,iShares Russell 1000 Growth_etf_Open_change,iShares Russell 1000 Growth_etf_High_average,iShares Russell 1000 Growth_etf_High_max,iShares Russell 1000 Growth_etf_High_min,iShares Russell 1000 Growth_etf_High_volatility,iShares Russell 1000 Growth_etf_High_change,iShares Russell 1000 Growth_etf_Low_average,iShares Russell 1000 Growth_etf_Low_max,iShares Russell 1000 Growth_etf_Low_min,iShares Russell 1000 Growth_etf_Low_volatility,iShares Russell 1000 Growth_etf_Low_change,iShares Russell 1000 Growth_etf_Close_average,iShares Russell 1000 Growth_etf_Close_max,iShares Russell 1000 Growth_etf_Close_min,iShares Russell 1000 Growth_etf_Close_volatility,iShares Russell 1000 Growth_etf_Close_change
2017-07-16,122.09,122.09,122.09,0.0,0.0,122.46,122.46,122.46,0.0,0.0,122.0,122.0,122.0,0.0,0.0,122.4,122.4,122.4,0.0,0.0
2017-07-23,121.98,121.98,121.98,0.0,0.0,122.23,122.23,122.23,0.0,0.0,121.73,121.73,121.73,0.0,0.0,122.08,122.08,122.08,0.0,0.0
2017-07-30,122.26,122.26,122.26,0.0,0.0,122.36,122.36,122.36,0.0,0.0,121.86,121.86,121.86,0.0,0.0,122.21,122.21,122.21,0.0,0.0
2017-08-06,120.35,120.35,120.35,0.0,0.0,121.21,121.21,121.21,0.0,0.0,120.34,120.34,120.34,0.0,0.0,120.94,120.94,120.94,0.0,0.0
2017-08-13,120.61,120.61,120.61,0.0,0.0,121.21,121.21,121.21,0.0,0.0,120.19,120.19,120.19,0.0,0.0,120.51,120.51,120.51,0.0,0.0
2017-08-20,121.85,121.85,121.85,0.0,0.0,122.14,122.14,122.14,0.0,0.0,121.35,121.35,121.35,0.0,0.0,121.43,121.43,121.43,0.0,0.0
2017-08-27,124.25,124.25,124.25,0.0,0.0,124.3,124.3,124.3,0.0,0.0,123.84,123.84,123.84,0.0,0.0,124.03,124.03,124.03,0.0,0.0
2017-09-03,123.7,123.7,123.7,0.0,0.0,123.93,123.93,123.93,0.0,0.0,123.46,123.46,123.46,0.0,0.0,123.56,123.56,123.56,0.0,0.0
2017-09-10,124.57,124.57,124.57,0.0,0.0,125.08,125.08,125.08,0.0,0.0,124.57,124.57,124.57,0.0,0.0,124.91,124.91,124.91,0.0,0.0
2017-09-17,124.31,124.31,124.31,0.0,0.0,124.75,124.75,124.75,0.0,0.0,124.31,124.31,124.31,0.0,0.0,124.61,124.61,124.61,0.0,0.0
2017-09-24,124.55,124.55,124.55,0.0,0.0,125.15,125.15,125.15,0.0,0.0,124.5,124.5,124.5,0.0,0.0,125.06,125.06,125.06,0.0,0.0
2017-10-01,126.39,126.39,126.39,0.0,0.0,126.9,126.9,126.9,0.0,0.0,126.39,126.39,126.39,0.0,0.0,126.9,126.9,126.9,0.0,0.0
2017-10-08,127.79,127.79,127.79,0.0,0.0,127.94,127.94,127.94,0.0,0.0,127.61,127.61,127.61,0.0,0.0,127.71,127.71,127.71,0.0,0.0
2017-10-15,128.6,128.6,128.6,0.0,0.0,128.77,128.77,128.77,0.0,0.0,128.38,128.38,128.38,0.0,0.0,128.67,128.67,128.67,0.0,0.0
2017-10-22,128.84,128.84,128.84,0.0,0.0,129.97,129.97,129.97,0.0,0.0,128.84,128.84,128.84,0.0,0.0,129.87,129.87,129.87,0.0,0.0
2017-10-29,130.34,130.34,130.34,0.0,0.0,130.73,130.73,130.73,0.0,0.0,129.92,129.92,129.92,0.0,0.0,130.72,130.72,130.72,0.0,0.0
2017-11-05,130.59,130.59,130.59,0.0,0.0,130.92,130.92,130.92,0.0,0.0,130.4,130.4,130.4,0.0,0.0,130.82,130.82,130.82,0.0,0.0
2017-11-12,131.19,131.19,131.19,0.0,0.0,131.38,131.38,131.38,0.0,0.0,130.87,130.87,130.87,0.0,0.0,130.96,130.96,130.96,0.0,0.0
2017-11-19,132.64,132.64,132.64,0.0,0.0,132.87,132.87,132.87,0.0,0.0,132.54,132.54,132.54,0.0,0.0,132.8,132.8,132.8,0.0,0.0
2017-11-26,133.5,133.5,133.5,0.0,0.0,133.85,133.85,133.85,0.0,0.0,131.46,131.46,131.46,0.0,0.0,133.32,133.32,133.32,0.0,0.0
2017-12-03,133.83,133.83,133.83,0.0,0.0,134.16,134.16,134.16,0.0,0.0,133.45,133.45,133.45,0.0,0.0,133.87,133.87,133.87,0.0,0.0
2017-12-10,134.8,134.8,134.8,0.0,0.0,135.57,135.57,135.57,0.0,0.0,134.51,134.51,134.51,0.0,0.0,135.35,135.35,135.35,0.0,0.0
2017-12-17,135.21,135.21,135.21,0.0,0.0,135.21,135.21,135.21,0.0,0.0,134.88,134.88,134.88,0.0,0.0,135.15,135.15,135.15,0.0,0.0
2017-12-24,135.56,135.56,135.56,0.0,0.0,135.56,135.56,135.56,0.0,0.0,134.58,134.58,134.58,0.0,0.0,134.68,134.68,134.68,0.0,0.0
2017-12-31,138.28,138.28,138.28,0.0,0.0,139.03,139.03,139.03,0.0,0.0,138.11,138.11,138.11,0.0,0.0,138.95,138.95,138.95,0.0,0.0
