Date,iShares Russell 1000 Growth_etf_Open_average,iShares Russell 1000 Growth_etf_Open_max,iShares Russell 1000 Growth_etf_Open_min,iShares Russell 1000 Growth_etf_Open_volatility,iShares Russell 1000 Growth_etf_Open_change,iShares Russell 1000 Growth_etf_High_average,iShares Russell 1000 Growth_etf_High_max,iShares Russell 1000 Growth_etf_High_min,iShares Russell 1000 Growth_etf_High_volatility,iShares Russell 1000 Growth_etf_High_change,iShares Russell 1000 Growth_etf_Low_average,iShares Russell 1000 Growth_etf_Low_max,iShares Russell 1000 Growth_etf_Low_min,iShares Russell 1000 Growth_etf_Low_volatility,iShares Russell 1000 Growth_etf_Low_change,iShares Russell 1000 Growth_etf_Close_average,iShares Russell 1000 Growth_etf_Close_max,iShares Russell 1000 Growth_etf_Close_min,iShares Russell 1000 Growth_etf_Close_volatility,iShares Russell 1000 Growth_etf_Close_change
2016-01-03,95.06,95.06,95.06,0.0,0.0,95.33,95.33,95.33,0.0,0.0,93.33,93.33,93.33,0.0,0.0,93.49,93.49,93.49,0.0,0.0
2016-01-10,90.56,90.56,90.56,0.0,0.0,91.68,91.68,91.68,0.0,0.0,90.05,90.05,90.05,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2016-01-17,92.48,92.48,92.48,0.0,0.0,93.21,93.21,93.21,0.0,0.0,92.32,92.32,92.32,0.0,0.0,93.1,93.1,93.1,0.0,0.0
2016-01-24,92.02,92.02,92.02,0.0,0.0,93.86,93.86,93.86,0.0,0.0,91.94,91.94,91.94,0.0,0.0,93.83,93.83,93.83,0.0,0.0
2016-01-31,92.32,92.32,92.32,0.0,0.0,92.42,92.42,92.42,0.0,0.0,89.98,89.98,89.98,0.0,0.0,90.31,90.31,90.31,0.0,0.0
2016-02-07,89.22,89.22,89.22,0.0,0.0,89.87,89.87,89.87,0.0,0.0,88.66,88.66,88.66,0.0,0.0,89.79,89.79,89.79,0.0,0.0
2016-02-14,92.25,92.25,92.25,0.0,0.0,92.93,92.93,92.93,0.0,0.0,91.92,91.92,91.92,0.0,0.0,92.86,92.86,92.86,0.0,0.0
2016-02-21,95.1,95.1,95.1,0.0,0.0,95.21,95.21,95.21,0.0,0.0,94.4,94.4,94.4,0.0,0.0,94.58,94.58,94.58,0.0,0.0
2016-02-28,96.65,96.65,96.65,0.0,0.0,97.21,97.21,97.21,0.0,0.0,96.17,96.17,96.17,0.0,0.0,96.7,96.7,96.7,0.0,0.0
2016-03-06,96.9,96.9,96.9,0.0,0.0,97.62,97.62,97.62,0.0,0.0,96.78,96.78,96.78,0.0,0.0,97.58,97.58,97.58,0.0,0.0
2016-03-13,98.74,98.74,98.74,0.0,0.0,99.08,99.08,99.08,0.0,0.0,98.52,98.52,98.52,0.0,0.0,98.95,98.95,98.95,0.0,0.0
2016-03-20,97.7,97.7,97.7,0.0,0.0,98.25,98.25,98.25,0.0,0.0,97.62,97.62,97.62,0.0,0.0,98.23,98.23,98.23,0.0,0.0
2016-03-27,99.28,99.28,99.28,0.0,0.0,100.72,100.72,100.72,0.0,0.0,99.01,99.01,99.01,0.0,0.0,100.61,100.61,100.61,0.0,0.0
2016-04-03,100.09,100.09,100.09,0.0,0.0,100.25,100.25,100.25,0.0,0.0,99.26,99.26,99.26,0.0,0.0,99.56,99.56,99.56,0.0,0.0
2016-04-10,100.87,100.87,100.87,0.0,0.0,101.03,101.03,101.03,0.0,0.0,100.69,100.69,100.69,0.0,0.0,100.94,100.94,100.94,0.0,0.0
2016-04-17,100.57,100.57,100.57,0.0,0.0,100.84,100.84,100.84,0.0,0.0,99.97,99.97,99.97,0.0,0.0,100.62,100.62,100.62,0.0,0.0
2016-04-24,99.05,99.05,99.05,0.0,0.0,99.27,99.27,99.27,0.0,0.0,98.23,98.23,98.23,0.0,0.0,98.86,98.86,98.86,0.0,0.0
2016-05-01,98.16,98.16,98.16,0.0,0.0,98.88,98.88,98.88,0.0,0.0,97.93,97.93,97.93,0.0,0.0,98.85,98.85,98.85,0.0,0.0
2016-05-08,98.92,98.92,98.92,0.0,0.0,99.29,99.29,99.29,0.0,0.0,98.21,98.21,98.21,0.0,0.0,98.37,98.37,98.37,0.0,0.0
2016-05-15,98.12,98.12,98.12,0.0,0.0,98.73,98.73,98.73,0.0,0.0,98.08,98.08,98.08,0.0,0.0,98.41,98.41,98.41,0.0,0.0
2016-05-22,100.39,100.39,100.39,0.0,0.0,100.85,100.85,100.85,0.0,0.0,100.39,100.39,100.39,0.0,0.0,100.8,100.8,100.8,0.0,0.0
2016-05-29,101.14,101.14,101.14,0.0,0.0,101.28,101.28,101.28,0.0,0.0,100.44,100.44,100.44,0.0,0.0,101.13,101.13,101.13,0.0,0.0
2016-06-05,100.93,100.93,100.93,0.0,0.0,101.04,101.04,101.04,0.0,0.0,100.42,100.42,100.42,0.0,0.0,100.75,100.75,100.75,0.0,0.0
2016-06-12,99.89,99.89,99.89,0.0,0.0,99.89,99.89,99.89,0.0,0.0,99.0,99.0,99.0,0.0,0.0,99.32,99.32,99.32,0.0,0.0
2016-06-19,97.65,97.65,97.65,0.0,0.0,99.31,99.31,99.31,0.0,0.0,97.42,97.42,97.42,0.0,0.0,97.58,97.58,97.58,0.0,0.0
2016-06-26,100.46,100.46,100.46,0.0,0.0,101.11,101.11,101.11,0.0,0.0,100.43,100.43,100.43,0.0,0.0,100.68,100.68,100.68,0.0,0.0
2016-07-03,101.29,101.29,101.29,0.0,0.0,102.3,102.3,102.3,0.0,0.0,101.17,101.17,101.17,0.0,0.0,102.13,102.13,102.13,0.0,0.0
2016-07-10,103.78,103.78,103.78,0.0,0.0,103.95,103.95,103.95,0.0,0.0,103.15,103.15,103.15,0.0,0.0,103.27,103.27,103.27,0.0,0.0
2016-07-17,103.89,103.89,103.89,0.0,0.0,104.37,104.37,104.37,0.0,0.0,103.7,103.7,103.7,0.0,0.0,104.28,104.28,104.28,0.0,0.0
2016-07-24,104.58,104.58,104.58,0.0,0.0,104.94,104.94,104.94,0.0,0.0,104.3,104.3,104.3,0.0,0.0,104.72,104.72,104.72,0.0,0.0
2016-07-31,104.86,104.86,104.86,0.0,0.0,105.28,105.28,105.28,0.0,0.0,104.62,104.62,104.62,0.0,0.0,105.16,105.16,105.16,0.0,0.0
2016-08-07,105.27,105.27,105.27,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.33,105.33,105.33,0.0,0.0
2016-08-14,104.78,104.78,104.78,0.0,0.0,105.16,105.16,105.16,0.0,0.0,104.68,104.68,104.68,0.0,0.0,105.07,105.07,105.07,0.0,0.0
2016-08-21,104.62,104.62,104.62,0.0,0.0,105.27,105.27,105.27,0.0,0.0,103.96,103.96,103.96,0.0,0.0,104.44,104.44,104.44,0.0,0.0
2016-08-28,104.76,104.76,104.76,0.0,0.0,105.0,105.0,105.0,0.0,0.0,104.41,104.41,104.41,0.0,0.0,104.79,104.79,104.79,0.0,0.0
2016-09-04,103.77,103.77,103.77,0.0,0.0,103.9,103.9,103.9,0.0,0.0,102.01,102.01,102.01,0.0,0.0,102.04,102.04,102.04,0.0,0.0
2016-09-11,103.17,103.17,103.17,0.0,0.0,103.39,103.39,103.39,0.0,0.0,102.89,102.89,102.89,0.0,0.0,103.28,103.28,103.28,0.0,0.0
2016-09-18,104.88,104.88,104.88,0.0,0.0,105.03,105.03,105.03,0.0,0.0,104.57,104.57,104.57,0.0,0.0,104.63,104.63,104.63,0.0,0.0
2016-09-25,103.95,103.95,103.95,0.0,0.0,104.54,104.54,104.54,0.0,0.0,103.68,103.68,103.68,0.0,0.0,104.17,104.17,104.17,0.0,0.0
2016-10-02,103.81,103.81,103.81,0.0,0.0,103.89,103.89,103.89,0.0,0.0,102.87,102.87,102.87,0.0,0.0,103.31,103.31,103.31,0.0,0.0
2016-10-09,102.87,102.87,102.87,0.0,0.0,103.12,103.12,103.12,0.0,0.0,102.36,102.36,102.36,0.0,0.0,102.38,102.38,102.38,0.0,0.0
2016-10-16,102.48,102.48,102.48,0.0,0.0,103.15,103.15,103.15,0.0,0.0,102.47,102.47,102.47,0.0,0.0,103.1,103.1,103.1,0.0,0.0
2016-10-23,101.99,101.99,101.99,0.0,0.0,102.52,102.52,102.52,0.0,0.0,101.55,101.55,101.55,0.0,0.0,101.78,101.78,101.78,0.0,0.0
2016-10-30,99.62,99.62,99.62,0.0,0.0,100.39,100.39,100.39,0.0,0.0,99.57,99.57,99.57,0.0,0.0,99.72,99.72,99.72,0.0,0.0
2016-11-06,102.68,102.68,102.68,0.0,0.0,102.8,102.8,102.8,0.0,0.0,102.16,102.16,102.16,0.0,0.0,102.7,102.7,102.7,0.0,0.0
2016-11-13,104.12,104.12,104.12,0.0,0.0,104.25,104.25,104.25,0.0,0.0,103.59,103.59,103.59,0.0,0.0,103.65,103.65,103.65,0.0,0.0
2016-11-20,104.96,104.96,104.96,0.0,0.0,105.1,105.1,105.1,0.0,0.0,104.82,104.82,104.82,0.0,0.0,105.1,105.1,105.1,0.0,0.0
2016-11-27,102.93,102.93,102.93,0.0,0.0,103.44,103.44,103.44,0.0,0.0,102.84,102.84,102.84,0.0,0.0,103.15,103.15,103.15,0.0,0.0
2016-12-04,105.74,105.74,105.74,0.0,0.0,106.27,106.27,106.27,0.0,0.0,105.74,105.74,105.74,0.0,0.0,106.23,106.23,106.23,0.0,0.0
2016-12-11,106.66,106.66,106.66,0.0,0.0,106.74,106.74,106.74,0.0,0.0,106.03,106.03,106.03,0.0,0.0,106.24,106.24,106.24,0.0,0.0
2016-12-18,105.8,105.8,105.8,0.0,0.0,106.01,106.01,106.01,0.0,0.0,105.71,105.71,105.71,0.0,0.0,105.98,105.98,105.98,0.0,0.0
2016-12-25,105.78,105.78,105.78,0.0,0.0,105.78,105.78,105.78,0.0,0.0,104.59,104.59,104.59,0.0,0.0,104.9,104.9,104.9,0.0,0.0
2017-01-01,106.78,106.78,106.78,0.0,0.0,107.57,107.57,107.57,0.0,0.0,106.53,106.53,106.53,0.0,0.0,107.37,107.37,107.37,0.0,0.0
2017-01-08,107.4,107.4,107.4,0.0,0.0,107.8,107.8,107.8,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.69,107.69,107.69,0.0,0.0
2017-01-15,107.7,107.7,107.7,0.0,0.0,107.92,107.92,107.92,0.0,0.0,107.3,107.3,107.3,0.0,0.0,107.58,107.58,107.58,0.0,0.0
2017-01-22,109.19,109.19,109.19,0.0,0.0,109.19,109.19,109.19,0.0,0.0,108.84,108.84,108.84,0.0,0.0,109.0,109.0,109.0,0.0,0.0
2017-01-29,108.95,108.95,108.95,0.0,0.0,109.25,109.25,109.25,0.0,0.0,108.86,108.86,108.86,0.0,0.0,109.2,109.2,109.2,0.0,0.0
2017-02-05,110.42,110.42,110.42,0.0,0.0,110.74,110.74,110.74,0.0,0.0,110.27,110.27,110.27,0.0,0.0,110.58,110.58,110.58,0.0,0.0
2017-02-12,111.62,111.62,111.62,0.0,0.0,112.23,112.23,112.23,0.0,0.0,111.62,111.62,111.62,0.0,0.0,112.22,112.22,112.22,0.0,0.0
2017-02-19,112.29,112.29,112.29,0.0,0.0,113.09,113.09,113.09,0.0,0.0,112.27,112.27,112.27,0.0,0.0,113.09,113.09,113.09,0.0,0.0
2017-02-26,113.59,113.59,113.59,0.0,0.0,113.81,113.81,113.81,0.0,0.0,113.27,113.27,113.27,0.0,0.0,113.79,113.79,113.79,0.0,0.0
2017-03-05,113.83,113.83,113.83,0.0,0.0,113.99,113.99,113.99,0.0,0.0,113.27,113.27,113.27,0.0,0.0,113.75,113.75,113.75,0.0,0.0
2017-03-12,114.46,114.46,114.46,0.0,0.0,114.6,114.6,114.6,0.0,0.0,114.19,114.19,114.19,0.0,0.0,114.23,114.23,114.23,0.0,0.0
2017-03-19,112.95,112.95,112.95,0.0,0.0,113.25,113.25,113.25,0.0,0.0,112.37,112.37,112.37,0.0,0.0,112.74,112.74,112.74,0.0,0.0
2017-03-26,113.66,113.66,113.66,0.0,0.0,114.09,114.09,114.09,0.0,0.0,113.61,113.61,113.61,0.0,0.0,113.8,113.8,113.8,0.0,0.0
2017-04-02,113.46,113.46,113.46,0.0,0.0,113.72,113.72,113.72,0.0,0.0,113.13,113.13,113.13,0.0,0.0,113.39,113.39,113.39,0.0,0.0
2017-04-09,112.82,112.82,112.82,0.0,0.0,113.24,113.24,113.24,0.0,0.0,112.45,112.45,112.45,0.0,0.0,112.48,112.48,112.48,0.0,0.0
2017-04-16,114.17,114.17,114.17,0.0,0.0,114.37,114.37,114.37,0.0,0.0,113.81,113.81,113.81,0.0,0.0,114.06,114.06,114.06,0.0,0.0
2017-04-23,116.64,116.64,116.64,0.0,0.0,116.77,116.77,116.77,0.0,0.0,116.19,116.19,116.19,0.0,0.0,116.33,116.33,116.33,0.0,0.0
2017-04-30,117.08,117.08,117.08,0.0,0.0,117.37,117.37,117.37,0.0,0.0,116.8,116.8,116.8,0.0,0.0,117.34,117.34,117.34,0.0,0.0
2017-05-07,117.38,117.38,117.38,0.0,0.0,117.47,117.47,117.47,0.0,0.0,117.23,117.23,117.23,0.0,0.0,117.34,117.34,117.34,0.0,0.0
2017-05-14,116.66,116.66,116.66,0.0,0.0,117.36,117.36,117.36,0.0,0.0,116.6,116.6,116.6,0.0,0.0,117.02,117.02,117.02,0.0,0.0
2017-05-21,119.18,119.18,119.18,0.0,0.0,119.32,119.32,119.32,0.0,0.0,119.07,119.07,119.07,0.0,0.0,119.22,119.22,119.22,0.0,0.0
2017-05-28,120.48,120.48,120.48,0.0,0.0,121.2,121.2,121.2,0.0,0.0,120.37,120.37,120.37,0.0,0.0,121.1,121.1,121.1,0.0,0.0
2017-06-04,120.79,120.79,120.79,0.0,0.0,121.09,121.09,121.09,0.0,0.0,118.54,118.54,118.54,0.0,0.0,119.52,119.52,119.52,0.0,0.0
2017-06-11,119.81,119.81,119.81,0.0,0.0,119.81,119.81,119.81,0.0,0.0,118.96,118.96,118.96,0.0,0.0,119.5,119.5,119.5,0.0,0.0
2017-06-18,120.5,120.5,120.5,0.0,0.0,120.9,120.9,120.9,0.0,0.0,120.16,120.16,120.16,0.0,0.0,120.75,120.75,120.75,0.0,0.0
2017-06-25,119.16,119.16,119.16,0.0,0.0,119.48,119.48,119.48,0.0,0.0,118.83,118.83,118.83,0.0,0.0,119.02,119.02,119.02,0.0,0.0
2017-07-02,118.05,118.05,118.05,0.0,0.0,119.06,119.06,119.06,0.0,0.0,118.05,118.05,118.05,0.0,0.0,118.9,118.9,118.9,0.0,0.0
2017-07-09,120.84,120.84,120.84,0.0,0.0,121.53,121.53,121.53,0.0,0.0,120.79,120.79,120.79,0.0,0.0,121.37,121.37,121.37,0.0,0.0
