Date,LORL_stock_Open_average,LORL_stock_Open_max,LORL_stock_Open_min,LORL_stock_Open_volatility,LORL_stock_Open_change,LORL_stock_High_average,LORL_stock_High_max,LORL_stock_High_min,LORL_stock_High_volatility,LORL_stock_High_change,LORL_stock_Low_average,LORL_stock_Low_max,LORL_stock_Low_min,LORL_stock_Low_volatility,LORL_stock_Low_change,LORL_stock_Close_average,LORL_stock_Close_max,LORL_stock_Close_min,LORL_stock_Close_volatility,LORL_stock_Close_change,LORL_stock_Volume_average,LORL_stock_Volume_max,LORL_stock_Volume_min,LORL_stock_Volume_volatility,LORL_stock_Volume_change
2016-01-03,38.704,40.14,37.0,3.1400000000000006,-3.1400000000000006,38.998,40.56,37.44,3.1200000000000045,-3.1200000000000045,37.782,39.47,35.82,3.6499999999999986,-3.6499999999999986,38.02,40.05,35.99,4.059999999999995,-4.059999999999995,79776,114227,39045,75182,-9727
2016-01-10,35.542,36.25,34.5,1.75,-0.7800000000000011,36.076,36.54,35.47,1.0700000000000003,-0.9500000000000028,34.544,35.3,33.93,1.3699999999999974,-1.2899999999999991,35.212,35.72,34.25,1.4699999999999989,-0.5200000000000031,85463,123252,52639,70613,27920
2016-01-17,34.0725,35.46,32.82,2.6400000000000006,-1.4299999999999997,34.582499999999996,35.46,34.11,1.3500000000000014,-0.8200000000000003,33.152499999999996,34.0,32.55,1.4500000000000028,-0.6700000000000017,33.7325,34.55,33.19,1.3599999999999994,-0.8499999999999943,111261,247464,57866,189598,-18128
2016-01-24,33.858,35.55,33.26,2.289999999999999,-2.289999999999999,34.548,35.55,33.84,1.7099999999999937,-0.8299999999999983,33.044,33.22,32.85,0.36999999999999744,-0.36999999999999744,33.653999999999996,34.55,33.15,1.3999999999999986,1.269999999999996,45233,55586,30706,24880,11574
2016-01-31,33.624,34.38,32.86,1.5200000000000031,-1.5200000000000031,33.936,34.44,32.88,1.5599999999999952,-1.5,32.758,33.64,31.92,1.7199999999999989,-1.7199999999999989,33.22,34.0,32.09,1.9099999999999966,-1.6899999999999977,52252,70399,44549,25850,6047
2016-02-07,30.86,31.68,30.11,1.5700000000000003,-1.3599999999999994,31.363999999999997,32.12,30.54,1.5799999999999983,-1.5399999999999991,30.218,31.23,29.55,1.6799999999999997,-1.6799999999999997,30.716,31.89,30.08,1.8100000000000023,-1.4400000000000013,52833,65138,34388,30750,-22907
2016-02-14,31.1,31.29,30.72,0.5700000000000003,0.5500000000000007,31.5925,31.86,31.15,0.7100000000000009,0.7100000000000009,30.802500000000002,31.12,30.52,0.6000000000000014,-0.1999999999999993,31.2425,31.49,30.84,0.6499999999999986,0.6499999999999986,53928,62324,43087,19237,10769
2016-02-21,31.71,32.4,31.3,1.0999999999999979,-0.5300000000000011,32.245,32.91,31.36,1.5499999999999972,-1.5499999999999972,31.303333333333335,31.51,30.94,0.5700000000000003,-0.15000000000000213,31.765,32.42,31.36,1.0600000000000023,-0.5,62244,84669,40150,44519,9467
2016-02-28,32.264,32.87,31.52,1.3499999999999979,1.3499999999999979,33.226,34.59,32.83,1.7600000000000051,1.740000000000002,31.556,32.52,30.22,2.3000000000000043,1.5900000000000034,32.762,34.15,32.01,2.1400000000000006,2.0899999999999963,205336,369921,85928,283993,245539
2016-03-06,35.352000000000004,36.42,34.5,1.9200000000000017,0.4200000000000017,36.519999999999996,37.26,35.18,2.0799999999999983,0.4299999999999997,34.592,35.09,34.04,1.0500000000000043,0.35999999999999943,35.812,37.18,34.47,2.710000000000001,0.35999999999999943,118711,276953,46327,230626,-91659
