Date,ALGTStock_Open_average,ALGTStock_Open_max,ALGTStock_Open_min,ALGTStock_Open_volatility,ALGTStock_Open_change,ALGTStock_High_average,ALGTStock_High_max,ALGTStock_High_min,ALGTStock_High_volatility,ALGTStock_High_change,ALGTStock_Low_average,ALGTStock_Low_max,ALGTStock_Low_min,ALGTStock_Low_volatility,ALGTStock_Low_change,ALGTStock_Close_average,ALGTStock_Close_max,ALGTStock_Close_min,ALGTStock_Close_volatility,ALGTStock_Close_change,ALGTStock_Volume_average,ALGTStock_Volume_max,ALGTStock_Volume_min,ALGTStock_Volume_volatility,ALGTStock_Volume_change
2016-01-03,158.07399999999998,164.79,148.98,15.810000000000002,-15.810000000000002,161.456,167.27,154.01,13.26000000000002,-13.26000000000002,154.1,159.1,147.49,11.609999999999985,-8.149999999999977,155.64,161.05,147.66,13.390000000000015,-13.390000000000015,282594,384573,225433,159140,119787
2016-01-10,156.61,161.65,149.25,12.400000000000006,7.300000000000011,161.726,163.61,159.91,3.700000000000017,1.4399999999999977,153.63,158.54,149.06,9.47999999999999,6.069999999999993,159.262,161.32,155.59,5.72999999999999,-0.6400000000000148,273988,316155,258403,57752,2455
2016-01-17,159.8875,164.06,155.22,8.840000000000003,-0.45000000000001705,165.03,167.35,162.65,4.699999999999989,1.75,154.415,156.5,153.1,3.4000000000000057,3.4000000000000057,159.70749999999998,163.98,156.19,7.789999999999992,4.319999999999993,275820,379563,184607,194956,-36613
2016-01-24,155.058,162.66,141.0,21.659999999999997,-6.97999999999999,162.662,165.99,158.88,7.110000000000014,0.3300000000000125,151.82999999999998,158.07,134.64,23.430000000000007,-6.060000000000002,158.586,162.2,152.77,9.429999999999978,1.4799999999999898,298603,454065,204941,249124,126120
2016-01-31,161.114,165.45,157.38,8.069999999999993,-2.280000000000001,164.9,169.43,160.1,9.330000000000013,-6.680000000000007,154.63400000000001,158.84,148.0,10.840000000000003,-10.840000000000003,158.942,166.65,148.65,18.0,-18.0,265884,385737,189668,196069,-196069
2016-02-07,149.524,153.99,145.75,8.240000000000009,7.010000000000019,153.788,156.61,149.1,7.510000000000019,7.510000000000019,147.39000000000001,151.52,144.73,6.7900000000000205,6.7900000000000205,151.432,154.53,147.73,6.800000000000011,6.800000000000011,116983,160752,87576,73176,23716
2016-02-14,155.98,156.66,155.42,1.240000000000009,1.240000000000009,159.4425,161.2,156.58,4.619999999999976,4.619999999999976,154.01250000000002,156.15,151.3,4.849999999999994,4.849999999999994,156.725,158.36,155.47,2.890000000000015,2.890000000000015,129791,138955,120480,18475,-3665
2016-02-21,162.585,170.0,157.83,12.169999999999987,3.4399999999999977,165.30166666666668,170.0,161.66,8.340000000000003,0.6899999999999977,160.06333333333333,163.19,156.18,7.009999999999991,6.909999999999997,163.22833333333335,169.3,158.06,11.240000000000009,5.030000000000001,103808,151302,0,151302,-151302
2016-02-28,168.716,172.7,162.77,9.929999999999978,9.929999999999978,171.08599999999998,174.16,165.0,9.159999999999997,9.159999999999997,166.386,169.08,162.0,7.0800000000000125,7.0800000000000125,169.882,172.73,163.88,8.849999999999994,8.120000000000005,161006,200065,125618,74447,-7825
2016-03-06,168.594,171.14,166.9,4.239999999999981,-2.4799999999999898,170.758,171.71,168.54,3.170000000000016,-0.3499999999999943,166.336,168.8,163.73,5.070000000000022,-1.2900000000000205,168.34,170.14,166.84,3.299999999999983,-0.1699999999999875,195362,336354,127185,209169,-47991
