Date,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Open_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Open_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Open_min,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Open_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Open_change,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_High_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_High_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_High_min,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_High_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_High_change,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Low_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Low_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Low_min,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Low_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Low_change,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Close_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Close_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Close_min,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Close_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_etf_Close_change
2016-05-08,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2016-05-15,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2016-05-22,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2016-05-29,47.94,47.94,47.94,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2016-06-05,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2016-06-12,47.79,47.79,47.79,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2016-06-19,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2016-06-26,47.63,47.63,47.63,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2016-07-03,47.41,47.41,47.41,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2016-07-10,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2016-07-17,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2016-07-24,47.69,47.69,47.69,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2016-07-31,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2016-08-07,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2016-08-14,47.91,47.91,47.91,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2016-08-21,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2016-08-28,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2016-09-04,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2016-09-11,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2016-09-18,47.98,47.98,47.98,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2016-09-25,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2016-10-02,47.89,47.89,47.89,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2016-10-09,47.91,47.91,47.91,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2016-10-16,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2016-10-23,47.83,47.83,47.83,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2016-10-30,47.8,47.8,47.8,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2016-11-06,48.04,48.04,48.04,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2016-11-13,48.15,48.15,48.15,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2016-11-20,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2016-11-27,48.0,48.0,48.0,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2016-12-04,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2016-12-11,48.25,48.25,48.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2016-12-18,47.94,47.94,47.94,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.94,47.94,47.94,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2016-12-25,48.2,48.2,48.2,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2017-01-01,48.34,48.34,48.34,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2017-01-08,48.25,48.25,48.25,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2017-01-15,48.14,48.14,48.14,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2017-01-22,48.26,48.26,48.26,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.92,47.92,47.92,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2017-01-29,48.03,48.03,48.03,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2017-02-05,48.18,48.18,48.18,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2017-02-12,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2017-02-19,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2017-02-26,48.31,48.31,48.31,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2017-03-05,48.17,48.17,48.17,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2017-03-12,48.14,48.14,48.14,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2017-03-19,48.15,48.15,48.15,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2017-03-26,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2017-04-02,48.04,48.04,48.04,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2017-04-09,47.98,47.98,47.98,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2017-04-16,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2017-04-23,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2017-04-30,47.93,47.93,47.93,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2017-05-07,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2017-05-14,48.06,48.06,48.06,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2017-05-21,47.87,47.87,47.87,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2017-05-28,47.88,47.88,47.88,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2017-06-04,47.92,47.92,47.92,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2017-06-11,47.95,47.95,47.95,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2017-06-18,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2017-06-25,47.89,47.89,47.89,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2017-07-02,47.93,47.93,47.93,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2017-07-09,48.09,48.09,48.09,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2017-07-16,48.01,48.01,48.01,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2017-07-23,47.95,47.95,47.95,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2017-07-30,47.98,47.98,47.98,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2017-08-06,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2017-08-13,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2017-08-20,47.81,47.81,47.81,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2017-08-27,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2017-09-03,47.92,47.92,47.92,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2017-09-10,47.84,47.84,47.84,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2017-09-17,48.01,48.01,48.01,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2017-09-24,47.96,47.96,47.96,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2017-10-01,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2017-10-08,48.31,48.31,48.31,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2017-10-15,48.11,48.11,48.11,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2017-10-22,48.18,48.18,48.18,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2017-10-29,48.27,48.27,48.27,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2017-11-05,48.13,48.13,48.13,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2017-11-12,48.2,48.2,48.2,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2017-11-19,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2017-11-26,48.28,48.28,48.28,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2017-12-03,48.28,48.28,48.28,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2017-12-10,48.41,48.41,48.41,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2017-12-17,48.49,48.49,48.49,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2017-12-24,48.37,48.37,48.37,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2017-12-31,48.2,48.2,48.2,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.25,48.25,48.25,0.0,0.0
