Date,TSLA_stock_Open_average,TSLA_stock_Open_max,TSLA_stock_Open_min,TSLA_stock_Open_volatility,TSLA_stock_Open_change,TSLA_stock_High_average,TSLA_stock_High_max,TSLA_stock_High_min,TSLA_stock_High_volatility,TSLA_stock_High_change,TSLA_stock_Low_average,TSLA_stock_Low_max,TSLA_stock_Low_min,TSLA_stock_Low_volatility,TSLA_stock_Low_change,TSLA_stock_Close_average,TSLA_stock_Close_max,TSLA_stock_Close_min,TSLA_stock_Close_volatility,TSLA_stock_Close_change,TSLA_stock_Volume_average,TSLA_stock_Volume_max,TSLA_stock_Volume_min,TSLA_stock_Volume_volatility,TSLA_stock_Volume_change
2016-01-03,221.826,230.72,214.19,16.53,-12.859999999999985,223.44,231.38,218.44,12.939999999999998,-10.939999999999998,215.884,220.0,210.77,9.22999999999999,-8.22999999999999,218.506,223.43,211.0,12.430000000000007,-12.409999999999997,4195067,6827146,3186752,3640394,-3199088
2016-01-10,207.76,214.01,198.97,15.039999999999992,-15.039999999999992,211.182,214.45,205.07,9.379999999999995,-9.379999999999995,199.788,205.31,193.38,11.930000000000007,-5.75,205.86,209.97,200.31,9.659999999999997,-2.859999999999985,4675827,6490741,3091917,3398824,1487218
2016-01-17,203.615,208.71,199.4,9.310000000000002,-3.9099999999999966,205.12,210.47,201.28,9.189999999999998,-4.969999999999999,196.52,200.78,191.25,9.530000000000001,-1.75,201.485,204.72,198.7,6.02000000000001,-2.1699999999999875,4041874,5838608,3124055,2714553,-914621
2016-01-24,193.976,200.06,189.95,10.110000000000014,-10.110000000000014,195.934,203.57,191.28,12.289999999999992,-9.829999999999984,188.204,195.88,182.41,13.469999999999999,-7.799999999999983,191.78199999999998,196.38,188.07,8.310000000000002,-5.180000000000007,3745036,4964180,2698739,2265441,153550
2016-01-31,181.35399999999998,192.42,170.7,21.72,-17.45999999999998,185.112,199.52,173.0,26.52000000000001,-26.52000000000001,171.578,182.75,157.74,25.00999999999999,-25.00999999999999,178.226,196.94,162.6,34.34,-34.34,6565119,9437591,4385366,5052225,4139952
2016-02-07,151.384,157.1,142.32,14.780000000000001,-2.0999999999999943,158.436,163.26,154.97,8.289999999999992,-0.14000000000001478,143.898,147.0,141.05,5.949999999999989,-2.3000000000000114,148.284,151.04,143.67,7.3700000000000045,3.049999999999983,9971859,14252364,7235783,7016581,-2077205
2016-02-14,163.445,172.42,158.7,13.719999999999999,4.960000000000008,168.1825,172.95,162.95,10.0,4.5400000000000205,159.51500000000001,164.77,154.11,10.659999999999997,8.389999999999986,164.3,168.68,155.17,13.51000000000002,11.410000000000025,4566479,5825159,2959390,2865769,-2634404
2016-02-21,179.45499999999998,190.35,170.12,20.22999999999999,20.22999999999999,185.16833333333332,192.0,178.91,13.090000000000003,11.439999999999998,176.98666666666668,190.35,167.84,22.50999999999999,20.5,183.67833333333334,190.35,177.21,13.139999999999986,12.609999999999985,5676769,6065117,5060051,1005066,744676
2016-02-28,191.332,198.0,183.73,14.27000000000001,5.599999999999994,196.454,204.03,188.52,15.509999999999991,7.680000000000007,187.028,197.5,181.5,16.0,8.280000000000001,192.68,201.04,186.35,14.689999999999998,9.109999999999985,5478325,6712159,4498997,2213162,1990061
2016-03-06,204.726,210.0,197.68,12.319999999999993,10.25,209.856,213.29,207.5,5.789999999999992,-0.28000000000000114,201.678,205.33,197.4,7.930000000000007,7.930000000000007,205.858,208.72,202.6,6.1200000000000045,2.210000000000008,4251983,5337072,3208554,2128518,-1993995
2016-03-13,219.098,229.1,212.65,16.44999999999999,16.44999999999999,224.25,234.48,216.72,17.75999999999999,17.75999999999999,217.444,228.06,210.64,17.420000000000016,17.420000000000016,222.90800000000002,232.74,215.15,17.590000000000003,17.590000000000003,3851509,4711793,3180452,1531341,646087
2016-03-20,230.175,237.21,215.78,21.430000000000007,-19.560000000000002,235.6225,239.88,228.89,10.990000000000009,-10.990000000000009,226.1475,235.0,215.0,20.0,-20.0,230.7225,238.32,222.58,15.73999999999998,-10.569999999999993,4883387,5307822,4315988,991834,-346922
