Date,FCBC_stock_Open_average,FCBC_stock_Open_max,FCBC_stock_Open_min,FCBC_stock_Open_volatility,FCBC_stock_Open_change,FCBC_stock_High_average,FCBC_stock_High_max,FCBC_stock_High_min,FCBC_stock_High_volatility,FCBC_stock_High_change,FCBC_stock_Low_average,FCBC_stock_Low_max,FCBC_stock_Low_min,FCBC_stock_Low_volatility,FCBC_stock_Low_change,FCBC_stock_Close_average,FCBC_stock_Close_max,FCBC_stock_Close_min,FCBC_stock_Close_volatility,FCBC_stock_Close_change,FCBC_stock_Volume_average,FCBC_stock_Volume_max,FCBC_stock_Volume_min,FCBC_stock_Volume_volatility,FCBC_stock_Volume_change
2016-01-03,18.084,18.33,17.94,0.389999999999997,-0.18999999999999773,18.334,18.42,18.24,0.18000000000000327,-0.15000000000000213,17.876,18.0,17.7,0.3000000000000007,-0.07000000000000028,18.058,18.32,17.73,0.5899999999999999,-0.2699999999999996,34392,42886,29189,13697,-6208
2016-01-10,17.772,18.32,17.13,1.1900000000000013,-0.6600000000000001,18.076,18.59,17.65,0.9400000000000013,-0.5700000000000003,17.483999999999998,17.79,17.08,0.7100000000000009,-0.6700000000000017,17.684,18.16,17.2,0.9600000000000009,-0.9600000000000009,34272,41676,21365,20311,20311
2016-01-17,17.3075,17.37,17.14,0.23000000000000043,0.010000000000001563,17.5625,17.65,17.46,0.18999999999999773,-0.09999999999999787,17.07,17.16,16.99,0.1700000000000017,-0.08999999999999986,17.28,17.38,17.17,0.2099999999999973,0.16999999999999815,39702,44961,32304,12657,8149
2016-01-24,17.472,17.88,17.06,0.8200000000000003,0.5599999999999987,17.932,18.6,17.4,1.2000000000000028,1.2000000000000028,17.182,17.74,16.67,1.0699999999999967,1.009999999999998,17.624,18.55,16.75,1.8000000000000007,1.8000000000000007,43717,84955,26305,58650,53615
2016-01-31,18.222,18.89,17.78,1.1099999999999994,-1.1099999999999994,18.28,18.89,17.78,1.1099999999999994,-1.1099999999999994,17.494,17.93,17.02,0.9100000000000001,-0.629999999999999,17.838,18.46,17.05,1.4100000000000001,-1.4100000000000001,37619,51388,27773,23615,14441
2016-02-07,17.426000000000002,17.9,17.01,0.889999999999997,0.6699999999999982,17.89,18.32,17.51,0.8099999999999987,0.4399999999999977,17.314,17.67,17.01,0.6600000000000001,0.41000000000000014,17.6,17.79,17.4,0.39000000000000057,0.36999999999999744,28729,38865,16128,22737,-10521
2016-02-14,17.9,18.13,17.69,0.4399999999999977,-0.25,18.12,18.28,17.84,0.4400000000000013,0.03999999999999915,17.6575,17.78,17.52,0.26000000000000156,0.05000000000000071,17.885,18.03,17.69,0.33999999999999986,-0.030000000000001137,28433,37726,18155,19571,16861
2016-02-21,18.006666666666668,18.25,17.8,0.4499999999999993,0.0799999999999983,18.134999999999998,18.33,17.91,0.41999999999999815,-0.05000000000000071,17.813333333333333,18.25,17.35,0.8999999999999986,0.4499999999999993,17.96333333333333,18.25,17.58,0.6700000000000017,0.4200000000000017,28393,68873,0,68873,-32996
2016-02-28,18.492,19.0,18.16,0.8399999999999999,0.8399999999999999,18.748,19.0,18.42,0.5799999999999983,0.5799999999999983,18.412,18.75,18.06,0.6900000000000013,0.6900000000000013,18.62,18.99,18.1,0.889999999999997,0.6999999999999993,29295,36563,20098,16465,-16465
2016-03-06,18.778,18.81,18.74,0.07000000000000028,-0.05000000000000071,18.951999999999998,19.0,18.84,0.16000000000000014,-0.07000000000000028,18.618,18.79,18.43,0.35999999999999943,-0.1999999999999993,18.772,18.91,18.65,0.26000000000000156,-0.010000000000001563,29143,33584,22119,11465,6346
2016-03-13,18.886,19.42,18.58,0.8400000000000034,0.6800000000000033,19.25,19.84,18.86,0.9800000000000004,0.8399999999999999,18.604,18.97,18.27,0.6999999999999993,0.34999999999999787,19.016,19.54,18.63,0.9100000000000001,0.6499999999999986,38749,68767,19607,49160,38205
2016-03-20,19.36,19.63,19.04,0.5899999999999999,-0.4200000000000017,19.55,19.85,19.13,0.7200000000000024,-0.6700000000000017,19.127499999999998,19.33,18.84,0.48999999999999844,-0.4400000000000013,19.2825,19.65,18.98,0.6699999999999982,-0.6699999999999982,33764,43845,19206,24639,-24639
2016-03-27,19.314,19.7,18.89,0.8099999999999987,0.6999999999999993,19.664,19.93,19.32,0.6099999999999994,0.5500000000000007,18.95,19.54,18.02,1.5199999999999996,0.08999999999999986,19.538,19.84,19.11,0.7300000000000004,0.6500000000000021,44043,112967,22160,90807,-5739
2016-04-03,19.422,19.93,19.13,0.8000000000000007,-0.8000000000000007,19.512,19.93,19.17,0.759999999999998,-0.759999999999998,19.15,19.72,18.61,1.1099999999999994,-1.1099999999999994,19.318,19.74,19.03,0.7099999999999973,-0.6199999999999974,30253,39464,26221,13243,-4569
2016-04-10,19.628,20.05,19.15,0.9000000000000021,0.8800000000000026,20.096,20.57,19.55,1.0199999999999996,0.8599999999999994,19.586,20.03,19.11,0.9200000000000017,0.8800000000000026,19.846,20.23,19.31,0.9200000000000017,0.9200000000000017,30805,53948,15740,38208,3352
2016-04-17,20.332,20.5,19.97,0.5300000000000011,0.4299999999999997,20.566,20.68,20.39,0.28999999999999915,0.10000000000000142,20.102,20.41,19.84,0.5700000000000003,-0.129999999999999,20.388,20.6,20.12,0.4800000000000004,0.25,29174,36270,23449,12821,12821
2016-04-24,20.552,20.84,20.21,0.629999999999999,0.6199999999999974,20.894,21.26,20.4,0.860000000000003,0.860000000000003,20.494,20.81,20.15,0.6600000000000001,0.6600000000000001,20.695999999999998,20.9,20.25,0.6499999999999986,0.5599999999999987,37176,46259,31484,14775,14775
2016-05-01,20.982,21.24,20.78,0.4599999999999973,-0.16999999999999815,21.184,21.32,21.09,0.23000000000000043,-0.1999999999999993,20.546,20.76,20.0,0.7600000000000016,0.6900000000000013,21.028,21.25,20.79,0.46000000000000085,-0.1700000000000017,27639,31534,19517,12017,8719
