Date,ProShares Ultra QQQ_etf_Open_average,ProShares Ultra QQQ_etf_Open_max,ProShares Ultra QQQ_etf_Open_min,ProShares Ultra QQQ_etf_Open_volatility,ProShares Ultra QQQ_etf_Open_change,ProShares Ultra QQQ_etf_High_average,ProShares Ultra QQQ_etf_High_max,ProShares Ultra QQQ_etf_High_min,ProShares Ultra QQQ_etf_High_volatility,ProShares Ultra QQQ_etf_High_change,ProShares Ultra QQQ_etf_Low_average,ProShares Ultra QQQ_etf_Low_max,ProShares Ultra QQQ_etf_Low_min,ProShares Ultra QQQ_etf_Low_volatility,ProShares Ultra QQQ_etf_Low_change,ProShares Ultra QQQ_etf_Close_average,ProShares Ultra QQQ_etf_Close_max,ProShares Ultra QQQ_etf_Close_min,ProShares Ultra QQQ_etf_Close_volatility,ProShares Ultra QQQ_etf_Close_change
2016-01-03,34.91,34.91,34.91,0.0,0.0,35.28,35.28,35.28,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2016-01-10,31.48,31.48,31.48,0.0,0.0,32.37,32.37,32.37,0.0,0.0,30.8,30.8,30.8,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2016-01-17,32.88,32.88,32.88,0.0,0.0,33.51,33.51,33.51,0.0,0.0,32.71,32.71,32.71,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2016-01-24,32.3,32.3,32.3,0.0,0.0,33.67,33.67,33.67,0.0,0.0,32.27,32.27,32.27,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2016-01-31,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2016-02-07,29.52,29.52,29.52,0.0,0.0,29.79,29.79,29.79,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2016-02-14,31.46,31.46,31.46,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2016-02-21,33.59,33.59,33.59,0.0,0.0,33.63,33.63,33.63,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2016-02-28,34.47,34.47,34.47,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2016-03-06,34.52,34.52,34.52,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2016-03-13,35.78,35.78,35.78,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2016-03-20,35.21,35.21,35.21,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2016-03-27,36.44,36.44,36.44,0.0,0.0,37.7,37.7,37.7,0.0,0.0,36.34,36.34,36.34,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2016-04-03,37.23,37.23,37.23,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2016-04-10,37.93,37.93,37.93,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2016-04-17,36.84,36.84,36.84,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2016-04-24,34.81,34.81,34.81,0.0,0.0,34.98,34.98,34.98,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2016-05-01,33.72,33.72,33.72,0.0,0.0,34.38,34.38,34.38,0.0,0.0,33.61,33.61,33.61,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2016-05-08,34.51,34.51,34.51,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2016-05-15,34.44,34.44,34.44,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2016-05-22,36.98,36.98,36.98,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2016-05-29,37.48,37.48,37.48,0.0,0.0,37.5,37.5,37.5,0.0,0.0,36.78,36.78,36.78,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2016-06-05,36.66,36.66,36.66,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2016-06-12,35.75,35.75,35.75,0.0,0.0,35.75,35.75,35.75,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2016-06-19,33.88,33.88,33.88,0.0,0.0,34.99,34.99,34.99,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2016-06-26,35.57,35.57,35.57,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2016-07-03,36.65,36.65,36.65,0.0,0.0,37.45,37.45,37.45,0.0,0.0,36.55,36.55,36.55,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2016-07-10,38.71,38.71,38.71,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2016-07-17,39.41,39.41,39.41,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2016-07-24,40.78,40.78,40.78,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2016-07-31,41.52,41.52,41.52,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2016-08-07,41.95,41.95,41.95,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2016-08-14,42.09,42.09,42.09,0.0,0.0,42.37,42.37,42.37,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2016-08-21,41.74,41.74,41.74,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2016-08-28,42.19,42.19,42.19,0.0,0.0,42.37,42.37,42.37,0.0,0.0,41.74,41.74,41.74,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2016-09-04,41.41,41.41,41.41,0.0,0.0,41.6,41.6,41.6,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2016-09-11,42.26,42.26,42.26,0.0,0.0,42.39,42.39,42.39,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2016-09-18,43.47,43.47,43.47,0.0,0.0,43.48,43.48,43.48,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.03,43.03,43.03,0.0,0.0
