Date,Invesco Shipping ETFEtf_Open_average,Invesco Shipping ETFEtf_Open_max,Invesco Shipping ETFEtf_Open_min,Invesco Shipping ETFEtf_Open_volatility,Invesco Shipping ETFEtf_Open_change,Invesco Shipping ETFEtf_High_average,Invesco Shipping ETFEtf_High_max,Invesco Shipping ETFEtf_High_min,Invesco Shipping ETFEtf_High_volatility,Invesco Shipping ETFEtf_High_change,Invesco Shipping ETFEtf_Low_average,Invesco Shipping ETFEtf_Low_max,Invesco Shipping ETFEtf_Low_min,Invesco Shipping ETFEtf_Low_volatility,Invesco Shipping ETFEtf_Low_change,Invesco Shipping ETFEtf_Close_average,Invesco Shipping ETFEtf_Close_max,Invesco Shipping ETFEtf_Close_min,Invesco Shipping ETFEtf_Close_volatility,Invesco Shipping ETFEtf_Close_change
2016-09-18,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2016-09-25,11.45,11.45,11.45,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2016-10-02,11.73,11.73,11.73,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2016-10-09,11.49,11.49,11.49,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.44,11.44,11.44,0.0,0.0
2016-10-16,11.69,11.69,11.69,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2016-10-23,11.45,11.45,11.45,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2016-10-30,10.6,10.6,10.6,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2016-11-06,10.67,10.67,10.67,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2016-11-13,10.75,10.75,10.75,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2016-11-20,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2016-11-27,11.06,11.06,11.06,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2016-12-04,11.8,11.8,11.8,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2016-12-11,11.6,11.6,11.6,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2016-12-18,11.43,11.43,11.43,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2016-12-25,11.47,11.47,11.47,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.43,11.43,11.43,0.0,0.0
2017-01-01,12.14,12.14,12.14,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.1,12.1,12.1,0.0,0.0
2017-01-08,12.12,12.12,12.12,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.17,12.17,12.17,0.0,0.0
2017-01-15,12.29,12.29,12.29,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2017-01-22,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2017-01-29,12.08,12.08,12.08,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.22,12.22,12.22,0.0,0.0
2017-02-05,12.27,12.27,12.27,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.31,12.31,12.31,0.0,0.0
2017-02-12,12.44,12.44,12.44,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2017-02-19,12.42,12.42,12.42,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.27,12.27,12.27,0.0,0.0
2017-02-26,12.49,12.49,12.49,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.48,12.48,12.48,0.0,0.0
2017-03-05,12.34,12.34,12.34,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2017-03-12,12.6,12.6,12.6,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.65,12.65,12.65,0.0,0.0
2017-03-19,12.13,12.13,12.13,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.19,12.19,12.19,0.0,0.0
2017-03-26,12.3,12.3,12.3,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.28,12.28,12.28,0.0,0.0
2017-04-02,12.07,12.07,12.07,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2017-04-09,12.11,12.11,12.11,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2017-04-16,11.98,11.98,11.98,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.89,11.89,11.89,0.0,0.0
2017-04-23,12.11,12.11,12.11,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2017-04-30,11.72,11.72,11.72,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.87,11.87,11.87,0.0,0.0
2017-05-07,11.9,11.9,11.9,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.86,11.86,11.86,0.0,0.0
2017-05-14,11.69,11.69,11.69,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2017-05-21,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2017-05-28,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2017-06-04,11.45,11.45,11.45,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.45,11.45,11.45,0.0,0.0
2017-06-11,11.29,11.29,11.29,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.29,11.29,11.29,0.0,0.0,11.42,11.42,11.42,0.0,0.0
2017-06-18,11.34,11.34,11.34,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2017-06-25,11.87,11.87,11.87,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2017-07-02,11.9,11.9,11.9,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2017-07-09,12.3,12.3,12.3,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.29,12.29,12.29,0.0,0.0
2017-07-16,12.34,12.34,12.34,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.27,12.27,12.27,0.0,0.0
2017-07-23,12.4,12.4,12.4,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2017-07-30,12.21,12.21,12.21,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.28,12.28,12.28,0.0,0.0
2017-08-06,11.83,11.83,11.83,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.86,11.86,11.86,0.0,0.0
2017-08-13,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2017-08-20,11.93,11.93,11.93,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2017-08-27,11.86,11.86,11.86,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2017-09-03,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2017-09-10,11.76,11.76,11.76,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2017-09-17,11.92,11.92,11.92,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2017-09-24,11.85,11.85,11.85,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2017-10-01,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2017-10-08,12.0,12.0,12.0,0.0,0.0,12.01,12.01,12.01,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2017-10-15,11.95,11.95,11.95,0.0,0.0,11.97,11.97,11.97,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.89,11.89,11.89,0.0,0.0
2017-10-22,11.6,11.6,11.6,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2017-10-29,11.79,11.79,11.79,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2017-11-05,11.7,11.7,11.7,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2017-11-12,11.21,11.21,11.21,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2017-11-19,11.44,11.44,11.44,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2017-11-26,11.49,11.49,11.49,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2017-12-03,11.24,11.24,11.24,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2017-12-10,11.4,11.4,11.4,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2017-12-17,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2017-12-24,11.64,11.64,11.64,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2017-12-31,12.02,12.02,12.02,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.97,11.97,11.97,0.0,0.0
