Date,CYD_stock_Open_average,CYD_stock_Open_max,CYD_stock_Open_min,CYD_stock_Open_volatility,CYD_stock_Open_change,CYD_stock_High_average,CYD_stock_High_max,CYD_stock_High_min,CYD_stock_High_volatility,CYD_stock_High_change,CYD_stock_Low_average,CYD_stock_Low_max,CYD_stock_Low_min,CYD_stock_Low_volatility,CYD_stock_Low_change,CYD_stock_Close_average,CYD_stock_Close_max,CYD_stock_Close_min,CYD_stock_Close_volatility,CYD_stock_Close_change,CYD_stock_Volume_average,CYD_stock_Volume_max,CYD_stock_Volume_min,CYD_stock_Volume_volatility,CYD_stock_Volume_change
2016-01-03,10.514,10.68,10.32,0.35999999999999943,-0.2699999999999996,10.58,10.77,10.33,0.4399999999999995,-0.4399999999999995,10.312,10.62,10.01,0.6099999999999994,-0.4399999999999995,10.414,10.74,10.02,0.7200000000000006,-0.7000000000000011,36752,66105,19190,46915,-9851
2016-01-10,9.347999999999999,10.0,8.7,1.3000000000000007,-1.3000000000000007,9.458,10.05,8.93,1.120000000000001,-1.120000000000001,9.05,9.8,8.55,1.25,-1.120000000000001,9.132,9.8,8.77,1.0300000000000011,-1.0300000000000011,43653,77225,25634,51591,-1488
2016-01-17,8.7025,8.8,8.57,0.23000000000000043,0.010000000000001563,8.8725,9.15,8.65,0.5,0.20000000000000107,8.6075,8.73,8.49,0.2400000000000002,-0.030000000000001137,8.772499999999999,9.04,8.6,0.4399999999999995,0.28999999999999915,68158,140810,28979,111831,111831
2016-01-24,9.032,9.12,8.96,0.15999999999999837,-0.15999999999999837,9.304,9.73,9.07,0.6600000000000001,-0.33000000000000007,8.896,8.96,8.77,0.19000000000000128,0.05000000000000071,9.094,9.39,8.95,0.4400000000000013,0.3200000000000003,36698,54925,23898,31027,8363
2016-01-31,9.35,9.7,9.14,0.5599999999999987,0.46999999999999886,9.616,9.87,9.25,0.6199999999999992,0.379999999999999,9.116,9.57,8.94,0.6300000000000008,0.6300000000000008,9.432,9.82,9.14,0.6799999999999997,0.1899999999999995,27396,67134,10533,56601,6280
2016-02-07,9.338,9.54,9.09,0.4499999999999993,-0.1899999999999995,9.602,9.72,9.48,0.2400000000000002,-0.05000000000000071,9.218,9.41,9.0,0.41000000000000014,0.02000000000000135,9.374,9.54,9.21,0.3299999999999983,0.3299999999999983,23507,39409,13155,26254,-26254
2016-02-14,9.8275,10.01,9.62,0.39000000000000057,0.26000000000000156,9.945,10.05,9.79,0.26000000000000156,0.11000000000000121,9.6175,9.8,9.46,0.33999999999999986,0.049999999999998934,9.8475,10.05,9.64,0.41000000000000014,0.1399999999999988,20837,26490,12153,14337,11672
2016-02-21,9.688,9.91,9.41,0.5,-0.5,9.918,10.01,9.79,0.22000000000000064,-0.22000000000000064,9.516,9.8,9.37,0.4300000000000015,-0.4300000000000015,9.704,9.92,9.41,0.5099999999999998,-0.20000000000000107,27043,36839,13673,23166,20395
2016-02-28,9.852,9.95,9.58,0.3699999999999992,0.35999999999999943,10.072000000000001,10.56,9.86,0.7000000000000011,0.7000000000000011,9.772,9.94,9.47,0.46999999999999886,0.46999999999999886,10.024000000000001,10.48,9.83,0.6500000000000004,0.6500000000000004,19517,31846,7446,24400,15813
2016-03-06,10.25,10.49,9.84,0.6500000000000004,-0.33000000000000007,10.42,10.7,10.21,0.48999999999999844,-0.34999999999999964,10.106,10.48,9.84,0.6400000000000006,-0.3200000000000003,10.222,10.55,9.9,0.6500000000000004,-0.3000000000000007,15337,18882,11998,6884,646
2016-03-13,10.134,10.25,10.01,0.2400000000000002,-0.23000000000000043,10.256,10.35,10.21,0.1399999999999988,-0.05999999999999872,9.984,10.15,9.74,0.41000000000000014,-0.41000000000000014,10.07,10.25,9.84,0.41000000000000014,-0.41000000000000014,19348,42064,9756,32308,28539
2016-03-20,9.895,9.96,9.83,0.13000000000000078,-0.03999999999999915,10.07,10.3,9.84,0.46000000000000085,-0.3200000000000003,9.7825,9.92,9.63,0.28999999999999915,-0.11999999999999922,9.9175,10.09,9.73,0.35999999999999943,-0.35999999999999943,19100,37318,9286,28032,-9405
2016-03-27,9.831999999999999,9.86,9.78,0.08000000000000007,-0.02000000000000135,9.978,10.05,9.91,0.14000000000000057,-0.08000000000000007,9.78,9.85,9.72,0.129999999999999,0.05999999999999872,9.852,9.9,9.8,0.09999999999999964,-0.02999999999999936,26709,36553,16824,19729,-10604
2016-04-03,9.724,9.89,9.53,0.3600000000000012,0.040000000000000924,9.824,9.98,9.6,0.3800000000000008,-0.08999999999999986,9.442,9.7,9.09,0.6099999999999994,-0.379999999999999,9.528,9.78,9.18,0.5999999999999996,-0.35999999999999943,29032,40871,13172,27699,-21072
2016-04-10,9.927999999999999,10.49,9.35,1.1400000000000006,0.9900000000000002,10.224,10.57,9.51,1.0600000000000005,1.0600000000000005,9.846,10.36,9.21,1.1499999999999986,1.1499999999999986,10.172,10.5,9.42,1.08,1.0500000000000007,22172,40506,11233,29273,-28752
2016-04-17,10.342,10.6,10.07,0.5299999999999994,-0.2699999999999996,10.501999999999999,10.69,10.2,0.4900000000000002,-0.4900000000000002,10.146,10.45,9.82,0.629999999999999,-0.2599999999999998,10.28,10.54,10.05,0.48999999999999844,-0.4299999999999997,22823,43066,12803,30263,15386
2016-04-24,10.096,10.3,9.86,0.4400000000000013,0.19000000000000128,10.27,10.41,10.16,0.25,0.21000000000000085,9.95,10.15,9.69,0.46000000000000085,0.08999999999999986,10.124,10.3,9.82,0.4800000000000004,0.07000000000000028,36795,63503,18288,45215,-6631
2016-05-01,10.14,10.28,9.92,0.35999999999999943,0.03999999999999915,10.382,10.59,10.08,0.5099999999999998,0.17999999999999972,10.014,10.17,9.87,0.3000000000000007,0.1999999999999993,10.222,10.46,10.0,0.46000000000000085,0.33999999999999986,41795,93866,12924,80942,-9234
2016-05-08,10.436,10.99,10.03,0.9600000000000009,0.7400000000000002,10.708,11.15,10.25,0.9000000000000004,0.8499999999999996,10.224,10.51,9.96,0.5499999999999989,0.4599999999999991,10.466,10.98,10.0,0.9800000000000004,0.46000000000000085,36382,55824,25898,29926,8884
2016-05-15,10.708,10.94,10.57,0.3699999999999992,-0.009999999999999787,10.972,11.21,10.72,0.4900000000000002,0.0600000000000005,10.518,10.77,10.15,0.6199999999999992,-0.049999999999998934,10.794,10.99,10.57,0.41999999999999993,0.16000000000000014,45883,52745,28982,23763,4864
2016-05-22,10.82,11.04,10.63,0.40999999999999837,-0.40999999999999837,11.086,11.58,10.94,0.6400000000000006,-0.6199999999999992,10.674,11.04,10.5,0.5399999999999991,-0.40999999999999837,10.978,11.53,10.74,0.7899999999999991,-0.5699999999999985,103137,278317,40640,237677,-237677
2016-05-29,11.025,11.26,10.86,0.40000000000000036,0.19000000000000128,11.2925,11.48,11.08,0.40000000000000036,0.23000000000000043,10.925,11.13,10.81,0.3200000000000003,-0.03999999999999915,11.2025,11.26,11.07,0.1899999999999995,0.17999999999999972,51024,90521,17071,73450,-39175
2016-06-05,11.412,11.82,11.16,0.6600000000000001,0.23000000000000043,11.626,11.82,11.3,0.5199999999999996,0.28999999999999915,11.148,11.4,10.99,0.41000000000000014,0.0,11.49,11.76,11.24,0.5199999999999996,-0.049999999999998934,35827,56867,22916,33951,27972
2016-06-12,11.086,11.3,10.93,0.370000000000001,-0.07000000000000028,11.296000000000001,11.4,11.17,0.23000000000000043,-0.23000000000000043,10.88,11.01,10.67,0.33999999999999986,-0.15000000000000036,11.097999999999999,11.33,10.87,0.46000000000000085,-0.46000000000000085,62405,165740,27387,138353,108573
2016-06-19,10.978,11.16,10.82,0.33999999999999986,-0.16999999999999993,11.222,11.46,11.09,0.370000000000001,-0.09999999999999964,10.91,11.04,10.82,0.21999999999999886,-0.15000000000000036,11.028,11.29,10.86,0.4299999999999997,-0.11000000000000121,22723,32432,10513,21919,-2889
2016-06-26,10.93,11.19,10.82,0.3699999999999992,-0.009999999999999787,10.992,11.19,10.9,0.28999999999999915,0.07000000000000028,10.736,10.88,10.6,0.28000000000000114,0.0600000000000005,10.89,11.0,10.82,0.17999999999999972,0.07000000000000028,34790,86128,15931,70197,-58649
2016-07-03,10.9275,11.06,10.86,0.20000000000000107,0.16000000000000014,11.005,11.06,10.91,0.15000000000000036,0.15000000000000036,10.705,10.83,10.47,0.35999999999999943,0.2599999999999998,10.9025,10.95,10.83,0.11999999999999922,0.08000000000000007,23281,43103,7170,35933,-35933
2016-07-10,11.022,11.19,10.82,0.3699999999999992,0.16000000000000014,11.196,11.35,10.92,0.4299999999999997,0.3200000000000003,10.91,11.04,10.78,0.2599999999999998,0.20999999999999908,11.032,11.14,10.83,0.3100000000000005,0.27999999999999936,21794,28756,13363,15393,4788
2016-07-17,11.102,11.23,11.0,0.23000000000000043,0.14999999999999858,11.26,11.36,11.21,0.14999999999999858,-0.06999999999999851,10.824,10.94,10.65,0.28999999999999915,-0.15000000000000036,11.084,11.29,10.96,0.3299999999999983,0.08999999999999986,31245,48161,22317,25844,-5760
2016-07-24,11.054,11.14,10.95,0.19000000000000128,-0.19000000000000128,11.171999999999999,11.26,11.1,0.16000000000000014,-0.14000000000000057,10.904,11.0,10.74,0.2599999999999998,-0.2599999999999998,11.024000000000001,11.09,10.96,0.129999999999999,-0.129999999999999,16921,24756,10555,14201,-3331
