Date,iShares Global Timber & ForestryEtf_Open_average,iShares Global Timber & ForestryEtf_Open_max,iShares Global Timber & ForestryEtf_Open_min,iShares Global Timber & ForestryEtf_Open_volatility,iShares Global Timber & ForestryEtf_Open_change,iShares Global Timber & ForestryEtf_High_average,iShares Global Timber & ForestryEtf_High_max,iShares Global Timber & ForestryEtf_High_min,iShares Global Timber & ForestryEtf_High_volatility,iShares Global Timber & ForestryEtf_High_change,iShares Global Timber & ForestryEtf_Low_average,iShares Global Timber & ForestryEtf_Low_max,iShares Global Timber & ForestryEtf_Low_min,iShares Global Timber & ForestryEtf_Low_volatility,iShares Global Timber & ForestryEtf_Low_change,iShares Global Timber & ForestryEtf_Close_average,iShares Global Timber & ForestryEtf_Close_max,iShares Global Timber & ForestryEtf_Close_min,iShares Global Timber & ForestryEtf_Close_volatility,iShares Global Timber & ForestryEtf_Close_change
2016-01-03,44.72,44.72,44.72,0.0,0.0,44.85,44.85,44.85,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2016-01-10,41.81,41.81,41.81,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2016-01-17,41.54,41.54,41.54,0.0,0.0,42.39,42.39,42.39,0.0,0.0,41.54,41.54,41.54,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2016-01-24,41.08,41.08,41.08,0.0,0.0,42.75,42.75,42.75,0.0,0.0,41.08,41.08,41.08,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2016-01-31,42.25,42.25,42.25,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2016-02-07,39.6,39.6,39.6,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2016-02-14,40.76,40.76,40.76,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.76,40.76,40.76,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2016-02-21,41.6,41.6,41.6,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2016-02-28,43.35,43.35,43.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0,43.18,43.18,43.18,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2016-03-06,44.19,44.19,44.19,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2016-03-13,46.35,46.35,46.35,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2016-03-20,45.83,45.83,45.83,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.75,45.75,45.75,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2016-03-27,46.12,46.12,46.12,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2016-04-03,45.32,45.32,45.32,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2016-04-10,46.65,46.65,46.65,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2016-04-17,46.95,46.95,46.95,0.0,0.0,47.28,47.28,47.28,0.0,0.0,46.95,46.95,46.95,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2016-04-24,47.67,47.67,47.67,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2016-05-01,46.84,46.84,46.84,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.65,46.65,46.65,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2016-05-08,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2016-05-15,46.56,46.56,46.56,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2016-05-22,48.51,48.51,48.51,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2016-05-29,48.65,48.65,48.65,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2016-06-05,47.84,47.84,47.84,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2016-06-12,45.99,45.99,45.99,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.75,45.75,45.75,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2016-06-19,44.94,44.94,44.94,0.0,0.0,45.46,45.46,45.46,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2016-06-26,45.66,45.66,45.66,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.66,45.66,45.66,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2016-07-03,45.19,45.19,45.19,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2016-07-10,46.91,46.91,46.91,0.0,0.0,47.38,47.38,47.38,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2016-07-17,48.07,48.07,48.07,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2016-07-24,48.63,48.63,48.63,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2016-07-31,48.12,48.12,48.12,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2016-08-07,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2016-08-14,48.66,48.66,48.66,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2016-08-21,50.0,50.0,50.0,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2016-08-28,50.68,50.68,50.68,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2016-09-04,50.32,50.32,50.32,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2016-09-11,48.88,48.88,48.88,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2016-09-18,50.38,50.38,50.38,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2016-09-25,49.7,49.7,49.7,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.69,49.69,49.69,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2016-10-02,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0,48.91,48.91,48.91,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2016-10-09,48.98,48.98,48.98,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.89,48.89,48.89,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2016-10-16,48.96,48.96,48.96,0.0,0.0,49.38,49.38,49.38,0.0,0.0,48.89,48.89,48.89,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2016-10-23,50.33,50.33,50.33,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2016-10-30,49.74,49.74,49.74,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2016-11-06,50.18,50.18,50.18,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2016-11-13,51.21,51.21,51.21,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2016-11-20,52.34,52.34,52.34,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2016-11-27,51.91,51.91,51.91,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.91,51.91,51.91,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2016-12-04,54.97,54.97,54.97,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2016-12-11,53.7,53.7,53.7,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2016-12-18,53.26,53.26,53.26,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2016-12-25,53.95,53.95,53.95,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.6,53.6,53.6,0.0,0.0
