Date,ARL_stock_Open_average,ARL_stock_Open_max,ARL_stock_Open_min,ARL_stock_Open_volatility,ARL_stock_Open_change,ARL_stock_High_average,ARL_stock_High_max,ARL_stock_High_min,ARL_stock_High_volatility,ARL_stock_High_change,ARL_stock_Low_average,ARL_stock_Low_max,ARL_stock_Low_min,ARL_stock_Low_volatility,ARL_stock_Low_change,ARL_stock_Close_average,ARL_stock_Close_max,ARL_stock_Close_min,ARL_stock_Close_volatility,ARL_stock_Close_change,ARL_stock_Volume_average,ARL_stock_Volume_max,ARL_stock_Volume_min,ARL_stock_Volume_volatility,ARL_stock_Volume_change
2016-05-01,4.8975,4.94,4.8,0.14000000000000057,0.0,4.965,5.08,4.8,0.28000000000000025,-0.009999999999999787,4.8975,4.94,4.8,0.14000000000000057,0.0,4.965,5.08,4.8,0.28000000000000025,-0.009999999999999787,796,1538,300,1238,737
2016-05-08,4.6625,4.95,4.44,0.5099999999999998,-0.25,4.6625,4.95,4.44,0.5099999999999998,-0.25,4.585,4.7,4.44,0.2599999999999998,0.0600000000000005,4.585,4.7,4.44,0.2599999999999998,0.0600000000000005,2047,7356,137,7219,-6807
2016-05-15,4.658,4.7,4.62,0.08000000000000007,-0.03000000000000025,4.67,4.7,4.63,0.07000000000000028,-0.03000000000000025,4.634,4.69,4.56,0.13000000000000078,-0.020000000000000462,4.636,4.69,4.56,0.13000000000000078,-0.020000000000000462,1992,6437,251,6186,-1526
2016-05-22,4.7925,4.93,4.67,0.2599999999999998,0.2599999999999998,4.8575,5.0,4.75,0.25,0.17999999999999972,4.76,4.84,4.67,0.16999999999999993,0.1299999999999999,4.82,5.0,4.74,0.2599999999999998,0.05999999999999961,3441,5300,1672,3628,-3628
2016-05-29,5.0475,5.15,4.94,0.20999999999999996,0.20999999999999996,5.1975,5.37,5.0,0.3700000000000001,0.34999999999999964,5.045,5.15,4.94,0.20999999999999996,0.20999999999999996,5.195,5.37,5.0,0.3700000000000001,0.33999999999999986,4628,8135,618,7517,7517
2016-06-05,5.836,6.24,5.4,0.8399999999999999,0.7399999999999993,6.274,6.68,5.83,0.8499999999999996,0.8499999999999996,5.81,6.14,5.4,0.7399999999999993,0.7399999999999993,6.22,6.59,5.81,0.7800000000000002,0.7800000000000002,9948,12094,6584,5510,967
2016-06-12,5.566,6.59,4.91,1.6799999999999997,-1.3399999999999999,5.778,6.59,5.28,1.3099999999999996,-0.9500000000000002,5.234,5.72,4.91,0.8099999999999996,-0.5999999999999996,5.348,5.72,5.14,0.5800000000000001,-0.39999999999999947,20929,51386,2692,48694,1440
2016-06-19,5.622,5.86,5.31,0.5500000000000007,0.5500000000000007,5.88,6.13,5.62,0.5099999999999998,0.5099999999999998,5.436,5.61,5.28,0.33000000000000007,-0.019999999999999574,5.69,5.9,5.48,0.41999999999999993,0.41999999999999993,37009,75283,1175,74108,57960
2016-06-26,6.308,6.9,5.4,1.5,1.25,6.684,7.05,5.97,1.08,0.6800000000000006,6.17,6.6,5.29,1.3099999999999996,1.1500000000000004,6.568,6.84,5.97,0.8700000000000001,0.6800000000000006,19116,50487,4615,45872,3918
2016-07-03,6.41,6.7,6.03,0.6699999999999999,-0.20000000000000018,6.616666666666667,6.7,6.57,0.1299999999999999,-0.1200000000000001,6.293333333333333,6.52,5.99,0.5299999999999994,-0.14999999999999947,6.5633333333333335,6.58,6.55,0.03000000000000025,-0.03000000000000025,7801,13460,2598,10862,-4748
2016-07-10,6.812,7.08,6.6,0.4800000000000004,0.15000000000000036,6.936,7.21,6.75,0.45999999999999996,-0.08999999999999986,6.788,7.08,6.57,0.5099999999999998,0.17999999999999972,6.902,7.1,6.75,0.34999999999999964,-0.08999999999999986,11577,50722,115,50607,-50607
2016-07-17,6.716,6.87,6.51,0.3600000000000003,-0.3600000000000003,6.792,7.09,6.58,0.5099999999999998,-0.5099999999999998,6.392,6.53,6.03,0.5,-0.5,6.614,6.86,6.16,0.7000000000000002,-0.6600000000000001,6562,12612,913,11699,589
2016-07-24,6.46,6.48,6.43,0.05000000000000071,-0.03000000000000025,6.498,6.57,6.45,0.1200000000000001,-0.03000000000000025,6.406,6.45,6.35,0.10000000000000053,-0.0600000000000005,6.42,6.45,6.35,0.10000000000000053,-0.03000000000000025,1732,4003,511,3492,3112
2016-07-31,6.668,6.84,6.59,0.25,0.25,6.75,6.86,6.6,0.2600000000000007,0.22999999999999954,6.638,6.75,6.54,0.20999999999999996,0.20999999999999996,6.678,6.84,6.54,0.2999999999999998,0.21999999999999975,11915,41263,766,40497,40497
2016-08-07,6.382,6.88,5.85,1.0300000000000002,-0.9800000000000004,6.532,7.01,6.08,0.9299999999999997,-0.9299999999999997,6.0520000000000005,6.65,5.54,1.1100000000000003,-0.8300000000000001,6.21,6.74,5.82,0.9199999999999999,-0.9199999999999999,14965,42476,2810,39666,16870
2016-08-14,6.186,6.54,5.84,0.7000000000000002,0.29000000000000004,6.324,6.7,5.96,0.7400000000000002,0.1900000000000004,6.044,6.5,5.84,0.6600000000000001,0.04999999999999982,6.194,6.59,5.89,0.7000000000000002,-0.010000000000000675,6141,18108,1133,16975,778
2016-08-21,5.812,6.05,5.66,0.3899999999999997,-0.2699999999999996,5.904,6.09,5.77,0.3200000000000003,-0.1299999999999999,5.596,5.68,5.5,0.17999999999999972,-0.019999999999999574,5.744,5.91,5.66,0.25,-0.03000000000000025,7021,15260,1065,14195,-1379
2016-08-28,5.76,5.95,5.6,0.35000000000000053,0.35000000000000053,5.958,6.24,5.62,0.6200000000000001,0.4500000000000002,5.654,5.85,5.52,0.33000000000000007,0.08000000000000007,5.7700000000000005,6.0,5.58,0.41999999999999993,0.04999999999999982,16447,36708,3569,33139,13401
2016-09-04,5.6575,5.83,5.52,0.3100000000000005,-0.3100000000000005,5.8375,6.08,5.71,0.3700000000000001,0.25,5.3875,5.57,5.19,0.3799999999999999,-0.27999999999999936,5.67,5.93,5.39,0.54,0.2699999999999996,21048,28738,6168,22570,7405
2016-09-11,6.014,6.55,5.72,0.8300000000000001,-0.14999999999999947,6.568,7.29,6.18,1.1100000000000003,0.75,5.784,5.9,5.64,0.2600000000000007,0.040000000000000036,6.3180000000000005,7.29,5.73,1.5599999999999996,0.8099999999999996,29578,104118,5540,98578,-83062
2016-09-18,7.0,7.31,6.77,0.54,0.3099999999999996,7.31,7.63,7.04,0.5899999999999999,0.5,6.916,7.3,6.7,0.5999999999999996,0.39999999999999947,7.144,7.5,6.75,0.75,0.4500000000000002,7111,13603,4205,9398,-3054
2016-09-25,7.4399999999999995,7.5,7.31,0.1900000000000004,0.07000000000000028,7.609999999999999,7.81,7.5,0.3099999999999996,0.16999999999999993,7.26,7.5,7.05,0.4500000000000002,0.11000000000000032,7.4719999999999995,7.81,7.24,0.5699999999999994,0.3099999999999996,16102,49310,2284,47026,-4481
2016-10-02,7.626,7.82,7.47,0.35000000000000053,-0.1299999999999999,7.736,7.85,7.69,0.15999999999999925,-0.15999999999999925,7.524,7.69,7.36,0.33000000000000007,0.2400000000000002,7.688000000000001,7.82,7.63,0.1900000000000004,-0.1299999999999999,2523,5275,277,4998,-4998
2016-10-09,7.562,7.69,7.47,0.22000000000000064,-0.22000000000000064,7.646,7.93,7.48,0.4499999999999993,-0.4499999999999993,7.45,7.67,7.08,0.5899999999999999,-0.5899999999999999,7.478,7.74,7.09,0.6500000000000004,-0.6500000000000004,1673,5144,536,4608,3975
2016-10-16,7.038,7.26,6.78,0.47999999999999954,-0.3099999999999996,7.18,7.37,7.0,0.3700000000000001,-0.16999999999999993,6.924,7.12,6.69,0.4299999999999997,-0.3099999999999996,7.07,7.14,7.0,0.13999999999999968,-0.0600000000000005,1788,6016,214,5802,-1075
2016-10-23,6.606,6.91,6.43,0.4800000000000004,-0.20999999999999996,6.666,6.91,6.43,0.4800000000000004,-0.20999999999999996,6.56,6.7,6.43,0.27000000000000046,0.020000000000000462,6.646,6.81,6.43,0.3799999999999999,-0.10999999999999943,1351,4738,100,4638,-4083
2016-10-30,6.609999999999999,6.7,6.52,0.1800000000000006,-0.1800000000000006,6.609999999999999,6.7,6.52,0.1800000000000006,-0.1800000000000006,6.5649999999999995,6.62,6.51,0.11000000000000032,-0.11000000000000032,6.5649999999999995,6.62,6.51,0.11000000000000032,-0.11000000000000032,654,868,440,428,-428
2016-11-06,6.866,7.63,6.45,1.1799999999999997,1.1799999999999997,7.11,7.71,6.63,1.08,1.0,6.808,7.59,6.45,1.1399999999999997,1.1399999999999997,7.064,7.71,6.63,1.08,0.96,2915,7703,997,6706,1376
2016-11-13,6.924,7.49,6.45,1.04,-0.7300000000000004,6.98,7.53,6.69,0.8399999999999999,-0.7700000000000005,6.674,7.26,6.45,0.8099999999999996,-0.7999999999999998,6.748,7.26,6.46,0.7999999999999998,-0.7999999999999998,2035,3807,497,3310,-840
2016-11-20,6.0625,6.46,5.73,0.7299999999999995,-0.2599999999999998,6.1575,6.51,5.86,0.6499999999999995,-0.3099999999999996,5.8125,6.0,5.69,0.3099999999999996,0.2999999999999998,5.905,6.06,5.7,0.35999999999999943,0.2999999999999998,1550,3498,577,2921,-2921
2016-11-27,6.08,6.35,5.91,0.4399999999999995,-0.16000000000000014,6.162,6.45,5.91,0.54,-0.16000000000000014,5.982,6.1,5.87,0.22999999999999954,-0.20000000000000018,6.066,6.45,5.9,0.5499999999999998,-0.16999999999999993,1373,2976,400,2576,1371
2016-12-04,5.904,6.0,5.76,0.2400000000000002,0.2400000000000002,6.034,6.1,5.98,0.11999999999999922,0.02999999999999936,5.798,6.0,5.68,0.3200000000000003,0.2699999999999996,5.948,6.01,5.87,0.13999999999999968,0.05999999999999961,4492,8080,1366,6714,-1138
2016-12-11,5.808,6.04,5.6,0.4400000000000004,-0.34000000000000075,5.888,6.07,5.6,0.47000000000000064,-0.47000000000000064,5.624,5.92,5.21,0.71,-0.71,5.72,6.07,5.29,0.7800000000000002,-0.7800000000000002,5487,15374,1074,14300,14300
2016-12-18,5.166,5.29,5.02,0.27000000000000046,-0.16000000000000014,5.244,5.3,5.15,0.14999999999999947,-0.13999999999999968,5.054,5.19,4.92,0.27000000000000046,0.14999999999999947,5.184,5.26,5.07,0.1899999999999995,0.08000000000000007,8569,17291,1830,15461,-3957
2016-12-25,5.1575,5.17,5.13,0.040000000000000036,0.0,5.2075,5.25,5.17,0.08000000000000007,0.0,5.12,5.17,5.02,0.15000000000000036,-0.15000000000000036,5.1899999999999995,5.24,5.17,0.07000000000000028,0.0,1968,3259,185,3074,1912
2017-01-01,5.295,5.51,5.17,0.33999999999999986,0.33999999999999986,5.355,5.51,5.25,0.2599999999999998,0.2599999999999998,5.2875,5.51,5.17,0.33999999999999986,0.33999999999999986,5.33,5.51,5.18,0.33000000000000007,0.33000000000000007,5442,17926,150,17776,-17776
2017-01-08,5.668,5.84,5.5,0.33999999999999986,0.33999999999999986,5.77,5.95,5.56,0.39000000000000057,0.28000000000000025,5.594,5.75,5.5,0.25,0.07000000000000028,5.694,5.84,5.56,0.28000000000000025,0.010000000000000675,1347,4326,165,4161,-379
2017-01-15,6.0024999999999995,6.2,5.7,0.5,0.47999999999999954,6.165,6.33,5.79,0.54,0.4900000000000002,6.0024999999999995,6.2,5.7,0.5,0.47999999999999954,6.092499999999999,6.26,5.79,0.46999999999999975,0.3899999999999997,1357,2288,248,2040,1367
2017-01-22,6.214,6.25,6.17,0.08000000000000007,0.03000000000000025,6.284,6.41,6.17,0.2400000000000002,0.03000000000000025,6.208,6.23,6.17,0.0600000000000005,0.03000000000000025,6.214,6.25,6.17,0.08000000000000007,0.03000000000000025,1722,4911,142,4769,173
2017-01-29,6.6,6.92,6.21,0.71,0.5700000000000003,6.786,6.92,6.5,0.41999999999999993,0.33999999999999986,6.59,6.87,6.21,0.6600000000000001,0.5700000000000003,6.77,6.89,6.5,0.3899999999999997,0.33999999999999986,3034,7906,771,7135,-3556
2017-02-05,7.465999999999999,8.35,6.71,1.6399999999999997,1.4899999999999993,8.03,9.17,6.9,2.2699999999999996,2.2699999999999996,7.398,8.2,6.52,1.6799999999999997,1.6799999999999997,7.82,8.77,6.9,1.8699999999999992,1.8699999999999992,5393,10553,1576,8977,5395
2017-02-12,9.43,9.66,9.2,0.46000000000000085,-0.21000000000000085,9.52,9.85,9.38,0.46999999999999886,-0.40000000000000036,9.102,9.52,8.73,0.7899999999999991,-0.41999999999999993,9.18,9.57,8.73,0.8399999999999999,-0.46000000000000085,6421,12280,3186,9094,-8102
2017-02-19,8.787500000000001,9.05,8.49,0.5600000000000005,-0.4900000000000002,8.98,9.25,8.66,0.5899999999999999,-0.5899999999999999,8.175,9.05,6.26,2.790000000000001,-2.790000000000001,8.5075,9.25,7.23,2.0199999999999996,-2.0199999999999996,9565,33677,1110,32567,32265
2017-02-26,7.506,7.9,7.27,0.6300000000000008,0.5900000000000007,7.7860000000000005,8.32,7.33,0.9900000000000002,0.9900000000000002,7.272,7.69,6.96,0.7300000000000004,0.6699999999999999,7.708,8.08,7.3,0.7800000000000002,0.7800000000000002,3935,6379,996,5383,-3651
2017-03-05,7.232,8.16,7.0,1.1600000000000001,-1.1600000000000001,7.402,8.16,7.11,1.0499999999999998,-1.0499999999999998,6.886,7.0,6.67,0.33000000000000007,-0.28000000000000025,6.942,7.03,6.67,0.3600000000000003,-0.3600000000000003,3518,4992,2066,2926,-307
2017-03-12,6.896,7.35,6.4,0.9499999999999993,0.5700000000000003,7.228,8.0,6.53,1.4699999999999998,1.1799999999999997,6.7459999999999996,7.13,6.3,0.8300000000000001,0.8300000000000001,7.04,7.79,6.4,1.3899999999999997,1.3899999999999997,6676,10835,4275,6560,3467
2017-03-19,7.566,7.72,7.38,0.33999999999999986,0.20000000000000018,7.8260000000000005,8.55,7.47,1.080000000000001,-0.6500000000000004,7.534,7.72,7.37,0.34999999999999964,0.34999999999999964,7.602,7.82,7.46,0.3600000000000003,0.29000000000000004,2166,7816,134,7682,-6175
2017-03-26,7.9325,8.09,7.79,0.2999999999999998,0.17999999999999972,8.175,8.29,8.06,0.22999999999999865,0.22999999999999865,7.7725,7.91,7.51,0.40000000000000036,0.1200000000000001,7.8825,8.06,7.52,0.5400000000000009,0.129999999999999,2502,4077,986,3091,-45
2017-04-02,7.913333333333333,8.01,7.78,0.22999999999999954,-0.05999999999999961,8.083333333333334,8.24,7.9,0.33999999999999986,0.13000000000000078,7.91,8.0,7.78,0.21999999999999975,-0.04999999999999982,7.96,8.0,7.9,0.09999999999999964,-0.019999999999999574,910,1382,534,848,-566
2017-04-09,8.08,8.14,8.02,0.120000000000001,0.120000000000001,8.18,8.22,8.14,0.08000000000000007,-0.08000000000000007,7.835000000000001,8.14,7.53,0.6100000000000003,0.6100000000000003,8.145,8.15,8.14,0.009999999999999787,-0.009999999999999787,2666,2850,2483,367,-367
2017-04-16,7.7775,8.14,7.63,0.5100000000000007,-0.4500000000000002,7.8475,8.14,7.69,0.4500000000000002,-0.4500000000000002,7.6325,7.69,7.56,0.13000000000000078,0.13000000000000078,7.6575,7.71,7.56,0.15000000000000036,0.13000000000000078,1745,4020,261,3759,-3759
2017-04-23,7.713333333333333,7.86,7.56,0.3000000000000007,0.3000000000000007,7.776666666666666,7.86,7.72,0.14000000000000057,0.11000000000000032,7.6499999999999995,7.72,7.56,0.16000000000000014,0.11000000000000032,7.713333333333333,7.75,7.67,0.08000000000000007,-0.08000000000000007,976,1449,249,1200,-218
2017-04-30,7.695,7.84,7.55,0.29000000000000004,-0.29000000000000004,7.734999999999999,7.84,7.63,0.20999999999999996,-0.20999999999999996,7.62,7.79,7.45,0.33999999999999986,-0.33999999999999986,7.71,7.79,7.63,0.16000000000000014,-0.16000000000000014,1286,1489,1083,406,406
2017-05-07,7.29,7.46,7.12,0.33999999999999986,-0.33999999999999986,7.46,7.53,7.39,0.14000000000000057,-0.14000000000000057,7.0600000000000005,7.12,7.0,0.1200000000000001,0.1200000000000001,7.355,7.39,7.32,0.0699999999999994,0.0699999999999994,6104,9918,2290,7628,-7628
2017-05-14,7.4875,7.71,7.25,0.45999999999999996,0.45999999999999996,7.59,7.71,7.49,0.21999999999999975,0.16999999999999993,7.47,7.71,7.25,0.45999999999999996,0.45999999999999996,7.59,7.71,7.49,0.21999999999999975,0.16999999999999993,780,1579,120,1459,-850
2017-05-21,7.6066666666666665,7.65,7.54,0.11000000000000032,0.08999999999999986,7.6066666666666665,7.65,7.54,0.11000000000000032,0.08999999999999986,7.473333333333334,7.63,7.25,0.3799999999999999,0.08999999999999986,7.6066666666666665,7.65,7.54,0.11000000000000032,0.08999999999999986,410,836,160,676,-76
2017-05-28,8.05,8.49,7.55,0.9400000000000004,0.9400000000000004,8.405,8.95,7.95,0.9999999999999991,0.9999999999999991,8.0475,8.49,7.55,0.9400000000000004,0.9400000000000004,8.405,8.95,7.95,0.9999999999999991,0.9999999999999991,3953,7562,1242,6320,380
2017-06-04,9.474,9.99,9.0,0.9900000000000002,0.6699999999999999,9.672,9.99,9.0,0.9900000000000002,0.6699999999999999,9.378,9.99,8.73,1.2599999999999998,0.7300000000000004,9.672,9.99,9.0,0.9900000000000002,0.6699999999999999,11059,38344,178,38166,-1690
2017-06-11,9.19,9.61,8.85,0.7599999999999998,-0.7599999999999998,9.275,9.67,8.85,0.8200000000000003,-0.8200000000000003,9.0175,9.37,8.85,0.5199999999999996,-0.5199999999999996,9.07,9.37,8.85,0.5199999999999996,-0.5199999999999996,1250,1814,731,1083,378
2017-06-18,8.8775,9.02,8.79,0.23000000000000043,-0.120000000000001,8.995,9.1,8.91,0.1899999999999995,0.1899999999999995,8.8275,9.02,8.59,0.4299999999999997,-0.3200000000000003,8.99,9.1,8.91,0.1899999999999995,0.1899999999999995,835,1190,238,952,183
2017-06-25,8.824,9.1,8.54,0.5600000000000005,-0.25,8.863999999999999,9.1,8.65,0.4499999999999993,-0.16000000000000014,8.652,8.92,8.5,0.41999999999999993,-0.40000000000000036,8.718,8.92,8.52,0.40000000000000036,-0.40000000000000036,2077,4677,252,4425,3850
2017-07-02,8.2975,8.53,8.01,0.5199999999999996,-0.27999999999999936,8.635,8.95,8.39,0.5599999999999987,-0.17999999999999972,8.25,8.4,8.01,0.39000000000000057,-0.08999999999999986,8.5575,8.93,8.34,0.5899999999999999,0.019999999999999574,2458,5239,1025,4214,-73
2017-07-09,8.562,8.67,8.36,0.3100000000000005,0.22000000000000064,8.822,8.95,8.73,0.21999999999999886,0.019999999999999574,8.504,8.56,8.36,0.20000000000000107,0.20000000000000107,8.564,8.75,8.37,0.3800000000000008,0.3800000000000008,7047,14311,1653,12658,-675
2017-07-16,8.5875,8.76,8.45,0.3100000000000005,-0.2699999999999996,8.635,8.88,8.49,0.39000000000000057,-0.39000000000000057,8.575,8.71,8.45,0.26000000000000156,-0.22000000000000064,8.635,8.88,8.49,0.39000000000000057,-0.39000000000000057,1047,1728,300,1428,206
2017-07-23,8.59,8.64,8.5,0.14000000000000057,0.13000000000000078,8.723333333333334,8.9,8.63,0.2699999999999996,-0.2699999999999996,8.549999999999999,8.62,8.5,0.11999999999999922,0.02999999999999936,8.6,8.63,8.54,0.09000000000000163,-0.09000000000000163,1117,1874,360,1514,-1514
2017-07-30,8.366,8.58,8.19,0.39000000000000057,-0.28999999999999915,8.42,8.58,8.19,0.39000000000000057,-0.09999999999999964,8.342,8.58,8.15,0.4299999999999997,-0.28999999999999915,8.404,8.58,8.17,0.41000000000000014,-0.14000000000000057,2475,6149,406,5743,5731
2017-08-06,8.515,8.6,8.43,0.16999999999999993,-0.16999999999999993,8.515,8.6,8.43,0.16999999999999993,-0.16999999999999993,8.455,8.48,8.43,0.05000000000000071,-0.05000000000000071,8.455,8.48,8.43,0.05000000000000071,-0.05000000000000071,208,317,100,217,-217
2017-08-13,8.293333333333333,8.62,8.01,0.6099999999999994,-0.3699999999999992,8.496666666666666,8.62,8.25,0.3699999999999992,-0.3699999999999992,8.29,8.62,8.0,0.6199999999999992,-0.3699999999999992,8.496666666666666,8.62,8.25,0.3699999999999992,-0.3699999999999992,781,1499,100,1399,1399
2017-08-20,8.175,8.25,8.1,0.15000000000000036,0.15000000000000036,8.175,8.25,8.1,0.15000000000000036,0.15000000000000036,8.175,8.25,8.1,0.15000000000000036,0.15000000000000036,8.175,8.25,8.1,0.15000000000000036,0.15000000000000036,234,321,148,173,173
2017-08-27,8.222,8.4,8.0,0.40000000000000036,0.25,8.416,8.49,8.33,0.16000000000000014,-0.040000000000000924,8.182,8.39,8.0,0.39000000000000057,0.3500000000000014,8.278,8.39,8.21,0.17999999999999972,0.14000000000000057,5498,10680,1767,8913,-8913
2017-09-03,8.1,8.23,8.02,0.21000000000000085,0.17999999999999972,8.1425,8.25,8.04,0.21000000000000085,0.17999999999999972,8.0725,8.17,8.0,0.16999999999999993,0.16999999999999993,8.1125,8.22,8.02,0.20000000000000107,0.16999999999999993,1150,1853,409,1444,1229
2017-09-10,8.16,8.28,8.11,0.16999999999999993,-0.14999999999999858,8.324,8.61,8.24,0.3699999999999992,0.33000000000000007,8.12,8.17,8.1,0.07000000000000028,-0.07000000000000028,8.23,8.61,8.1,0.5099999999999998,0.4399999999999995,3603,10065,445,9620,9620
2017-09-17,8.65,8.68,8.62,0.0600000000000005,0.030000000000001137,8.695,8.75,8.65,0.09999999999999964,-0.05000000000000071,8.6225,8.68,8.51,0.16999999999999993,0.14000000000000057,8.695,8.75,8.65,0.09999999999999964,-0.05000000000000071,1616,5522,218,5304,-5213
2017-09-24,8.705,8.76,8.65,0.10999999999999943,-0.10999999999999943,8.705,8.76,8.65,0.10999999999999943,-0.10999999999999943,8.705,8.76,8.65,0.10999999999999943,-0.10999999999999943,8.705,8.76,8.65,0.10999999999999943,-0.10999999999999943,212,242,182,60,-60
2017-10-01,8.723333333333333,8.75,8.67,0.08000000000000007,0.08000000000000007,8.763333333333334,8.87,8.67,0.1999999999999993,0.1999999999999993,8.723333333333333,8.75,8.67,0.08000000000000007,0.08000000000000007,8.763333333333334,8.87,8.67,0.1999999999999993,0.1999999999999993,784,1771,208,1563,1563
