Date,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Open_average,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Open_max,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Open_min,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Open_volatility,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Open_change,Deutsche X-trackers MSCI Japan Hedged Equity_etf_High_average,Deutsche X-trackers MSCI Japan Hedged Equity_etf_High_max,Deutsche X-trackers MSCI Japan Hedged Equity_etf_High_min,Deutsche X-trackers MSCI Japan Hedged Equity_etf_High_volatility,Deutsche X-trackers MSCI Japan Hedged Equity_etf_High_change,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Low_average,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Low_max,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Low_min,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Low_volatility,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Low_change,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Close_average,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Close_max,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Close_min,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Close_volatility,Deutsche X-trackers MSCI Japan Hedged Equity_etf_Close_change
2016-01-03,35.9,35.9,35.9,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2016-01-10,34.02,34.02,34.02,0.0,0.0,34.32,34.32,34.32,0.0,0.0,33.66,33.66,33.66,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2016-01-17,34.26,34.26,34.26,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2016-01-24,35.92,35.92,35.92,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.82,35.82,35.82,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2016-01-31,33.95,33.95,33.95,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2016-02-07,29.96,29.96,29.96,0.0,0.0,30.76,30.76,30.76,0.0,0.0,29.77,29.77,29.77,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2016-02-14,31.77,31.77,31.77,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2016-02-21,33.06,33.06,33.06,0.0,0.0,33.31,33.31,33.31,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2016-02-28,34.24,34.24,34.24,0.0,0.0,34.46,34.46,34.46,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2016-03-06,33.94,33.94,33.94,0.0,0.0,34.28,34.28,34.28,0.0,0.0,33.89,33.89,33.89,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2016-03-13,33.23,33.23,33.23,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2016-03-20,33.12,33.12,33.12,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2016-03-27,32.44,32.44,32.44,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2016-04-03,32.23,32.23,32.23,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2016-04-10,33.65,33.65,33.65,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2016-04-17,35.58,35.58,35.58,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2016-04-24,32.22,32.22,32.22,0.0,0.0,32.39,32.39,32.39,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2016-05-01,32.0,32.0,32.0,0.0,0.0,32.32,32.32,32.32,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2016-05-08,32.85,32.85,32.85,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2016-05-15,33.37,33.37,33.37,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2016-05-22,33.43,33.43,33.43,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2016-05-29,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2016-06-05,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2016-06-12,30.85,30.85,30.85,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2016-06-19,29.64,29.64,29.64,0.0,0.0,30.29,30.29,30.29,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2016-06-26,30.43,30.43,30.43,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2016-07-03,29.72,29.72,29.72,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.72,29.72,29.72,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2016-07-10,32.46,32.46,32.46,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2016-07-17,32.49,32.49,32.49,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2016-07-24,32.08,32.08,32.08,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2016-07-31,31.68,31.68,31.68,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2016-08-07,32.18,32.18,32.18,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2016-08-14,31.71,31.71,31.71,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.79,31.79,31.79,0.0,0.0
