Date,ADESStock_Open_average,ADESStock_Open_max,ADESStock_Open_min,ADESStock_Open_volatility,ADESStock_Open_change,ADESStock_High_average,ADESStock_High_max,ADESStock_High_min,ADESStock_High_volatility,ADESStock_High_change,ADESStock_Low_average,ADESStock_Low_max,ADESStock_Low_min,ADESStock_Low_volatility,ADESStock_Low_change,ADESStock_Close_average,ADESStock_Close_max,ADESStock_Close_min,ADESStock_Close_volatility,ADESStock_Close_change,ADESStock_Volume_average,ADESStock_Volume_max,ADESStock_Volume_min,ADESStock_Volume_volatility,ADESStock_Volume_change
2016-01-03,7.354,7.62,7.1,0.5200000000000005,-0.3200000000000003,7.594,8.07,7.3,0.7700000000000005,-0.7700000000000005,7.204,7.42,7.0,0.41999999999999993,0.20000000000000018,7.31,7.5,7.1,0.40000000000000036,0.20000000000000018,5501,9703,1008,8695,-6503
2016-01-10,6.718,7.2,6.23,0.9699999999999998,-0.9500000000000002,6.814,7.3,6.27,1.0300000000000002,-0.9300000000000006,6.306,7.05,5.3,1.75,-1.75,6.346,7.11,5.35,1.7600000000000007,-1.7600000000000007,19600,34080,3404,30676,30676
2016-01-17,4.585,5.25,4.1,1.1500000000000004,-0.7300000000000004,4.984999999999999,5.5,4.6,0.9000000000000004,-0.9000000000000004,4.3149999999999995,4.51,4.1,0.41000000000000014,-0.16000000000000014,4.535,4.6,4.5,0.09999999999999964,0.08999999999999986,18847,36138,7103,29035,-29035
2016-01-24,4.652,4.9,4.51,0.39000000000000057,0.23000000000000043,4.892,5.19,4.67,0.5200000000000005,0.40000000000000036,4.478,4.75,4.2,0.5499999999999998,0.16999999999999993,4.64,4.89,4.43,0.45999999999999996,0.2699999999999996,30736,49860,20429,29431,15511
2016-01-31,4.642,4.92,4.31,0.6100000000000003,-0.6100000000000003,4.752,5.05,4.31,0.7400000000000002,-0.7400000000000002,4.176,4.39,3.5,0.8899999999999997,-0.8899999999999997,4.402,4.85,3.87,0.9799999999999995,-0.7800000000000002,42695,87031,11513,75518,68338
2016-02-07,3.586,4.03,3.25,0.7800000000000002,0.5300000000000002,3.9499999999999997,4.45,3.6,0.8500000000000001,0.8500000000000001,3.376,3.66,3.2,0.45999999999999996,0.45999999999999996,3.664,4.05,3.27,0.7799999999999998,0.73,41818,56971,20900,36071,15606
2016-02-14,4.17,4.42,4.0,0.41999999999999993,0.41999999999999993,4.5625,4.75,4.2,0.5499999999999998,0.39999999999999947,3.9574999999999996,4.1,3.75,0.34999999999999964,0.34999999999999964,4.19,4.36,3.9,0.4600000000000004,0.3500000000000001,42817,61155,21532,39623,39623
2016-02-21,4.7059999999999995,4.95,4.35,0.6000000000000005,0.20000000000000018,5.152,5.5,4.81,0.6900000000000004,-0.09999999999999964,4.392,4.6,4.25,0.34999999999999964,-0.09999999999999964,4.742,4.91,4.5,0.41000000000000014,-0.2599999999999998,69829,125285,34728,90557,33750
2016-02-28,5.7139999999999995,7.51,4.7,2.8099999999999996,2.8099999999999996,6.7459999999999996,8.5,5.1,3.4000000000000004,3.16,5.446,7.32,4.32,3.0,3.0,6.288,8.18,4.75,3.4299999999999997,2.59,119168,293737,23627,270110,-45137
2016-03-06,7.066,7.29,6.86,0.4299999999999997,-0.29000000000000004,7.186,7.52,6.9,0.6199999999999992,-0.3199999999999994,6.948,7.21,6.8,0.41000000000000014,-0.3099999999999996,7.026,7.29,6.89,0.40000000000000036,-0.3899999999999997,23506,64801,3725,61076,-1481
