Date,KMI_stock_Open_average,KMI_stock_Open_max,KMI_stock_Open_min,KMI_stock_Open_volatility,KMI_stock_Open_change,KMI_stock_High_average,KMI_stock_High_max,KMI_stock_High_min,KMI_stock_High_volatility,KMI_stock_High_change,KMI_stock_Low_average,KMI_stock_Low_max,KMI_stock_Low_min,KMI_stock_Low_volatility,KMI_stock_Low_change,KMI_stock_Close_average,KMI_stock_Close_max,KMI_stock_Close_min,KMI_stock_Close_volatility,KMI_stock_Close_change,KMI_stock_Volume_average,KMI_stock_Volume_max,KMI_stock_Volume_min,KMI_stock_Volume_volatility,KMI_stock_Volume_change
2016-01-03,14.876,15.35,14.46,0.8899999999999988,-0.370000000000001,15.268,15.65,14.86,0.7900000000000009,-0.4499999999999993,14.546,14.99,14.13,0.8599999999999994,-0.6699999999999999,14.927999999999999,15.58,14.25,1.33,-0.5,29736790,33649600,27846822,5802778,-4038608
2016-01-10,13.822000000000001,14.87,13.06,1.8099999999999987,-1.8099999999999987,14.244,14.92,13.55,1.3699999999999992,-1.3699999999999992,13.062,13.9,12.75,1.1500000000000004,-1.120000000000001,13.538,14.16,12.95,1.2100000000000009,-1.1600000000000001,39868250,46923148,31358954,15564194,10615746
2016-01-17,13.2425,14.92,12.05,2.869999999999999,1.75,14.0275,15.82,12.26,3.5600000000000005,2.41,12.6325,14.65,11.2,3.450000000000001,2.4399999999999995,13.445,15.34,12.01,3.33,2.789999999999999,54199338,69707232,34748928,34958304,27781840
2016-01-24,14.994,15.57,14.4,1.17,0.4299999999999997,15.672,16.47,15.16,1.3099999999999987,0.7399999999999984,14.544,15.48,14.07,1.4100000000000001,1.3000000000000007,15.024,16.45,14.19,2.26,2.26,39126067,44750744,31242906,13507838,7718968
2016-01-31,15.346,15.97,14.76,1.2100000000000009,-0.5400000000000009,15.696,16.2,14.87,1.33,-0.33999999999999986,14.796,15.32,14.31,1.0099999999999998,0.129999999999999,15.354,15.66,14.65,1.0099999999999998,0.47000000000000064,30605232,39813668,22066492,17747176,-17747176
2016-02-07,14.482,14.94,14.06,0.879999999999999,-0.6899999999999995,15.026,15.4,14.55,0.8499999999999996,-0.14999999999999858,13.94,14.23,13.26,0.9700000000000006,0.2400000000000002,14.61,14.96,13.96,1.0,0.040000000000000924,29132218,39388656,21842136,17546520,-17546520
2016-02-14,17.0975,17.78,15.54,2.240000000000002,2.0700000000000003,17.245,17.95,15.8,2.1499999999999986,1.8099999999999987,16.55,17.07,15.34,1.7300000000000004,1.6799999999999997,17.015,17.89,15.62,2.2700000000000014,1.7500000000000018,37314174,56675112,26860792,29814320,512800
2016-02-21,17.652,18.12,16.96,1.1600000000000001,0.1999999999999993,17.986,18.21,17.77,0.4400000000000013,0.07000000000000028,17.332,17.71,16.72,0.990000000000002,0.060000000000002274,17.708000000000002,17.9,17.42,0.4799999999999969,-0.13999999999999702,20467961,25510466,17649952,7860514,-5807216
2016-02-28,18.394,19.08,17.98,1.0999999999999979,1.0999999999999979,18.76,19.32,18.3,1.0199999999999996,0.8399999999999999,17.974,18.35,17.81,0.5400000000000027,0.25,18.448,18.9,18.09,0.8099999999999987,0.4299999999999997,26661106,32679624,19100426,13579198,7129832
2016-03-06,18.288,18.63,18.05,0.5799999999999983,-0.5299999999999976,18.650000000000002,19.01,18.1,0.9100000000000001,0.08000000000000185,17.916,18.5,17.35,1.1499999999999986,-0.4499999999999993,18.182,18.79,17.71,1.0799999999999983,-0.16999999999999815,25318889,29243658,19378924,9864734,1513556
2016-03-13,18.674,19.2,18.22,0.9800000000000004,0.8200000000000003,18.944,19.2,18.56,0.6400000000000006,0.35999999999999943,18.278000000000002,18.78,17.67,1.1099999999999994,0.35999999999999943,18.654,18.89,18.07,0.8200000000000003,-0.00999999999999801,21862548,29933338,17542736,12390602,10788092
2016-03-20,18.1875,18.71,17.36,1.3500000000000014,-1.3500000000000014,18.535,18.77,18.09,0.6799999999999997,-0.6799999999999997,17.775,18.21,17.0,1.2100000000000009,-1.1799999999999997,18.175,18.5,17.75,0.75,-0.2699999999999996,18686207,22244136,14001752,8242384,8242384
2016-03-27,17.748,18.11,17.41,0.6999999999999993,-0.6999999999999993,17.913999999999998,18.18,17.52,0.6600000000000001,-0.6099999999999994,17.436,17.84,17.05,0.7899999999999991,-0.5399999999999991,17.698,17.86,17.31,0.5500000000000007,-0.5,18677300,23309000,11399900,11909100,7631500
2016-04-03,17.414,17.92,17.14,0.7800000000000011,0.6000000000000014,17.704,18.11,17.3,0.8099999999999987,0.5300000000000011,17.248,17.76,16.84,0.9200000000000017,0.6700000000000017,17.454,17.94,17.01,0.9299999999999997,0.75,15322000,17496100,13133900,4362200,-2027500
2016-04-10,18.364,18.87,17.89,0.9800000000000004,0.2699999999999996,18.628,18.89,18.13,0.7600000000000016,0.370000000000001,18.088,18.43,17.78,0.6499999999999986,0.2799999999999976,18.354,18.76,17.79,0.9700000000000024,0.370000000000001,15447020,23881500,11400400,12481100,2691000
2016-04-17,18.504,19.01,17.62,1.3900000000000006,0.6600000000000001,18.948,19.4,18.41,0.9899999999999984,-0.14999999999999858,18.176,18.66,17.5,1.1600000000000001,0.5599999999999987,18.588,19.16,18.12,1.0399999999999991,-0.379999999999999,22667300,26881100,15459600,11421500,3077100
2016-04-24,17.946,18.1,17.73,0.370000000000001,-0.360000000000003,18.188,18.68,17.99,0.6900000000000013,-0.0799999999999983,17.588,17.98,17.4,0.5800000000000018,0.030000000000001137,17.82,18.29,17.49,0.8000000000000007,0.2700000000000031,18904220,25534600,14697100,10837500,-10837500
