Date,EEStock_Open_average,EEStock_Open_max,EEStock_Open_min,EEStock_Open_volatility,EEStock_Open_change,EEStock_High_average,EEStock_High_max,EEStock_High_min,EEStock_High_volatility,EEStock_High_change,EEStock_Low_average,EEStock_Low_max,EEStock_Low_min,EEStock_Low_volatility,EEStock_Low_change,EEStock_Close_average,EEStock_Close_max,EEStock_Close_min,EEStock_Close_volatility,EEStock_Close_change,EEStock_Volume_average,EEStock_Volume_max,EEStock_Volume_min,EEStock_Volume_volatility,EEStock_Volume_change
2016-01-03,38.17,38.36,37.99,0.36999999999999744,-0.18999999999999773,38.739999999999995,38.97,38.48,0.490000000000002,-0.25,37.888,38.11,37.49,0.6199999999999974,0.38000000000000256,38.268,38.71,37.91,0.8000000000000043,0.3100000000000023,194173,301045,140751,160294,-80348
2016-01-10,38.512,38.76,38.28,0.4799999999999969,0.1700000000000017,38.956,39.5,38.75,0.75,0.1700000000000017,38.13,38.42,37.79,0.6300000000000026,-0.4200000000000017,38.638,39.18,38.44,0.740000000000002,-0.15000000000000568,190965,208729,164432,44297,-39946
2016-01-17,38.129999999999995,38.63,37.41,1.220000000000006,-1.220000000000006,38.545,38.83,38.07,0.759999999999998,-0.10000000000000142,37.5225,38.29,37.19,1.1000000000000014,-0.8800000000000026,38.1475,38.7,37.31,1.3900000000000006,-0.10000000000000142,205030,268467,155333,113134,43704
2016-01-24,38.51,39.7,37.89,1.8100000000000023,1.1400000000000006,39.274,41.23,38.38,2.8499999999999943,2.6699999999999946,38.234,39.7,37.66,2.0400000000000063,2.0400000000000063,38.926,40.93,37.78,3.1499999999999986,3.1499999999999986,210627,414168,105108,309060,302222
2016-01-31,42.114,42.96,41.01,1.9500000000000028,0.7100000000000009,42.858,43.4,42.25,1.1499999999999986,-0.4099999999999966,41.558,42.08,40.74,1.3399999999999963,0.44999999999999574,42.198,42.77,41.29,1.480000000000004,-1.25,468868,747932,264950,482982,-55477
2016-02-07,40.802,41.37,39.72,1.6499999999999986,-1.6200000000000045,41.622,42.36,40.74,1.6199999999999974,-1.6199999999999974,40.43,40.91,39.72,1.1899999999999977,-1.1899999999999977,40.714,41.22,40.12,1.1000000000000014,-0.8299999999999983,364329,503060,201232,301828,600
2016-02-14,40.4425,40.82,40.13,0.6899999999999977,0.20000000000000284,40.7475,40.92,40.38,0.5399999999999991,0.14000000000000057,39.972500000000004,40.27,39.68,0.5900000000000034,0.3200000000000003,40.4625,40.91,40.06,0.8499999999999943,0.5399999999999991,242097,441519,140031,301488,-24839
2016-02-21,41.296,42.82,40.49,2.3299999999999983,0.6099999999999994,42.13,43.22,41.11,2.1099999999999994,0.9200000000000017,40.742,41.79,40.3,1.490000000000002,-0.3200000000000003,41.352,42.76,40.55,2.210000000000001,-0.21000000000000085,310595,359715,198402,161313,159094
2016-02-28,40.641999999999996,41.04,40.12,0.9200000000000017,0.46999999999999886,41.2,41.53,40.86,0.6700000000000017,0.35999999999999943,40.046,40.52,39.37,1.1500000000000057,0.240000000000002,40.882,41.45,40.3,1.1500000000000057,0.6000000000000014,222031,272124,177093,95031,-95031
2016-03-06,42.122,42.97,41.29,1.6799999999999997,1.6799999999999997,42.68,43.14,41.65,1.490000000000002,1.490000000000002,41.908,42.57,41.03,1.5399999999999991,1.5399999999999991,42.5,42.98,41.48,1.5,1.4400000000000048,209351,256668,164924,91744,5407
2016-03-13,43.182,44.31,42.79,1.5200000000000031,1.4200000000000017,43.692,44.31,43.02,1.2899999999999991,1.2899999999999991,42.834,43.74,42.31,1.4299999999999997,1.3000000000000043,43.443999999999996,44.19,42.89,1.2999999999999972,1.2100000000000009,211120,358392,135660,222732,172024
2016-03-20,44.17,44.82,43.88,0.9399999999999977,0.9399999999999977,44.415,44.97,44.12,0.8500000000000014,0.8500000000000014,43.665,44.0,43.26,0.740000000000002,0.740000000000002,44.1925,44.74,43.95,0.7899999999999991,0.6400000000000006,178365,272433,124233,148200,100057
2016-03-27,45.436,46.07,44.64,1.4299999999999997,1.0399999999999991,46.032000000000004,46.63,45.11,1.5200000000000031,1.5200000000000031,45.088,45.7,43.99,1.7100000000000009,1.4799999999999969,45.746,46.5,44.5,2.0,2.0,180733,245629,130123,115506,23763
2016-04-03,45.422,46.44,44.7,1.7399999999999949,-1.5,45.616,46.44,45.05,1.3900000000000006,-1.2199999999999989,45.058,46.02,44.64,1.3800000000000026,-1.1100000000000065,45.202,46.26,44.81,1.4499999999999957,-1.2199999999999989,143667,213803,98216,115587,-63253
2016-04-10,45.074,45.58,44.8,0.7800000000000011,-0.30000000000000426,45.422000000000004,45.58,45.09,0.4899999999999949,-0.18999999999999773,44.763999999999996,45.05,44.5,0.5499999999999972,-0.25,45.089999999999996,45.43,44.89,0.5399999999999991,0.05000000000000426,132569,156638,110510,46128,-25143
2016-04-17,44.788,45.42,43.91,1.5100000000000051,-1.0,45.166000000000004,46.17,44.35,1.8200000000000003,-0.8999999999999986,44.39,45.28,43.68,1.6000000000000014,-0.8599999999999994,44.644,45.41,43.76,1.6499999999999986,-0.9299999999999997,201958,290568,134860,155708,43519
2016-04-24,44.378,44.65,44.22,0.4299999999999997,0.4299999999999997,44.786,45.21,44.38,0.8299999999999983,0.8299999999999983,44.025999999999996,44.21,43.91,0.30000000000000426,0.30000000000000426,44.638,45.1,44.22,0.8800000000000026,0.8800000000000026,146242,217413,104394,113019,-41997
2016-05-01,45.418,46.14,44.9,1.240000000000002,0.29999999999999716,46.13,46.79,45.65,1.1400000000000006,0.020000000000003126,44.928,45.54,44.13,1.4099999999999966,-0.29000000000000625,45.736,46.19,45.48,0.7100000000000009,0.0800000000000054,226691,308539,132068,176471,116875
